,Loui,Our Princess Kennedy Nz,Freddy Singh,Smooth Overarm Nz,Mighty Joe,Pippo Nien,Oursouthernstar,Mach Daddy,Eagle Commander,Bertie Jones Nz
14-12-2022 19:11:37.675471,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 36.0)","(12.0, 22.0, 18.833333333333332)","(11.0, 23.0, 14.333333333333334)","(5.0, 9.8, 8.51818181818182)","(5.0, 99999, 99990)"
14-12-2022 19:11:38.847634,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 22.0, 18.833333333333332)","(11.0, 21.0, 14.333333333333334)","(5.0, 9.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:39.998946,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 22.0, 19.25)","(11.0, 21.0, 14.333333333333334)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:41.144655,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 26.0, 17.0)","(11.0, 21.0, 14.333333333333334)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:42.304101,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 26.0, 17.0)","(11.0, 21.0, 14.333333333333334)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:43.510082,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 26.0, 16.071428571428573)","(11.0, 21.0, 14.0)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:44.696260,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 25.0, 15.375)","(11.0, 20.0, 16.666666666666668)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:45.928493,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 24.0, 17.75)","(11.0, 19.5, 15.0)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:47.234606,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.0, 15.0)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:48.414294,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.0, 15.0)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:49.818804,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 23.0, 15.4)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:51.012939,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 22.0, 15.4)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:52.183910,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 22.0, 13.444444444444445)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:53.457414,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 22.0, 16.0)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:54.875526,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 21.0, 15.5)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:56.268980,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:57.699768,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:11:59.108346,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:12:00.317799,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:12:01.509534,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.666666666666668)","(5.0, 6.8, 6.611111111111111)","(5.0, 99999, 99990)"
14-12-2022 19:12:02.665522,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.5, 16.666666666666668)","(5.0, 6.8, 6.006666666666666)","(5.0, 99999, 99990)"
14-12-2022 19:12:03.937473,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.75)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.5, 16.666666666666668)","(5.0, 6.8, 6.006666666666666)","(5.0, 99999, 99990)"
14-12-2022 19:12:05.189643,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 16.666666666666668)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.0, 15.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:06.499276,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 16.666666666666668)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 19.0, 15.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:07.852039,"(3.0, 4.9, 4.75)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 23.0, 15.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:09.254097,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 22.0, 14.333333333333334)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:10.671537,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 21.0, 14.333333333333334)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:12.053566,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 21.0, 15.5)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:13.374652,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:14.757895,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.666666666666668)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:16.072191,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 19.5, 15.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:17.320135,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 19.0, 16.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:18.532690,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 18.5, 16.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:19.724371,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 23.0, 15.4)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:20.907320,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 21.0, 15.0)","(26.0, 48.0, 42.25)","(12.0, 23.0, 17.75)","(11.0, 22.0, 16.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:22.096198,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 20.0, 15.0)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 21.0, 16.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:23.288533,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 20.0, 15.0)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 21.0, 16.0)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:24.510116,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.5, 14.833333333333334)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.8, 5.477777777777778)","(5.0, 99999, 99990)"
14-12-2022 19:12:25.893975,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.5, 14.833333333333334)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.6)","(5.0, 6.8, 5.428571428571429)","(5.0, 99999, 99990)"
14-12-2022 19:12:27.425419,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.6)","(5.0, 6.8, 5.428571428571429)","(5.0, 99999, 99990)"
14-12-2022 19:12:28.898244,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 14.666666666666666)","(26.0, 48.0, 40.0)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.6)","(5.0, 6.8, 5.428571428571429)","(5.0, 99999, 99990)"
14-12-2022 19:12:30.250295,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 14.0)","(5.0, 6.8, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:31.498808,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 14.0)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:32.819401,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 17.75)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:34.179332,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.6)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:35.536949,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 16.6)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:36.888644,"(3.0, 4.8, 4.6)","(41.0, 99999, 99990)","(20.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(12.0, 23.0, 17.75)","(11.0, 20.0, 15.5)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:38.196573,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 20.0, 15.5)","(5.0, 6.6, 5.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:39.453492,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 20.0, 17.285714285714285)","(5.0, 6.6, 6.733333333333333)","(5.0, 99999, 99990)"
14-12-2022 19:12:40.708888,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 25.0, 18.4)","(5.0, 9.8, 6.666666666666667)","(5.0, 99999, 99990)"
14-12-2022 19:12:41.885547,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 23.0, 18.4)","(5.0, 9.6, 6.666666666666667)","(5.0, 99999, 99990)"
14-12-2022 19:12:43.100281,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 23.0, 19.0)","(5.0, 9.6, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:44.358353,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 6.733333333333333)","(5.0, 99999, 99990)"
14-12-2022 19:12:45.631055,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:46.919339,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:48.236993,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:49.538692,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:50.910680,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:52.200370,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.5)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:53.452742,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 15.333333333333332)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:54.723926,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.375)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 24.0, 17.0)","(5.0, 9.8, 7.5)","(5.0, 99999, 99990)"
14-12-2022 19:12:56.099287,"(2.9, 4.8, 4.6)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 23.0, 17.75)","(12.0, 23.0, 17.666666666666668)","(5.0, 9.8, 6.4)","(5.0, 99999, 99990)"
14-12-2022 19:12:57.462666,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 37.1)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 23.0, 14.833333333333334)","(12.0, 21.0, 17.5)","(5.0, 10.0, 5.733333333333333)","(5.0, 99999, 99990)"
14-12-2022 19:12:58.817104,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 39.23529411764706)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 16.0, 14.833333333333334)","(12.0, 24.0, 18.9375)","(5.0, 10.0, 7.709090909090909)","(5.0, 99999, 99990)"
14-12-2022 19:13:00.185262,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 39.23529411764706)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 16.0, 14.833333333333334)","(12.0, 20.0, 15.2)","(5.0, 9.8, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:01.407043,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 39.23529411764706)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 16.0, 14.833333333333334)","(12.0, 20.0, 15.75)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:02.627521,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 32.8)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 16.0, 14.833333333333334)","(12.0, 19.5, 15.75)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:03.873241,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 32.8)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 16.0, 13.666666666666666)","(12.0, 19.5, 15.75)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:05.112811,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 32.8)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 24.0, 18.0)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:06.314167,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 32.8)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 24.0, 16.4)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:07.600258,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 32.8)","(4.6, 99999, 99990)","(13.0, 19.0, 17.5)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 8.5)","(5.0, 99999, 99990)"
14-12-2022 19:13:08.835481,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:09.985918,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:11.151652,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:12.354839,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:13.573764,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:14.764853,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
14-12-2022 19:13:16.252299,"(2.9, 4.9, 4.75)","(41.0, 99999, 99990)","(21.0, 42.0, 34.333333333333336)","(4.6, 99999, 99990)","(13.0, 19.0, 15.333333333333334)","(26.0, 48.0, 43.2)","(13.0, 23.0, 16.0)","(12.0, 23.0, 16.4)","(5.0, 9.6, 6.8)","(5.0, 99999, 99990)"
