,Darby Valley,Jakes A Rake,Talk It Up,Lizard,Kooringa Jack,Cool Red,Chicago Merc,Colonel Angus
08-12-2022 13:06:29.368385,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 16.27777777777778)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:30.476333,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:31.564894,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:32.712978,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:33.691679,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:34.655050,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:35.674402,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:36.679105,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:37.666986,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:38.745045,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:39.834679,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 6.2250000000000005)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:40.914642,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 6.2250000000000005)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:42.097825,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 83.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:43.218658,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(3.9, 6.4, 6.050000000000001)","(31.0, 170.0, 80.0)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:44.342849,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(3.9, 6.4, 6.2250000000000005)","(31.0, 160.0, 64.0)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:45.587608,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 5.947058823529412)","(31.0, 160.0, 73.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:46.714485,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 15.166666666666666)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 5.933333333333334)","(31.0, 140.0, 73.33333333333334)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:47.846773,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.863636363636363)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(3.9, 6.4, 5.8875)","(31.0, 140.0, 65.0)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:48.999609,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(4.0, 6.2, 5.8578947368421055)","(31.0, 140.0, 80.0)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:50.114239,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(4.0, 6.2, 5.8578947368421055)","(31.0, 120.0, 62.85714285714286)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:51.359685,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6161904761904764)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 70.36363636363636)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:52.480034,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.61625)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 70.36363636363636)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:53.628199,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.61625)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 70.36363636363636)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:54.895173,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.612857142857143)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 70.36363636363636)","(21.0, 50.0, 42.333333333333336)"
08-12-2022 13:06:56.041696,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:06:57.151545,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.606666666666667)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:06:58.285854,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.61625)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:06:59.381842,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6180645161290323)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:00.511658,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6180645161290323)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:01.680128,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6142857142857143)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:02.815866,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6142857142857143)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:03.962987,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6142857142857143)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:05.112108,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:06.293587,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:07.435469,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.62, 2.6)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:08.538289,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.66, 2.6500000000000004)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:09.655163,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.66, 2.6500000000000004)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:10.732736,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.66, 2.6500000000000004)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:11.909401,"(4.4, 5.1, 4.7)","(71.0, 100.0, 92.5)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.66, 2.62)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:13.033012,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.66, 2.666666666666667)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:14.202436,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.68, 2.666666666666667)","(4.0, 6.2, 6.033333333333333)","(31.0, 120.0, 76.66666666666666)","(21.0, 50.0, 43.72727272727273)"
08-12-2022 13:07:15.377633,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.68, 2.666666666666667)","(4.0, 6.2, 6.0125)","(31.0, 120.0, 76.0)","(21.0, 50.0, 45.66666666666667)"
08-12-2022 13:07:16.608985,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.68, 2.6741176470588237)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 45.66666666666667)"
08-12-2022 13:07:17.774028,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.68, 2.63)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:18.956192,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.68, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:20.120138,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:21.278303,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:22.433646,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6929411764705886)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:23.542583,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:24.624037,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:25.748699,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:26.750864,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:27.757427,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6500000000000004)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:28.874563,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:29.971768,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 66.72727272727272)","(21.0, 48.0, 43.8)"
08-12-2022 13:07:31.083596,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:32.290120,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 6.0125)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:33.418880,"(4.4, 5.1, 4.7)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:34.534159,"(4.4, 5.1, 4.766666666666667)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:35.776094,"(4.4, 5.1, 4.766666666666667)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:36.911730,"(4.4, 5.1, 4.766666666666667)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:38.027663,"(4.4, 5.1, 4.663636363636363)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:39.101324,"(4.4, 5.1, 4.663636363636363)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:40.214846,"(4.4, 5.1, 4.663636363636363)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:41.347430,"(4.4, 5.1, 4.712903225806452)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:42.435799,"(4.4, 5.1, 4.712903225806452)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:43.529386,"(4.4, 5.1, 4.671428571428571)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:44.695851,"(4.4, 5.1, 4.671428571428571)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:45.939028,"(4.4, 5.0, 4.658536585365853)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:47.033636,"(4.4, 5.0, 4.627450980392156)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:48.133385,"(4.4, 5.0, 4.658536585365853)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:49.171891,"(4.4, 5.0, 4.658536585365853)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:50.368749,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 96.66666666666667)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.6833333333333336)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:51.613787,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 95.0)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:52.833106,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 95.0)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.64)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:53.972604,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 95.0)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.7, 2.685714285714286)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:55.151123,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 95.0)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.72, 2.685714285714286)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:56.328867,"(4.4, 5.0, 4.709677419354839)","(71.0, 100.0, 95.0)","(11.0, 18.5, 14.409090909090908)","(5.5, 7.8, 6.842105263157895)","(2.25, 2.74, 2.716666666666667)","(4.0, 6.2, 5.95)","(31.0, 110.0, 72.22222222222223)","(21.0, 48.0, 46.76470588235294)"
08-12-2022 13:07:57.513042,"(4.2, 5.0, 4.653846153846154)","(71.0, 100.0, 95.0)","(11.0, 18.5, 17.0)","(5.5, 7.8, 6.842105263157895)","(2.2, 2.74, 2.7)","(4.0, 6.2, 5.95)","(31.0, 110.0, 60.5)","(21.0, 48.0, 38.0)"
08-12-2022 13:07:58.728302,"(4.2, 5.0, 4.666666666666667)","(71.0, 100.0, 90.0)","(11.0, 18.0, 16.666666666666668)","(5.5, 7.8, 6.842105263157895)","(2.2, 2.74, 2.6500000000000004)","(4.0, 6.2, 5.95)","(31.0, 110.0, 50.22222222222222)","(21.0, 48.0, 38.0)"
08-12-2022 13:07:59.867178,"(4.2, 5.0, 4.666666666666667)","(71.0, 100.0, 90.0)","(11.0, 18.0, 14.32)","(5.5, 7.8, 6.842105263157895)","(2.2, 2.74, 2.6500000000000004)","(4.0, 6.2, 5.95)","(31.0, 100.0, 64.4)","(21.0, 48.0, 44.66666666666667)"
