,Claws In Rambo,Big Time Hugo,Opawa Pick,Oscars Reality,Big Time Noise,Big Time Bumper,Stay Connected
16-12-2022 14:55:02.172576,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.68, 2.4571428571428573)","(8.0, 13.0, 11.379999999999999)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:03.157746,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 11.379999999999999)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:04.144794,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 10.163636363636364)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:05.125819,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 10.272727272727273)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:06.199863,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 11.235294117647058)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:07.255434,"(4.8, 14.5, 10.206666666666667)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 9.399999999999999)","(31.0, 270.0, 62.0)"
16-12-2022 14:55:08.282112,"(4.8, 14.0, 10.56)","(3.2, 4.2, 4.109523809523809)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 10.784615384615385)","(31.0, 270.0, 75.0)"
16-12-2022 14:55:09.278713,"(4.8, 13.5, 10.18)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 10.784615384615385)","(31.0, 270.0, 75.0)"
16-12-2022 14:55:10.189958,"(4.8, 13.5, 9.45)","(3.2, 4.2, 4.109523809523809)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 11.4)","(31.0, 270.0, 75.0)"
16-12-2022 14:55:11.083315,"(4.8, 13.5, 9.45)","(3.2, 4.2, 3.8140625000000004)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 11.4)","(31.0, 270.0, 76.625)"
16-12-2022 14:55:12.021126,"(4.8, 13.5, 8.485714285714286)","(3.2, 4.2, 3.8140625000000004)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 13.0, 9.210526315789474)","(31.0, 270.0, 49.0)"
16-12-2022 14:55:13.013721,"(4.8, 13.5, 9.45)","(3.2, 4.2, 3.8140625000000004)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 9.8, 9.1)","(31.0, 270.0, 49.0)"
16-12-2022 14:55:13.980744,"(4.8, 13.5, 9.45)","(3.2, 4.2, 3.866216216216216)","(8.0, 34.0, 32.25714285714285)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.4571428571428573)","(8.0, 9.8, 9.1)","(31.0, 270.0, 79.6)"
16-12-2022 14:55:14.928070,"(4.8, 13.5, 9.45)","(3.2, 4.5, 4.02)","(8.0, 34.0, 32.25714285714285)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4166666666666665)","(8.0, 9.8, 9.266666666666667)","(31.0, 270.0, 79.6)"
16-12-2022 14:55:15.875713,"(4.8, 13.5, 7.08125)","(3.2, 4.5, 3.675)","(8.0, 34.0, 28.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 9.8, 9.266666666666667)","(31.0, 270.0, 135.14285714285714)"
16-12-2022 14:55:16.808021,"(4.8, 13.5, 8.831818181818182)","(3.2, 4.5, 4.0285714285714285)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 9.8, 11.329411764705881)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:17.809548,"(4.8, 13.5, 8.831818181818182)","(3.2, 4.5, 4.0285714285714285)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 12.0, 9.84)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:18.757513,"(4.8, 13.0, 10.723076923076922)","(3.2, 4.4, 4.235)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 12.0, 10.666666666666668)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:19.716863,"(4.8, 13.0, 8.375)","(3.2, 4.3, 3.98)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.5, 10.1)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:20.681120,"(4.8, 8.6, 7.933333333333333)","(3.2, 4.2, 4.105263157894737)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.5, 10.1)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:21.590241,"(4.8, 8.6, 7.933333333333333)","(3.2, 4.2, 4.125)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.5, 10.1)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:22.467248,"(4.8, 8.6, 7.933333333333333)","(3.2, 4.2, 4.125)","(8.0, 34.0, 32.15384615384615)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.5, 10.1)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:23.396504,"(4.8, 8.6, 7.475)","(3.2, 4.2, 4.125)","(8.0, 34.0, 26.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 9.58)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:24.310969,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.8657142857142857)","(8.0, 34.0, 31.0625)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 9.58)","(31.0, 270.0, 175.60000000000002)"
16-12-2022 14:55:25.222291,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.8657142857142857)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:26.148049,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:27.049556,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:27.983819,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5444444444444443)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:28.904001,"(4.8, 8.6, 7.957142857142857)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:29.840666,"(4.8, 8.6, 7.418181818181818)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.5, 10.233333333333333)","(31.0, 270.0, 207.06666666666666)"
16-12-2022 14:55:30.743969,"(4.8, 8.6, 7.04)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 10.36)","(31.0, 270.0, 222.8)"
16-12-2022 14:55:31.697081,"(4.8, 8.6, 7.485714285714286)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 10.36)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:32.601337,"(4.8, 8.6, 7.485714285714286)","(3.2, 4.2, 3.9075)","(8.0, 34.0, 28.25)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.1125)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:33.508966,"(4.8, 8.6, 6.92)","(3.2, 4.2, 3.5861111111111112)","(8.0, 34.0, 30.785714285714285)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 12.5, 10.607692307692307)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:34.465317,"(4.8, 8.6, 6.788235294117647)","(3.2, 4.2, 3.5861111111111112)","(8.0, 34.0, 28.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.525)","(8.0, 13.5, 11.288235294117648)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:35.418803,"(4.8, 8.6, 7.0600000000000005)","(3.2, 4.2, 3.8546875000000003)","(8.0, 34.0, 30.857142857142858)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.525)","(8.0, 13.5, 11.288235294117648)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:36.356935,"(4.8, 8.6, 7.0600000000000005)","(3.2, 4.2, 3.8546875000000003)","(8.0, 34.0, 30.857142857142858)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.525)","(8.0, 13.5, 11.0)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:37.307941,"(4.8, 8.6, 7.0600000000000005)","(3.2, 4.2, 3.8546875000000003)","(8.0, 34.0, 31.0)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5923076923076924)","(8.0, 13.0, 11.0)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:38.208684,"(4.8, 8.6, 7.0600000000000005)","(3.2, 4.1, 3.9695652173913043)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.56)","(8.0, 13.0, 11.8)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:39.122587,"(4.8, 8.6, 7.0600000000000005)","(3.2, 4.1, 3.9306451612903226)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.56)","(8.0, 13.0, 11.8)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:40.058065,"(4.8, 8.6, 6.928)","(3.2, 4.1, 3.9306451612903226)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.56)","(8.0, 13.0, 11.8)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:40.989218,"(4.8, 8.4, 7.6000000000000005)","(3.2, 4.1, 3.9306451612903226)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.56)","(8.0, 13.0, 12.2)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:41.897950,"(4.8, 8.4, 7.6000000000000005)","(3.2, 4.1, 3.9306451612903226)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.56)","(8.0, 13.0, 12.2)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:42.809292,"(4.8, 8.4, 7.2)","(3.2, 4.1, 3.9306451612903226)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.2)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:43.742462,"(4.8, 8.4, 7.2)","(3.2, 4.1, 3.9541666666666666)","(8.5, 34.0, 27.166666666666664)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.2)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:44.634303,"(4.8, 8.4, 7.2)","(3.2, 4.1, 3.9541666666666666)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.2)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:45.593781,"(4.8, 8.4, 7.2)","(3.2, 4.1, 4.051612903225806)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.4)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:46.557788,"(4.8, 8.4, 6.800000000000001)","(3.2, 4.1, 3.96)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.4)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:47.488030,"(4.8, 8.4, 6.800000000000001)","(3.2, 4.1, 3.983333333333333)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.4)","(31.0, 270.0, 220.3157894736842)"
16-12-2022 14:55:48.404960,"(4.8, 8.4, 6.800000000000001)","(3.2, 4.1, 4.046153846153846)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.4)","(31.0, 270.0, 187.91304347826087)"
16-12-2022 14:55:49.306996,"(4.8, 8.4, 6.742857142857143)","(3.2, 4.1, 4.046153846153846)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.4)","(31.0, 270.0, 187.91304347826087)"
16-12-2022 14:55:50.219679,"(4.8, 8.0, 7.6)","(3.2, 4.1, 4.054838709677419)","(8.5, 34.0, 31.4375)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 12.4)","(31.0, 270.0, 218.97297297297297)"
16-12-2022 14:55:51.154416,"(4.8, 8.0, 7.6)","(3.2, 4.1, 4.054838709677419)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 12.4)","(31.0, 270.0, 63.77777777777778)"
16-12-2022 14:55:52.081145,"(4.8, 8.0, 7.6)","(3.2, 4.1, 4.054838709677419)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.575)","(31.0, 270.0, 63.77777777777778)"
16-12-2022 14:55:53.010849,"(4.8, 8.0, 7.6)","(3.2, 4.1, 4.054838709677419)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 101.27272727272727)"
16-12-2022 14:55:53.940060,"(4.8, 8.0, 7.138461538461539)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 137.42857142857144)"
16-12-2022 14:55:54.827655,"(4.8, 8.0, 7.138461538461539)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 116.66666666666667)"
16-12-2022 14:55:55.800043,"(4.8, 8.0, 7.138461538461539)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 138.57142857142856)"
16-12-2022 14:55:56.710151,"(4.8, 8.0, 7.138461538461539)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 87.6)"
16-12-2022 14:55:57.672695,"(4.8, 8.0, 7.138461538461539)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 32.42307692307692)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.6)","(8.0, 13.0, 11.92)","(31.0, 270.0, 87.6)"
16-12-2022 14:55:58.627715,"(4.8, 8.0, 7.066666666666666)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 31.142857142857142)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5352941176470587)","(8.0, 13.0, 12.28)","(31.0, 270.0, 87.6)"
16-12-2022 14:55:59.548437,"(4.8, 8.0, 7.066666666666666)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 31.77777777777778)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5352941176470587)","(8.0, 13.0, 12.28)","(31.0, 270.0, 178.8)"
16-12-2022 14:56:00.466081,"(4.8, 8.0, 7.066666666666666)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 31.77777777777778)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5352941176470587)","(8.0, 13.0, 12.28)","(31.0, 270.0, 178.8)"
16-12-2022 14:56:01.399387,"(4.8, 7.8, 7.32)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 31.77777777777778)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.5352941176470587)","(8.0, 13.0, 12.28)","(31.0, 270.0, 140.85714285714286)"
16-12-2022 14:56:02.338107,"(4.8, 7.8, 7.1)","(3.2, 4.1, 4.061111111111111)","(8.5, 34.0, 27.333333333333336)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.28)","(31.0, 270.0, 157.0)"
16-12-2022 14:56:03.303746,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.1, 3.914285714285714)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.28)","(31.0, 270.0, 162.0)"
16-12-2022 14:56:04.215155,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.1, 4.035)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4272727272727272)","(8.0, 13.0, 12.46)","(31.0, 280.0, 162.0)"
16-12-2022 14:56:05.126723,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.1, 4.035)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.7, 2.4384615384615382)","(8.0, 13.0, 12.46)","(31.0, 280.0, 194.1818181818182)"
16-12-2022 14:56:06.020784,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.1, 4.035)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.68, 2.4628571428571426)","(8.0, 13.0, 12.46)","(31.0, 280.0, 221.0)"
16-12-2022 14:56:06.915109,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.2, 4.125)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.66, 2.4966666666666666)","(8.0, 13.0, 12.46)","(31.0, 280.0, 221.0)"
16-12-2022 14:56:07.852374,"(4.8, 7.8, 6.894117647058824)","(3.2, 4.2, 4.1000000000000005)","(8.5, 34.0, 31.5)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.66, 2.4505555555555554)","(8.0, 13.0, 12.46)","(31.0, 280.0, 221.0)"
16-12-2022 14:56:08.786208,"(4.8, 7.8, 6.781818181818182)","(3.2, 4.2, 4.125)","(8.5, 34.0, 31.214285714285715)","(21.0, 110.0, 79.04347826086956)","(2.3, 2.66, 2.4505555555555554)","(8.0, 13.0, 12.46)","(31.0, 280.0, 221.0)"
16-12-2022 14:56:09.716637,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.125)","(10.0, 34.0, 31.833333333333332)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.66, 2.5070588235294116)","(8.0, 13.0, 12.46)","(31.0, 280.0, 221.0)"
16-12-2022 14:56:10.640697,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.125)","(10.0, 34.0, 31.833333333333332)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4763636363636365)","(8.0, 13.0, 11.725)","(31.0, 280.0, 235.04761904761904)"
16-12-2022 14:56:11.561395,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.116666666666667)","(10.0, 34.0, 31.833333333333332)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4763636363636365)","(8.0, 13.0, 11.725)","(31.0, 280.0, 235.04761904761904)"
16-12-2022 14:56:12.521603,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.116666666666667)","(10.0, 34.0, 31.833333333333332)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.3755555555555556)","(8.0, 13.0, 11.725)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:13.467388,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.116666666666667)","(10.0, 34.0, 27.5)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.3755555555555556)","(8.0, 13.0, 11.725)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:14.459312,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.116666666666667)","(10.0, 34.0, 27.5)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4760975609756097)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:15.377018,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.1347826086956525)","(10.0, 34.0, 27.5)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4760975609756097)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:16.311542,"(5.5, 7.8, 6.781818181818182)","(3.1, 4.2, 4.0125)","(10.0, 34.0, 31.5625)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4760975609756097)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:17.216823,"(5.5, 7.8, 6.680000000000001)","(3.1, 4.1, 3.8)","(10.0, 34.0, 31.285714285714285)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.415)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:18.135105,"(5.5, 7.8, 6.711111111111111)","(3.1, 4.0, 3.7913793103448277)","(10.0, 34.0, 31.88888888888889)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4036363636363633)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:19.060137,"(5.5, 7.6, 6.836363636363637)","(3.1, 4.0, 3.7913793103448277)","(10.0, 34.0, 32.64285714285714)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.470666666666667)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:19.965999,"(5.5, 7.4, 7.066666666666667)","(3.1, 4.0, 3.65625)","(10.0, 34.0, 32.64285714285714)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.62, 2.470666666666667)","(8.0, 13.0, 12.127272727272727)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:20.896724,"(5.5, 7.4, 7.066666666666667)","(3.1, 4.0, 3.65625)","(10.0, 34.0, 32.64285714285714)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.62, 2.470666666666667)","(8.0, 13.0, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:21.778639,"(5.5, 7.4, 7.066666666666667)","(3.1, 4.0, 3.810344827586207)","(10.0, 34.0, 32.64285714285714)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.62, 2.396)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:22.683715,"(5.5, 7.4, 7.066666666666667)","(3.1, 4.0, 3.738095238095238)","(10.0, 34.0, 32.64285714285714)","(20.0, 110.0, 79.04347826086956)","(2.25, 2.64, 2.4346666666666668)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:23.604861,"(5.5, 7.4, 7.066666666666667)","(3.1, 3.95, 3.772222222222222)","(10.0, 32.0, 29.733333333333334)","(20.0, 100.0, 90.70588235294119)","(2.25, 2.62, 2.408)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:24.579949,"(5.5, 7.4, 7.066666666666667)","(3.1, 3.95, 3.87)","(10.0, 32.0, 28.8125)","(20.0, 100.0, 90.70588235294119)","(2.25, 2.6, 2.4675862068965517)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:25.512203,"(5.5, 7.4, 6.763636363636364)","(3.1, 3.95, 3.87)","(10.0, 32.0, 28.8125)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.4675862068965517)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:26.487635,"(5.5, 7.4, 6.844444444444445)","(3.1, 3.95, 3.886)","(10.0, 32.0, 26.9)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.4464)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:27.402476,"(5.5, 7.4, 6.844444444444445)","(3.1, 3.95, 3.886)","(10.0, 32.0, 28.6)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.4464)","(8.0, 12.5, 11.6)","(31.0, 280.0, 227.55555555555554)"
