,Claws In Rambo,Big Time Hugo,Opawa Pick,Oscars Reality,Big Time Noise,Big Time Bumper,Stay Connected
16-12-2022 14:53:31.553147,"(4.8, 15.0, 11.04)","(3.2, 4.5, 4.08)","(8.0, 34.0, 13.0)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.0, 2.5028571428571427)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:32.529280,"(4.8, 15.0, 11.04)","(3.2, 4.5, 4.08)","(8.0, 34.0, 13.0)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.0, 2.5028571428571427)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:33.493889,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 13.0)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.0, 2.5028571428571427)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:34.409342,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 21.1)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.0, 2.5028571428571427)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:35.312772,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 21.1)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.55)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:36.299459,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:37.268818,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:38.271435,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.5, 4.08)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 10.64)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:39.239373,"(4.8, 15.0, 11.04)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 12.666666666666666)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:40.194129,"(4.8, 15.0, 11.04)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 9.575)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:41.154104,"(4.8, 15.0, 11.04)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 9.575)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:42.092019,"(4.8, 15.0, 11.04)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 12.666666666666668)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.5)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:43.102767,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 2.98, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:44.052888,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:44.976460,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:45.921940,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.4, 3.6352941176470592)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:46.879357,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:47.857037,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:48.846436,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.95625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:49.833876,"(4.8, 15.0, 11.080000000000002)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.2, 2.4625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:50.787404,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:51.707829,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.866666666666667)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:52.688239,"(4.8, 15.0, 8.333333333333334)","(3.2, 4.3, 3.8636363636363633)","(8.0, 34.0, 22.363636363636367)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:53.702097,"(4.8, 15.0, 10.6)","(3.2, 4.6, 3.4)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:54.691096,"(4.8, 15.0, 8.466666666666667)","(3.2, 4.6, 3.4)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:55.650270,"(4.8, 15.0, 8.466666666666667)","(3.2, 4.6, 3.4)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:56.545795,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.40625)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:57.503295,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.1, 2.4585714285714286)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:58.471905,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.05, 2.4585714285714286)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:53:59.426949,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 21.299999999999997)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.05, 2.4585714285714286)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:54:00.418443,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 24.92857142857143)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.05, 2.4585714285714286)","(8.0, 15.5, 12.6125)","(31.0, 290.0, 75.63636363636363)"
16-12-2022 14:54:01.385508,"(4.8, 15.0, 8.6)","(3.2, 4.5, 3.825)","(8.0, 34.0, 24.92857142857143)","(21.0, 110.0, 72.08333333333333)","(2.3, 3.05, 2.38875)","(8.0, 15.5, 13.3)","(31.0, 290.0, 112.0)"
16-12-2022 14:54:02.353973,"(4.8, 15.0, 11.0)","(3.2, 4.4, 3.248)","(8.0, 34.0, 18.25)","(21.0, 110.0, 44.18181818181818)","(2.3, 3.05, 2.38875)","(8.0, 15.5, 12.07777777777778)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:03.321370,"(4.8, 15.0, 11.0)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 23.5)","(21.0, 110.0, 54.30769230769231)","(2.3, 3.05, 2.38875)","(8.0, 15.5, 11.15)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:04.336295,"(4.8, 15.0, 11.0)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 23.5)","(21.0, 110.0, 54.30769230769231)","(2.3, 3.05, 2.38875)","(8.0, 14.5, 11.15)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:05.287792,"(4.8, 15.0, 11.0)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 23.5)","(21.0, 110.0, 54.30769230769231)","(2.3, 3.05, 2.3987499999999997)","(8.0, 14.5, 12.585714285714285)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:06.261001,"(4.8, 15.0, 11.0)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 23.5)","(21.0, 110.0, 54.30769230769231)","(2.3, 2.98, 2.3944444444444444)","(8.0, 14.5, 12.285714285714285)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:07.167515,"(4.8, 15.0, 6.583333333333334)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 14.0, 12.285714285714285)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:08.089434,"(4.8, 15.0, 6.583333333333334)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 14.0, 12.666666666666668)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:09.089630,"(4.8, 15.0, 6.583333333333334)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 15.0, 12.666666666666668)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:10.120126,"(4.8, 15.0, 6.022222222222222)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 15.0, 11.11111111111111)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:11.078273,"(4.8, 15.0, 6.022222222222222)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 15.0, 11.11111111111111)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:12.060767,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 15.0, 11.11111111111111)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:13.035133,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.3944444444444444)","(8.0, 15.0, 11.11111111111111)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:14.075628,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.98, 2.435)","(8.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:15.098809,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.96, 2.3941176470588235)","(8.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:16.110305,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 10.333333333333334)","(31.0, 280.0, 149.33333333333331)"
16-12-2022 14:54:17.116467,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 10.333333333333334)","(31.0, 210.0, 112.0)"
16-12-2022 14:54:18.057438,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:19.050404,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:20.091458,"(4.8, 15.0, 9.613333333333333)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 24.384615384615387)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 10.428571428571429)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:21.110786,"(4.8, 15.0, 6.022222222222222)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 17.625)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 11.8)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:22.176871,"(4.8, 15.0, 5.621428571428572)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 17.625)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.3905263157894736)","(8.0, 15.0, 11.8)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:23.157026,"(4.8, 15.0, 8.089473684210526)","(3.2, 4.4, 3.6975609756097563)","(8.0, 34.0, 17.625)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.94, 2.391764705882353)","(8.0, 15.0, 11.8)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:24.141099,"(4.8, 15.0, 8.089473684210526)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 29.555555555555557)","(2.3, 2.9, 2.391764705882353)","(8.0, 15.0, 12.057142857142857)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:25.168137,"(4.8, 15.0, 8.089473684210526)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 44.54545454545455)","(2.3, 2.9, 2.3845454545454543)","(8.0, 14.0, 10.6)","(31.0, 280.0, 112.0)"
16-12-2022 14:54:26.217103,"(4.8, 15.0, 8.089473684210526)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.9, 2.3845454545454543)","(8.0, 14.0, 11.733333333333334)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:27.249472,"(4.8, 15.0, 8.089473684210526)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.9, 2.3845454545454543)","(8.0, 14.0, 11.733333333333334)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:28.289306,"(4.8, 15.0, 8.157894736842106)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.9, 2.3845454545454543)","(8.0, 14.0, 11.733333333333334)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:29.224145,"(4.8, 15.0, 8.157894736842106)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.9, 2.3845454545454543)","(8.0, 14.0, 11.661538461538463)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:30.192076,"(4.8, 15.0, 8.157894736842106)","(3.2, 4.4, 3.7739130434782613)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.9, 2.4899999999999998)","(8.0, 13.0, 11.661538461538463)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:31.171509,"(4.8, 14.5, 11.333333333333334)","(3.2, 4.3, 4.168)","(8.0, 34.0, 21.6)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.88, 2.389411764705882)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:32.198165,"(4.8, 14.5, 11.333333333333334)","(3.2, 4.3, 4.168)","(8.0, 34.0, 20.47272727272727)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.86, 2.389411764705882)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:33.146947,"(4.8, 14.5, 11.333333333333334)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 20.47272727272727)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.86, 2.42)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:34.065941,"(4.8, 14.5, 9.071428571428571)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 23.371428571428574)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.84, 2.42)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:35.095029,"(4.8, 14.5, 8.653846153846153)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 17.466666666666665)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.84, 2.456)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:36.137099,"(4.8, 14.5, 8.653846153846153)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 23.371428571428574)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.84, 2.4854545454545454)","(8.0, 13.0, 10.825)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:37.212244,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 23.371428571428574)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.82, 2.737142857142857)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:38.270904,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 23.45714285714286)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.8, 2.737142857142857)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:39.279171,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 17.733333333333334)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.8, 2.4695652173913043)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:40.258970,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 17.733333333333334)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.78, 2.4608)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:41.221673,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.8722222222222222)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.78, 2.5446153846153843)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:42.491152,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.565)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.76, 2.501176470588235)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:43.844448,"(4.8, 14.5, 9.75)","(3.2, 4.3, 3.565)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.76, 2.4266666666666667)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:44.846758,"(4.8, 14.5, 12.026315789473685)","(3.2, 4.3, 3.8676470588235294)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.76, 2.3729032258064513)","(8.0, 13.0, 11.342857142857143)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:45.786314,"(4.8, 14.5, 11.96923076923077)","(3.2, 4.3, 3.8676470588235294)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.76, 2.396363636363636)","(8.0, 13.0, 9.945454545454545)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:46.798941,"(4.8, 14.5, 9.492307692307692)","(3.2, 4.3, 3.923076923076923)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.74, 2.5)","(8.0, 13.0, 10.9)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:47.852860,"(4.8, 14.5, 11.4)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.74, 2.5)","(8.0, 13.0, 10.9)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:48.888053,"(4.8, 14.5, 11.4)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 22.738461538461536)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.74, 2.455)","(8.0, 13.0, 10.9)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:49.907401,"(4.8, 14.5, 11.4)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 23.54285714285714)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.74, 2.5216666666666665)","(8.0, 13.0, 10.9)","(31.0, 280.0, 188.36363636363637)"
16-12-2022 14:54:50.919269,"(4.8, 14.5, 11.4)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 23.54285714285714)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.72, 2.5216666666666665)","(8.0, 13.0, 8.694117647058823)","(31.0, 280.0, 136.57142857142856)"
16-12-2022 14:54:51.871306,"(4.8, 14.5, 11.4)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 23.54285714285714)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.72, 2.433125)","(8.0, 9.6, 8.694117647058823)","(31.0, 280.0, 154.5)"
16-12-2022 14:54:52.825799,"(4.8, 14.5, 10.16)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 23.54285714285714)","(21.0, 110.0, 69.77777777777777)","(2.3, 2.72, 2.433125)","(8.0, 9.6, 8.694117647058823)","(31.0, 280.0, 154.5)"
16-12-2022 14:54:53.965143,"(4.8, 14.5, 10.16)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 45.27272727272727)","(2.3, 2.72, 2.433125)","(8.0, 9.6, 9.205128205128204)","(31.0, 280.0, 132.28571428571428)"
16-12-2022 14:54:54.958113,"(4.8, 14.5, 10.16)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 45.27272727272727)","(2.3, 2.72, 2.486666666666667)","(8.0, 9.6, 9.205128205128204)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:54:55.926538,"(4.8, 14.5, 10.16)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 55.230769230769226)","(2.3, 2.7, 2.486666666666667)","(8.0, 9.6, 9.205128205128204)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:54:57.058330,"(4.8, 14.5, 10.16)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 55.230769230769226)","(2.3, 2.7, 2.3709677419354835)","(8.0, 9.6, 10.3)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:54:58.042206,"(4.8, 14.5, 11.245000000000001)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 55.230769230769226)","(2.3, 2.7, 2.3709677419354835)","(8.0, 13.0, 11.094117647058823)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:54:59.086367,"(4.8, 14.5, 11.245000000000001)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.7, 2.3718518518518517)","(8.0, 13.0, 11.094117647058823)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:00.151119,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.68, 2.3718518518518517)","(8.0, 13.0, 11.094117647058823)","(31.0, 270.0, 127.5909090909091)"
16-12-2022 14:55:01.183485,"(4.8, 14.5, 11.433333333333334)","(3.2, 4.3, 3.8545454545454545)","(8.0, 34.0, 31.288888888888884)","(21.0, 110.0, 70.44444444444444)","(2.3, 2.68, 2.3718518518518517)","(8.0, 13.0, 11.094117647058823)","(31.0, 270.0, 153.96296296296296)"
