,Mount Tate,Just Ellie,Licorice,Bali Lava,Fair Call,Firkin,Skedaddle Amber
09-01-2023 18:47:43.202545,"(16.0, 23.0, 22.3125)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.63809523809524)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:44.408145,"(16.0, 22.0, 21.4375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.63809523809524)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:45.645433,"(16.0, 22.0, 21.4375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:46.763926,"(16.0, 22.0, 21.4375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:47.965419,"(16.0, 29.0, 27.5625)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:49.219052,"(16.0, 29.0, 27.5625)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:50.430387,"(16.0, 28.0, 26.6875)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:51.697226,"(16.0, 28.0, 22.75)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:53.387491,"(16.0, 28.0, 20.695652173913043)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:54.736787,"(16.0, 28.0, 24.9375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:56.095117,"(16.0, 26.0, 24.9375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:57.306054,"(16.0, 26.0, 24.9375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:58.476038,"(16.0, 26.0, 24.9375)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:47:59.651874,"(16.0, 26.0, 24.11111111111111)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.6153846153846154)","(4.0, 12.0, 10.6)","(21.0, 55.0, 53.35294117647059)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:00.800613,"(16.0, 25.0, 23.333333333333336)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.616326530612245)","(4.0, 12.0, 10.391304347826088)","(21.0, 55.0, 44.75)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:01.882890,"(16.0, 25.0, 23.333333333333336)","(6.5, 9.6, 9.133333333333333)","(26.0, 42.0, 40.476190476190474)","(1.45, 1.62, 1.616326530612245)","(4.0, 11.5, 10.48)","(21.0, 50.0, 45.625)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:03.033518,"(16.0, 24.0, 23.1875)","(6.5, 9.4, 9.0)","(26.0, 42.0, 40.72)","(1.45, 1.62, 1.611346153846154)","(4.0, 11.5, 10.48)","(21.0, 48.0, 45.625)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:04.139901,"(16.0, 24.0, 23.1875)","(6.5, 9.2, 9.11549295774648)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.5533333333333335)","(4.0, 11.5, 10.48)","(21.0, 48.0, 45.625)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:05.432705,"(16.0, 24.0, 23.1875)","(6.5, 9.0, 8.64)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.5533333333333335)","(4.0, 11.5, 10.48)","(21.0, 48.0, 45.625)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:06.614736,"(16.0, 24.0, 23.1875)","(6.5, 8.8, 8.64)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.5533333333333335)","(4.0, 11.5, 10.48)","(21.0, 48.0, 45.625)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:07.735526,"(16.0, 24.0, 23.1875)","(6.5, 8.8, 8.64)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.5533333333333335)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:08.812610,"(16.0, 23.0, 22.3125)","(6.5, 8.8, 8.61276595744681)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:09.930626,"(16.0, 23.0, 22.3125)","(6.5, 8.8, 8.61276595744681)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:11.336342,"(16.0, 23.0, 22.3125)","(6.5, 8.8, 8.429850746268658)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:12.483942,"(16.0, 22.0, 21.4375)","(6.5, 8.8, 8.429850746268658)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:13.598563,"(16.0, 22.0, 21.4375)","(6.5, 8.8, 8.429850746268658)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:14.682441,"(16.0, 22.0, 21.4375)","(6.5, 8.8, 8.429850746268658)","(26.0, 42.0, 32.0)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:15.641607,"(16.0, 26.0, 24.9375)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 33.5)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 46.88235294117647)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:16.620647,"(16.0, 26.0, 24.9375)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 33.5)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.48)","(21.0, 48.0, 41.0)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:18.095322,"(16.0, 26.0, 24.9375)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 33.5)","(1.45, 1.62, 1.6115094339622642)","(4.0, 11.5, 10.447619047619048)","(21.0, 50.0, 42.0)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:19.728149,"(16.0, 26.0, 24.9375)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 33.5)","(1.45, 1.62, 1.5457142857142858)","(4.0, 11.5, 10.447619047619048)","(21.0, 50.0, 43.0)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:21.024105,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 34.0)","(1.45, 1.62, 1.5457142857142858)","(4.0, 11.5, 10.447619047619048)","(21.0, 50.0, 47.6)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:22.339655,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.5457142857142858)","(4.0, 11.5, 10.447619047619048)","(21.0, 50.0, 47.42857142857143)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:23.309823,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.5457142857142858)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 47.42857142857143)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:24.442964,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 47.42857142857143)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:25.560968,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 47.42857142857143)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:26.849738,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 46.4)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:28.066000,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 48.58823529411765)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:29.259928,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.429850746268658)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 48.5)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:30.450107,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 46.0)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:31.501291,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 44.0)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:32.544980,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 50.0, 49.91304347826087)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:33.550979,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 55.0, 49.91304347826087)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:34.525827,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 55.0, 49.91304347826087)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:35.550816,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.55)","(4.0, 11.5, 10.418181818181818)","(21.0, 55.0, 49.91304347826087)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:36.610854,"(16.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6105084745762712)","(4.0, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(19.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:37.784472,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.323076923076924)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:38.964985,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.323076923076924)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:40.122592,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.323076923076924)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:41.267871,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:42.689145,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:43.781713,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:44.964633,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:46.207342,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:47.403809,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:48.353585,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:49.357839,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:50.341795,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:51.391963,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.578947368421055)","(20.0, 40.0, 38.54545454545455)"
09-01-2023 18:48:52.416489,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.72727272727273)","(1.45, 1.62, 1.6108196721311476)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 40.0, 37.09090909090909)"
09-01-2023 18:48:53.504004,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 36.869565217391305)","(1.45, 1.62, 1.6171929824561404)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 40.0, 34.5)"
09-01-2023 18:48:54.623759,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 33.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 38.0, 31.666666666666664)"
09-01-2023 18:48:55.928573,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 33.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 36.0, 31.25)"
09-01-2023 18:48:56.956488,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 34.0, 28.4)"
09-01-2023 18:48:58.029501,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 32.0, 28.4)"
09-01-2023 18:48:59.065211,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 32.0, 28.25)"
09-01-2023 18:49:00.223558,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.333333333333336)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:01.266663,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:02.248384,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:03.384414,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 49.583333333333336)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:04.490584,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:05.521204,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.6165957446808512)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:06.501445,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.61)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:07.531499,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.61125)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:08.671862,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.61125)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:09.824893,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.61125)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:10.872553,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.61125)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:12.084358,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.62, 1.5966666666666667)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:13.189072,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:14.421464,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:15.532180,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:16.612423,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:17.687743,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:18.741455,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.8, 8.372413793103448)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:19.789294,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.6, 8.52258064516129)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 51.1)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:20.868998,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.327272727272728)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 53.375)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:21.838684,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.327272727272728)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 55.0, 54.0)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:22.813282,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.20377358490566)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 60.0, 54.0)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:23.754956,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.20377358490566)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 60.0, 54.0)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:24.798851,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.20377358490566)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 60.0, 54.0)","(20.0, 30.0, 28.25)"
09-01-2023 18:49:25.821204,"(17.0, 26.0, 21.46666666666667)","(6.5, 8.4, 8.20377358490566)","(26.0, 40.0, 37.89473684210526)","(1.45, 1.57, 1.5633333333333335)","(4.2, 11.5, 10.418181818181818)","(21.0, 60.0, 54.0)","(20.0, 30.0, 28.25)"
