,Farmor Admission,Devils Sister,Velocity Carly,Bentley Boom,La Folie,Frosty Feet,Three Putt Par,Hes Blazing
09-01-2023 11:03:07.445940,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:08.670290,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:09.853706,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:11.053141,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:12.345698,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:13.609551,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:14.968234,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:16.347100,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:17.707550,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:18.982060,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:20.253410,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:21.501416,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:22.769195,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:24.085440,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:25.349849,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:26.612167,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:27.864589,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:29.152233,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:30.424517,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:31.737940,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:33.032797,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:34.308400,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:35.546582,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 47.27272727272727)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:36.843755,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:38.113430,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:39.336466,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:40.539141,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:41.827335,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:43.110002,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:44.335169,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:45.551506,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:46.731942,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:47.902798,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:49.056494,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:50.071437,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:51.175534,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:52.324379,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:53.535796,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:54.968675,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:56.349612,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:57.744404,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:03:59.122976,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:00.532768,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:01.897323,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:03.222437,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:04.513470,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:05.793092,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:07.062952,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:08.499782,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:09.855802,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:11.227596,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:12.729545,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:14.323582,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:15.655337,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:16.957742,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:18.230486,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:19.484370,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:20.691689,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:21.852767,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:22.911689,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 8.235294117647058)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:24.016845,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:25.152682,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:26.420972,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:27.604496,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:28.838545,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:30.075831,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:31.287047,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:32.549629,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:33.773658,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:35.016788,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:36.269035,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:37.525585,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:38.746648,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:40.013573,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:41.302621,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:42.566277,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:43.743847,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:44.969795,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:46.209270,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:47.439996,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:48.716556,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:50.012032,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:51.384414,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:52.708866,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
09-01-2023 11:04:54.146827,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 300.4)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 5.476923076923077)","(21.0, 85.0, 52.5)","(21.0, 70.0, 41.94444444444444)","(21.0, 85.0, 52.25)"
