,Neretva,Wolff Boss,Zumikon,Friscos Image,Spending My Time,Brave Enough,Hamilton Hill,Princess Bojack
07-01-2023 13:21:06.029246,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9435294117647057)"
07-01-2023 13:21:07.133631,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9435294117647057)"
07-01-2023 13:21:08.178404,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9771428571428573)"
07-01-2023 13:21:09.282336,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9854545454545454)"
07-01-2023 13:21:10.378555,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9854545454545454)"
07-01-2023 13:21:11.519021,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9854545454545454)"
07-01-2023 13:21:12.656118,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9854545454545454)"
07-01-2023 13:21:13.797744,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 18.5, 16.0)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9366666666666665)"
07-01-2023 13:21:14.917962,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 17.5, 16.642857142857142)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9366666666666665)"
07-01-2023 13:21:15.942756,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 17.5, 17.846153846153847)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9366666666666665)"
07-01-2023 13:21:17.007069,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 18.0, 17.846153846153847)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9366666666666665)"
07-01-2023 13:21:18.119275,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 69.375)","(15.0, 18.0, 16.285714285714285)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9507692307692306)"
07-01-2023 13:21:19.312425,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 85.0, 75.0)","(15.0, 18.0, 16.285714285714285)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9507692307692306)"
07-01-2023 13:21:20.522098,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 80.0, 72.1875)","(15.0, 18.0, 16.90909090909091)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9507692307692306)"
07-01-2023 13:21:21.755602,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.768181818181818)","(6.5, 9.8, 9.542857142857143)","(51.0, 80.0, 67.94117647058823)","(15.0, 18.0, 16.90909090909091)","(16.0, 44.0, 40.0)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9507692307692306)"
07-01-2023 13:21:22.980444,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 67.94117647058823)","(15.0, 18.0, 16.90909090909091)","(16.0, 44.0, 39.42857142857143)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9507692307692306)"
07-01-2023 13:21:24.175167,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 67.94117647058823)","(15.0, 18.0, 16.90909090909091)","(16.0, 48.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9952941176470587)"
07-01-2023 13:21:25.340838,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 67.94117647058823)","(15.0, 18.0, 17.724137931034484)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9938028169014084)"
07-01-2023 13:21:26.508469,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 67.94117647058823)","(15.0, 18.0, 17.75)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9938028169014084)"
07-01-2023 13:21:27.660067,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 71.25)","(15.0, 18.0, 17.75)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9938028169014084)"
07-01-2023 13:21:28.790768,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:29.926348,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:31.023839,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:32.123853,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:33.235061,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:34.279421,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 17.466666666666665)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9975)"
07-01-2023 13:21:35.396099,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.0, 18.214285714285715)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9936)"
07-01-2023 13:21:36.513972,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 73.44827586206897)","(15.0, 18.5, 18.235294117647058)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.988148148148148)"
07-01-2023 13:21:37.649694,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.542857142857143)","(51.0, 75.0, 74.44444444444444)","(15.0, 20.0, 18.235294117647058)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9704109589041097)"
07-01-2023 13:21:38.845088,"(26.0, 40.0, 37.6)","(3.9, 4.8, 4.765853658536585)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 20.0, 18.642857142857142)","(16.0, 46.0, 39.42857142857143)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9775)"
07-01-2023 13:21:40.044703,"(26.0, 40.0, 37.6)","(3.9, 4.9, 4.82)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.5, 18.227272727272727)","(16.0, 48.0, 39.42857142857143)","(4.0, 4.7, 4.675)","(2.6, 2.98, 2.9690322580645163)"
07-01-2023 13:21:41.203438,"(26.0, 40.0, 37.6)","(3.9, 5.0, 4.687741935483871)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.5, 18.227272727272727)","(16.0, 48.0, 39.0)","(4.0, 4.7, 4.666666666666667)","(2.6, 3.0, 2.9690322580645163)"
07-01-2023 13:21:42.248450,"(26.0, 40.0, 37.6)","(3.9, 5.0, 4.6819277108433734)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.5, 18.227272727272727)","(16.0, 48.0, 39.0)","(4.0, 4.7, 4.666666666666667)","(2.6, 3.0, 2.9690322580645163)"
07-01-2023 13:21:43.294581,"(26.0, 40.0, 37.6)","(3.9, 5.0, 4.6819277108433734)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.5, 18.227272727272727)","(16.0, 48.0, 39.0)","(4.0, 4.7, 4.666666666666667)","(2.6, 3.0, 2.965090909090909)"
07-01-2023 13:21:44.401363,"(26.0, 40.0, 37.6)","(3.9, 5.0, 4.6819277108433734)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:45.516876,"(26.0, 40.0, 37.6)","(3.9, 5.0, 4.6819277108433734)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:46.628566,"(26.0, 40.0, 38.0)","(3.9, 5.0, 4.701694915254237)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 46.0, 41.0)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:47.768017,"(26.0, 40.0, 38.0)","(3.9, 5.0, 4.701694915254237)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 46.0, 40.0)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:48.935339,"(21.0, 40.0, 38.0)","(3.9, 5.0, 4.701694915254237)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:50.141514,"(21.0, 40.0, 38.0)","(3.9, 5.0, 4.701694915254237)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 44.0, 39.2)","(4.0, 4.7, 4.651428571428571)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:51.291427,"(21.0, 40.0, 38.0)","(3.9, 5.0, 4.701694915254237)","(6.5, 9.8, 9.48235294117647)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 44.0, 41.333333333333336)","(4.0, 4.7, 4.605555555555555)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:52.425626,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.711111111111111)","(6.5, 9.8, 9.62439024390244)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 46.0, 36.0)","(4.0, 4.7, 4.605555555555555)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:53.576178,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.723636363636364)","(6.5, 9.8, 9.62439024390244)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 44.0, 42.35294117647059)","(4.0, 4.7, 4.605555555555555)","(2.6, 3.0, 2.982)"
07-01-2023 13:21:54.722190,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.723636363636364)","(6.5, 9.8, 9.62439024390244)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.5)","(16.0, 44.0, 38.4)","(4.0, 4.7, 4.605555555555555)","(2.6, 3.0, 2.9843478260869567)"
07-01-2023 13:21:55.813904,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.723636363636364)","(6.5, 9.8, 9.2)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9843478260869567)"
07-01-2023 13:21:56.885337,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.7214285714285715)","(6.5, 9.8, 9.2)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9843478260869567)"
07-01-2023 13:21:58.007914,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.7214285714285715)","(6.5, 9.8, 9.32)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9816666666666665)"
07-01-2023 13:21:59.112775,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.7214285714285715)","(6.5, 9.8, 9.2)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9725)"
07-01-2023 13:22:00.301819,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.723636363636364)","(6.5, 9.8, 9.257142857142856)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9725)"
07-01-2023 13:22:01.521522,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.723636363636364)","(6.5, 9.6, 9.163636363636364)","(51.0, 70.0, 69.62962962962963)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.9725)"
07-01-2023 13:22:02.769379,"(21.0, 40.0, 37.0)","(3.9, 5.0, 4.878181818181819)","(6.5, 9.6, 9.3)","(51.0, 70.0, 74.44444444444444)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.967441860465116)"
07-01-2023 13:22:04.026140,"(21.0, 40.0, 37.0)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.3)","(51.0, 75.0, 74.44444444444444)","(15.0, 19.0, 18.1)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.639285714285714)","(2.6, 3.0, 2.985294117647059)"
07-01-2023 13:22:05.262468,"(21.0, 40.0, 37.0)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.508571428571429)","(51.0, 75.0, 71.66666666666667)","(15.0, 19.0, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 3.0, 2.9223880597014924)"
07-01-2023 13:22:06.519136,"(21.0, 40.0, 39.4)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.508571428571429)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9211267605633804)"
07-01-2023 13:22:07.742912,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.508571428571429)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9283018867924526)"
07-01-2023 13:22:08.985262,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.508571428571429)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9416666666666664)"
07-01-2023 13:22:10.219886,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.508571428571429)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:11.716203,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:12.931786,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:14.290798,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:15.565799,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.863793103448276)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:16.775955,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.878571428571429)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:18.018312,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:19.254526,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:20.529177,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 34.13333333333333)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:21.722979,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 35.0)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:22.920787,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 38.63636363636364)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:24.063376,"(21.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 37.27272727272727)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:25.253669,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 37.27272727272727)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:26.422770,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.766666666666666)","(16.0, 40.0, 35.714285714285715)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:27.618477,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.583333333333332)","(16.0, 40.0, 36.470588235294116)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:28.796951,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 36.470588235294116)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:29.910718,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 36.470588235294116)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:31.006322,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 36.470588235294116)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:32.167745,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9379999999999997)"
07-01-2023 13:22:33.486216,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9495652173913043)"
07-01-2023 13:22:34.873194,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9495652173913043)"
07-01-2023 13:22:36.215212,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9518181818181817)"
07-01-2023 13:22:37.476980,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.96, 2.9311475409836065)"
07-01-2023 13:22:38.653079,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.887368421052632)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 3.0, 2.9670967741935486)"
07-01-2023 13:22:39.805991,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.833333333333334)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 17.910714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.669090909090909)","(2.6, 2.98, 2.9670967741935486)"
07-01-2023 13:22:41.020219,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.806666666666667)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 18.5, 18.285714285714285)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.665517241379311)","(2.6, 2.98, 2.9594285714285715)"
