,Magic Tale,Mine Master,Alvin Rose,Casino Rose,Psychotic Babe,Sort Of Sublime,Wickham
11-01-2023 12:28:50.607068,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:51.940833,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:52.957584,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:53.906158,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:54.929949,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:56.017547,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:57.095317,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:58.144724,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:59.277372,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:29:00.403587,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:29:01.514990,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:29:02.738841,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:29:03.992640,"(2.25, 99998, 9998.5)","(10.0, 99998, 30.945)","(3.5, 99998, 8.625)","(31.0, 99998, 7500.2125)","(3.1, 99998, 6.75)","(17.0, 99998, 7500.275)","(31.0, 99998, 7499.97)"
11-01-2023 12:29:05.114529,"(2.25, 7.8, 7.278157894736841)","(10.0, 60.0, 30.945)","(3.5, 15.5, 11.765)","(31.0, 99998, 5013.0)","(3.1, 12.0, 9.245999999999999)","(17.0, 99998, 9676.919354838708)","(31.0, 99998, 9677.290322580644)"
11-01-2023 12:29:06.347894,"(2.25, 7.8, 7.2745454545454535)","(10.0, 60.0, 34.5)","(3.5, 15.5, 11.765)","(31.0, 99998, 6675.0)","(3.1, 12.0, 9.245999999999999)","(17.0, 99998, 9676.919354838708)","(31.0, 99998, 6675.0)"
11-01-2023 12:29:07.541732,"(2.25, 7.8, 5.331428571428571)","(10.0, 60.0, 34.5)","(3.5, 15.5, 12.3875)","(31.0, 99998, 6675.0)","(3.1, 12.0, 9.496363636363636)","(17.0, 99998, 9676.919354838708)","(31.0, 99998, 6675.0)"
11-01-2023 12:29:08.638536,"(2.25, 7.8, 5.331428571428571)","(10.0, 60.0, 40.95)","(3.5, 15.5, 12.3875)","(31.0, 99998, 6675.0)","(3.1, 12.0, 9.496363636363636)","(17.0, 99998, 8002.2)","(31.0, 99998, 6675.0)"
11-01-2023 12:29:10.239857,"(2.25, 7.8, 2.6604)","(10.0, 60.0, 19.48)","(3.5, 15.5, 14.058823529411764)","(31.0, 99998, 222.33333333333334)","(3.1, 12.0, 6.466666666666667)","(17.0, 99998, 139.0)","(31.0, 99998, 222.33333333333334)"
11-01-2023 12:29:11.551700,"(2.25, 2.98, 2.566)","(10.0, 22.0, 19.48)","(3.5, 15.5, 7.366666666666666)","(31.0, 320.0, 222.33333333333334)","(3.1, 7.6, 3.65)","(17.0, 170.0, 139.0)","(31.0, 320.0, 222.33333333333334)"
11-01-2023 12:29:12.851689,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 320.0, 222.33333333333334)","(3.1, 7.6, 6.283333333333333)","(17.0, 170.0, 139.0)","(31.0, 320.0, 222.33333333333334)"
11-01-2023 12:29:14.103706,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 320.0, 222.33333333333334)","(3.1, 7.6, 6.283333333333333)","(17.0, 170.0, 139.0)","(31.0, 320.0, 222.33333333333334)"
11-01-2023 12:29:15.375357,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 320.0, 222.33333333333334)","(3.1, 7.6, 6.283333333333333)","(17.0, 170.0, 139.0)","(31.0, 320.0, 222.33333333333334)"
11-01-2023 12:29:16.696139,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 320.0, 235.66666666666666)","(3.1, 7.6, 6.283333333333333)","(17.0, 170.0, 131.0)","(31.0, 320.0, 235.66666666666666)"
11-01-2023 12:29:17.871467,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 340.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 340.0, 249.0)"
11-01-2023 12:29:19.032219,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:20.167149,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:21.254675,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:22.337216,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:23.385565,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:24.512151,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:25.829632,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:27.004147,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:28.101165,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 249.0)","(3.1, 7.6, 6.283333333333333)","(17.0, 160.0, 131.0)","(31.0, 360.0, 249.0)"
11-01-2023 12:29:29.219492,"(2.25, 2.98, 2.1961290322580647)","(10.0, 22.0, 15.7)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 7.049999999999999)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:30.380068,"(2.25, 2.98, 2.242)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.7666666666666666)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:31.420950,"(2.25, 2.98, 2.2658064516129035)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.7666666666666666)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:32.525071,"(2.25, 2.98, 2.2658064516129035)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 5.8307692307692305)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:33.684873,"(2.25, 2.98, 2.2658064516129035)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 5.8307692307692305)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:34.851091,"(2.25, 2.94, 2.42)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 5.8307692307692305)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:36.004618,"(2.25, 2.94, 2.42)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 14.144444444444442)","(31.0, 360.0, 193.5)","(3.1, 7.6, 5.8307692307692305)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:37.096819,"(2.25, 2.94, 2.42)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 13.573684210526316)","(31.0, 360.0, 193.5)","(3.1, 7.6, 5.531818181818181)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:38.200250,"(2.25, 2.94, 2.42)","(10.0, 22.0, 20.854545454545455)","(3.5, 15.5, 13.573684210526316)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.85)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:39.115467,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 15.5, 13.573684210526316)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.85)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:40.086585,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 15.5, 13.573684210526316)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.85)","(17.0, 160.0, 131.0)","(31.0, 360.0, 193.5)"
11-01-2023 12:29:41.069760,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 15.5, 13.573684210526316)","(31.0, 360.0, 193.5)","(3.1, 7.6, 3.95)","(17.0, 160.0, 131.0)","(31.0, 360.0, 178.5)"
11-01-2023 12:29:42.198393,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:43.342643,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:44.395432,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:45.554278,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:46.626960,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:47.615757,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:48.729049,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:49.851990,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:51.020676,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:52.158584,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:53.218082,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:54.312109,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:55.335657,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:56.704345,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:57.794217,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:58.851505,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:29:59.898592,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:30:00.925188,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:30:01.986387,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.95)","(17.0, 160.0, 131.0)","(31.0, 330.0, 178.5)"
11-01-2023 12:30:03.067566,"(2.25, 2.94, 2.42)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.119047619047619)","(31.0, 330.0, 178.5)","(3.1, 8.2, 3.908333333333333)","(17.0, 160.0, 111.66666666666667)","(31.0, 330.0, 209.0)"
11-01-2023 12:30:04.087225,"(2.25, 2.94, 2.46)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:05.079485,"(2.25, 2.94, 2.636)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:06.084366,"(2.25, 2.94, 2.4466666666666668)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:07.101240,"(2.25, 2.94, 2.4466666666666668)","(10.0, 22.0, 15.8)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:08.150478,"(2.25, 2.94, 2.4466666666666668)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:09.197928,"(2.25, 2.94, 2.4466666666666668)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 4.485714285714286)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:10.353485,"(2.25, 2.94, 2.4846153846153847)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.159090909090908)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:11.540254,"(2.25, 2.94, 2.712307692307692)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:12.719520,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:13.808230,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:14.881706,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:15.878391,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:16.863915,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.95)","(17.0, 160.0, 111.66666666666667)","(31.0, 300.0, 209.0)"
11-01-2023 12:30:17.893315,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 13.733333333333334)","(3.5, 7.0, 6.383333333333333)","(31.0, 300.0, 209.0)","(3.1, 8.2, 3.882608695652174)","(17.0, 160.0, 44.464285714285715)","(31.0, 300.0, 56.42857142857143)"
11-01-2023 12:30:19.399430,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 20.06153846153846)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.5, 3.882608695652174)","(17.0, 60.0, 44.464285714285715)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:20.562189,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 17.866666666666667)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.5, 3.882608695652174)","(17.0, 60.0, 44.464285714285715)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:21.971951,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:23.193920,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:24.622118,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:26.126741,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 56.42857142857143)"
11-01-2023 12:30:27.400241,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:28.677316,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:29.826402,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:31.034254,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.668181818181818)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:32.159998,"(2.25, 2.94, 2.3000000000000003)","(10.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:33.247227,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.722641509433962)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:34.377105,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:35.516994,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:36.659382,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:37.749128,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:38.918644,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:40.063012,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:41.118333,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
