,Nana Jann,Black Edition,Enraged,Prince Pulpogan,Renegade Ruslie,Dundee Fidget,Nash Bale,War Knee
15-12-2022 15:07:12.070199,"(21.0, 65.0, 51.0)","(7.5, 24.0, 11.657142857142857)","(12.0, 32.0, 27.5)","(8.5, 15.0, 9.559999999999999)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 5.968)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.01875)"
15-12-2022 15:07:13.301268,"(21.0, 65.0, 51.0)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.0, 9.559999999999999)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 6.096)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.024)"
15-12-2022 15:07:14.411454,"(21.0, 65.0, 51.0)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.0, 13.3)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 6.16)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0276923076923077)"
15-12-2022 15:07:15.575032,"(21.0, 65.0, 46.0)","(7.5, 24.0, 12.0)","(12.0, 32.0, 27.75)","(8.5, 15.0, 13.3)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 6.16)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.015)"
15-12-2022 15:07:16.710492,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 27.875)","(8.5, 15.0, 13.3)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 6.16)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.015)"
15-12-2022 15:07:17.782636,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 27.875)","(8.5, 15.0, 13.3)","(21.0, 110.0, 63.3125)","(4.2, 8.4, 6.16)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.015)"
15-12-2022 15:07:19.197436,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.0, 11.025806451612903)","(21.0, 110.0, 57.578947368421055)","(4.2, 8.4, 7.163636363636364)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.026)"
15-12-2022 15:07:20.303803,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.5, 11.025806451612903)","(21.0, 110.0, 57.578947368421055)","(4.2, 8.4, 7.163636363636364)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:21.402304,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.5, 11.025806451612903)","(21.0, 110.0, 57.578947368421055)","(4.2, 8.4, 7.163636363636364)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:22.509572,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 12.0)","(12.0, 32.0, 28.0)","(8.5, 15.5, 11.025806451612903)","(21.0, 110.0, 57.578947368421055)","(4.2, 8.4, 7.163636363636364)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:23.602809,"(21.0, 65.0, 47.266666666666666)","(7.5, 24.0, 15.88888888888889)","(12.0, 32.0, 28.666666666666668)","(8.5, 15.5, 11.025806451612903)","(21.0, 110.0, 57.578947368421055)","(4.2, 8.4, 5.76)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.025)"
15-12-2022 15:07:24.740002,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.833333333333334)","(12.0, 34.0, 30.22222222222222)","(8.5, 16.0, 11.219354838709677)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 7.2700000000000005)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:25.779711,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.833333333333334)","(12.0, 34.0, 30.22222222222222)","(8.5, 16.0, 11.219354838709677)","(21.0, 110.0, 66.80000000000001)","(4.2, 9.8, 6.856)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:26.779012,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 20.5)","(12.0, 34.0, 30.0)","(8.5, 16.0, 11.219354838709677)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.856)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:27.756255,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 13.416666666666666)","(12.0, 34.0, 30.0)","(8.5, 16.0, 11.219354838709677)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.12)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:28.978297,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 13.416666666666666)","(12.0, 34.0, 30.0)","(8.5, 16.0, 11.219354838709677)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.92)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:30.078398,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 13.416666666666666)","(12.0, 34.0, 30.0)","(8.5, 16.0, 13.675)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.92)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:31.131509,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.92)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:32.099762,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.2)","(8.5, 16.5, 11.9)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:33.299075,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 51.09090909090909)","(4.2, 9.8, 6.2)","(8.5, 16.5, 11.9)","(1.85, 2.04, 1.9649999999999999)"
15-12-2022 15:07:34.306206,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.8, 7.4)","(8.5, 16.5, 15.245454545454546)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:35.338756,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.8, 7.4)","(8.5, 16.5, 15.245454545454546)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:36.414494,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.8, 7.4)","(8.5, 16.5, 15.245454545454546)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:37.630027,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.8, 7.21111111111111)","(8.5, 16.5, 14.333333333333332)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:38.702954,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.6, 7.21111111111111)","(8.5, 16.5, 15.5)","(1.85, 2.04, 2.0075)"
15-12-2022 15:07:39.811060,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.6, 8.1)","(8.5, 16.5, 15.166666666666666)","(1.85, 2.04, 2.0125)"
15-12-2022 15:07:40.870705,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 34.0, 30.0)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.6, 8.1)","(8.5, 16.5, 15.166666666666666)","(1.85, 2.04, 2.0125)"
15-12-2022 15:07:41.915733,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 36.0, 31.5)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.6, 8.1)","(8.5, 16.5, 15.166666666666666)","(1.85, 2.04, 2.0125)"
15-12-2022 15:07:43.214959,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 12.25)","(12.0, 36.0, 31.5)","(8.5, 15.5, 13.675)","(21.0, 110.0, 69.5)","(4.2, 9.6, 8.1)","(8.5, 15.5, 14.38888888888889)","(1.85, 2.04, 1.896)"
15-12-2022 15:07:44.433618,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 16.23076923076923)","(12.0, 36.0, 31.5)","(8.5, 15.5, 10.832258064516129)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.111111111111111)","(8.5, 16.5, 15.166666666666666)","(1.85, 1.95, 2.0166666666666666)"
15-12-2022 15:07:45.481966,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 16.23076923076923)","(12.0, 36.0, 31.5)","(8.5, 15.0, 10.832258064516129)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.111111111111111)","(8.5, 16.5, 15.166666666666666)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:46.745833,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 13.15)","(12.0, 36.0, 31.5)","(8.5, 15.0, 10.832258064516129)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.507692307692308)","(8.5, 16.5, 15.166666666666666)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:47.955256,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 13.15)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.507692307692308)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:49.151917,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 16.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 6.95)","(8.5, 16.5, 15.25)","(1.85, 2.04, 1.9649999999999999)"
15-12-2022 15:07:50.343433,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.155555555555555)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:51.477785,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.653333333333333)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:52.555513,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.653333333333333)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0166666666666666)"
15-12-2022 15:07:53.601671,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.653333333333333)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.004)"
15-12-2022 15:07:54.683018,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 69.5)","(4.2, 8.4, 7.28)","(8.5, 16.5, 15.25)","(1.85, 2.04, 1.9925000000000002)"
15-12-2022 15:07:55.880791,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.5)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.569230769230769)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:07:57.027750,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.625)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.569230769230769)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0220000000000002)"
15-12-2022 15:07:58.222158,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.569230769230769)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0220000000000002)"
15-12-2022 15:07:59.347324,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.569230769230769)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0220000000000002)"
15-12-2022 15:08:00.471378,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.569230769230769)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0220000000000002)"
15-12-2022 15:08:01.546570,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.050000000000001)","(8.5, 16.5, 14.9)","(1.85, 2.04, 1.9925000000000002)"
15-12-2022 15:08:02.558870,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.6)","(8.5, 16.5, 14.9)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:03.861229,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.6)","(8.5, 16.5, 14.9)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:05.201737,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.1)","(8.5, 16.5, 15.25)","(1.85, 2.04, 1.945)"
15-12-2022 15:08:06.463457,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.630769230769231)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:07.701787,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.630769230769231)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:08.857174,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.630769230769231)","(8.5, 16.5, 15.25)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:09.973817,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.15)","(8.5, 16.5, 14.9)","(1.85, 2.04, 1.945)"
15-12-2022 15:08:11.025815,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.15)","(8.5, 16.5, 13.625)","(1.85, 2.04, 1.945)"
15-12-2022 15:08:12.114877,"(21.0, 65.0, 47.266666666666666)","(7.5, 28.0, 19.0)","(12.0, 36.0, 33.57142857142857)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.15)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:13.254940,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.084848484848484)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.661538461538462)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.0100000000000002)"
15-12-2022 15:08:14.420509,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 15.0, 11.14)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.661538461538462)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.0220000000000002)"
15-12-2022 15:08:15.531837,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 14.5, 11.14)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.2)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.023)"
15-12-2022 15:08:16.691073,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 14.5, 12.281818181818181)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.2)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.023)"
15-12-2022 15:08:17.803646,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 31.75)","(8.5, 14.5, 12.281818181818181)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.723076923076923)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:18.856468,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 29.6)","(8.5, 14.5, 12.281818181818181)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.8133333333333335)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:20.010328,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 12.281818181818181)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.8133333333333335)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:21.150384,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 11.788888888888888)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.5200000000000005)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.0116666666666667)"
15-12-2022 15:08:22.289464,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 11.788888888888888)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.5200000000000005)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.0116666666666667)"
15-12-2022 15:08:23.351663,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 11.788888888888888)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.5200000000000005)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.0116666666666667)"
15-12-2022 15:08:24.499649,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 11.788888888888888)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.777777777777778)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:25.542463,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 11.788888888888888)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.777777777777778)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:26.700078,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.5, 12.548148148148147)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.5)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:27.862142,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.0)","(8.5, 14.0, 12.010526315789473)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.5)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.013333333333333)"
15-12-2022 15:08:29.032868,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 36.0, 32.25)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.4, 7.133333333333333)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.9300000000000002)"
15-12-2022 15:08:30.127216,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.133333333333333)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.9300000000000002)"
15-12-2022 15:08:31.233904,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.352941176470588)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.019)"
15-12-2022 15:08:32.256620,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.352941176470588)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.019)"
15-12-2022 15:08:33.349237,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.0)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.998)"
15-12-2022 15:08:34.533272,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.192)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.0)","(8.5, 15.5, 14.0)","(1.85, 2.04, 1.998)"
15-12-2022 15:08:35.746873,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.496296296296297)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.447058823529411)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.006666666666667)"
15-12-2022 15:08:36.958689,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.496296296296297)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.447058823529411)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.006666666666667)"
15-12-2022 15:08:38.153778,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.496296296296297)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.226086956521739)","(8.5, 15.5, 14.0)","(1.85, 2.04, 2.006666666666667)"
15-12-2022 15:08:39.311867,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.0)","(8.5, 14.0, 11.496296296296297)","(21.0, 110.0, 71.0)","(4.2, 8.2, 6.955555555555555)","(8.5, 15.5, 14.0)","(1.85, 2.04, 1.9300000000000002)"
15-12-2022 15:08:40.403129,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.5)","(8.5, 14.0, 11.496296296296297)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.168421052631579)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.005)"
15-12-2022 15:08:41.564783,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 36.0)","(8.5, 14.0, 10.442105263157895)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.168421052631579)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.005)"
15-12-2022 15:08:42.697999,"(21.0, 65.0, 48.375)","(7.5, 28.0, 19.0)","(12.0, 38.0, 34.5)","(8.5, 14.0, 10.442105263157895)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.168421052631579)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 2.005)"
15-12-2022 15:08:43.914118,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 38.0, 34.5)","(8.5, 14.0, 11.15)","(21.0, 110.0, 71.0)","(4.2, 8.2, 7.125)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.86)"
15-12-2022 15:08:45.128646,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 38.0, 36.0)","(8.5, 13.5, 10.96923076923077)","(21.0, 110.0, 71.0)","(4.2, 8.0, 7.066666666666666)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.9145454545454546)"
15-12-2022 15:08:46.276386,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 40.0, 36.0)","(8.5, 13.5, 10.96923076923077)","(21.0, 110.0, 71.0)","(4.2, 8.0, 7.066666666666666)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.9145454545454546)"
15-12-2022 15:08:47.384770,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 40.0, 36.0)","(8.5, 13.5, 10.96923076923077)","(21.0, 110.0, 71.0)","(4.2, 8.0, 7.090909090909091)","(8.5, 15.5, 14.363636363636363)","(1.85, 2.04, 1.9145454545454546)"
15-12-2022 15:08:48.548235,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 40.0, 36.0)","(8.5, 13.5, 10.96923076923077)","(21.0, 110.0, 71.0)","(4.2, 7.8, 6.824999999999999)","(8.5, 15.5, 14.0)","(1.85, 2.04, 1.86)"
15-12-2022 15:08:49.759734,"(21.0, 65.0, 48.375)","(7.5, 28.0, 14.05)","(12.0, 40.0, 36.0)","(8.5, 13.5, 10.96923076923077)","(21.0, 110.0, 71.0)","(4.2, 7.8, 6.824999999999999)","(8.5, 15.5, 14.0)","(1.85, 2.04, 1.86)"
