,Mad Martigan,Ravioli,Active Opal,Queen Zeus,Black Daniels,Corporal Trigger,Sister Two
08-01-2023 17:22:21.934573,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:23.022708,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:24.108808,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:25.301561,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:26.472282,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:27.621952,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:28.791096,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:29.858097,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:30.914940,"(31.0, 220.0, 101.71428571428571)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:32.012252,"(31.0, 220.0, 94.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:33.044009,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:34.062518,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:35.102385,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:36.225344,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:37.321622,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:38.387084,"(31.0, 220.0, 117.625)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:39.462754,"(31.0, 220.0, 122.58823529411765)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:40.515355,"(31.0, 220.0, 122.58823529411765)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:41.592850,"(31.0, 220.0, 122.58823529411765)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:42.665325,"(31.0, 220.0, 122.58823529411765)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:43.747750,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:44.690499,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:45.804479,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:46.999216,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:48.197826,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:49.465024,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:50.631274,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:51.747007,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:52.881668,"(31.0, 220.0, 128.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 23.0)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:53.948043,"(31.0, 220.0, 126.0)","(3.0, 4.0, 3.065)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:54.961737,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:55.877965,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:56.846423,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:57.784962,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:58.861171,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:22:59.881835,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:00.928254,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:02.005130,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:03.021848,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:03.967339,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:04.883060,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:05.790596,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:06.764229,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:07.778956,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:08.827500,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:09.790085,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:10.764721,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:11.777155,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:12.752110,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:13.680068,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:14.615168,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:15.501212,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:16.390207,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:17.304650,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:18.260361,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:19.366890,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:20.381074,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:21.461338,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:22.554182,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:23.557462,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:24.533217,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:25.596306,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:26.569233,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:27.446823,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:28.379816,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:29.334798,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:30.256695,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:31.303651,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:32.398946,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:33.478522,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:34.414624,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:35.444641,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:36.430761,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:37.386028,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.0733333333333333)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:38.349652,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:39.302155,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:40.242049,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:41.141758,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:42.029479,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:42.950539,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:44.122489,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:45.137778,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:46.233774,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:47.346323,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:48.453701,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:49.648807,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.6346153846153846)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:50.693653,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.6346153846153846)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:51.740357,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.6346153846153846)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:52.792045,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.6346153846153846)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:53.761217,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:54.725846,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:55.647714,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:56.593549,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:57.563333,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
08-01-2023 17:23:58.560262,"(31.0, 220.0, 120.47058823529412)","(3.0, 4.1, 3.4277777777777776)","(3.8, 6.6, 5.025)","(11.0, 24.0, 21.3)","(3.6, 4.8, 3.5638888888888887)","(11.0, 24.0, 18.0)","(4.8, 8.6, 5.2749999999999995)"
