,Sharkattack,Ace Duigan,Shez Elite,Keayang Alex,Go George Go,Iamawingate,Salsboy,Classically Smooth,Blue Cannon,Our Miki Diva Nz,Kyloan Queen,Lavender Dolly
12-01-2023 17:21:56.745518,"(3.7, 4.7, 4.25)","(14.0, 21.0, 19.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:21:58.207108,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:21:59.662103,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:01.074238,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:02.436293,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:03.815347,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 156.66666666666669)","(14.0, 25.0, 19.75)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 31.333333333333332)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:05.260796,"(3.7, 4.7, 4.25)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.25)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:06.649141,"(3.7, 4.7, 4.0)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.25)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:08.030539,"(3.7, 4.7, 4.0)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:09.374541,"(3.7, 4.7, 4.0)","(14.0, 21.0, 18.0)","(21.0, 44.0, 28.25)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:10.811596,"(3.7, 4.7, 4.0)","(14.0, 21.0, 18.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:12.238646,"(3.7, 4.7, 4.0)","(14.0, 21.0, 17.4)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 154.0)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:13.640791,"(3.7, 4.7, 4.0)","(14.0, 21.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 154.0)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:15.098208,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 154.0)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:16.488890,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 154.0)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:17.833131,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 39.77777777777778)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:19.227080,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:20.578167,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:21.926075,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:23.269821,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:24.673699,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:26.045541,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:27.395174,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:28.676601,"(3.7, 4.7, 4.0)","(14.0, 20.0, 17.5)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:30.035758,"(3.7, 4.7, 4.0)","(14.0, 20.0, 18.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:31.402870,"(3.7, 4.7, 4.0)","(14.0, 19.5, 18.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:32.803736,"(3.7, 4.7, 4.0)","(14.0, 19.5, 18.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:34.230457,"(3.7, 4.7, 4.0)","(14.0, 19.5, 19.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:35.593338,"(3.7, 4.7, 4.0)","(14.0, 23.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:36.962501,"(3.7, 4.7, 4.0)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:38.366189,"(3.7, 4.7, 4.0)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:39.736753,"(3.7, 4.7, 4.0)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:41.069666,"(3.7, 4.7, 4.0)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:42.430180,"(3.7, 4.7, 4.0)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:43.821838,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:45.230449,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:46.541762,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 23.25)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:47.896838,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 23.25)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:49.283706,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 23.25)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:50.648405,"(3.7, 4.7, 4.25)","(14.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(14.0, 25.0, 18.333333333333332)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(26.0, 44.0, 32.0)","(18.0, 29.0, 23.25)"
12-01-2023 17:22:51.968223,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 18.333333333333332)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.090909090909091)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:22:53.260916,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 4.733333333333333)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:22:54.525322,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 4.733333333333333)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:22:55.811607,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.285714285714286)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:22:57.262191,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:22:58.602308,"(3.7, 4.7, 4.25)","(15.0, 22.0, 17.8)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:00.023311,"(3.7, 4.7, 4.25)","(15.0, 22.0, 17.8)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:01.305599,"(3.7, 4.7, 4.25)","(15.0, 22.0, 17.8)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:02.712442,"(3.7, 4.7, 4.25)","(15.0, 22.0, 21.4)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:04.108896,"(3.7, 4.7, 4.25)","(15.0, 23.0, 21.4)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:05.473200,"(3.7, 4.7, 4.25)","(15.0, 23.0, 19.57142857142857)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:06.775916,"(3.7, 4.7, 4.25)","(15.0, 23.0, 19.57142857142857)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 32.0)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:08.043897,"(3.7, 4.7, 4.25)","(15.0, 23.0, 19.57142857142857)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 37.2)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:09.511150,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:10.856727,"(3.7, 4.7, 4.25)","(15.0, 22.0, 19.666666666666668)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:12.284012,"(3.7, 4.7, 4.25)","(15.0, 21.0, 19.0)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 23.25)"
12-01-2023 17:23:13.741190,"(3.7, 4.7, 4.25)","(15.0, 21.0, 17.4)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 24.6)"
12-01-2023 17:23:15.064974,"(3.7, 4.7, 4.25)","(15.0, 21.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 25.333333333333332)"
12-01-2023 17:23:16.585996,"(3.7, 4.7, 4.25)","(15.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 25.333333333333332)"
12-01-2023 17:23:17.937021,"(3.7, 4.7, 4.25)","(15.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 25.333333333333332)"
12-01-2023 17:23:19.255013,"(3.7, 4.7, 4.25)","(15.0, 20.0, 18.333333333333332)","(21.0, 44.0, 30.8)","(18.0, 28.0, 21.75)","(71.0, 190.0, 126.66666666666667)","(15.0, 25.0, 20.0)","(21.0, 40.0, 29.333333333333332)","(3.9, 5.6, 5.324999999999999)","(3.1, 3.7, 3.55)","(16.0, 99999, 99990)","(31.0, 44.0, 39.14285714285714)","(19.0, 29.0, 25.333333333333332)"
