,Choose Well,Magic Ale,Magic Secret,Jet Set Jack,Amber Jack,Bokarm Donna,Fan Cool Unit,Brunello
12-01-2023 11:22:59.701428,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:00.782986,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:01.943998,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:02.995687,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:04.030218,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:05.173428,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:06.318159,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:07.461602,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:08.623319,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 137.5)"
12-01-2023 11:23:09.705319,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 123.71428571428572)","(31.0, 210.0, 76.0)"
12-01-2023 11:23:10.819418,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 220.0, 135.0)"
12-01-2023 11:23:11.852967,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:12.999457,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:14.143972,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:15.302180,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:16.400452,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:17.545268,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 135.0)"
12-01-2023 11:23:18.657766,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:19.929864,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:21.324567,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:22.499702,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:24.002558,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:25.330434,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:26.514046,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 123.71428571428572)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:27.674444,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:28.735068,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:30.054938,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:31.265279,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:32.498564,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:33.746979,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:34.938884,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.0)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:36.086287,"(2.1, 2.7, 2.185714285714286)","(12.0, 34.0, 22.88888888888889)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 130.0)"
12-01-2023 11:23:37.191967,"(2.1, 2.7, 2.185714285714286)","(12.0, 34.0, 22.88888888888889)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 154.0)"
12-01-2023 11:23:38.337283,"(2.1, 2.7, 2.185714285714286)","(12.0, 34.0, 22.88888888888889)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 176.8)"
12-01-2023 11:23:39.489676,"(2.1, 2.7, 2.185714285714286)","(12.0, 34.0, 22.88888888888889)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 189.5)"
12-01-2023 11:23:40.598692,"(2.1, 2.7, 2.185714285714286)","(12.0, 34.0, 22.88888888888889)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 41.57142857142857)","(31.0, 110.0, 36.2)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 128.0)"
12-01-2023 11:23:41.662130,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 128.0)"
12-01-2023 11:23:42.742883,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 44.4)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 128.0)"
12-01-2023 11:23:44.093332,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 128.0)"
12-01-2023 11:23:45.248396,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 118.0)"
12-01-2023 11:23:46.494892,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:47.696048,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:49.011697,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:50.104411,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:51.303831,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:52.482949,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:53.625563,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:54.819900,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:56.044592,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:57.237931,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:58.400949,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:23:59.557214,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:24:00.678569,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 118.0)"
12-01-2023 11:24:01.842047,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 123.71428571428572)","(31.0, 190.0, 89.5)"
12-01-2023 11:24:03.080295,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 220.0, 129.0)"
12-01-2023 11:24:04.385705,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 129.0)"
12-01-2023 11:24:05.652576,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 129.0)"
12-01-2023 11:24:06.756952,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 129.0)"
12-01-2023 11:24:07.994837,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 129.0)"
12-01-2023 11:24:09.380657,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 129.0)"
12-01-2023 11:24:10.685719,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 119.0)"
12-01-2023 11:24:11.828417,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:13.117381,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:14.378347,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:15.599457,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:16.817043,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:18.024126,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 119.0)"
12-01-2023 11:24:19.220610,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 123.71428571428572)","(31.0, 190.0, 117.0)"
12-01-2023 11:24:20.386060,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 123.71428571428572)","(31.0, 190.0, 165.66666666666666)"
12-01-2023 11:24:21.592278,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 165.66666666666666)"
12-01-2023 11:24:22.801990,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 165.66666666666666)"
12-01-2023 11:24:23.885872,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 165.66666666666666)"
12-01-2023 11:24:24.913545,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 173.77777777777777)"
12-01-2023 11:24:26.128400,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 190.0, 191.55555555555554)"
12-01-2023 11:24:27.371114,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 191.55555555555554)"
12-01-2023 11:24:28.475862,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 182.33333333333334)"
12-01-2023 11:24:29.722385,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 191.55555555555554)"
12-01-2023 11:24:30.822735,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 191.55555555555554)"
12-01-2023 11:24:32.071335,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 191.55555555555554)"
12-01-2023 11:24:33.320096,"(2.1, 2.7, 2.185714285714286)","(12.0, 32.0, 20.333333333333332)","(2.8, 3.5, 2.9514285714285715)","(4.2, 7.2, 6.783333333333333)","(21.0, 65.0, 43.13333333333333)","(31.0, 110.0, 42.90909090909091)","(26.0, 250.0, 117.39999999999999)","(31.0, 210.0, 197.3846153846154)"
