,Im Riddler,Colorado Banner Nz,Radiant Bay,Ryleeorielly,Classnsmart,Sunpatra,Miss Stefani,The Dark Night,Roll Em
11-01-2023 17:51:20.163466,"(91.0, 190.0, 161.42857142857144)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 140.0)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 61.5)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:21.433463,"(91.0, 190.0, 161.42857142857144)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 140.0)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 61.5)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:22.665687,"(91.0, 190.0, 161.42857142857144)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 140.0)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 61.5)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:23.831166,"(91.0, 190.0, 161.42857142857144)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 61.5)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:24.975697,"(91.0, 220.0, 201.42857142857144)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 60.285714285714285)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:26.212979,"(91.0, 210.0, 171.66666666666669)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 60.285714285714285)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:27.505388,"(91.0, 210.0, 173.33333333333331)","(2.05, 99999, 99990)","(13.0, 30.0, 23.88888888888889)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 51.45454545454545)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:28.747149,"(91.0, 210.0, 170.0)","(2.05, 99999, 99990)","(13.0, 29.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 57.25)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:30.040688,"(91.0, 210.0, 187.77777777777777)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 57.25)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:31.313375,"(91.0, 210.0, 190.0)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 57.25)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:32.534105,"(91.0, 210.0, 190.0)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 57.25)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:33.829473,"(91.0, 210.0, 178.0)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:35.069585,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:36.327789,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:37.522645,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 23.5)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.6000000000000005)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:38.764110,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 23.5)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:39.995118,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 20.5)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.799999999999999)","(31.0, 70.0, 62.28571428571429)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:41.265891,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 20.5)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:42.595347,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 20.5)","(61.0, 170.0, 106.66666666666667)","(91.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.3, 4.6, 4.569999999999999)"
11-01-2023 17:51:43.920555,"(91.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(13.0, 28.0, 21.307692307692307)","(71.0, 170.0, 106.66666666666667)","(81.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:45.301493,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 28.0, 21.307692307692307)","(71.0, 170.0, 106.66666666666667)","(81.0, 95.0, 91.25)","(4.0, 5.0, 4.684210526315789)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:46.562595,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 28.0, 21.307692307692307)","(71.0, 170.0, 106.66666666666667)","(81.0, 95.0, 91.25)","(4.0, 5.0, 4.538461538461538)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:47.794902,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 28.0, 21.307692307692307)","(71.0, 170.0, 106.66666666666667)","(81.0, 95.0, 91.25)","(4.0, 5.0, 4.538461538461538)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:49.115231,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 28.0, 21.307692307692307)","(71.0, 170.0, 106.66666666666667)","(81.0, 95.0, 101.81818181818181)","(4.0, 5.0, 4.538461538461538)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 61.69230769230769)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:50.357124,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 28.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 110.0, 95.45454545454545)","(4.0, 5.0, 4.375)","(8.0, 9.6, 8.968421052631578)","(31.0, 70.0, 55.33333333333333)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:51.624266,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 110.0, 95.45454545454545)","(4.0, 5.0, 4.38125)","(8.0, 9.6, 8.968421052631578)","(31.0, 65.0, 55.33333333333333)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:52.926198,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 110.0, 93.33333333333334)","(4.0, 5.0, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 65.0, 55.33333333333333)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:54.182077,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 65.0, 55.33333333333333)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:55.510667,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 65.0, 55.33333333333333)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:56.737931,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 65.0, 42.857142857142854)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:58.036042,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 60.0, 45.5)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:51:59.291972,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 25.142857142857142)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 40.75)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:00.556676,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 24.833333333333332)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 40.75)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:01.934113,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 24.916666666666668)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 40.75)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:03.284965,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 27.0, 23.7)","(71.0, 170.0, 113.0)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 40.75)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:04.517644,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.07142857142857)","(71.0, 170.0, 106.66666666666667)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 40.75)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:05.811350,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.07142857142857)","(71.0, 170.0, 106.66666666666667)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.766666666666667)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 47.125)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:07.101450,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.07142857142857)","(71.0, 170.0, 106.66666666666667)","(81.0, 100.0, 93.33333333333334)","(4.0, 4.9, 4.37)","(8.0, 9.6, 8.968421052631578)","(31.0, 55.0, 47.125)","(3.4, 4.6, 4.569999999999999)"
11-01-2023 17:52:08.427100,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.07142857142857)","(71.0, 170.0, 106.66666666666667)","(81.0, 100.0, 68.33333333333333)","(4.0, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:09.735546,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 19.4)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 68.33333333333333)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:10.998987,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 19.4)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 69.11764705882354)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:12.354431,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.153846153846153)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 69.11764705882354)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:13.678367,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.153846153846153)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 59.0)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:14.943563,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.153846153846153)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 58.85714285714286)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:16.158530,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.153846153846153)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 58.85714285714286)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:17.357258,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.153846153846153)","(71.0, 170.0, 106.66666666666667)","(71.0, 70.0, 54.4)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.945454545454545)","(41.0, 55.0, 49.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:18.604745,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 18.5)","(71.0, 170.0, 122.5)","(71.0, 70.0, 58.85714285714286)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:19.942181,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 18.5)","(71.0, 170.0, 122.5)","(71.0, 70.0, 58.85714285714286)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:21.263691,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 18.5)","(71.0, 170.0, 122.5)","(71.0, 70.0, 58.85714285714286)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:22.773304,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.0)","(71.0, 170.0, 122.5)","(71.0, 70.0, 54.4)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:24.032265,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.0)","(71.0, 170.0, 122.5)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:25.305427,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 26.0, 21.0)","(71.0, 170.0, 122.5)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.3)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 45.30769230769231)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:26.624596,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 25.0, 22.75)","(71.0, 170.0, 122.5)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 48.7)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:27.902144,"(101.0, 210.0, 192.22222222222223)","(2.05, 99999, 99990)","(14.0, 25.0, 20.90909090909091)","(71.0, 170.0, 122.5)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.475)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 48.7)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:29.046651,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.0)","(71.0, 170.0, 122.5)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.3)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 48.7)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:30.441122,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.0)","(71.0, 170.0, 134.0)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.3)","(8.0, 9.6, 8.842105263157896)","(41.0, 55.0, 62.0)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:31.798908,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.0)","(71.0, 170.0, 134.0)","(71.0, 70.0, 52.666666666666664)","(4.2, 5.0, 4.3)","(8.0, 9.6, 8.842105263157896)","(41.0, 75.0, 70.125)","(3.5, 4.6, 4.569999999999999)"
11-01-2023 17:52:33.163114,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.0)","(71.0, 170.0, 134.0)","(71.0, 70.0, 56.66666666666667)","(4.2, 5.0, 4.37)","(8.0, 9.6, 8.842105263157896)","(41.0, 75.0, 70.125)","(3.5, 4.6, 4.954545454545454)"
11-01-2023 17:52:34.469869,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(71.0, 170.0, 134.0)","(71.0, 65.0, 56.66666666666667)","(4.2, 5.0, 4.37)","(8.0, 9.6, 8.945454545454545)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.8999999999999995)"
11-01-2023 17:52:35.741140,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(71.0, 170.0, 134.0)","(71.0, 65.0, 60.0)","(4.2, 5.0, 4.37)","(8.0, 9.6, 8.945454545454545)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.8999999999999995)"
11-01-2023 17:52:37.019148,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(71.0, 65.0, 60.0)","(4.2, 5.0, 4.37)","(8.0, 9.6, 8.945454545454545)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.68)"
11-01-2023 17:52:38.391202,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(71.0, 65.0, 60.0)","(4.2, 5.0, 4.416666666666667)","(8.0, 9.6, 8.945454545454545)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.8375)"
11-01-2023 17:52:39.769119,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(71.0, 65.0, 50.0)","(4.2, 5.0, 4.766666666666667)","(8.0, 9.6, 8.945454545454545)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:41.025746,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(71.0, 70.0, 50.0)","(4.2, 4.9, 4.766666666666667)","(8.0, 9.6, 8.64)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:42.337193,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(71.0, 70.0, 50.0)","(4.2, 4.9, 4.633333333333334)","(8.0, 9.6, 9.04)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:43.658778,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(51.0, 70.0, 50.0)","(4.2, 4.9, 4.633333333333334)","(8.0, 9.4, 8.8)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:44.967017,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.5)","(71.0, 170.0, 134.0)","(51.0, 70.0, 50.0)","(4.2, 4.9, 4.633333333333334)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:46.269261,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 22.333333333333336)","(71.0, 170.0, 134.0)","(51.0, 70.0, 50.0)","(4.2, 4.9, 4.633333333333334)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 70.375)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:47.588740,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 70.0, 60.0)","(4.2, 4.9, 4.7)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 69.16666666666666)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:48.765671,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 65.0, 60.25)","(4.2, 4.9, 4.4)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 66.75)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:50.032505,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 65.0, 60.25)","(4.2, 4.9, 4.4)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.74)"
11-01-2023 17:52:51.528455,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 65.0, 60.25)","(4.2, 4.9, 4.4)","(8.0, 9.4, 8.559999999999999)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.875)"
11-01-2023 17:52:52.978735,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 65.0, 60.25)","(4.2, 4.9, 4.566666666666666)","(8.0, 9.4, 8.799999999999999)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.875)"
11-01-2023 17:52:54.390484,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 106.25)","(51.0, 65.0, 60.8)","(4.2, 4.9, 4.5)","(8.0, 9.2, 8.977777777777778)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.875)"
11-01-2023 17:52:55.640637,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 119.0)","(51.0, 65.0, 60.8)","(4.2, 4.9, 4.544444444444444)","(8.0, 9.2, 8.588888888888889)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.875)"
11-01-2023 17:52:56.855013,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 119.0)","(51.0, 65.0, 60.8)","(4.2, 4.9, 4.5375)","(8.0, 9.2, 8.76)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.875)"
11-01-2023 17:52:58.140668,"(101.0, 210.0, 174.0)","(2.05, 99999, 99990)","(14.0, 24.0, 20.18181818181818)","(71.0, 170.0, 119.0)","(51.0, 65.0, 60.8)","(4.2, 4.8, 4.488888888888889)","(8.0, 9.0, 8.6)","(41.0, 75.0, 70.875)","(3.5, 5.1, 4.949999999999999)"
