,Bettor My Dreamz Nz,The Last Drop,Brewery Lane,Ainsworth,Mission Glory,Belonero,Tradie,Make It Quick,Be On Guard,Dynamite Beach,The Party Boy
10-01-2023 21:00:09.157668,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 23.8)","(101.0, 200.0, 172.22222222222223)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.55)","(8.0, 17.5, 15.333333333333332)","(3.8, 4.9, 4.533333333333333)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:10.675558,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 22.0)","(101.0, 190.0, 172.22222222222223)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 16.666666666666668)","(8.0, 17.5, 13.5)","(3.8, 5.0, 4.414285714285714)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:11.991733,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 22.0)","(101.0, 190.0, 172.22222222222223)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 16.666666666666668)","(8.0, 17.5, 14.25)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:13.344471,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 22.0)","(101.0, 190.0, 172.22222222222223)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 17.0, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:14.665284,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 22.0)","(101.0, 190.0, 172.22222222222223)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:15.925996,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 22.0)","(101.0, 190.0, 164.44444444444446)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:17.218252,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 180.0, 164.44444444444446)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:18.689194,"(2.15, 99999, 99990)","(5.0, 5.5, 5.64)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 180.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:20.147751,"(2.15, 99999, 99990)","(5.0, 5.7, 5.64)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:21.712173,"(2.15, 99999, 99990)","(5.0, 5.7, 5.300000000000001)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.166666666666666)","(3.8, 5.1, 4.566666666666666)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:23.417661,"(2.15, 99999, 99990)","(5.0, 5.7, 5.300000000000001)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 14.0)","(3.8, 5.1, 4.575)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:25.253009,"(2.15, 99999, 99990)","(5.0, 5.7, 5.147058823529412)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 14.0)","(3.8, 5.1, 4.575)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:26.931856,"(2.15, 99999, 99990)","(5.0, 5.6, 5.11875)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 14.0)","(3.8, 5.1, 4.575)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:28.484398,"(2.15, 99999, 99990)","(5.0, 5.6, 5.11875)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.5, 13.75)","(3.8, 5.1, 4.5473684210526315)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:30.014689,"(2.15, 99999, 99990)","(5.0, 5.6, 5.11875)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 16.0, 13.5)","(3.8, 5.1, 4.5473684210526315)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:31.415849,"(2.15, 99999, 99990)","(5.0, 5.6, 5.11875)","(61.0, 80.0, 67.33333333333334)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.5473684210526315)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:33.051779,"(2.15, 99999, 99990)","(5.0, 5.6, 5.11875)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.5473684210526315)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:34.487010,"(2.15, 99999, 99990)","(5.0, 5.6, 5.16)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 12.833333333333334)","(3.8, 5.1, 4.643478260869565)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:35.896831,"(2.15, 99999, 99990)","(5.0, 5.6, 5.16)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:37.270704,"(2.15, 99999, 99990)","(5.0, 5.6, 5.8388888888888895)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:38.739690,"(2.15, 99999, 99990)","(5.0, 5.9, 5.189473684210526)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:40.612470,"(2.15, 99999, 99990)","(5.0, 5.9, 5.18)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:42.202647,"(2.15, 99999, 99990)","(5.0, 5.9, 5.2)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:43.523050,"(2.15, 99999, 99990)","(5.0, 5.8, 5.2)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:45.124546,"(2.15, 99999, 99990)","(5.0, 5.8, 5.1647058823529415)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:46.766822,"(2.15, 99999, 99990)","(5.0, 5.8, 5.1647058823529415)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:48.282133,"(2.15, 99999, 99990)","(5.0, 5.8, 5.1647058823529415)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.0)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:49.623485,"(2.1, 99999, 99990)","(5.0, 5.8, 5.1647058823529415)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.68)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:51.029591,"(2.1, 99999, 99990)","(5.0, 5.8, 5.1647058823529415)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 23.25)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.626315789473684)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:52.734012,"(2.1, 99999, 99990)","(5.0, 5.8, 5.224)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 26.125)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.708695652173913)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:54.183988,"(2.1, 99999, 99990)","(5.0, 5.8, 5.089473684210526)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 26.125)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:55.730530,"(2.1, 99999, 99990)","(5.0, 5.8, 5.247368421052632)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 24.0)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:57.104161,"(2.1, 99999, 99990)","(5.0, 5.8, 5.247368421052632)","(61.0, 80.0, 63.714285714285715)","(15.0, 27.0, 24.0)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:58.466457,"(2.1, 99999, 99990)","(5.0, 5.8, 5.2)","(61.0, 80.0, 63.714285714285715)","(15.0, 30.0, 28.0)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:00.006459,"(2.1, 99999, 99990)","(5.0, 5.8, 5.2)","(61.0, 80.0, 63.714285714285715)","(15.0, 30.0, 26.6)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:01.488856,"(2.1, 99999, 99990)","(5.0, 5.8, 5.2)","(61.0, 80.0, 63.714285714285715)","(15.0, 29.0, 26.6)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:02.870210,"(2.1, 99999, 99990)","(5.0, 5.8, 5.583333333333334)","(61.0, 80.0, 58.888888888888886)","(15.0, 29.0, 26.0)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:04.224910,"(2.1, 99999, 99990)","(5.0, 5.7, 5.583333333333334)","(61.0, 80.0, 58.888888888888886)","(15.0, 28.0, 24.0)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:05.513478,"(2.1, 99999, 99990)","(5.0, 5.7, 5.291666666666667)","(61.0, 80.0, 61.0)","(15.0, 28.0, 24.666666666666668)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:06.942025,"(2.1, 99999, 99990)","(5.0, 5.7, 5.291666666666667)","(61.0, 80.0, 61.0)","(15.0, 28.0, 24.75)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:08.284715,"(2.1, 99999, 99990)","(5.0, 5.7, 5.291666666666667)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:09.573987,"(2.1, 99999, 99990)","(5.0, 5.7, 5.291666666666667)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.74)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:10.888184,"(2.1, 99999, 99990)","(5.0, 5.7, 5.291666666666667)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.1, 4.794117647058823)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:12.169927,"(2.1, 99999, 99990)","(5.0, 5.8, 5.785714285714286)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 156.66666666666669)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.0, 4.805555555555555)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:13.523127,"(2.1, 99999, 99990)","(5.0, 5.9, 5.508695652173913)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 148.88888888888889)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.0, 4.805555555555555)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:14.886552,"(2.1, 99999, 99990)","(5.0, 5.9, 5.508695652173913)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 160.0, 148.88888888888889)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.0, 4.761904761904762)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:16.426230,"(2.1, 99999, 99990)","(5.0, 5.8, 5.355555555555555)","(61.0, 80.0, 61.0)","(15.0, 30.0, 24.75)","(101.0, 150.0, 145.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.2)","(8.0, 15.5, 13.5)","(3.8, 5.0, 4.761904761904762)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:17.999747,"(2.1, 99999, 99990)","(5.0, 5.8, 5.359999999999999)","(61.0, 80.0, 68.33333333333333)","(15.0, 30.0, 24.75)","(101.0, 150.0, 142.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.416666666666668)","(8.0, 15.5, 14.333333333333334)","(3.8, 5.0, 4.791666666666667)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:19.611847,"(2.1, 99999, 99990)","(5.0, 5.8, 5.358823529411764)","(61.0, 75.0, 63.75)","(15.0, 30.0, 24.75)","(101.0, 150.0, 142.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 15.5, 15.6)","(3.8, 5.0, 4.791666666666667)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:20.986030,"(2.1, 99999, 99990)","(5.0, 5.8, 5.2375)","(61.0, 75.0, 63.75)","(15.0, 30.0, 24.75)","(101.0, 150.0, 155.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.5, 14.857142857142858)","(3.8, 5.0, 4.791666666666667)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:22.345265,"(2.1, 99999, 99990)","(5.0, 5.8, 5.2375)","(61.0, 75.0, 63.75)","(15.0, 30.0, 24.75)","(101.0, 180.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.7)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:23.705643,"(2.1, 99999, 99990)","(5.0, 5.7, 5.525)","(61.0, 75.0, 64.28571428571429)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 15.75)","(3.8, 4.9, 4.7)","(101.0, 190.0, 130.0)"
10-01-2023 21:01:25.138222,"(2.1, 99999, 99990)","(5.0, 5.7, 5.233333333333333)","(61.0, 75.0, 68.26086956521739)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.5, 14.857142857142858)","(3.8, 4.9, 4.7)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:26.529775,"(2.1, 99999, 99990)","(5.0, 5.7, 5.233333333333333)","(61.0, 70.0, 62.5)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 4.9, 4.6499999999999995)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:27.907937,"(2.1, 99999, 99990)","(5.0, 5.7, 5.233333333333333)","(61.0, 75.0, 62.5)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.6499999999999995)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:29.501502,"(2.1, 99999, 99990)","(5.0, 5.7, 5.525)","(61.0, 75.0, 63.75)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.6499999999999995)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:30.905431,"(2.1, 99999, 99990)","(5.0, 5.7, 5.7125)","(61.0, 75.0, 61.666666666666664)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.766666666666667)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:32.264129,"(2.1, 99999, 99990)","(5.0, 5.9, 5.7)","(61.0, 75.0, 70.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.5625)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.766666666666667)","(101.0, 190.0, 158.0)"
10-01-2023 21:01:33.592755,"(2.1, 99999, 99990)","(5.0, 5.7, 5.14)","(61.0, 75.0, 70.0)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.125)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.8352941176470585)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:34.896490,"(2.1, 99999, 99990)","(5.0, 5.7, 5.14)","(61.0, 75.0, 67.5)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.125)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.8352941176470585)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:36.140701,"(2.1, 99999, 99990)","(5.0, 5.7, 5.14)","(61.0, 75.0, 67.5)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.25)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.8352941176470585)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:37.447454,"(2.1, 99999, 99990)","(5.0, 5.7, 5.146153846153846)","(61.0, 75.0, 67.5)","(15.0, 30.0, 24.75)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.25)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:38.818298,"(2.1, 99999, 99990)","(5.0, 5.7, 5.199999999999999)","(61.0, 75.0, 67.5)","(15.0, 30.0, 25.0)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.25)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:40.159566,"(2.1, 99999, 99990)","(5.0, 5.7, 5.55)","(61.0, 70.0, 66.25)","(15.0, 29.0, 25.0)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.25)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 164.28571428571428)"
10-01-2023 21:01:41.598476,"(2.1, 99999, 99990)","(5.0, 5.7, 5.854166666666667)","(61.0, 70.0, 66.25)","(15.0, 29.0, 24.5)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 16.857142857142858)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 176.15384615384616)"
10-01-2023 21:01:43.018229,"(2.1, 99999, 99990)","(5.0, 5.9, 5.854166666666667)","(61.0, 70.0, 66.25)","(15.0, 29.0, 24.5)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 16.857142857142858)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 176.15384615384616)"
10-01-2023 21:01:44.491287,"(2.1, 99999, 99990)","(5.0, 5.8, 5.7727272727272725)","(61.0, 70.0, 66.25)","(15.0, 29.0, 24.5)","(101.0, 170.0, 154.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 180.0)","(10.0, 17.5, 16.5)","(8.0, 16.0, 14.857142857142858)","(3.8, 5.0, 4.885714285714285)","(101.0, 190.0, 163.33333333333334)"
