,Variara,Paramedic,Flyway,Nabbed,Imperial Seal,Oriedos,Seafaring,Sino Witness,Tallu,Tiger Queen,Decibelles,Lady Nelson
07-01-2023 11:01:47.537093,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8514285714285714)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.4, 3.757142857142857)","(11.0, 17.5, 16.98979591836735)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.8)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:48.938261,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8514285714285714)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.4, 3.757142857142857)","(11.0, 17.5, 16.98979591836735)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:50.259439,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8514285714285714)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.4, 3.757142857142857)","(11.0, 17.5, 16.98979591836735)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:51.586274,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.4, 3.757142857142857)","(11.0, 17.5, 16.98979591836735)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:52.919893,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 17.5, 16.71276595744681)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:54.253276,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 17.0, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:55.575084,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:56.926459,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:58.301320,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.575)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:01:59.594499,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.84)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.0, 10.875)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:00.871082,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.84)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.5, 10.875)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:02.158182,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.5, 12.0125)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:03.465091,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.5, 12.0125)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:04.763030,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(18.0, 30.0, 29.285714285714285)","(8.0, 12.5, 12.0125)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(31.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:06.047755,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 12.0125)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:07.379637,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 12.270588235294117)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:08.758747,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.266666666666667)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:10.097158,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8685714285714283)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7583333333333333)","(11.0, 16.5, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.266666666666667)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:11.455797,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8685714285714283)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:12.771694,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8685714285714283)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:14.047091,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8685714285714283)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:15.316437,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8685714285714283)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:16.583431,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8771428571428572)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:17.870451,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8771428571428572)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:19.220470,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8771428571428572)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 17.648936170212764)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.575)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:20.563322,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8771428571428572)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 18.0, 17.282608695652172)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.5, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:21.969421,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8771428571428572)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:23.304552,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8257142857142856)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:24.607179,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8257142857142856)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:25.932666,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8257142857142856)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:27.259989,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8342857142857145)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:28.521308,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8342857142857145)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:29.844424,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8342857142857145)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:31.206206,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.8342857142857145)","(9.0, 10.5, 10.379310344827585)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:32.546294,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.86)","(9.0, 10.5, 10.0625)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:33.891104,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:35.199782,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:36.516623,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.98979591836735)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:37.919549,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.5, 16.71276595744681)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 97.19999999999999)"
07-01-2023 11:02:39.194275,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 17.0, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 107.14285714285714)"
07-01-2023 11:02:40.473827,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 107.14285714285714)"
07-01-2023 11:02:41.768428,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 107.14285714285714)"
07-01-2023 11:02:43.107896,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 107.14285714285714)"
07-01-2023 11:02:44.483846,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 107.14285714285714)"
07-01-2023 11:02:45.792562,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:47.124491,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:48.469072,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:49.826375,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:51.164303,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:52.443908,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:53.737892,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:55.066687,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:56.387282,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:57.658407,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 16.32608695652174)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:02:58.967053,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.5, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:03:00.300323,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.2)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:03:01.647517,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.842857142857143)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.8)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:03:02.960433,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.866)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.8)","(101.0, 230.0, 175.0)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
07-01-2023 11:03:04.255726,"(13.0, 30.0, 28.125)","(2.45, 2.92, 2.866)","(9.0, 10.5, 9.887500000000001)","(3.2, 4.3, 3.7222222222222223)","(11.0, 16.0, 15.77659574468085)","(17.0, 30.0, 29.285714285714285)","(8.0, 12.0, 11.8)","(101.0, 230.0, 198.57142857142856)","(71.0, 220.0, 155.0)","(61.0, 200.0, 120.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 89.0)"
