,Variara,Paramedic,Flyway,Nabbed,Imperial Seal,Oriedos,Seafaring,Sino Witness,Tallu,Tiger Queen,Decibelles,Lady Nelson
07-01-2023 11:18:30.393746,"(13.0, 29.0, 23.090909090909093)","(2.45, 3.0, 2.975)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.24468085106383)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 220.0, 180.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 210.0, 152.5)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:31.677198,"(13.0, 29.0, 24.666666666666668)","(2.45, 3.0, 2.975)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.086206896551722)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 220.0, 203.75)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 210.0, 175.0)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:32.885984,"(13.0, 29.0, 21.1875)","(2.45, 3.0, 2.975)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.086206896551722)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 220.0, 143.33333333333334)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 210.0, 181.42857142857144)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:34.094287,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.9755555555555557)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.086206896551722)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 160.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 200.0, 181.42857142857144)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:35.413294,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.9816666666666665)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 18.32758620689655)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 160.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 200.0, 160.0)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:36.680122,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 19.0, 17.227272727272727)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 160.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 160.0)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:37.888397,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.78)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 168.33333333333334)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:39.150032,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.78)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 162.08333333333334)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:40.404799,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.78)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 174.0625)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:41.644353,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 174.0625)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:42.869823,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 210.0, 183.84615384615384)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:44.163055,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.966666666666667)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:45.440043,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.9)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:46.719169,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.8833333333333333)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:47.917968,"(13.0, 29.0, 23.791666666666668)","(2.45, 3.0, 2.8833333333333333)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:49.138040,"(13.0, 29.0, 24.192307692307693)","(2.45, 3.0, 2.9454545454545453)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:50.318571,"(13.0, 29.0, 24.192307692307693)","(2.45, 3.0, 2.952857142857143)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:51.491785,"(13.0, 29.0, 24.192307692307693)","(2.45, 3.0, 2.952857142857143)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.5, 17.676470588235293)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:52.682168,"(13.0, 29.0, 24.192307692307693)","(2.45, 3.0, 2.952857142857143)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 18.0, 17.648936170212764)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:53.986845,"(13.0, 29.0, 19.0)","(2.45, 3.0, 2.952857142857143)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:55.367039,"(13.0, 29.0, 19.0)","(2.45, 3.0, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 151.66666666666669)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:56.715619,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.155555555555555)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:57.987695,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.879999999999999)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:18:59.372739,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.879999999999999)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:00.827836,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 167.1875)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:02.060093,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 17.282608695652172)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 152.27272727272725)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:03.440838,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.98979591836735)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 134.375)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:04.785965,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.98979591836735)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 152.27272727272725)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:06.022528,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.98979591836735)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 134.375)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:07.399768,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.98979591836735)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:08.669635,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:09.907875,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:11.122721,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:12.321754,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:13.597435,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:14.840563,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:16.050514,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:17.583632,"(13.0, 29.0, 24.208333333333336)","(2.45, 2.98, 2.9299999999999997)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:19.090402,"(13.0, 29.0, 22.61111111111111)","(2.45, 2.98, 2.8657142857142857)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:20.729817,"(13.0, 29.0, 22.61111111111111)","(2.45, 2.98, 2.8657142857142857)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:22.509991,"(13.0, 29.0, 22.88888888888889)","(2.45, 2.98, 2.8657142857142857)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:24.611620,"(13.0, 29.0, 22.4375)","(2.45, 2.98, 2.8657142857142857)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 16.32608695652174)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:26.306183,"(13.0, 29.0, 24.625)","(2.45, 2.98, 2.9)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.5, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:27.921050,"(13.0, 29.0, 24.625)","(2.45, 2.98, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 152.27272727272725)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:29.231056,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 134.375)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:30.533931,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 152.27272727272725)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:31.976127,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 134.375)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 116.66666666666666)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:33.467370,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 15.77659574468085)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:34.954937,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 16.0, 17.180851063829788)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 10.855555555555554)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:36.320543,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.5, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 82.27272727272728)"
07-01-2023 11:19:37.662247,"(13.0, 29.0, 24.625)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:39.046713,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:40.385891,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:41.703403,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:43.017948,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:44.639065,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
07-01-2023 11:19:46.179074,"(13.0, 29.0, 26.375)","(2.45, 2.96, 2.915)","(9.0, 10.5, 9.887500000000001)","(3.3, 4.1, 3.714285714285714)","(11.0, 17.0, 16.71276595744681)","(19.0, 46.0, 32.666666666666664)","(8.0, 11.5, 11.177777777777777)","(101.0, 200.0, 150.0)","(71.0, 220.0, 80.5)","(61.0, 170.0, 140.0)","(101.0, 190.0, 143.33333333333334)","(41.0, 130.0, 97.85714285714286)"
