,Royal Apollo,Oscar Bravo,Calculating Dancer,Tallaras Shadow,Lester,Imagoldcloud,Sugoi Alto,Miyagi Boy
07-12-2022 21:13:48.429388,"(14.0, 19.0, 18.5)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.4, 6.938461538461539)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:49.409624,"(14.0, 19.0, 18.5)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.4, 6.98)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:50.393518,"(14.0, 19.0, 18.5)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.4, 7.1)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:51.453426,"(14.0, 19.0, 18.72222222222222)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.838709677419355)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:52.498271,"(14.0, 19.0, 18.72222222222222)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.838709677419355)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:53.437249,"(14.0, 19.0, 18.72222222222222)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 14.785714285714286)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.838709677419355)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.05375)"
07-12-2022 21:13:54.766068,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.838709677419355)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.066)"
07-12-2022 21:13:55.783169,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.838709677419355)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0672727272727274)"
07-12-2022 21:13:56.933581,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 13.909090909090908)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.857142857142857)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0729113924050635)"
07-12-2022 21:13:58.118862,"(14.0, 19.0, 18.375)","(4.8, 5.9, 5.43448275862069)","(12.0, 18.0, 15.857142857142858)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.857142857142857)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0729113924050635)"
07-12-2022 21:13:59.185624,"(14.0, 19.0, 18.375)","(4.8, 5.9, 5.43448275862069)","(12.0, 18.0, 15.857142857142858)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.070666666666667)"
07-12-2022 21:14:00.216483,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 15.333333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.070666666666667)"
07-12-2022 21:14:01.428346,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.070666666666667)"
07-12-2022 21:14:02.563091,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0740425531914894)"
07-12-2022 21:14:03.546806,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.5600000000000005)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0740425531914894)"
07-12-2022 21:14:04.578614,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.472727272727273)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0740425531914894)"
07-12-2022 21:14:05.577674,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.692)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0740425531914894)"
07-12-2022 21:14:06.564342,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.692)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 2.0740425531914894)"
07-12-2022 21:14:07.501289,"(14.0, 19.0, 18.375)","(4.8, 5.8, 5.692)","(12.0, 18.0, 15.083333333333334)","(16.0, 24.0, 21.708333333333332)","(5.5, 7.2, 6.851612903225806)","(26.0, 80.0, 78.125)","(31.0, 48.0, 44.30769230769231)","(1.65, 2.08, 1.986)"
07-12-2022 21:14:08.532112,"(14.0, 19.0, 18.642857142857142)","(4.8, 5.9, 5.716)","(12.0, 18.0, 16.285714285714285)","(16.0, 24.0, 24.23076923076923)","(5.5, 7.2, 6.859999999999999)","(26.0, 80.0, 78.125)","(31.0, 48.0, 46.5)","(1.65, 1.99, 1.9766666666666666)"
07-12-2022 21:14:09.516311,"(14.0, 19.5, 18.7)","(4.8, 6.2, 5.8)","(12.0, 18.0, 15.375)","(16.0, 27.0, 24.23076923076923)","(5.5, 7.2, 6.859999999999999)","(26.0, 80.0, 78.125)","(31.0, 55.0, 46.5)","(1.65, 1.99, 1.9713157894736841)"
07-12-2022 21:14:10.490283,"(14.0, 19.5, 17.166666666666668)","(4.8, 7.8, 6.527272727272727)","(12.0, 18.0, 16.5)","(16.0, 27.0, 24.23076923076923)","(5.5, 7.2, 6.859999999999999)","(26.0, 80.0, 78.125)","(31.0, 55.0, 46.5)","(1.65, 1.98, 1.9708333333333332)"
07-12-2022 21:14:11.524021,"(14.0, 19.5, 18.428571428571427)","(4.8, 7.6, 7.199999999999999)","(12.0, 18.0, 16.615384615384617)","(16.0, 27.0, 24.0)","(5.5, 7.2, 6.8076923076923075)","(26.0, 80.0, 78.125)","(31.0, 55.0, 51.54545454545455)","(1.65, 1.98, 2.0575510204081633)"
07-12-2022 21:14:12.799132,"(14.0, 19.0, 17.5)","(4.8, 7.4, 6.257142857142857)","(12.0, 18.0, 16.2)","(16.0, 27.0, 23.25)","(5.5, 7.2, 7.032098765432099)","(31.0, 80.0, 78.125)","(31.0, 55.0, 47.4)","(1.65, 2.08, 2.058846153846154)"
07-12-2022 21:14:13.815831,"(14.0, 19.5, 17.166666666666668)","(4.8, 7.2, 6.033333333333333)","(12.0, 18.0, 16.2)","(16.0, 27.0, 23.25)","(5.5, 7.2, 7.032098765432099)","(31.0, 80.0, 78.125)","(31.0, 55.0, 47.4)","(1.65, 2.08, 1.9758333333333333)"
07-12-2022 21:14:14.971389,"(14.0, 19.5, 18.1)","(4.8, 7.2, 6.033333333333333)","(12.0, 18.0, 16.2)","(16.0, 27.0, 23.428571428571427)","(5.5, 6.8, 6.644444444444444)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 2.04, 2.005)"
07-12-2022 21:14:16.168666,"(14.0, 19.5, 18.1)","(4.8, 7.2, 6.477777777777778)","(12.0, 18.0, 16.2)","(16.0, 27.0, 23.25)","(5.5, 6.8, 6.644444444444444)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 2.02, 1.975)"
07-12-2022 21:14:17.372070,"(14.0, 19.5, 18.041666666666668)","(4.8, 7.2, 6.477777777777778)","(12.0, 18.0, 17.0)","(17.0, 27.0, 24.272727272727273)","(5.5, 6.8, 6.733333333333333)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 2.02, 1.942222222222222)"
07-12-2022 21:14:18.720905,"(14.0, 19.5, 18.9)","(4.8, 7.2, 6.4941176470588236)","(12.0, 18.0, 16.25)","(17.0, 27.0, 25.5)","(5.5, 6.8, 6.95)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 2.02, 1.8721739130434782)"
07-12-2022 21:14:19.956963,"(14.0, 19.5, 18.9)","(4.8, 7.2, 6.4941176470588236)","(12.0, 20.0, 17.333333333333332)","(17.0, 27.0, 24.75)","(5.5, 7.0, 6.8)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 2.0, 1.94)"
07-12-2022 21:14:21.206863,"(14.0, 19.5, 17.625)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 16.625)","(17.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(31.0, 80.0, 78.125)","(31.0, 55.0, 40.42857142857143)","(1.65, 1.99, 1.9884615384615385)"
07-12-2022 21:14:22.342733,"(14.0, 19.5, 17.625)","(5.0, 7.2, 6.109090909090909)","(12.0, 20.0, 16.625)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(31.0, 80.0, 78.125)","(31.0, 55.0, 47.4)","(1.6, 1.99, 1.9962962962962962)"
07-12-2022 21:14:23.418631,"(14.0, 19.5, 17.625)","(5.0, 7.2, 6.109090909090909)","(12.0, 20.0, 16.625)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(31.0, 80.0, 78.125)","(31.0, 55.0, 47.4)","(1.6, 2.0, 1.8833333333333333)"
07-12-2022 21:14:24.456466,"(14.0, 19.5, 17.625)","(5.0, 7.2, 6.109090909090909)","(12.0, 20.0, 17.375)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(31.0, 80.0, 78.125)","(31.0, 55.0, 45.0)","(1.6, 2.0, 1.977)"
07-12-2022 21:14:25.468468,"(14.0, 19.5, 18.3)","(5.0, 7.2, 6.644444444444445)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(31.0, 80.0, 78.125)","(31.0, 55.0, 47.5)","(1.6, 1.99, 1.8822222222222222)"
07-12-2022 21:14:26.472470,"(14.0, 19.5, 18.25)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 55.0, 44.6)","(1.65, 1.98, 1.8966666666666667)"
07-12-2022 21:14:27.587684,"(14.0, 19.5, 18.785714285714285)","(4.8, 7.2, 6.644444444444445)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 55.0, 44.6)","(1.65, 1.97, 1.8933333333333333)"
07-12-2022 21:14:28.620637,"(14.0, 19.5, 18.785714285714285)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 55.0, 44.6)","(1.65, 1.97, 1.8923529411764706)"
07-12-2022 21:14:29.636841,"(14.0, 19.5, 18.785714285714285)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 55.0, 44.6)","(1.65, 1.97, 1.8923529411764706)"
07-12-2022 21:14:30.923821,"(14.0, 19.5, 18.785714285714285)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.8)","(41.0, 80.0, 78.125)","(31.0, 55.0, 45.333333333333336)","(1.65, 1.97, 1.9456521739130435)"
07-12-2022 21:14:31.974470,"(14.0, 19.5, 18.785714285714285)","(4.8, 7.2, 6.644444444444445)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.8)","(41.0, 80.0, 78.125)","(31.0, 50.0, 44.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:32.995337,"(14.0, 19.5, 18.875)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.576923076923077)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 50.0, 45.6)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:34.074130,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.136363636363637)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 48.0, 40.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:35.071831,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 48.0, 40.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:36.104153,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:37.177445,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:38.160175,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.109090909090909)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.774193548387097)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.97, 1.9484615384615385)"
07-12-2022 21:14:39.223901,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.430769230769231)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.84)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.9, 1.883142857142857)"
07-12-2022 21:14:40.327413,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.533333333333333)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.84)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.89, 1.883142857142857)"
07-12-2022 21:14:41.405429,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.533333333333333)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.84)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.89, 1.8705882352941177)"
07-12-2022 21:14:42.505231,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.8)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.8)","(41.0, 80.0, 78.125)","(31.0, 48.0, 42.0)","(1.65, 1.88, 1.8716666666666668)"
07-12-2022 21:14:43.594311,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.2, 6.771428571428571)","(12.0, 20.0, 17.3)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.8076923076923075)","(41.0, 80.0, 78.125)","(31.0, 48.0, 40.5)","(1.65, 1.88, 1.8029770992366412)"
07-12-2022 21:14:44.688151,"(14.0, 19.5, 18.75)","(4.8, 7.8, 7.3428571428571425)","(12.0, 18.5, 17.9)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.876190476190476)","(41.0, 80.0, 78.125)","(31.0, 48.0, 40.5)","(1.65, 1.86, 1.8670588235294119)"
07-12-2022 21:14:45.806048,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.8, 7.635294117647059)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.876190476190476)","(41.0, 80.0, 78.125)","(31.0, 48.0, 44.25)","(1.65, 1.87, 1.8670588235294119)"
07-12-2022 21:14:46.943214,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.8, 7.707692307692308)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.876190476190476)","(41.0, 80.0, 78.125)","(31.0, 48.0, 44.25)","(1.65, 1.87, 1.8828571428571428)"
07-12-2022 21:14:48.011207,"(14.0, 19.5, 18.166666666666668)","(4.8, 7.8, 7.707692307692308)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.876190476190476)","(41.0, 80.0, 78.125)","(31.0, 48.0, 44.25)","(1.65, 1.9, 1.8828571428571428)"
07-12-2022 21:14:49.161562,"(14.0, 19.5, 17.833333333333332)","(4.8, 7.8, 7.707692307692308)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.876190476190476)","(41.0, 80.0, 78.125)","(31.0, 48.0, 44.25)","(1.65, 1.9, 1.8842105263157896)"
07-12-2022 21:14:50.264502,"(14.0, 19.5, 17.833333333333332)","(4.8, 7.8, 7.575)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 48.0, 44.5)","(1.65, 1.95, 1.9412371134020618)"
07-12-2022 21:14:51.284388,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.8, 7.333333333333333)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 46.0, 44.5)","(1.6, 1.98, 1.9412371134020618)"
07-12-2022 21:14:52.387807,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.8, 7.294736842105263)","(12.0, 19.0, 17.25)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 46.0, 42.0)","(1.6, 1.98, 1.929811320754717)"
07-12-2022 21:14:53.437090,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.8, 7.294736842105263)","(12.0, 18.5, 17.9)","(18.0, 27.0, 24.75)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 46.0, 42.0)","(1.6, 1.94, 1.929811320754717)"
07-12-2022 21:14:54.560905,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.6, 6.834042553191489)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 65.0, 50.0)","(1.6, 1.94, 1.9326027397260273)"
07-12-2022 21:14:55.625739,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.6, 6.779487179487179)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 60.0, 47.5)","(1.6, 1.94, 1.9326027397260273)"
07-12-2022 21:14:56.691332,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.6, 6.805882352941176)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.88421052631579)","(41.0, 80.0, 78.125)","(31.0, 55.0, 47.5)","(1.6, 1.94, 1.9326027397260273)"
07-12-2022 21:14:57.781349,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.4, 7.222222222222222)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.75)","(1.6, 1.94, 1.9326027397260273)"
07-12-2022 21:14:58.907499,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.4, 6.2)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.75)","(1.6, 1.94, 1.929811320754717)"
07-12-2022 21:15:00.045393,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.4, 6.757142857142857)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.75)","(1.6, 1.94, 1.929811320754717)"
07-12-2022 21:15:01.156697,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.515789473684211)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.94, 1.8904123711340206)"
07-12-2022 21:15:02.212082,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.515789473684211)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.9, 1.8902762430939226)"
07-12-2022 21:15:03.235052,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.7)","(12.0, 18.5, 17.214285714285715)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.9, 1.872962962962963)"
07-12-2022 21:15:04.344353,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.766666666666667)","(12.0, 18.5, 16.5)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.9, 1.8915384615384616)"
07-12-2022 21:15:05.528894,"(14.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.3875)","(12.0, 18.5, 16.833333333333332)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.94, 1.8827272727272728)"
07-12-2022 21:15:06.609287,"(14.0, 19.5, 18.166666666666668)","(4.6, 7.2, 6.3500000000000005)","(12.0, 18.5, 16.833333333333332)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.94, 1.8753846153846154)"
07-12-2022 21:15:07.685565,"(14.0, 19.5, 18.166666666666668)","(4.6, 7.2, 6.3500000000000005)","(12.0, 18.5, 16.833333333333332)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.94, 1.875)"
07-12-2022 21:15:08.727534,"(14.0, 22.0, 19.0)","(4.6, 7.2, 6.438095238095238)","(12.0, 18.5, 17.9)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.857142857142854)","(1.6, 1.89, 1.8858333333333333)"
07-12-2022 21:15:09.856167,"(14.0, 22.0, 19.142857142857142)","(4.6, 7.2, 6.438095238095238)","(12.0, 18.5, 17.9)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.54545454545455)","(1.6, 1.89, 1.884)"
07-12-2022 21:15:10.861275,"(14.0, 22.0, 19.5)","(4.6, 7.2, 6.504347826086957)","(12.0, 18.5, 17.25)","(18.0, 27.0, 24.857142857142858)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 55.0, 43.54545454545455)","(1.6, 1.89, 1.885)"
07-12-2022 21:15:11.885875,"(14.0, 21.0, 19.727272727272727)","(4.6, 7.2, 6.504347826086957)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 50.0, 44.0)","(1.6, 1.89, 1.885)"
07-12-2022 21:15:12.928881,"(14.0, 22.0, 21.25)","(4.6, 7.2, 6.504347826086957)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 50.0, 45.2)","(1.6, 1.89, 1.885)"
07-12-2022 21:15:13.952309,"(14.0, 22.0, 18.88888888888889)","(4.6, 7.2, 6.504347826086957)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 50.0, 42.0)","(1.6, 1.89, 1.928970588235294)"
07-12-2022 21:15:14.981929,"(14.0, 21.0, 19.5)","(4.6, 7.2, 6.472727272727273)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 50.0, 42.0)","(1.6, 1.93, 1.9289999999999998)"
07-12-2022 21:15:16.074080,"(14.0, 22.0, 18.0625)","(4.6, 7.2, 6.472727272727273)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 50.0, 40.857142857142854)","(1.6, 1.93, 1.918)"
07-12-2022 21:15:17.137204,"(14.0, 22.0, 18.142857142857142)","(4.6, 7.2, 6.472727272727273)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 48.0, 40.857142857142854)","(1.6, 1.93, 1.9294117647058824)"
07-12-2022 21:15:18.208035,"(14.0, 23.0, 19.875)","(4.6, 7.2, 6.472727272727273)","(12.0, 18.5, 17.25)","(18.0, 27.0, 26.0)","(5.5, 7.2, 6.906666666666666)","(41.0, 80.0, 78.125)","(31.0, 48.0, 41.333333333333336)","(1.6, 1.93, 1.929548872180451)"
