,Georgies Mantra,Kaphands,Lots Of Fiddees,Martiniontheside,Overrun,Tokoyo,White Foot,Witness To Love,Zar Queen,Oh Yoko,Rumours Abound,Whitehart,Kilkivarn,Duped By Spin
05-01-2023 14:23:39.083471,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 16.333333333333332)","(26.0, 28.0, 26.0)","(11.0, 15.0, 12.0)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:40.613536,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 16.333333333333332)","(26.0, 28.0, 26.0)","(11.0, 15.0, 12.0)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:42.281607,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 16.333333333333332)","(26.0, 28.0, 26.0)","(11.0, 15.0, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:43.877971,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 16.333333333333332)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:45.483956,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 16.333333333333332)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:47.061107,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:48.638022,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:50.158706,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:51.898726,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:53.448925,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 10.833333333333334)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 13.333333333333334)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:54.959129,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 13.5, 13.0)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 17.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:56.495600,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 15.5, 11.9)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:58.016519,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 17.5, 11.2)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:23:59.604677,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 17.5, 13.5)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.404761904761905)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:01.177791,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.11111111111111)","(26.0, 28.0, 26.0)","(11.0, 16.5, 13.5)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:02.741744,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 16.5, 11.357142857142858)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:04.288865,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 16.5, 11.285714285714286)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.2)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:05.780084,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 16.0, 12.166666666666666)","(26.0, 55.0, 35.5)","(101.0, 220.0, 118.75)","(10.0, 15.0, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:07.255167,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 15.5, 11.5)","(26.0, 55.0, 35.5)","(101.0, 220.0, 112.5)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:08.918961,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 15.5, 11.5)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.4)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:10.451843,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 15.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:12.027558,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.0)","(11.0, 13.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:13.547983,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.545454545454547)","(26.0, 28.0, 26.0)","(11.0, 13.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:15.127856,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.545454545454547)","(26.0, 28.0, 26.0)","(11.0, 13.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:16.666785,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.545454545454547)","(26.0, 28.0, 26.0)","(11.0, 13.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:18.227034,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.545454545454547)","(26.0, 28.0, 26.0)","(11.0, 13.5, 11.0)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 18.5)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 4.41)","(8.5, 9.8, 9.193103448275862)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 18.615384615384617)"
05-01-2023 14:24:19.791407,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.857142857142858)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 11.0)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.5, 3.6551282051282055)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:21.393716,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.857142857142858)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 11.0)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.2, 3.6631578947368424)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:23.047762,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.857142857142858)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 11.0)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.2, 3.503448275862069)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:24.694094,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 20.4)","(12.0, 22.0, 20.857142857142858)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 11.0)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.0, 3.7)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:26.375243,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 22.666666666666668)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 3.95, 3.8071428571428574)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:28.016285,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 19.125)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 3.95, 3.9045454545454548)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:29.763614,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 19.125)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 3.95, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:31.376013,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 19.125)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:33.059970,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 19.125)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 15.115384615384615)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:34.670026,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 22.45)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 42.0)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 190.9090909090909)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:36.358292,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:37.970855,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.01388888888889)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:39.712572,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 12.513513513513514)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:41.341401,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.0, 12.513513513513514)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:43.020990,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.0, 12.513513513513514)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.75)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:44.610598,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 25.75)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.0, 10.946564885496183)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 20.181818181818183)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:46.326675,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 28.225)","(12.0, 22.0, 20.22222222222222)","(26.0, 28.0, 26.352941176470587)","(11.0, 14.0, 10.946564885496183)","(26.0, 55.0, 35.5)","(101.0, 140.0, 100.71428571428571)","(10.0, 14.5, 12.5)","(16.0, 21.0, 20.181818181818183)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:47.984704,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 14.0, 10.946564885496183)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 20.181818181818183)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:49.608658,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 14.0, 10.946564885496183)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 20.181818181818183)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:51.198551,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 14.0, 13.287878787878789)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 20.181818181818183)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:52.868276,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.287878787878789)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.5)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.611764705882353)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:54.447850,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.287878787878789)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.5)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.574193548387097)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:55.967352,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.287878787878789)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.5)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.586206896551724)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
05-01-2023 14:24:57.554012,"(5.0, 5.7, 5.557142857142857)","(15.0, 34.0, 21.555555555555557)","(12.0, 22.0, 18.8)","(26.0, 28.0, 26.352941176470587)","(11.0, 13.5, 13.287878787878789)","(26.0, 55.0, 35.5)","(101.0, 140.0, 98.75)","(10.0, 14.5, 12.5)","(16.0, 21.0, 19.5)","(15.0, 18.0, 17.147727272727273)","(3.0, 4.0, 3.625)","(8.5, 9.8, 9.222950819672132)","(61.0, 220.0, 174.28571428571428)","(12.0, 24.0, 19.625)"
