,Atomic Cabang,Coach Beard,Phoenix Flight,Branson Bale,Buck Hunter,Blue Tequila,Nash Bale
08-01-2023 17:54:12.139122,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:13.188007,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:14.193410,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:15.185117,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:16.190840,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:17.125519,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:18.063379,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:19.145761,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:20.260804,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:21.319421,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:22.418547,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:23.444363,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:24.455896,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:25.504377,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:26.540311,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:27.628392,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:28.597740,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 76.94444444444444)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:29.542093,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:30.556726,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:31.622935,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:32.639218,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:33.680585,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:34.652912,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:35.674502,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 25.0)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:36.731165,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:37.779287,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:38.887001,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 68.125)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:40.166503,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 67.5)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 37.22222222222222)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:41.295961,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 67.5)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:42.324532,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:43.369197,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:44.600992,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:45.848941,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:46.984562,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:48.200413,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:49.326154,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:50.358374,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:51.439630,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:52.670162,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:53.734282,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:54.741518,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:55.716314,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:56.786113,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:57.755335,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:58.782491,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:54:59.866509,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:00.942767,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:01.973701,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 79.86666666666667)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:03.220114,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:04.344152,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:05.440252,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:06.461385,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:07.512340,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:08.584632,"(2.4, 3.8, 2.984)","(4.2, 4.8, 4.0704918032786885)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:09.660390,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 45.2)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:10.584398,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 46.0)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:11.572857,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 46.0)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:12.621010,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 46.0)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:13.597404,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 75.71428571428572)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:14.608121,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 75.71428571428572)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:15.676996,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:16.761372,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.507142857142857)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:18.148368,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:19.244145,"(2.4, 3.8, 2.984)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:20.463167,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:21.677081,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:22.758055,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:23.802608,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:24.810376,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:25.997427,"(2.4, 3.6, 2.5946666666666665)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:27.247971,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:28.374659,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 80.66666666666666)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:29.729164,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:30.921832,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:32.108823,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:33.188867,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:34.269538,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:35.343913,"(2.4, 3.55, 2.884)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:36.370946,"(2.4, 3.55, 2.7325)","(4.2, 4.7, 4.6147368421052635)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:37.339245,"(2.4, 3.55, 2.7325)","(4.2, 4.7, 4.0625)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:38.361742,"(2.4, 3.55, 2.551)","(4.2, 4.7, 4.0625)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:39.363609,"(2.4, 3.55, 2.551)","(4.2, 4.7, 4.0625)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:40.610302,"(2.4, 3.55, 2.8364285714285713)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:41.741504,"(2.4, 3.55, 2.8364285714285713)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:42.901730,"(2.4, 3.55, 2.8364285714285713)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:44.168112,"(2.4, 3.55, 2.7475)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:45.523354,"(2.4, 3.55, 2.7475)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:47.018814,"(2.4, 3.55, 2.551)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:48.408075,"(2.4, 3.55, 2.551)","(4.2, 4.7, 4.3175)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:49.598657,"(2.4, 3.55, 2.8364285714285713)","(4.2, 4.7, 4.111538461538462)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
08-01-2023 17:55:50.631513,"(2.4, 3.55, 2.8364285714285713)","(4.2, 4.7, 4.111538461538462)","(18.0, 150.0, 46.8)","(15.0, 40.0, 26.666666666666664)","(3.4, 5.0, 4.114285714285714)","(21.0, 60.0, 32.36363636363636)","(5.0, 10.5, 5.863636363636364)"
