,Maralago,Burnt By Bernie,Gotta Fly,More Mischief,Ocean Honour,Pierro Warrior,State Of America,Step Aside,Lover Girl,Poetic Drama,Chouilly
04-01-2023 13:45:17.176389,"(51.0, 85.0, 83.33333333333333)","(4.6, 5.4, 5.3508417508417505)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.644036697247707)","(61.0, 80.0, 76.52173913043478)","(51.0, 70.0, 66.53061224489795)","(2.15, 2.44, 2.4171018651362983)","(101.0, 270.0, 228.33333333333334)","(6.0, 7.2, 7.092682926829268)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:18.820375,"(51.0, 85.0, 83.33333333333333)","(4.6, 5.4, 5.3508417508417505)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.64074074074074)","(61.0, 80.0, 74.6875)","(51.0, 70.0, 66.53061224489795)","(2.15, 2.42, 2.418)","(101.0, 270.0, 228.33333333333334)","(6.0, 7.2, 7.189333333333334)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:20.216219,"(51.0, 85.0, 83.33333333333333)","(4.6, 5.4, 5.3508417508417505)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.64074074074074)","(61.0, 75.0, 74.6875)","(51.0, 70.0, 66.53061224489795)","(2.15, 2.42, 2.419357945425361)","(101.0, 270.0, 228.33333333333334)","(6.0, 7.2, 7.189333333333334)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:21.595518,"(51.0, 85.0, 83.33333333333333)","(4.6, 5.4, 5.3508417508417505)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.64074074074074)","(61.0, 75.0, 74.6875)","(51.0, 70.0, 66.53061224489795)","(2.15, 2.42, 2.4196825396825394)","(101.0, 270.0, 228.33333333333334)","(6.0, 7.2, 7.195862068965518)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:22.901327,"(51.0, 85.0, 83.33333333333333)","(4.6, 5.4, 5.3508417508417505)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.64074074074074)","(61.0, 75.0, 74.6875)","(51.0, 70.0, 66.45833333333333)","(2.15, 2.42, 2.4196825396825394)","(101.0, 270.0, 445.0)","(6.0, 7.2, 7.195862068965518)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:24.343131,"(51.0, 85.0, 83.63636363636364)","(4.6, 5.4, 5.354517133956387)","(31.0, 42.0, 41.148148148148145)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.646478873239436)","(61.0, 75.0, 74.6875)","(51.0, 70.0, 66.45833333333333)","(2.15, 2.42, 2.4183368869936035)","(101.0, 620.0, 365.0)","(6.0, 7.2, 7.19568345323741)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:25.756790,"(51.0, 100.0, 88.19444444444444)","(4.6, 5.4, 5.2769087523277465)","(31.0, 42.0, 41.132075471698116)","(31.0, 46.0, 43.125)","(8.5, 10.0, 9.828668941979522)","(61.0, 75.0, 74.6875)","(51.0, 70.0, 66.45833333333333)","(2.15, 2.42, 2.423464566929134)","(101.0, 620.0, 484.0)","(6.0, 7.2, 7.19568345323741)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:27.068354,"(51.0, 95.0, 92.77777777777777)","(4.6, 5.3, 5.3885057471264375)","(31.0, 42.0, 40.333333333333336)","(31.0, 46.0, 42.666666666666664)","(8.5, 10.0, 9.651388888888889)","(61.0, 75.0, 74.0)","(51.0, 70.0, 65.9493670886076)","(2.15, 2.44, 2.4324435318275155)","(101.0, 620.0, 484.0)","(6.0, 7.2, 7.204444444444444)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:28.355012,"(51.0, 95.0, 92.77777777777777)","(4.6, 5.4, 5.398717948717949)","(31.0, 42.0, 40.333333333333336)","(31.0, 44.0, 41.6)","(8.5, 10.0, 9.626765799256505)","(61.0, 80.0, 74.44444444444444)","(51.0, 70.0, 65.9493670886076)","(2.15, 2.44, 2.4324279835390947)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.204444444444444)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:29.672301,"(51.0, 95.0, 92.77777777777777)","(4.6, 5.4, 5.398876404494382)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.632234432234432)","(61.0, 80.0, 73.66666666666667)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4305454545454546)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.29795918367347)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:30.967877,"(51.0, 95.0, 92.77777777777777)","(4.6, 5.4, 5.398876404494382)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.632234432234432)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4305454545454546)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.295287958115184)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:32.325364,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.427659574468086)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.632234432234432)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4327441860465115)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.285365853658536)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:33.593105,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.5, 5.448404255319149)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.632234432234432)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4327441860465115)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.293333333333334)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:34.958875,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.5, 5.454245283018868)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.670819672131147)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4355414012738854)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.293333333333334)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:36.438277,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.5, 5.400990099009901)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.670819672131147)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.4355414012738854)","(101.0, 620.0, 484.0)","(6.0, 7.4, 7.293333333333334)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:37.695885,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.5, 5.4)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.670819672131147)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.438625954198473)","(101.0, 620.0, 527.5)","(6.0, 7.4, 7.217543859649123)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:39.045522,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.35)","(31.0, 42.0, 40.22222222222222)","(31.0, 44.0, 41.23076923076923)","(8.5, 10.0, 9.670819672131147)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.44, 2.438846153846154)","(101.0, 610.0, 527.5)","(6.0, 7.4, 7.217543859649123)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:40.375898,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.392857142857143)","(31.0, 42.0, 40.333333333333336)","(31.0, 44.0, 41.333333333333336)","(8.5, 10.0, 9.666445182724253)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.9493670886076)","(2.15, 2.44, 2.471738484398217)","(101.0, 610.0, 527.5)","(6.0, 7.4, 7.219607843137255)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:41.691453,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.392857142857143)","(31.0, 42.0, 40.285714285714285)","(31.0, 44.0, 41.333333333333336)","(8.5, 10.0, 9.558297872340425)","(61.0, 75.0, 72.22222222222223)","(51.0, 70.0, 65.9493670886076)","(2.15, 2.48, 2.4683606557377047)","(101.0, 610.0, 521.1111111111111)","(6.0, 7.4, 7.219607843137255)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:42.932365,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.392857142857143)","(31.0, 42.0, 40.45161290322581)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.559166666666666)","(61.0, 75.0, 71.19047619047619)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.469893238434164)","(101.0, 590.0, 505.55555555555554)","(6.0, 7.4, 7.214084507042254)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:44.190591,"(51.0, 95.0, 93.57142857142857)","(4.6, 5.4, 5.392857142857143)","(31.0, 42.0, 40.45161290322581)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.556637168141593)","(61.0, 75.0, 71.19047619047619)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.469893238434164)","(101.0, 570.0, 482.22222222222223)","(6.0, 7.4, 7.263917525773196)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:45.536358,"(51.0, 95.0, 86.81818181818181)","(4.6, 5.4, 5.392857142857143)","(31.0, 42.0, 40.45161290322581)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.556637168141593)","(61.0, 75.0, 71.19047619047619)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.466222222222222)","(101.0, 540.0, 482.22222222222223)","(6.0, 7.4, 7.2625)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:47.153145,"(51.0, 95.0, 85.4)","(4.6, 5.4, 5.392307692307693)","(31.0, 42.0, 40.45161290322581)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.555947136563876)","(61.0, 75.0, 71.19047619047619)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.466222222222222)","(101.0, 540.0, 474.44444444444446)","(6.0, 7.4, 7.25)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:48.580571,"(51.0, 95.0, 85.4)","(4.6, 5.4, 5.392307692307693)","(31.0, 42.0, 40.15384615384615)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.555947136563876)","(61.0, 75.0, 71.19047619047619)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.4614925373134326)","(101.0, 530.0, 521.1111111111111)","(6.0, 7.4, 7.214084507042254)","(11.0, 16.5, 14.617647058823529)"
04-01-2023 13:45:50.082615,"(51.0, 95.0, 84.56521739130434)","(4.6, 5.5, 5.336842105263158)","(31.0, 42.0, 39.51111111111111)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.553424657534247)","(61.0, 75.0, 73.5)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.4746895074946464)","(101.0, 590.0, 513.3333333333334)","(6.0, 7.4, 7.214084507042254)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:51.631421,"(51.0, 95.0, 84.56521739130434)","(4.6, 5.5, 5.359090909090909)","(31.0, 42.0, 39.51111111111111)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.598461538461539)","(61.0, 75.0, 73.69565217391305)","(51.0, 70.0, 65.73170731707317)","(2.15, 2.48, 2.474052757793765)","(101.0, 580.0, 497.77777777777777)","(6.0, 7.4, 7.214084507042254)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:53.277937,"(51.0, 95.0, 84.56521739130434)","(4.6, 5.5, 5.359999999999999)","(31.0, 42.0, 39.2)","(31.0, 44.0, 41.0)","(8.5, 9.6, 9.598461538461539)","(61.0, 75.0, 73.69565217391305)","(51.0, 70.0, 65.66265060240964)","(2.15, 2.48, 2.469579831932773)","(101.0, 560.0, 462.0)","(6.0, 7.4, 7.254945054945055)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:54.754256,"(51.0, 95.0, 77.79069767441861)","(4.6, 5.5, 5.378)","(31.0, 42.0, 39.6)","(31.0, 44.0, 41.333333333333336)","(8.5, 9.6, 9.598387096774193)","(61.0, 75.0, 77.0)","(51.0, 70.0, 65.875)","(2.15, 2.48, 2.4704587155963305)","(101.0, 540.0, 462.0)","(6.0, 7.4, 7.252000000000001)","(12.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:56.101764,"(51.0, 95.0, 77.79069767441861)","(4.6, 5.5, 5.378)","(31.0, 42.0, 39.6)","(31.0, 44.0, 40.52173913043478)","(8.5, 9.6, 9.598387096774193)","(61.0, 80.0, 77.0)","(51.0, 70.0, 64.79591836734694)","(2.15, 2.48, 2.470754716981132)","(101.0, 540.0, 505.55555555555554)","(6.0, 7.4, 7.235555555555556)","(11.0, 16.5, 14.621212121212121)"
04-01-2023 13:45:57.366633,"(51.0, 95.0, 77.79069767441861)","(4.6, 5.5, 5.378)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.6, 9.5984375)","(61.0, 80.0, 73.0)","(51.0, 65.0, 64.79591836734694)","(2.15, 2.48, 2.468095238095238)","(101.0, 570.0, 505.55555555555554)","(6.0, 7.4, 7.280808080808081)","(11.0, 16.5, 14.608108108108109)"
04-01-2023 13:45:58.657905,"(51.0, 95.0, 77.79069767441861)","(4.6, 5.5, 5.354929577464788)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.6, 9.5984375)","(61.0, 75.0, 73.0)","(51.0, 65.0, 64.79591836734694)","(2.15, 2.48, 2.4725)","(101.0, 570.0, 469.0)","(6.0, 7.4, 7.315083798882682)","(11.0, 16.5, 14.608108108108109)"
04-01-2023 13:45:59.999807,"(51.0, 95.0, 81.66666666666667)","(4.6, 5.5, 5.353793103448275)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.6, 9.5984375)","(61.0, 75.0, 73.0)","(51.0, 65.0, 64.46808510638297)","(2.15, 2.48, 2.4725)","(101.0, 550.0, 482.22222222222223)","(6.0, 7.4, 7.205555555555556)","(11.0, 16.5, 14.608108108108109)"
04-01-2023 13:46:01.373349,"(51.0, 95.0, 92.3913043478261)","(4.6, 5.5, 5.3609374999999995)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.6, 9.727741935483872)","(61.0, 75.0, 73.0)","(51.0, 65.0, 64.4186046511628)","(2.15, 2.48, 2.4711242603550296)","(101.0, 540.0, 482.22222222222223)","(6.0, 7.4, 7.205)","(11.0, 16.5, 14.608108108108109)"
04-01-2023 13:46:02.768397,"(51.0, 95.0, 87.3076923076923)","(4.6, 5.5, 5.362903225806451)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.8, 9.73421052631579)","(61.0, 75.0, 73.0)","(51.0, 65.0, 64.71428571428571)","(2.15, 2.48, 2.47523178807947)","(101.0, 540.0, 455.0)","(6.0, 7.4, 7.190849673202615)","(11.0, 16.5, 14.872093023255815)"
04-01-2023 13:46:04.134873,"(51.0, 95.0, 91.9047619047619)","(4.6, 5.5, 5.3211956521739125)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.8, 9.73421052631579)","(61.0, 75.0, 73.21428571428571)","(51.0, 65.0, 64.7872340425532)","(2.15, 2.48, 2.4597727272727274)","(101.0, 530.0, 467.0)","(6.0, 7.2, 7.19041095890411)","(11.0, 16.5, 14.872093023255815)"
04-01-2023 13:46:05.482689,"(51.0, 95.0, 91.75)","(4.6, 5.4, 5.3211956521739125)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.44444444444444)","(8.5, 9.8, 9.73421052631579)","(61.0, 75.0, 73.21428571428571)","(51.0, 65.0, 64.7872340425532)","(2.15, 2.46, 2.4597727272727274)","(101.0, 530.0, 380.0)","(6.0, 7.2, 7.1968000000000005)","(11.0, 16.5, 14.872093023255815)"
04-01-2023 13:46:07.084725,"(51.0, 95.0, 92.91666666666667)","(4.6, 5.4, 5.312121212121212)","(31.0, 42.0, 39.6)","(31.0, 44.0, 40.52173913043478)","(8.5, 9.8, 9.702912621359223)","(61.0, 75.0, 73.21428571428571)","(51.0, 65.0, 64.5)","(2.15, 2.46, 2.4597727272727274)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.2, 7.378571428571429)","(11.0, 16.5, 14.872093023255815)"
04-01-2023 13:46:08.627018,"(51.0, 95.0, 92.91666666666667)","(4.6, 5.4, 5.312121212121212)","(31.0, 42.0, 39.6)","(31.0, 44.0, 40.36363636363637)","(8.5, 9.8, 9.69158878504673)","(61.0, 75.0, 73.21428571428571)","(51.0, 65.0, 64.5)","(2.15, 2.46, 2.4597727272727274)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.386440677966102)","(11.0, 16.5, 14.872093023255815)"
04-01-2023 13:46:10.147422,"(51.0, 95.0, 94.0)","(4.6, 5.4, 5.31025641025641)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.32)","(8.5, 9.8, 9.696428571428573)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.46, 2.459795918367347)","(101.0, 530.0, 480.0)","(6.0, 7.4, 7.33972602739726)","(11.0, 16.5, 14.792682926829269)"
04-01-2023 13:46:11.504221,"(51.0, 100.0, 94.13793103448276)","(4.6, 5.4, 5.302234636871508)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.32)","(8.5, 9.8, 9.696428571428573)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.46, 2.4782743362831856)","(101.0, 530.0, 480.0)","(6.0, 7.4, 7.33972602739726)","(11.0, 16.0, 15.785714285714285)"
04-01-2023 13:46:12.842805,"(51.0, 100.0, 94.13793103448276)","(4.6, 5.4, 5.3097938144329895)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 40.32)","(8.0, 9.8, 9.69158878504673)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.48, 2.4782743362831856)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.295238095238095)","(11.0, 16.0, 15.25)"
04-01-2023 13:46:14.161895,"(51.0, 100.0, 97.14285714285714)","(4.6, 5.4, 5.3124183006535945)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 39.4)","(8.0, 9.8, 9.69158878504673)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.48, 2.478412017167382)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.295238095238095)","(11.0, 16.0, 14.722222222222221)"
04-01-2023 13:46:15.538865,"(51.0, 100.0, 97.14285714285714)","(4.6, 5.4, 5.3124183006535945)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 38.888888888888886)","(8.0, 9.8, 9.679166666666667)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.48, 2.4975903614457833)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.295238095238095)","(11.0, 15.5, 14.568965517241379)"
04-01-2023 13:46:16.903979,"(51.0, 100.0, 97.14285714285714)","(4.6, 5.4, 5.317283950617284)","(31.0, 42.0, 39.333333333333336)","(31.0, 44.0, 38.888888888888886)","(8.0, 9.8, 9.679166666666667)","(61.0, 75.0, 72.36842105263158)","(51.0, 65.0, 63.94736842105263)","(2.15, 2.5, 2.4980582524271844)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.295238095238095)","(11.0, 15.5, 14.473684210526315)"
04-01-2023 13:46:18.224367,"(51.0, 100.0, 98.82352941176471)","(4.6, 5.4, 5.304848484848485)","(31.0, 42.0, 43.81818181818182)","(31.0, 44.0, 39.5)","(8.0, 9.8, 9.58688524590164)","(61.0, 75.0, 71.33333333333333)","(51.0, 65.0, 63.84615384615385)","(2.15, 2.5, 2.498486646884273)","(101.0, 530.0, 463.3333333333333)","(6.0, 7.4, 7.545971563981042)","(11.0, 15.5, 14.277777777777779)"
04-01-2023 13:46:19.621704,"(51.0, 100.0, 98.18181818181819)","(4.6, 5.4, 5.140540540540541)","(31.0, 44.0, 46.0)","(31.0, 40.0, 38.888888888888886)","(8.0, 9.6, 9.476190476190476)","(61.0, 75.0, 70.45454545454545)","(51.0, 65.0, 67.85714285714286)","(2.15, 2.5, 2.4987175043327556)","(101.0, 530.0, 455.0)","(6.0, 7.6, 7.733333333333333)","(11.0, 14.5, 14.241935483870968)"
04-01-2023 13:46:20.955091,"(51.0, 100.0, 98.66666666666667)","(4.6, 5.2, 5.13828125)","(31.0, 48.0, 55.0)","(31.0, 44.0, 39.0)","(8.0, 9.6, 9.465853658536586)","(61.0, 75.0, 70.83333333333333)","(51.0, 75.0, 68.57142857142857)","(2.15, 2.5, 2.498661257606491)","(101.0, 530.0, 455.0)","(6.0, 8.0, 7.724675324675324)","(11.0, 15.5, 14.608695652173914)"
04-01-2023 13:46:22.297109,"(51.0, 100.0, 98.66666666666667)","(4.6, 5.2, 5.096129032258064)","(31.0, 65.0, 53.0)","(31.0, 44.0, 38.96)","(8.0, 9.6, 9.46279069767442)","(61.0, 75.0, 70.83333333333333)","(51.0, 75.0, 72.71186440677965)","(2.15, 2.5, 2.5137357259380098)","(101.0, 530.0, 458.57142857142856)","(6.0, 8.0, 7.68)","(11.0, 15.0, 13.96774193548387)"
04-01-2023 13:46:23.647233,"(51.0, 100.0, 98.66666666666667)","(4.6, 5.1, 5.096129032258064)","(31.0, 65.0, 53.0)","(31.0, 44.0, 39.5)","(8.0, 9.6, 9.47032967032967)","(61.0, 75.0, 70.41666666666667)","(51.0, 75.0, 72.8225806451613)","(2.15, 2.52, 2.516673189823875)","(101.0, 510.0, 458.57142857142856)","(6.0, 7.8, 7.68)","(11.0, 14.0, 13.96774193548387)"
04-01-2023 13:46:24.945450,"(51.0, 100.0, 98.18181818181819)","(4.6, 5.1, 5.086875)","(31.0, 65.0, 53.40909090909091)","(31.0, 44.0, 41.55555555555556)","(8.0, 9.6, 9.469565217391304)","(61.0, 75.0, 70.41666666666667)","(51.0, 75.0, 72.8225806451613)","(2.15, 2.52, 2.5165116279069766)","(101.0, 510.0, 451.42857142857144)","(6.0, 7.8, 7.794642857142857)","(11.0, 14.0, 13.863636363636363)"
04-01-2023 13:46:26.199007,"(51.0, 100.0, 98.18181818181819)","(4.6, 5.1, 5.086875)","(31.0, 65.0, 52.30769230769231)","(31.0, 42.0, 39.6)","(8.0, 9.6, 9.473563218390805)","(61.0, 75.0, 70.21739130434783)","(51.0, 75.0, 72.3)","(2.15, 2.52, 2.516728778467909)","(101.0, 500.0, 451.42857142857144)","(6.0, 7.8, 7.794392523364486)","(11.0, 14.0, 13.9)"
04-01-2023 13:46:27.454234,"(51.0, 100.0, 97.77777777777777)","(4.6, 5.1, 5.093918918918918)","(31.0, 60.0, 52.30769230769231)","(31.0, 44.0, 39.6)","(8.0, 9.6, 9.473563218390805)","(61.0, 75.0, 69.61538461538461)","(51.0, 75.0, 72.3)","(2.15, 2.52, 2.516108597285068)","(101.0, 500.0, 451.42857142857144)","(6.0, 7.8, 7.7926829268292686)","(12.0, 14.5, 14.071428571428571)"
04-01-2023 13:46:28.740119,"(51.0, 100.0, 98.46153846153847)","(4.6, 5.1, 5.093918918918918)","(31.0, 60.0, 52.5)","(31.0, 44.0, 39.6)","(8.0, 9.6, 9.472093023255814)","(51.0, 75.0, 69.61538461538461)","(51.0, 75.0, 72.3)","(2.15, 2.52, 2.5168670309653915)","(101.0, 500.0, 451.42857142857144)","(6.0, 7.8, 7.791946308724832)","(12.0, 14.5, 14.071428571428571)"
04-01-2023 13:46:30.090669,"(51.0, 100.0, 99.04761904761905)","(4.6, 5.1, 5.0937931034482755)","(31.0, 60.0, 51.111111111111114)","(31.0, 44.0, 38.92307692307692)","(8.0, 9.6, 9.596747967479674)","(51.0, 75.0, 68.63636363636364)","(51.0, 75.0, 72.12765957446808)","(2.15, 2.52, 2.5197652582159624)","(101.0, 500.0, 451.42857142857144)","(6.0, 7.8, 7.7984)","(12.0, 14.5, 14.41304347826087)"
04-01-2023 13:46:31.439265,"(51.0, 100.0, 98.94736842105263)","(4.6, 5.2, 5.119306930693069)","(31.0, 60.0, 53.833333333333336)","(31.0, 44.0, 38.96)","(8.0, 9.6, 9.548571428571428)","(51.0, 75.0, 67.63157894736842)","(51.0, 75.0, 72.40384615384616)","(2.15, 2.52, 2.528688245315162)","(101.0, 500.0, 444.2857142857143)","(6.0, 7.8, 7.90060606060606)","(12.0, 15.0, 14.038461538461538)"
04-01-2023 13:46:32.717140,"(51.0, 100.0, 98.94736842105263)","(4.6, 5.2, 5.119306930693069)","(31.0, 55.0, 53.09090909090909)","(31.0, 44.0, 38.26086956521739)","(8.0, 9.6, 9.395454545454546)","(51.0, 75.0, 66.66666666666667)","(51.0, 75.0, 72.0)","(2.15, 2.54, 2.5186425339366516)","(101.0, 490.0, 430.0)","(6.0, 8.0, 7.791304347826086)","(12.0, 14.5, 14.142857142857142)"
04-01-2023 13:46:34.071483,"(51.0, 100.0, 99.04761904761905)","(4.6, 5.2, 5.1117283950617285)","(31.0, 55.0, 52.75)","(31.0, 44.0, 41.59322033898305)","(8.0, 9.4, 9.619246861924687)","(51.0, 75.0, 67.5)","(51.0, 75.0, 72.1875)","(2.15, 2.52, 2.538808578236696)","(101.0, 480.0, 423.3333333333333)","(6.0, 7.8, 7.918446601941747)","(12.0, 14.5, 14.185714285714285)"
04-01-2023 13:46:35.420112,"(51.0, 100.0, 99.04761904761905)","(4.6, 5.1, 5.06015037593985)","(31.0, 55.0, 53.411764705882355)","(31.0, 42.0, 41.353846153846156)","(8.0, 9.8, 9.390857142857143)","(51.0, 75.0, 68.33333333333333)","(51.0, 75.0, 73.08510638297872)","(2.15, 2.54, 2.5388424437299038)","(101.0, 470.0, 423.3333333333333)","(6.0, 8.0, 7.909677419354838)","(12.0, 15.0, 14.185714285714285)"
04-01-2023 13:46:36.699912,"(51.0, 100.0, 97.3076923076923)","(4.6, 5.2, 5.06015037593985)","(31.0, 55.0, 53.411764705882355)","(31.0, 42.0, 41.353846153846156)","(8.0, 9.4, 9.390857142857143)","(51.0, 75.0, 67.5)","(51.0, 75.0, 70.33333333333333)","(2.15, 2.54, 2.48224358974359)","(101.0, 470.0, 423.3333333333333)","(6.0, 8.0, 7.92)","(12.0, 15.0, 14.666666666666666)"
04-01-2023 13:46:38.295877,"(51.0, 100.0, 97.58620689655173)","(4.6, 5.2, 5.075177304964539)","(31.0, 55.0, 52.529411764705884)","(31.0, 42.0, 41.01639344262295)","(8.0, 9.4, 9.389542483660131)","(51.0, 75.0, 67.5)","(51.0, 75.0, 70.33333333333333)","(2.15, 2.5, 2.48224358974359)","(101.0, 470.0, 430.0)","(6.0, 8.0, 7.92)","(12.0, 15.0, 14.666666666666666)"
