,Kanga Lights,Elope To Paris,Blaze Maker,Patch Herrera,Serving Soldier,Big Prediction,Remember Prince,Colden Express
11-01-2023 12:47:53.439484,"(6.0, 12.0, 10.352941176470589)","(21.0, 95.0, 86.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 15.21875)","(10.0, 29.0, 25.857142857142858)","(5.0, 7.6, 6.16)","(1.7, 2.02, 1.7449999999999999)"
11-01-2023 12:47:54.886439,"(6.0, 12.0, 10.075000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 24.8)","(5.0, 7.6, 6.16)","(1.7, 2.02, 1.7449999999999999)"
11-01-2023 12:47:56.312681,"(6.0, 12.0, 10.075000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6)","(5.0, 7.6, 6.16)","(1.7, 2.02, 1.8495)"
11-01-2023 12:47:57.723490,"(6.0, 12.0, 10.075000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.16)","(1.7, 2.02, 1.8495)"
11-01-2023 12:47:59.028979,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 7.475862068965517)","(1.7, 2.02, 1.7449999999999999)"
11-01-2023 12:48:00.202391,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 7.222222222222221)","(1.7, 2.02, 1.7449999999999999)"
11-01-2023 12:48:01.327849,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 92.35294117647058)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 7.222222222222221)","(1.7, 2.02, 1.8495)"
11-01-2023 12:48:02.531830,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 7.502857142857143)","(1.7, 2.02, 1.8495)"
11-01-2023 12:48:03.847169,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.82625)"
11-01-2023 12:48:05.099641,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.73875)"
11-01-2023 12:48:06.294400,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.73875)"
11-01-2023 12:48:07.499809,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.82625)"
11-01-2023 12:48:08.778254,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.6875)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.82625)"
11-01-2023 12:48:10.041354,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.0)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.8173076923076923)"
11-01-2023 12:48:11.255390,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 94.28571428571428)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.0)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.7336842105263157)"
11-01-2023 12:48:12.429165,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 94.28571428571428)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.0)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.7336842105263157)"
11-01-2023 12:48:13.560976,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 94.28571428571428)","(12.0, 34.0, 31.0)","(17.0, 22.0, 19.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.7336842105263157)"
11-01-2023 12:48:14.754368,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 94.28571428571428)","(12.0, 34.0, 31.0)","(17.0, 22.0, 18.625)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.533333333333333)","(1.7, 2.02, 1.7336842105263157)"
11-01-2023 12:48:15.922177,"(6.0, 12.0, 10.350000000000001)","(21.0, 95.0, 90.0)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.75)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 7.431578947368421)","(1.7, 2.02, 1.7228571428571429)"
11-01-2023 12:48:17.160453,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.27272727272728)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.666666666666667)","(1.7, 2.02, 1.812)"
11-01-2023 12:48:18.335213,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.27272727272728)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.666666666666667)","(1.7, 1.98, 1.7466666666666666)"
11-01-2023 12:48:19.449678,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 93.92857142857143)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.666666666666667)","(1.7, 1.98, 1.7466666666666666)"
11-01-2023 12:48:20.564214,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 96.76470588235294)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.666666666666667)","(1.7, 1.98, 1.7466666666666666)"
11-01-2023 12:48:21.715505,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 96.76470588235294)","(12.0, 34.0, 31.0)","(17.0, 22.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 6.666666666666667)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:22.888078,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 96.76470588235294)","(12.0, 34.0, 31.0)","(17.0, 22.0, 18.714285714285715)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.6, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:23.972975,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 31.0)","(17.0, 21.0, 18.714285714285715)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:25.028558,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 31.0)","(17.0, 21.0, 17.63157894736842)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:26.146226,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 31.0)","(17.0, 21.0, 17.63157894736842)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:27.277210,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(17.0, 21.0, 17.63157894736842)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:28.542100,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(17.0, 21.0, 17.63157894736842)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:29.597530,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(17.0, 21.0, 17.63157894736842)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:30.671379,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(17.0, 21.0, 17.8)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.666666666666664)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.77)"
11-01-2023 12:48:31.864012,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(17.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 25.2)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7373333333333334)"
11-01-2023 12:48:33.022365,"(6.0, 12.0, 10.350000000000001)","(21.0, 110.0, 87.5)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.1)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:34.145253,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 94.16666666666666)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.1)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:35.172343,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 94.16666666666666)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:36.289472,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:37.436681,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:38.599263,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:39.664569,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:40.780573,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.81818181818182)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:42.012618,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 34.0, 32.0)","(18.0, 21.0, 18.375)","(13.0, 26.0, 17.0)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.0)","(1.7, 1.98, 1.7254545454545454)"
11-01-2023 12:48:43.269264,"(6.0, 12.0, 10.350000000000001)","(21.0, 100.0, 90.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.473684210526315)","(13.0, 26.0, 16.608695652173914)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.036363636363636)","(1.7, 1.98, 1.9386363636363635)"
11-01-2023 12:48:44.488734,"(6.0, 11.5, 9.966666666666667)","(21.0, 100.0, 90.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.473684210526315)","(13.0, 26.0, 19.75)","(10.0, 29.0, 27.944444444444443)","(5.0, 7.8, 7.5)","(1.7, 1.98, 1.9266666666666667)"
11-01-2023 12:48:45.706867,"(6.0, 11.5, 9.966666666666667)","(21.0, 100.0, 90.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.473684210526315)","(13.0, 25.0, 19.75)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.246153846153846)","(1.7, 1.97, 1.91)"
11-01-2023 12:48:46.898524,"(6.0, 11.5, 9.966666666666667)","(21.0, 100.0, 90.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 25.0, 19.75)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.91)"
11-01-2023 12:48:48.188171,"(6.0, 11.0, 9.649999999999999)","(21.0, 100.0, 85.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 25.0, 19.75)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.935)"
11-01-2023 12:48:49.376408,"(6.0, 10.5, 9.225000000000001)","(21.0, 100.0, 85.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 25.0, 19.75)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.935)"
11-01-2023 12:48:50.596073,"(6.0, 10.5, 8.941666666666666)","(21.0, 100.0, 85.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 25.0, 16.4)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.935)"
11-01-2023 12:48:51.846553,"(6.0, 10.5, 8.941666666666666)","(21.0, 100.0, 85.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 24.0, 15.363636363636363)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.935)"
11-01-2023 12:48:53.121488,"(6.0, 10.5, 8.941666666666666)","(21.0, 100.0, 85.0)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 24.0, 17.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.9475384615384614)"
11-01-2023 12:48:54.387355,"(6.0, 10.5, 8.941666666666666)","(21.0, 100.0, 76.25)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 22.0, 17.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.567741935483871)","(1.7, 1.95, 1.9475384615384614)"
11-01-2023 12:48:55.676726,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 71.19047619047619)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 22.0, 17.333333333333332)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9475384615384614)"
11-01-2023 12:48:56.954517,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 71.19047619047619)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 23.0, 17.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:48:58.158356,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 71.19047619047619)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 22.0, 16.333333333333332)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:48:59.450262,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 71.3157894736842)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 20.0, 16.333333333333332)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:00.701670,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 71.3157894736842)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 20.0, 16.166666666666668)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:01.946552,"(6.0, 10.5, 8.941666666666666)","(21.0, 95.0, 73.75)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 19.5, 16.166666666666668)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:03.194686,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 73.75)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 19.5, 14.794117647058824)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:04.406973,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 71.875)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 19.5, 16.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:05.587654,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 71.875)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 19.0, 16.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:06.759556,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 71.875)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.391304347826086)","(13.0, 19.0, 16.0)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.95, 1.9688392857142856)"
11-01-2023 12:49:07.890770,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 50.875)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 19.0, 14.764705882352942)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.97, 1.9764159292035397)"
11-01-2023 12:49:09.177257,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 19.0, 15.833333333333334)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.98, 1.974078947368421)"
11-01-2023 12:49:10.405980,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.5, 15.833333333333334)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.98, 1.974078947368421)"
11-01-2023 12:49:11.714294,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.5, 15.2)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.35)","(1.7, 1.98, 1.974078947368421)"
11-01-2023 12:49:12.923211,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.2)","(10.0, 29.0, 23.0)","(5.0, 7.8, 7.314285714285714)","(1.7, 1.98, 1.974078947368421)"
11-01-2023 12:49:14.263890,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 14.652173913043478)","(10.0, 29.0, 23.0)","(5.0, 7.6, 7.066666666666666)","(1.7, 1.98, 1.9588839285714286)"
11-01-2023 12:49:15.559436,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.6, 7.033333333333333)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:16.947459,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.4, 7.033333333333333)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:18.292305,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.4, 7.2)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:19.538558,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.4, 7.2)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:20.731895,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.4, 6.85)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:21.975585,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 23.0)","(5.0, 7.4, 6.85)","(1.7, 1.96, 1.946228813559322)"
11-01-2023 12:49:23.188337,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.22222222222222)","(5.0, 7.6, 6.85)","(1.7, 1.96, 1.9478666666666666)"
11-01-2023 12:49:24.432096,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 65.9090909090909)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.22222222222222)","(5.0, 7.6, 6.85)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:25.779636,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.933333333333334)","(5.0, 7.6, 6.85)","(1.7, 1.95, 1.9478666666666666)"
11-01-2023 12:49:27.065748,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 26.2)","(5.0, 7.6, 6.85)","(1.7, 1.95, 1.9379555555555554)"
11-01-2023 12:49:28.296640,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 26.0)","(5.0, 7.6, 6.85)","(1.7, 1.94, 1.9280444444444444)"
11-01-2023 12:49:29.502288,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 26.0)","(5.0, 7.4, 6.85)","(1.7, 1.93, 1.9280444444444444)"
11-01-2023 12:49:30.723860,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.5)","(5.0, 7.4, 6.85)","(1.7, 1.93, 1.9280444444444444)"
11-01-2023 12:49:31.999020,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.5)","(5.0, 7.4, 6.8428571428571425)","(1.7, 1.93, 1.9280530973451326)"
11-01-2023 12:49:33.199825,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.5)","(5.0, 7.4, 6.8428571428571425)","(1.7, 1.93, 1.9280530973451326)"
11-01-2023 12:49:34.370799,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.0)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.5)","(5.0, 7.4, 6.8428571428571425)","(1.7, 1.93, 1.9280530973451326)"
11-01-2023 12:49:35.522771,"(6.0, 10.5, 8.941666666666666)","(21.0, 85.0, 63.125)","(12.0, 36.0, 32.8)","(18.0, 21.0, 18.272727272727273)","(13.0, 18.0, 15.735294117647058)","(10.0, 29.0, 27.5)","(5.0, 7.4, 6.8428571428571425)","(1.7, 1.93, 1.9280530973451326)"
