,Artful Jack,Kudos Mason,Keayang Tara,Precious Cullen Nz,Royal Winkle,Miss Pau,Ashlee Nitro,Vanity Bay
05-01-2023 17:13:40.179176,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:41.294440,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:42.389711,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:43.519307,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:44.664776,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:45.732485,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:46.847651,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:48.000787,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:49.121680,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:50.262694,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:51.395212,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:52.779666,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:53.957497,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:55.340810,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:56.577570,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:57.727690,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:13:59.164622,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:00.423652,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:01.560042,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:02.764442,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:03.952379,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:05.215946,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:06.404150,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:07.680005,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:08.952977,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:10.266214,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:11.526343,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:12.744286,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:14.001629,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:15.308312,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:16.627181,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:17.979196,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:19.273041,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:20.531571,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:21.797454,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:23.051396,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:24.307720,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:25.779818,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:27.210221,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:28.544540,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:29.809755,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:31.032830,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:32.296907,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:33.562513,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:34.833790,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:36.145971,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:37.371596,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:38.633658,"(3.8, 6.0, 4.125)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.34)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:39.896467,"(3.8, 6.0, 4.0)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 9.018181818181818)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:41.110761,"(3.8, 6.0, 4.114285714285714)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:42.428857,"(3.8, 6.0, 4.114285714285714)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:43.631251,"(3.8, 6.0, 4.114285714285714)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:44.913633,"(3.8, 6.0, 4.114285714285714)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:46.209606,"(3.8, 6.0, 4.114285714285714)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:47.420082,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:48.600931,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:49.775505,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:50.965778,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:52.150951,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:53.420395,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:54.697807,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 43.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:55.975987,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:57.286342,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:58.556536,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:14:59.861978,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:01.164616,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:02.443178,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:03.718010,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:04.959093,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:06.218197,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:07.346559,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:08.489733,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:09.640188,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:10.777805,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:11.904143,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:13.126667,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:14.308915,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:15.459762,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:16.597461,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:17.773948,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:18.893858,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:20.091551,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:21.241831,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:22.454272,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:23.691525,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
05-01-2023 17:15:24.914697,"(3.8, 6.0, 4.102941176470589)","(21.0, 42.0, 26.666666666666668)","(6.5, 10.0, 8.3)","(5.0, 99999, 99990)","(31.0, 110.0, 50.0)","(31.0, 65.0, 54.0)","(3.2, 4.6, 4.044444444444444)","(3.9, 5.4, 5.047058823529412)"
