,Daimyo,Strong Desire,London To A Brick,Young Son,Burkhardt Nz,Flashy Seb,King City Nz,Melpark Magic,Van Doren,Pharisee,Mascott
10-01-2023 12:48:37.471205,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 55.0, 28.6)","(51.0, 160.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.457142857142856)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:39.045317,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 55.0, 28.6)","(51.0, 140.0, 103.71428571428571)","(10.0, 99999, 99990)","(4.2, 8.6, 7.457142857142856)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:40.592174,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 55.0, 28.6)","(51.0, 130.0, 103.71428571428571)","(10.0, 99999, 99990)","(4.2, 8.6, 7.457142857142856)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:42.075113,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 27.2)","(51.0, 130.0, 103.71428571428571)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:43.632356,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 27.2)","(51.0, 130.0, 103.71428571428571)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:45.076376,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 27.2)","(51.0, 130.0, 103.71428571428571)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:46.541681,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 27.2)","(51.0, 130.0, 79.81818181818181)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 22.0)","(15.0, 46.0, 20.166666666666668)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:47.941132,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 27.2)","(51.0, 130.0, 79.81818181818181)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:49.434041,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 30.666666666666664)","(51.0, 130.0, 89.11111111111111)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:50.954699,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 30.666666666666664)","(51.0, 130.0, 89.11111111111111)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:52.458482,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 30.666666666666664)","(51.0, 130.0, 153.71428571428572)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:53.870734,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 48.0, 30.666666666666664)","(51.0, 200.0, 128.0)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:55.353261,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 200.0, 128.0)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:56.794855,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 200.0, 139.42857142857142)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:58.274968,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 180.0, 132.28571428571428)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:48:59.708814,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 170.0, 132.28571428571428)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:01.185474,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 170.0, 118.0)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:02.629081,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 150.0, 118.0)","(10.0, 99999, 99990)","(4.2, 8.6, 7.04)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:04.069079,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 150.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:05.476448,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:06.831504,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:08.277363,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:09.675570,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:11.068105,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 140.0, 106.33333333333333)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:12.520037,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 120.0, 74.0)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:14.034029,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 110.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:15.497708,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:17.003420,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:18.441368,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 30.666666666666664)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:19.894414,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 48.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:21.343621,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:22.752015,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:24.107144,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:25.532031,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:26.942568,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:28.304530,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:29.758534,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:31.156845,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 89.66666666666667)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:32.611516,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:33.973815,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:35.317841,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:36.652976,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:38.195829,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:39.723800,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:41.321273,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:42.910485,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 25.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:44.593227,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 42.0, 27.333333333333336)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:46.021560,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:47.518817,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:48.989033,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:50.365957,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:51.765349,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:53.166314,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:54.657655,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:56.144366,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:57.666292,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:49:59.100810,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:00.464523,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:01.854799,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:03.329161,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:04.798975,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:06.214272,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:07.650603,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:09.035847,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:10.555480,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:12.043153,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:50:13.529687,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 46.0, 34.0)","(51.0, 100.0, 82.28571428571429)","(10.0, 99999, 99990)","(4.2, 8.6, 7.625)","(1.6, 99999, 99990)","(18.0, 48.0, 23.2)","(15.0, 46.0, 23.5)","(26.0, 80.0, 35.2)","(101.0, 220.0, 178.57142857142858)"
