,Zing Zang Oscar,Sintra,Temerity Spirit,Blaze Victorem,Rolling Riot,Empress Eleven,Sunshot,Solar Circles
07-01-2023 10:20:50.214330,"(2.7, 4.0, 3.908333333333333)","(4.2, 7.0, 6.657142857142857)","(15.0, 38.0, 21.125)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 65.0, 58.57142857142857)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 8.2)"
07-01-2023 10:20:51.369305,"(2.7, 4.0, 3.908333333333333)","(4.2, 7.0, 6.657142857142857)","(15.0, 38.0, 21.125)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 65.0, 58.57142857142857)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 8.2)"
07-01-2023 10:20:52.609984,"(2.7, 4.0, 3.908333333333333)","(4.2, 7.0, 6.657142857142857)","(15.0, 38.0, 21.125)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 65.0, 44.54545454545455)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 8.2)"
07-01-2023 10:20:53.701524,"(2.7, 4.0, 3.902941176470588)","(4.2, 7.0, 6.657142857142857)","(15.0, 38.0, 21.125)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 65.0, 37.14285714285714)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 8.022222222222222)"
07-01-2023 10:20:54.857386,"(2.7, 4.0, 3.902941176470588)","(4.2, 7.0, 6.5636363636363635)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 7.857142857142857)"
07-01-2023 10:20:55.951048,"(2.7, 4.0, 3.902941176470588)","(4.2, 7.0, 6.425)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.442105263157894)","(5.5, 9.0, 8.022222222222222)"
07-01-2023 10:20:57.071753,"(2.7, 4.0, 3.902941176470588)","(4.2, 7.0, 5.85)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.857142857142857)"
07-01-2023 10:20:58.185301,"(2.7, 4.1, 3.9076923076923076)","(4.2, 7.0, 5.85)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.857142857142857)"
07-01-2023 10:20:59.283722,"(2.7, 4.1, 3.8613636363636363)","(4.2, 7.0, 6.425)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.46)","(5.5, 9.0, 8.022222222222222)"
07-01-2023 10:21:00.446661,"(2.7, 4.1, 3.943478260869565)","(4.2, 7.0, 6.425)","(15.0, 40.0, 18.22222222222222)","(81.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(17.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.857142857142857)"
07-01-2023 10:21:01.739713,"(2.6, 4.1, 3.943478260869565)","(4.2, 7.0, 6.425)","(16.0, 40.0, 18.22222222222222)","(101.0, 580.0, 481.0)","(5.0, 7.8, 7.505263157894737)","(19.0, 60.0, 37.14285714285714)","(5.0, 6.8, 6.46)","(5.5, 9.0, 8.022222222222222)"
07-01-2023 10:21:03.010502,"(2.6, 4.1, 3.943478260869565)","(4.2, 7.0, 6.425)","(16.0, 40.0, 18.22222222222222)","(101.0, 580.0, 481.0)","(5.0, 7.8, 7.38)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:04.212599,"(2.6, 4.1, 4.066666666666666)","(4.2, 6.6, 5.966666666666667)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 518.125)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:05.454812,"(2.6, 4.1, 4.066666666666666)","(4.2, 7.0, 6.38)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:06.687457,"(2.6, 4.1, 3.9857142857142853)","(4.2, 6.8, 6.275)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 8.0)"
07-01-2023 10:21:07.861775,"(2.6, 4.1, 4.011111111111111)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 8.0)"
07-01-2023 10:21:09.032456,"(2.6, 4.0, 3.924137931034483)","(4.2, 6.8, 6.514285714285714)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 8.0)"
07-01-2023 10:21:10.261076,"(2.6, 4.0, 3.924137931034483)","(4.2, 6.8, 6.514285714285714)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:11.464653,"(2.6, 4.0, 3.924137931034483)","(4.2, 6.8, 6.514285714285714)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:12.707452,"(2.6, 4.0, 3.924137931034483)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.282608695652174)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:13.969693,"(2.6, 4.0, 3.944444444444444)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.282608695652174)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:15.055819,"(2.6, 4.0, 3.889655172413793)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 6.0562499999999995)","(5.5, 9.0, 8.0)"
07-01-2023 10:21:16.187475,"(2.6, 4.1, 4.052631578947368)","(4.2, 6.8, 6.514285714285714)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 5.388679245283019)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:17.424111,"(2.6, 4.2, 4.078260869565217)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.8, 5.788235294117647)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:18.536187,"(2.6, 4.2, 4.078260869565217)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.4, 5.530434782608696)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:19.696454,"(2.6, 4.2, 4.089473684210526)","(4.2, 6.8, 6.3)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.2, 5.576470588235294)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:20.908643,"(2.6, 4.2, 4.111764705882353)","(4.2, 6.8, 5.060869565217391)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.0, 5.258823529411765)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:21.967231,"(2.6, 4.2, 4.111764705882353)","(4.2, 6.8, 5.060869565217391)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 6.0, 5.82)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:23.114092,"(2.6, 4.2, 4.121052631578947)","(4.2, 6.6, 6.1499999999999995)","(16.0, 40.0, 16.86111111111111)","(101.0, 580.0, 525.0)","(5.0, 7.8, 5.7749999999999995)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.9, 5.3625)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:24.285472,"(2.6, 4.2, 4.133333333333334)","(4.2, 6.6, 6.1499999999999995)","(16.0, 40.0, 16.86111111111111)","(91.0, 580.0, 525.0)","(5.0, 7.8, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.8, 5.1499999999999995)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:25.494194,"(2.6, 4.2, 4.133333333333334)","(4.2, 6.6, 5.475)","(16.0, 40.0, 16.86111111111111)","(91.0, 580.0, 641.9230769230769)","(5.0, 7.8, 6.860869565217391)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.8, 5.46)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:26.757036,"(2.6, 4.3, 4.163636363636363)","(4.2, 6.6, 5.185714285714285)","(16.0, 40.0, 17.184210526315788)","(91.0, 990.0, 641.9230769230769)","(5.0, 7.8, 6.936)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.7, 5.171428571428572)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:28.007073,"(2.6, 4.3, 4.12)","(4.2, 6.6, 6.0)","(16.0, 40.0, 17.184210526315788)","(91.0, 990.0, 641.9230769230769)","(5.0, 7.8, 6.4)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.6, 5.133333333333334)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:29.063486,"(2.6, 4.4, 4.12)","(4.2, 6.4, 6.0)","(16.0, 40.0, 17.184210526315788)","(91.0, 990.0, 641.9230769230769)","(5.0, 7.6, 6.4)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 5.259375)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:30.260244,"(2.6, 4.4, 4.12)","(4.2, 6.4, 5.052631578947368)","(16.0, 40.0, 17.184210526315788)","(91.0, 990.0, 421.6666666666667)","(5.0, 7.6, 6.4)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 5.139583333333333)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:31.385266,"(2.6, 4.4, 4.12)","(4.2, 6.4, 4.937142857142857)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 421.6666666666667)","(5.0, 7.6, 6.4)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:32.526482,"(2.6, 4.4, 4.12)","(4.2, 6.4, 4.937142857142857)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 421.6666666666667)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:33.743677,"(2.6, 4.4, 4.1625)","(4.2, 6.4, 4.937142857142857)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 421.6666666666667)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:34.943751,"(2.6, 4.4, 4.1625)","(4.2, 6.4, 4.937142857142857)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 421.6666666666667)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:36.020956,"(2.6, 4.4, 4.314285714285714)","(4.2, 6.4, 4.937142857142857)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 421.6666666666667)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 7.4)"
07-01-2023 10:21:37.175989,"(2.6, 4.4, 4.314285714285714)","(4.2, 6.2, 5.047058823529412)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 547.9166666666667)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.0, 8.399999999999999)"
07-01-2023 10:21:38.347618,"(2.6, 4.4, 4.314285714285714)","(4.2, 6.2, 5.7)","(16.0, 40.0, 17.184210526315788)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:39.517879,"(2.6, 4.4, 4.133333333333334)","(4.2, 6.0, 5.7)","(16.0, 40.0, 26.75)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:40.772657,"(2.6, 4.5, 4.288235294117647)","(4.2, 6.0, 5.7)","(16.0, 38.0, 17.75)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:41.997997,"(2.6, 4.5, 4.288235294117647)","(4.2, 6.0, 5.7)","(16.0, 38.0, 17.75)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:43.121070,"(2.6, 4.5, 4.3875)","(4.2, 6.0, 5.7)","(16.0, 36.0, 17.208333333333332)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:44.326756,"(2.6, 4.5, 4.3875)","(4.2, 6.0, 5.7)","(16.0, 36.0, 16.476190476190474)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:45.477516,"(2.6, 4.5, 4.3875)","(4.2, 5.9, 5.625)","(16.0, 36.0, 16.476190476190474)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.955555555555556)"
07-01-2023 10:21:46.697548,"(2.6, 4.5, 4.199999999999999)","(4.2, 5.9, 5.680000000000001)","(16.0, 36.0, 24.75)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:48.010279,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 5.66)","(16.0, 34.0, 24.75)","(91.0, 590.0, 551.1538461538462)","(5.0, 7.6, 7.544186046511627)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:49.246961,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.94)","(16.0, 34.0, 19.625)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:50.502261,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.94)","(16.0, 32.0, 20.333333333333332)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:51.783289,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.871428571428572)","(16.0, 30.0, 16.225)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:53.005661,"(2.6, 4.4, 4.335714285714285)","(4.2, 5.9, 4.871428571428572)","(16.0, 30.0, 22.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:54.167638,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.871428571428572)","(16.0, 29.0, 22.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:55.440236,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.871428571428572)","(16.0, 29.0, 19.666666666666668)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:56.761064,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.871428571428572)","(16.0, 28.0, 19.666666666666668)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:58.000751,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.871428571428572)","(16.0, 28.0, 16.392857142857142)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:21:59.256915,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.871428571428572)","(16.0, 28.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:00.555679,"(2.6, 4.4, 4.271428571428571)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:01.709363,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:02.977751,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:04.263214,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:05.496744,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:07.008515,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:08.432190,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:09.807079,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:11.106025,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:12.447684,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:13.689474,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.631578947368425)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:15.013769,"(2.6, 4.5, 4.3)","(4.2, 5.9, 4.865517241379311)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:16.423329,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.86)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 6.449999999999999)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:17.696947,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.9, 4.931578947368421)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.6, 5.72)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:18.938543,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 4.931578947368421)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.4, 6.35)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:20.238310,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.4, 6.42)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:21.521253,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 560.2941176470588)","(5.0, 7.4, 6.451612903225807)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:22.977750,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 519.2857142857142)","(5.0, 7.4, 5.533333333333334)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:24.292033,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 528.125)","(5.0, 7.4, 6.182608695652174)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:25.643156,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 540.5)","(5.0, 7.4, 5.6461538461538465)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:27.082867,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 540.5)","(5.0, 7.4, 5.6461538461538465)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:28.431621,"(2.6, 4.5, 4.442857142857143)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 540.5)","(5.0, 7.4, 5.6461538461538465)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:29.709651,"(2.6, 4.5, 4.433333333333334)","(4.2, 5.8, 5.1)","(16.0, 27.0, 21.25)","(91.0, 590.0, 540.5)","(5.0, 7.4, 5.6461538461538465)","(19.0, 60.0, 32.0)","(5.0, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
07-01-2023 10:22:31.171228,"(2.7, 4.5, 4.433333333333334)","(4.2, 5.8, 5.1)","(17.0, 27.0, 21.25)","(91.0, 590.0, 540.5)","(5.0, 7.4, 5.6461538461538465)","(19.0, 60.0, 32.0)","(4.8, 5.4, 4.953571428571429)","(5.5, 9.2, 8.76)"
