,Miracle Mikey,Frothys Ponting,Clara Stella,Just Enough,Amazing Sienna,Max Inferno,Our Ruby
16-12-2022 12:53:36.522857,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:37.479999,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:38.414826,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:39.458760,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:40.450456,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:41.454312,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:42.541549,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:43.594537,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:44.604377,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:45.551400,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:46.506188,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:47.492917,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:48.456979,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:49.406666,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:50.459061,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:51.552046,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:52.631292,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:53.682063,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:54.666438,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:55.786642,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:56.795966,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:57.779288,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:58.732400,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:53:59.722248,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:00.691281,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:01.685324,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:02.712762,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:03.780521,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:04.825971,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:05.795356,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:06.795117,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:07.820652,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:08.914742,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:09.937781,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:10.847073,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:11.878474,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:12.900483,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:13.854631,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:14.822030,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:15.792429,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:16.816007,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:17.862131,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:18.820852,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:19.815443,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:20.820914,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:21.736514,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:22.735774,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:23.785335,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:24.823148,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:25.820686,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:26.814912,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:27.878037,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:28.978076,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:30.038648,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:31.053267,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:32.027004,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:33.111554,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:34.148653,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:35.072883,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:36.038208,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:37.107425,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:38.228114,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:39.337091,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:40.394386,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:41.493670,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:42.595195,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:43.606520,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:44.600763,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:45.582391,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:46.533277,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:47.562774,"(4.2, 8.2, 7.225)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:48.551999,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.625)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:49.653877,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.2, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:50.797508,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:51.824187,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:52.839680,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:53.974497,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:55.189446,"(4.2, 8.2, 7.225)","(5.5, 11.0, 7.944444444444445)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:56.329309,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:57.406175,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 6.0, 4.565)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:58.463102,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:54:59.462303,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:00.528056,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:01.610732,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:02.734916,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:03.843776,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:04.863092,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:05.912930,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:07.039059,"(4.2, 8.2, 7.225)","(5.5, 11.0, 5.909090909090909)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:08.136329,"(4.2, 8.2, 7.225)","(5.5, 11.0, 7.0)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:09.157367,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:10.189121,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:11.334044,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:12.500187,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.407500000000001)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:13.581271,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.535)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:14.725777,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.535)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:15.922313,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.535)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:17.145102,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.535)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
16-12-2022 12:55:18.304524,"(4.2, 8.2, 7.225)","(5.5, 11.0, 6.5)","(3.9, 6.4, 4.515384615384615)","(4.0, 7.0, 4.535)","(4.0, 6.4, 4.766666666666667)","(14.0, 29.0, 19.0)","(17.0, 38.0, 19.666666666666668)"
