,Goldstar Farryn,Torpedo Bay,Homebush Cheeky,Angry Jane,Homebush Yoshi,Goldstar Royal,Amuri Luck
09-01-2023 09:12:08.960993,"(13.0, 32.0, 25.333333333333336)","(6.5, 12.5, 10.4)","(26.0, 260.0, 212.6)","(2.9, 4.4, 3.7600000000000002)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.32, 1.7345454545454544)"
09-01-2023 09:12:10.006950,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.4)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.28, 1.8585714285714285)"
09-01-2023 09:12:11.106366,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.9)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.28, 1.8585714285714285)"
09-01-2023 09:12:12.142035,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.9)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.28, 1.756086956521739)"
09-01-2023 09:12:13.220348,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.9)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.26, 1.756086956521739)"
09-01-2023 09:12:14.189623,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.9)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.26, 1.756086956521739)"
09-01-2023 09:12:15.121244,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.9)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.26, 2.1827586206896554)"
09-01-2023 09:12:16.155913,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 7.6)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.22, 2.1848275862068967)"
09-01-2023 09:12:17.140788,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.22, 2.1848275862068967)"
09-01-2023 09:12:18.095326,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.22, 2.203448275862069)"
09-01-2023 09:12:18.998387,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 260.0, 212.6)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 82.8125)","(41.0, 350.0, 288.0)","(1.65, 2.24, 2.203448275862069)"
09-01-2023 09:12:20.011168,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.2163636363636368)"
09-01-2023 09:12:21.037588,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.2163636363636368)"
09-01-2023 09:12:22.023203,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.2163636363636368)"
09-01-2023 09:12:23.053518,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.2163636363636368)"
09-01-2023 09:12:23.979554,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.1100000000000003)"
09-01-2023 09:12:25.007146,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 173.33333333333334)","(1.65, 2.24, 2.1100000000000003)"
09-01-2023 09:12:26.029645,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.24, 2.1100000000000003)"
09-01-2023 09:12:27.062637,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.24, 2.1100000000000003)"
09-01-2023 09:12:28.063726,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.24, 2.1100000000000003)"
09-01-2023 09:12:29.011143,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.24, 1.9238834951456312)"
09-01-2023 09:12:29.919403,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.22, 2.178181818181818)"
09-01-2023 09:12:30.891115,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.2, 2.178181818181818)"
09-01-2023 09:12:31.836333,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.183333333333334)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.2, 2.178181818181818)"
09-01-2023 09:12:32.801737,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.16)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.2, 1.9101886792452831)"
09-01-2023 09:12:33.766623,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 92.84615384615384)","(2.9, 4.4, 4.16)","(17.0, 170.0, 77.30000000000001)","(41.0, 340.0, 127.14285714285714)","(1.65, 2.2, 1.9101886792452831)"
09-01-2023 09:12:34.741379,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 136.5)","(2.9, 4.4, 4.16)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.2, 1.9101886792452831)"
09-01-2023 09:12:35.718552,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.0, 9.1)","(26.0, 250.0, 136.5)","(2.9, 4.4, 4.16)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.2, 2.089642857142857)"
09-01-2023 09:12:36.767767,"(13.0, 34.0, 21.333333333333332)","(6.5, 7.6, 6.666666666666667)","(26.0, 250.0, 136.5)","(2.9, 4.4, 4.319999999999999)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.18, 2.089642857142857)"
09-01-2023 09:12:37.753298,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 136.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.18, 1.9000000000000001)"
09-01-2023 09:12:38.745559,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 136.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.14, 1.9000000000000001)"
09-01-2023 09:12:39.691138,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 136.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.14, 1.9000000000000001)"
09-01-2023 09:12:40.639567,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 159.60000000000002)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.14, 1.9000000000000001)"
09-01-2023 09:12:41.646144,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 159.60000000000002)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.14, 2.0414285714285714)"
09-01-2023 09:12:42.631507,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 136.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.12, 2.0414285714285714)"
09-01-2023 09:12:43.601468,"(13.0, 34.0, 21.333333333333332)","(6.5, 12.5, 10.4)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.12, 1.882857142857143)"
09-01-2023 09:12:44.516431,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.4)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.1, 1.882857142857143)"
09-01-2023 09:12:45.476331,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.1, 1.882857142857143)"
09-01-2023 09:12:46.446443,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 8.688888888888888)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 2.1, 1.6678857142857142)"
09-01-2023 09:12:47.470000,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 8.688888888888888)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:48.439778,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 8.688888888888888)","(26.0, 250.0, 158.8)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:49.407390,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 8.688888888888888)","(26.0, 250.0, 136.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:50.391525,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 8.688888888888888)","(26.0, 260.0, 141.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 247.33333333333334)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:51.478708,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 141.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 350.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:52.518459,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 141.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:53.551833,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 141.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:54.524622,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 141.5)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:55.463005,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 9.233333333333333)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:56.410407,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 9.233333333333333)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:57.385225,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 9.233333333333333)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:58.291564,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:12:59.458081,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:13:00.570273,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:13:01.621670,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:13:02.774780,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6678857142857142)"
09-01-2023 09:13:03.776857,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.72, 1.6569642857142857)"
09-01-2023 09:13:04.896350,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6569642857142857)"
09-01-2023 09:13:05.922671,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6569642857142857)"
09-01-2023 09:13:06.946631,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6569642857142857)"
09-01-2023 09:13:07.977779,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6569642857142857)"
09-01-2023 09:13:08.904527,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6569642857142857)"
09-01-2023 09:13:09.871558,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6673684210526316)"
09-01-2023 09:13:10.892580,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6673684210526316)"
09-01-2023 09:13:11.925291,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6673684210526316)"
09-01-2023 09:13:13.021046,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:13.998978,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:15.005153,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:15.961346,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:17.026499,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:18.027012,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:19.004504,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:19.932649,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:20.910436,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:21.935912,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.788888888888889)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:22.987137,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.697142857142857)"
09-01-2023 09:13:23.969320,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:24.936942,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:25.914664,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:26.942360,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:27.983861,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:29.017009,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:29.996580,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:30.938077,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:31.934344,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:32.978321,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6721052631578948)"
09-01-2023 09:13:33.980332,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
09-01-2023 09:13:34.955894,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
09-01-2023 09:13:35.913272,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
09-01-2023 09:13:36.922096,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
09-01-2023 09:13:37.956542,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
09-01-2023 09:13:39.026476,"(13.0, 32.0, 20.666666666666668)","(6.5, 12.5, 10.866666666666667)","(26.0, 260.0, 212.6)","(2.9, 5.1, 4.8375)","(17.0, 170.0, 77.30000000000001)","(41.0, 380.0, 154.66666666666669)","(1.65, 1.71, 1.6946202531645569)"
