,Euro Beat Nz,Oursouthernstar,Mister Haywood,Voodoo Lou,London Legs,Eagle Commander,Dark Terror
11-01-2023 18:31:49.838342,"(2.5, 99999, 99990)","(3.1, 4.3, 4.25)","(14.0, 28.0, 19.3)","(5.0, 6.6, 5.775)","(3.7, 5.2, 4.6461538461538465)","(15.0, 19.5, 19.125)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:51.047851,"(2.5, 99999, 99990)","(3.1, 4.3, 4.25)","(14.0, 28.0, 19.3)","(5.0, 6.6, 5.775)","(3.7, 5.2, 4.6461538461538465)","(15.0, 19.5, 19.125)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:52.239482,"(2.5, 99999, 99990)","(3.1, 4.3, 4.25)","(14.0, 28.0, 19.3)","(5.0, 6.6, 6.4)","(3.7, 5.2, 4.6461538461538465)","(15.0, 19.5, 19.3125)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:53.441929,"(2.5, 99999, 99990)","(3.1, 4.3, 3.9555555555555557)","(14.0, 28.0, 23.799999999999997)","(5.0, 7.6, 6.066666666666666)","(3.7, 5.2, 4.6461538461538465)","(15.0, 19.5, 18.545454545454547)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:54.644979,"(2.5, 99999, 99990)","(3.1, 4.2, 3.9555555555555557)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.6461538461538465)","(15.0, 20.0, 18.545454545454547)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:55.883181,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.6461538461538465)","(15.0, 20.0, 18.545454545454547)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:57.085353,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.685714285714286)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:58.266490,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.685714285714286)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 82.0)"
11-01-2023 18:31:59.446729,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.6461538461538465)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 82.0)"
11-01-2023 18:32:00.545328,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.6461538461538465)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 82.0)"
11-01-2023 18:32:01.656231,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.545454545454546)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:02.656781,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.066666666666666)","(3.7, 5.2, 4.6)","(15.0, 20.0, 18.933333333333334)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:03.645134,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.0)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 19.0)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:04.709242,"(2.5, 99999, 99990)","(3.1, 4.1, 4.05)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.0)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:05.830600,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(14.0, 28.0, 22.0)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:06.893244,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:07.957436,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8187499999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:08.999936,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8187499999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:10.055639,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8187499999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:11.104069,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:12.094813,"(2.5, 99999, 99990)","(3.1, 4.1, 3.8499999999999996)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.741666666666667)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:13.086541,"(2.5, 99999, 99990)","(3.1, 4.1, 3.9035714285714285)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.225)","(3.7, 5.2, 4.833333333333333)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:14.193201,"(2.5, 99999, 99990)","(3.1, 4.1, 3.9035714285714285)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 6.33)","(3.7, 5.2, 4.833333333333333)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:15.373304,"(2.5, 99999, 99990)","(3.1, 4.1, 3.9035714285714285)","(14.0, 28.0, 22.214285714285715)","(5.0, 6.6, 7.133333333333333)","(3.7, 5.2, 4.833333333333333)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:16.507834,"(2.5, 99999, 99990)","(3.1, 4.1, 3.6416666666666666)","(14.0, 28.0, 18.25)","(5.0, 7.8, 6.85)","(3.7, 5.2, 4.7)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:17.618930,"(2.5, 99999, 99990)","(3.1, 4.1, 3.6833333333333336)","(14.0, 28.0, 19.0)","(5.0, 7.8, 6.85)","(3.7, 5.2, 4.3)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:18.660578,"(2.5, 99999, 99990)","(3.1, 4.1, 3.6714285714285713)","(14.0, 27.0, 19.0)","(5.0, 7.8, 6.85)","(3.7, 5.1, 4.333333333333334)","(15.0, 20.0, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:19.659808,"(2.5, 99999, 99990)","(3.1, 4.1, 3.6714285714285713)","(14.0, 28.0, 21.5)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.333333333333334)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:20.715673,"(2.5, 99999, 99990)","(3.1, 3.95, 3.7750000000000004)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:21.758290,"(2.5, 99999, 99990)","(3.1, 3.95, 3.658333333333333)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:22.817878,"(2.5, 99999, 99990)","(3.1, 3.95, 3.658333333333333)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:23.852413,"(2.5, 99999, 99990)","(3.1, 3.95, 3.658333333333333)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:24.924872,"(2.5, 99999, 99990)","(3.1, 3.95, 3.658333333333333)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:26.043309,"(2.5, 99999, 99990)","(3.1, 3.95, 3.657142857142857)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:27.236751,"(2.5, 99999, 99990)","(3.1, 3.9, 3.64)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.85)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:28.372591,"(2.5, 99999, 99990)","(3.1, 3.9, 3.64)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.375)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:29.391444,"(2.5, 99999, 99990)","(3.1, 3.9, 3.64)","(14.0, 28.0, 23.666666666666664)","(5.0, 7.8, 6.142857142857143)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:30.408316,"(2.5, 99999, 99990)","(3.1, 3.9, 3.6363636363636362)","(14.0, 28.0, 26.81818181818182)","(5.0, 7.6, 6.07)","(3.7, 5.0, 4.5)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 85.0)"
11-01-2023 18:32:31.479879,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7)","(14.0, 28.0, 26.81818181818182)","(5.0, 7.6, 6.07)","(3.7, 5.0, 4.666666666666667)","(15.0, 19.5, 18.666666666666668)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:32.556399,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 27.0, 24.818181818181817)","(5.0, 7.6, 5.35)","(3.7, 5.6, 4.633333333333334)","(15.0, 19.5, 18.923076923076923)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:33.589388,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 22.615384615384613)","(5.0, 7.4, 6.35)","(3.7, 5.5, 5.128571428571429)","(15.0, 19.5, 18.923076923076923)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:34.666026,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 22.615384615384613)","(5.0, 7.4, 6.2)","(3.7, 5.5, 5.128571428571429)","(15.0, 19.5, 18.923076923076923)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:35.702446,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.75)","(5.0, 7.4, 6.2)","(3.7, 5.5, 5.128571428571429)","(15.0, 19.5, 18.923076923076923)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:36.825496,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.75)","(5.0, 7.4, 6.2)","(3.7, 5.5, 5.128571428571429)","(15.0, 19.5, 19.045454545454547)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:38.031349,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.22222222222222)","(5.0, 7.4, 6.2)","(3.7, 5.5, 5.057142857142858)","(15.0, 19.5, 18.636363636363637)","(51.0, 100.0, 77.5)"
11-01-2023 18:32:39.199427,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.2)","(3.8, 5.4, 5.057142857142858)","(16.0, 19.0, 18.75)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:40.327554,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.2)","(3.8, 5.4, 5.057142857142858)","(16.0, 19.0, 18.875)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:41.475756,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.2)","(3.8, 5.4, 5.057142857142858)","(16.0, 19.0, 21.25)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:42.496772,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.2)","(3.8, 5.4, 5.057142857142858)","(16.0, 24.0, 19.785714285714285)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:43.609771,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.5375)","(3.8, 5.4, 5.057142857142858)","(16.0, 23.0, 19.357142857142858)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:44.740984,"(2.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.5375)","(3.8, 5.4, 5.16)","(16.0, 23.0, 19.6)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:45.795082,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.5375)","(3.8, 5.4, 5.16)","(16.0, 23.0, 19.6)","(61.0, 100.0, 77.5)"
11-01-2023 18:32:46.855971,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 17.666666666666668)","(5.0, 7.4, 6.5375)","(3.8, 5.4, 5.16)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:47.862058,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.457142857142857)","(3.8, 5.4, 4.666666666666667)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:48.962321,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.300000000000001)","(3.8, 5.4, 5.085714285714286)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:50.053894,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.085714285714286)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:51.163069,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.085714285714286)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:52.218883,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.085714285714286)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:53.258860,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 4.733333333333333)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:54.436798,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:55.603933,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.642857142857142)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.375)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:56.765335,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.642857142857142)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.333333333333332)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:57.890328,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7285714285714286)","(14.0, 26.0, 20.642857142857142)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.333333333333332)","(61.0, 100.0, 85.0)"
11-01-2023 18:32:58.989555,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7857142857142856)","(14.0, 26.0, 20.642857142857142)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.333333333333332)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:00.133989,"(2.5, 99999, 99990)","(3.1, 3.9, 3.7857142857142856)","(14.0, 26.0, 20.642857142857142)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.333333333333332)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:01.340747,"(2.5, 99999, 99990)","(3.1, 3.9, 3.757142857142857)","(14.0, 26.0, 21.833333333333336)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:02.664446,"(2.5, 99999, 99990)","(3.1, 3.9, 3.757142857142857)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.0)","(3.8, 5.4, 5.114285714285715)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:03.908032,"(2.5, 99999, 99990)","(3.1, 3.9, 3.757142857142857)","(14.0, 26.0, 19.75)","(5.0, 7.4, 6.14)","(3.8, 5.4, 5.04)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:05.048038,"(2.5, 99999, 99990)","(3.1, 3.9, 3.757142857142857)","(14.0, 26.0, 22.0)","(5.0, 7.4, 5.675)","(3.8, 5.4, 5.175000000000001)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:06.464732,"(2.5, 99999, 99990)","(3.1, 3.9, 3.807142857142857)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.633333333333334)","(3.8, 5.4, 5.175000000000001)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:07.728480,"(2.5, 99999, 99990)","(3.1, 3.85, 3.807142857142857)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.633333333333334)","(3.8, 5.4, 5.175000000000001)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:09.035646,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.08)","(3.8, 5.4, 5.175000000000001)","(16.0, 23.0, 20.47222222222222)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:10.256840,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.08)","(3.8, 5.4, 5.475)","(16.0, 23.0, 20.541666666666668)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:11.389550,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.08)","(3.8, 5.8, 5.475)","(16.0, 22.0, 20.541666666666668)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:12.546660,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.08)","(3.8, 5.8, 5.475)","(16.0, 22.0, 20.541666666666668)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:13.751506,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.14)","(3.8, 5.8, 5.475)","(16.0, 22.0, 20.571428571428573)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:14.920978,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.14)","(3.8, 5.8, 5.475)","(16.0, 21.0, 20.571428571428573)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:16.096663,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.14)","(3.8, 5.8, 5.475)","(16.0, 21.0, 20.571428571428573)","(61.0, 100.0, 77.5)"
11-01-2023 18:33:17.228337,"(2.5, 99999, 99990)","(3.1, 3.85, 3.8200000000000003)","(14.0, 26.0, 22.0)","(5.0, 7.4, 6.0)","(3.8, 5.8, 4.966666666666667)","(16.0, 21.0, 20.571428571428573)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:18.300100,"(2.5, 99999, 99990)","(3.1, 3.85, 3.775)","(14.0, 25.0, 18.0)","(5.0, 7.4, 6.0)","(3.8, 5.7, 4.71111111111111)","(16.0, 21.0, 20.541666666666668)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:19.424934,"(2.5, 99999, 99990)","(3.1, 3.85, 3.75)","(14.0, 25.0, 17.666666666666668)","(5.0, 7.4, 6.0)","(3.8, 5.6, 4.75)","(16.0, 22.0, 19.77777777777778)","(61.0, 100.0, 82.0)"
11-01-2023 18:33:20.599802,"(2.5, 99999, 99990)","(3.1, 3.85, 3.75)","(14.0, 24.0, 17.666666666666668)","(5.0, 7.4, 6.35)","(3.8, 5.5, 4.75)","(16.0, 21.0, 18.77777777777778)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:21.821199,"(2.5, 99999, 99990)","(3.1, 3.85, 3.75)","(14.0, 24.0, 21.75)","(5.0, 7.4, 6.35)","(3.8, 5.5, 4.75)","(16.0, 21.0, 18.25)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:22.995126,"(2.5, 99999, 99990)","(3.1, 3.8, 3.75)","(14.0, 24.0, 21.75)","(5.0, 7.4, 6.257142857142857)","(3.8, 5.5, 4.75)","(16.0, 20.0, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:24.123438,"(2.5, 99999, 99990)","(3.1, 3.9, 3.776923076923077)","(14.0, 24.0, 20.0)","(5.0, 7.4, 6.257142857142857)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:25.173259,"(2.5, 99999, 99990)","(3.1, 3.85, 3.773913043478261)","(14.0, 24.0, 20.8)","(5.0, 7.4, 6.133333333333334)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:26.293495,"(2.5, 99999, 99990)","(3.1, 3.85, 3.7578947368421054)","(14.0, 24.0, 20.8)","(5.0, 7.4, 6.133333333333334)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:27.365825,"(2.5, 99999, 99990)","(3.1, 3.85, 3.7153846153846155)","(14.0, 24.0, 20.8)","(5.0, 7.4, 6.133333333333334)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:28.378103,"(2.5, 99999, 99990)","(3.1, 3.85, 3.7153846153846155)","(14.0, 24.0, 22.0)","(5.0, 7.4, 6.133333333333334)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:29.308744,"(2.5, 99999, 99990)","(3.1, 3.8, 3.6999999999999997)","(14.0, 24.0, 22.0)","(5.0, 7.4, 6.133333333333334)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:30.372271,"(2.5, 99999, 99990)","(3.1, 3.8, 3.6599999999999997)","(14.0, 24.0, 22.0)","(5.0, 7.4, 6.8500000000000005)","(3.8, 5.5, 4.916666666666666)","(16.0, 19.5, 19.07142857142857)","(61.0, 100.0, 85.0)"
11-01-2023 18:33:31.412008,"(2.5, 99999, 99990)","(3.1, 3.8, 3.6599999999999997)","(14.0, 24.0, 22.0)","(5.0, 7.4, 6.8500000000000005)","(3.9, 5.5, 4.916666666666666)","(17.0, 19.5, 16.055555555555557)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:32.466252,"(2.5, 99999, 99990)","(3.1, 3.8, 3.7249999999999996)","(14.0, 24.0, 22.0)","(5.0, 7.8, 6.966666666666667)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 16.033333333333335)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:33.576462,"(2.5, 99999, 99990)","(3.1, 3.8, 3.6999999999999997)","(14.0, 24.0, 22.0)","(5.0, 7.4, 6.988888888888889)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 16.0625)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:34.711811,"(2.5, 99999, 99990)","(3.1, 3.8, 3.725)","(14.0, 24.0, 20.25)","(5.0, 7.2, 6.633333333333333)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 15.8)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:35.888999,"(2.5, 99999, 99990)","(3.1, 3.75, 3.725)","(14.0, 24.0, 20.25)","(5.0, 6.8, 6.277777777777779)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 15.8)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:37.036647,"(2.5, 99999, 99990)","(3.1, 3.75, 3.725)","(14.0, 24.0, 20.25)","(5.0, 6.4, 5.7)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 15.8)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:38.154261,"(2.5, 99999, 99990)","(3.1, 3.85, 3.725)","(14.0, 24.0, 20.25)","(5.0, 6.2, 5.7)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 15.8)","(71.0, 100.0, 77.5)"
11-01-2023 18:33:39.202285,"(2.5, 99999, 99990)","(3.1, 3.85, 3.725)","(14.0, 24.0, 20.25)","(5.0, 5.9, 5.62)","(3.9, 5.5, 4.916666666666666)","(17.0, 16.5, 15.8)","(71.0, 100.0, 77.5)"
