,Euro Beat Nz,Oursouthernstar,Mister Haywood,Voodoo Lou,London Legs,Eagle Commander,Dark Terror
11-01-2023 18:26:46.415643,"(2.5, 99999, 99990)","(3.1, 5.3, 4.925)","(14.0, 29.0, 22.6)","(5.0, 6.6, 5.7875)","(3.7, 5.5, 4.4)","(15.0, 46.0, 32.44444444444444)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:47.567844,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 22.6)","(5.0, 6.6, 5.757142857142857)","(3.7, 5.5, 4.4)","(15.0, 46.0, 32.44444444444444)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:48.924484,"(2.5, 99999, 99990)","(3.1, 5.1, 4.7749999999999995)","(14.0, 29.0, 22.6)","(5.0, 7.4, 5.888888888888889)","(3.7, 5.5, 4.4)","(15.0, 46.0, 32.44444444444444)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:50.327509,"(2.5, 99999, 99990)","(3.1, 5.1, 4.52)","(14.0, 29.0, 22.6)","(5.0, 7.0, 6.205263157894736)","(3.7, 5.5, 4.35)","(15.0, 46.0, 32.44444444444444)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:51.633368,"(2.5, 99999, 99990)","(3.1, 5.0, 4.52)","(14.0, 29.0, 22.6)","(5.0, 6.6, 5.711111111111111)","(3.7, 4.6, 4.0)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:52.957584,"(2.5, 99999, 99990)","(3.1, 5.0, 4.76)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 5.83125)","(3.7, 4.6, 4.0)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:54.262713,"(2.5, 99999, 99990)","(3.1, 5.4, 4.76)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 5.83125)","(3.7, 4.6, 4.0)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:55.660353,"(2.5, 99999, 99990)","(3.1, 5.4, 4.925)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 6.2700000000000005)","(3.7, 5.6, 5.21111111111111)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:56.936999,"(2.5, 99999, 99990)","(3.1, 5.3, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 6.2700000000000005)","(3.7, 5.6, 4.5)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:58.234948,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 6.2700000000000005)","(3.7, 5.6, 4.5)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:26:59.512891,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 6.2700000000000005)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:00.809823,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.4, 9.876923076923077)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:02.108857,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 12.0, 6.566666666666667)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:03.211902,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 7.4, 6.533333333333333)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:04.401200,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 7.2, 6.433333333333334)","(3.7, 5.6, 4.3999999999999995)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:05.683109,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.433333333333334)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:06.933845,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.466666666666667)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:08.182161,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.8, 6.192857142857143)","(3.7, 5.6, 4.433333333333334)","(15.0, 46.0, 28.208333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:09.413146,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.8, 6.225)","(3.7, 5.6, 4.4)","(15.0, 46.0, 35.916666666666664)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:10.674119,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.225)","(3.7, 5.5, 4.4)","(15.0, 40.0, 35.916666666666664)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:11.966070,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.225)","(3.7, 5.5, 4.4)","(15.0, 40.0, 31.571428571428573)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:13.256583,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.366666666666666)","(15.0, 38.0, 31.571428571428573)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:14.528781,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:15.805026,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 3.94375)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:16.997794,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 4.6, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:18.145827,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.4)","(15.0, 38.0, 23.0)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:19.374946,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.366666666666666)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:20.669602,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:21.879908,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.385714285714285)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:23.096080,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:24.356657,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:25.660587,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.366666666666666)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:27.017787,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.4)","(15.0, 38.0, 26.75)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:28.305661,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.366666666666666)","(15.0, 38.0, 24.875)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:29.560261,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.4)","(15.0, 38.0, 35.916666666666664)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:30.808745,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.2749999999999995)","(3.7, 5.5, 4.366666666666666)","(15.0, 40.0, 35.916666666666664)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:32.045981,"(2.5, 99999, 99990)","(3.1, 5.2, 4.640000000000001)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 6.266666666666666)","(3.7, 5.5, 4.05)","(15.0, 40.0, 32.0)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:33.392227,"(2.5, 99999, 99990)","(3.1, 5.2, 4.325)","(14.0, 29.0, 23.666666666666664)","(5.0, 6.6, 9.3)","(3.7, 5.8, 4.3999999999999995)","(15.0, 40.0, 22.285714285714285)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:34.668141,"(2.5, 99999, 99990)","(3.1, 5.2, 4.37)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.3)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 22.285714285714285)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:36.005396,"(2.5, 99999, 99990)","(3.1, 5.7, 4.76)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 22.285714285714285)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:37.279618,"(2.5, 99999, 99990)","(3.1, 5.4, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 22.285714285714285)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:38.806120,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.275)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 23.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:40.189651,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.60909090909091)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 23.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:41.557805,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.325)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 23.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:42.787524,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.325)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 23.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:44.102150,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.433333333333334)","(3.7, 5.6, 4.3999999999999995)","(15.0, 38.0, 23.0)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:45.370842,"(2.5, 99999, 99990)","(3.1, 5.6, 4.88)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.375)","(3.7, 5.6, 3.975)","(15.0, 44.0, 33.33333333333333)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:46.574810,"(2.5, 99999, 99990)","(3.1, 5.9, 5.0600000000000005)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.633333333333334)","(3.7, 4.6, 3.975)","(15.0, 42.0, 22.0)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:47.802219,"(2.5, 99999, 99990)","(3.1, 5.9, 4.5875)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.32857142857143)","(3.7, 4.6, 3.933333333333333)","(15.0, 40.0, 22.0)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:48.946995,"(2.5, 99999, 99990)","(3.1, 5.8, 4.345454545454546)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.32857142857143)","(3.7, 4.6, 4.466666666666667)","(15.0, 40.0, 20.363636363636363)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:50.177229,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.8999999999999995)","(3.7, 5.7, 4.466666666666667)","(15.0, 40.0, 21.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:51.493954,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.8999999999999995)","(3.7, 5.7, 4.466666666666667)","(15.0, 40.0, 21.333333333333332)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:52.748968,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 6.8999999999999995)","(3.7, 5.7, 4.466666666666667)","(15.0, 40.0, 25.6)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:53.997434,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 6.8999999999999995)","(3.7, 5.7, 4.466666666666667)","(15.0, 40.0, 25.6)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:55.196941,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 5.7, 4.466666666666667)","(15.0, 40.0, 26.666666666666664)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:56.463711,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 5.7, 4.466666666666667)","(15.0, 48.0, 34.66666666666667)","(51.0, 110.0, 73.0)"
11-01-2023 18:27:57.698767,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 29.0, 23.0)","(5.0, 10.5, 5.64)","(3.7, 5.7, 4.433333333333334)","(15.0, 44.0, 37.0)","(51.0, 110.0, 68.0)"
11-01-2023 18:27:58.882126,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 28.0, 22.333333333333336)","(5.0, 6.0, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 42.0, 35.36363636363637)","(51.0, 100.0, 65.5)"
11-01-2023 18:28:00.046906,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 40.0, 35.36363636363637)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:01.277805,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 40.0, 35.36363636363637)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:02.548796,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 40.0, 33.849999999999994)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:03.851782,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 36.0, 30.454545454545453)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:05.161976,"(2.5, 99999, 99990)","(3.1, 5.7, 4.9399999999999995)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.51818181818182)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:06.455205,"(2.5, 99999, 99990)","(3.1, 5.7, 4.88)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.033333333333333)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:07.727296,"(2.5, 99999, 99990)","(3.1, 5.6, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.225)","(3.7, 5.6, 4.3999999999999995)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:08.942054,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.166666666666667)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:10.118086,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.166666666666667)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:11.313866,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.166666666666667)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 27.035714285714285)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:12.455456,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.166666666666667)","(3.7, 5.6, 3.942857142857143)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:13.661388,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 7.3)","(3.7, 4.5, 4.433333333333334)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:14.928144,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.325)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:16.310800,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 8.2)","(3.7, 5.6, 4.3999999999999995)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:17.658180,"(2.5, 99999, 99990)","(3.1, 5.5, 4.82)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.375)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:18.909330,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.375)","(3.7, 5.6, 4.433333333333334)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:20.061718,"(2.5, 99999, 99990)","(3.1, 5.9, 4.7)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.375)","(3.7, 5.6, 4.09375)","(15.0, 34.0, 23.736842105263158)","(51.0, 95.0, 65.5)"
11-01-2023 18:28:21.398747,"(2.5, 99999, 99990)","(3.1, 5.9, 4.4375)","(14.0, 27.0, 27.0)","(5.0, 10.5, 9.375)","(3.7, 5.8, 4.18)","(15.0, 34.0, 22.25)","(51.0, 95.0, 64.0)"
11-01-2023 18:28:22.797432,"(2.5, 99999, 99990)","(3.1, 5.9, 4.4375)","(14.0, 34.0, 24.333333333333336)","(5.0, 10.5, 9.375)","(3.7, 5.7, 3.9529411764705884)","(15.0, 44.0, 19.90909090909091)","(51.0, 120.0, 65.6)"
11-01-2023 18:28:24.127291,"(2.5, 99999, 99990)","(3.1, 5.9, 4.55)","(14.0, 30.0, 24.333333333333336)","(5.0, 10.5, 6.720000000000001)","(3.7, 5.6, 4.366666666666666)","(15.0, 42.0, 30.333333333333336)","(51.0, 110.0, 78.66666666666666)"
11-01-2023 18:28:25.635188,"(2.5, 99999, 99990)","(3.1, 5.9, 4.2555555555555555)","(14.0, 30.0, 23.666666666666664)","(5.0, 7.2, 6.7555555555555555)","(3.7, 5.5, 4.4)","(15.0, 38.0, 30.333333333333336)","(51.0, 100.0, 78.66666666666666)"
11-01-2023 18:28:27.010444,"(2.5, 99999, 99990)","(3.1, 5.5, 4.2555555555555555)","(14.0, 29.0, 23.666666666666664)","(5.0, 7.2, 6.533333333333333)","(3.7, 5.5, 4.4)","(15.0, 38.0, 18.81818181818182)","(51.0, 100.0, 85.33333333333334)"
11-01-2023 18:28:28.499709,"(2.5, 99999, 99990)","(3.1, 5.5, 4.46)","(14.0, 29.0, 23.666666666666664)","(5.0, 7.2, 6.533333333333333)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.81818181818182)","(51.0, 110.0, 85.33333333333334)"
11-01-2023 18:28:29.873450,"(2.5, 99999, 99990)","(3.1, 5.5, 4.46)","(14.0, 29.0, 23.666666666666664)","(5.0, 7.2, 9.440000000000001)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.81818181818182)","(51.0, 110.0, 85.33333333333334)"
11-01-2023 18:28:31.144771,"(2.5, 99999, 99990)","(3.1, 5.9, 5.333333333333334)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.440000000000001)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.81818181818182)","(51.0, 110.0, 85.33333333333334)"
11-01-2023 18:28:32.438313,"(2.5, 99999, 99990)","(3.1, 5.7, 4.95)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.440000000000001)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.81818181818182)","(51.0, 110.0, 85.33333333333334)"
11-01-2023 18:28:33.767555,"(2.5, 99999, 99990)","(3.1, 5.7, 4.95)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.440000000000001)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.0)","(51.0, 110.0, 85.33333333333334)"
11-01-2023 18:28:35.026005,"(2.5, 99999, 99990)","(3.1, 5.7, 4.95)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.440000000000001)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.0)","(51.0, 110.0, 64.8)"
11-01-2023 18:28:36.450037,"(2.5, 99999, 99990)","(3.1, 5.7, 4.48)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.9)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.0)","(51.0, 180.0, 84.0)"
11-01-2023 18:28:38.161570,"(2.5, 99999, 99990)","(3.1, 5.6, 4.48)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 7.9)","(3.7, 5.5, 4.4)","(15.0, 36.0, 18.0)","(51.0, 170.0, 89.6)"
11-01-2023 18:28:39.711609,"(2.5, 99999, 99990)","(3.1, 5.6, 4.85)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 5.5, 4.288235294117647)","(15.0, 36.0, 18.0)","(51.0, 170.0, 89.6)"
11-01-2023 18:28:41.126220,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 29.0, 23.666666666666664)","(5.0, 10.5, 9.225)","(3.7, 4.5, 4.288235294117647)","(15.0, 36.0, 18.0)","(51.0, 170.0, 89.6)"
11-01-2023 18:28:42.489209,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 29.0, 23.0)","(5.0, 10.5, 9.572727272727274)","(3.7, 4.5, 5.423076923076923)","(15.0, 36.0, 24.5)","(51.0, 170.0, 93.0)"
11-01-2023 18:28:43.741861,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 28.0, 23.0)","(5.0, 10.5, 9.572727272727274)","(3.7, 5.7, 5.533333333333333)","(15.0, 34.0, 18.09090909090909)","(51.0, 150.0, 93.0)"
11-01-2023 18:28:45.161792,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 28.0, 22.333333333333336)","(5.0, 10.5, 8.0)","(3.7, 5.6, 5.533333333333333)","(15.0, 32.0, 20.666666666666668)","(51.0, 150.0, 62.0)"
11-01-2023 18:28:46.602503,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.275)","(3.7, 5.6, 5.5375)","(15.0, 32.0, 22.5)","(51.0, 140.0, 62.0)"
11-01-2023 18:28:47.774111,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.275)","(3.7, 5.8, 5.55)","(15.0, 30.0, 22.0)","(51.0, 140.0, 62.0)"
11-01-2023 18:28:48.969668,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 9.275)","(3.7, 5.7, 5.625)","(15.0, 29.0, 22.0)","(51.0, 140.0, 62.0)"
11-01-2023 18:28:50.319168,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 10.5, 6.036363636363636)","(3.7, 5.7, 5.625)","(15.0, 29.0, 22.0)","(51.0, 140.0, 62.0)"
11-01-2023 18:28:51.542003,"(2.5, 99999, 99990)","(3.1, 5.5, 4.85)","(14.0, 27.0, 22.333333333333336)","(5.0, 6.4, 6.036363636363636)","(3.7, 5.7, 4.3125)","(15.0, 29.0, 22.0)","(51.0, 140.0, 62.0)"
