,Latrell,Human Touch,Emma Bundock,Faster Than Hoot,Coruba,Umagico
09-01-2023 18:55:06.788599,"(1.95, 2.16, 2.0676923076923077)","(11.0, 15.0, 12.894736842105264)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 22.142857142857142)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:07.877039,"(1.95, 2.16, 2.0742857142857143)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 22.142857142857142)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:08.964725,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 22.142857142857142)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:10.062069,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 23.4)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:11.031719,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 24.57894736842105)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:11.955910,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 24.57894736842105)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:12.814943,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 24.57894736842105)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:13.844714,"(1.95, 2.16, 2.1078260869565217)","(11.0, 15.0, 12.647058823529411)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 24.57894736842105)","(2.5, 3.5, 3.326388888888889)"
09-01-2023 18:55:14.951524,"(1.95, 2.16, 2.1247058823529414)","(11.0, 15.0, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.5, 3.3672131147540982)"
09-01-2023 18:55:16.021681,"(1.95, 2.16, 2.13)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.5, 3.3693548387096777)"
09-01-2023 18:55:17.068894,"(1.95, 2.16, 2.1276923076923078)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.5, 3.3693548387096777)"
09-01-2023 18:55:18.077665,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.5, 3.395)"
09-01-2023 18:55:19.053440,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.379166666666667)"
09-01-2023 18:55:20.115824,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.379166666666667)"
09-01-2023 18:55:21.205625,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.379166666666667)"
09-01-2023 18:55:22.204773,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3391304347826085)"
09-01-2023 18:55:23.211205,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3391304347826085)"
09-01-2023 18:55:24.103326,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3391304347826085)"
09-01-2023 18:55:25.084601,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.06060606060606)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:26.095896,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 24.8)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:27.060155,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 24.8)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:28.074709,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:29.056811,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:30.203061,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 22.94736842105263)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3327586206896553)"
09-01-2023 18:55:31.251518,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 23.636363636363637)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.325)"
09-01-2023 18:55:32.281436,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.325)"
09-01-2023 18:55:33.312918,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.361111111111111)"
09-01-2023 18:55:34.305568,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.833333333333334)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.18421052631579)","(17.0, 29.0, 25.347826086956523)","(2.5, 3.45, 3.3333333333333335)"
09-01-2023 18:55:35.279640,"(1.95, 2.16, 2.145)","(11.0, 14.5, 14.2)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.25)","(17.0, 29.0, 24.764705882352942)","(2.5, 3.45, 3.3333333333333335)"
09-01-2023 18:55:36.185616,"(1.95, 2.16, 2.145)","(11.0, 14.5, 14.2)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.25)","(17.0, 29.0, 25.0)","(2.5, 3.45, 3.3333333333333335)"
09-01-2023 18:55:37.078316,"(1.95, 2.16, 2.145)","(11.0, 14.5, 14.2)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.25)","(17.0, 29.0, 26.272727272727273)","(2.5, 3.45, 3.3333333333333335)"
09-01-2023 18:55:38.015674,"(1.95, 2.16, 2.145)","(11.0, 14.5, 14.2)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.25)","(17.0, 29.0, 26.272727272727273)","(2.5, 3.45, 3.3333333333333335)"
09-01-2023 18:55:39.000881,"(1.95, 2.16, 2.145)","(11.0, 14.5, 13.666666666666666)","(17.0, 28.0, 24.18181818181818)","(8.0, 12.0, 11.324324324324325)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.45, 3.339156626506024)"
09-01-2023 18:55:39.983192,"(1.95, 2.16, 2.145)","(11.0, 14.0, 13.692307692307692)","(17.0, 28.0, 24.11764705882353)","(8.0, 12.0, 11.324324324324325)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.45, 3.3131578947368423)"
09-01-2023 18:55:40.984302,"(1.95, 2.16, 2.145)","(11.0, 14.0, 13.692307692307692)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.35897435897436)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.4, 3.33125)"
09-01-2023 18:55:41.893246,"(1.95, 2.16, 2.131111111111111)","(11.0, 14.0, 13.692307692307692)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.35897435897436)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.4, 3.2800000000000002)"
09-01-2023 18:55:42.753316,"(1.95, 2.16, 2.1475)","(11.0, 14.0, 13.692307692307692)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.35897435897436)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.35, 3.2874999999999996)"
09-01-2023 18:55:43.779403,"(1.95, 2.2, 2.17)","(11.0, 14.0, 13.25)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.35897435897436)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.2962962962962963)"
09-01-2023 18:55:44.839589,"(1.95, 2.2, 2.17)","(11.0, 14.0, 13.129032258064516)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.307692307692308)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.2962962962962963)"
09-01-2023 18:55:45.898769,"(1.95, 2.2, 2.1923809523809528)","(11.0, 14.0, 13.129032258064516)","(17.0, 28.0, 24.333333333333332)","(8.0, 11.5, 11.133333333333333)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.2928571428571427)"
09-01-2023 18:55:46.957281,"(1.95, 2.2, 2.1923809523809528)","(11.0, 14.0, 13.129032258064516)","(17.0, 28.0, 24.333333333333332)","(8.0, 11.5, 11.258064516129032)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:47.960251,"(1.95, 2.2, 2.192)","(11.0, 13.5, 13.3)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.258064516129032)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:48.936657,"(1.95, 2.2, 2.192)","(11.0, 13.5, 13.3)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.258064516129032)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:50.011390,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.905405405405405)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.258064516129032)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:50.989815,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.81578947368421)","(17.0, 28.0, 24.333333333333332)","(8.0, 12.0, 11.258064516129032)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:52.050060,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.81578947368421)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.285714285714286)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:53.153092,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.571428571428571)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.285714285714286)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:54.278224,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.473684210526315)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.285714285714286)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:55.236967,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.473684210526315)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.285714285714286)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:56.207371,"(1.95, 2.2, 2.192)","(11.0, 13.5, 12.473684210526315)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.285714285714286)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:57.207061,"(1.95, 2.2, 2.192)","(11.0, 13.0, 12.833333333333334)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.0, 11.884615384615385)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:58.231143,"(1.95, 2.22, 2.188)","(11.0, 13.0, 12.75)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:55:59.273024,"(1.95, 2.22, 2.2073684210526316)","(11.0, 13.0, 12.365853658536585)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:00.277053,"(1.95, 2.22, 2.2114285714285717)","(11.0, 13.0, 12.365853658536585)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:01.235622,"(1.95, 2.22, 2.2114285714285717)","(11.0, 13.0, 12.365853658536585)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:02.196083,"(1.95, 2.22, 2.204)","(11.0, 12.5, 12.30952380952381)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:03.139978,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 12.333333333333334)","(17.0, 28.0, 25.105263157894736)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:04.043032,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 12.333333333333334)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:05.141191,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 12.333333333333334)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:06.486901,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 12.333333333333334)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:07.706379,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 12.333333333333334)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:08.704726,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 11.91025641025641)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:09.670606,"(1.95, 2.22, 2.198666666666667)","(11.0, 12.5, 11.965116279069768)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:10.887481,"(1.95, 2.22, 2.2115789473684213)","(11.0, 12.5, 11.965116279069768)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.252)"
09-01-2023 18:56:11.999689,"(1.95, 2.24, 2.22)","(11.0, 12.5, 11.965116279069768)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.8125)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.3, 3.268421052631579)"
09-01-2023 18:56:13.171543,"(1.95, 2.24, 2.224516129032258)","(11.0, 12.5, 11.965116279069768)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.95)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.3, 3.21)"
09-01-2023 18:56:14.184409,"(1.95, 2.24, 2.228)","(11.0, 12.5, 11.965116279069768)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.25, 3.191176470588235)"
09-01-2023 18:56:15.084361,"(1.95, 2.28, 2.2454545454545456)","(11.0, 12.5, 11.934782608695652)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.25, 3.162857142857143)"
09-01-2023 18:56:16.278767,"(1.95, 2.28, 2.26)","(11.0, 12.5, 11.934782608695652)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.2, 3.162857142857143)"
09-01-2023 18:56:17.342055,"(1.95, 2.28, 2.265)","(11.0, 12.5, 11.934782608695652)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.2, 3.162857142857143)"
09-01-2023 18:56:18.413947,"(1.95, 2.28, 2.2666666666666666)","(11.0, 12.5, 11.934782608695652)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.162857142857143)"
09-01-2023 18:56:19.411499,"(1.95, 2.28, 2.274285714285714)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.162857142857143)"
09-01-2023 18:56:20.265610,"(1.95, 2.28, 2.274285714285714)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.162857142857143)"
09-01-2023 18:56:21.150429,"(1.95, 2.28, 2.274285714285714)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:22.311756,"(1.95, 2.28, 2.2533333333333334)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.5)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:23.397321,"(1.95, 2.26, 2.2494117647058824)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:24.439286,"(1.95, 2.3, 2.2766666666666664)","(11.0, 12.5, 11.865853658536585)","(17.0, 28.0, 25.38095238095238)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:25.417722,"(1.95, 2.3, 2.28)","(11.0, 11.5, 11.318181818181818)","(17.0, 28.0, 25.066666666666666)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:26.345722,"(1.95, 2.3, 2.28)","(11.0, 12.0, 11.363636363636363)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:27.268582,"(1.95, 2.3, 2.28)","(11.0, 12.0, 11.333333333333334)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:28.246621,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.333333333333334)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:29.302237,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:30.347816,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:31.216143,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:32.114186,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:33.115821,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:34.173939,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:35.209231,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:36.172157,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:37.039166,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:38.139804,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 28.0, 24.615384615384617)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.1458333333333335)"
09-01-2023 18:56:39.104337,"(1.95, 2.3, 2.285185185185185)","(11.0, 12.0, 11.2)","(17.0, 24.0, 23.428571428571427)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.1458333333333335)"
09-01-2023 18:56:40.185776,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 11.318181818181818)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:41.194604,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 10.9)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 24.88235294117647)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:42.178861,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 10.9)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:43.040709,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 10.9)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:43.939612,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 10.735294117647058)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.891304347826086)","(17.0, 29.0, 25.153846153846153)","(2.5, 3.2, 3.140909090909091)"
09-01-2023 18:56:44.942499,"(1.95, 2.3, 2.285185185185185)","(11.0, 11.5, 10.735294117647058)","(17.0, 28.0, 24.5)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.2, 3.1608108108108106)"
09-01-2023 18:56:45.955361,"(1.95, 2.28, 2.263448275862069)","(11.0, 11.5, 10.797297297297296)","(17.0, 28.0, 25.666666666666668)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.25, 3.1766666666666667)"
09-01-2023 18:56:46.990947,"(1.95, 2.3, 2.284242424242424)","(11.0, 11.5, 10.797297297297296)","(17.0, 28.0, 25.666666666666668)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.25, 3.1766666666666667)"
09-01-2023 18:56:47.837148,"(1.95, 2.3, 2.284242424242424)","(11.0, 11.5, 10.797297297297296)","(17.0, 28.0, 25.666666666666668)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.25, 3.1766666666666667)"
09-01-2023 18:56:48.698160,"(1.95, 2.3, 2.284242424242424)","(11.0, 11.5, 10.797297297297296)","(17.0, 28.0, 25.666666666666668)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.25, 3.194444444444444)"
09-01-2023 18:56:49.637686,"(1.95, 2.3, 2.284242424242424)","(11.0, 11.5, 10.797297297297296)","(17.0, 28.0, 25.666666666666668)","(8.0, 12.5, 11.95)","(17.0, 29.0, 26.142857142857142)","(2.5, 3.25, 3.194444444444444)"
