,Joyous Sensation,Princess Warrior,Bush Tiger,High Action,Trojan Package,Joey Mac,Coco Lilly,Fly Havoc
10-01-2023 15:12:43.701043,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:44.848029,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.957894736842105)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:45.940564,"(6.0, 10.0, 8.86)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.957894736842105)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:47.027996,"(6.0, 10.0, 8.285714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.957894736842105)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:48.110286,"(6.0, 10.0, 8.1)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.08)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:49.156371,"(6.0, 10.0, 8.457142857142857)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.16)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:50.270112,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.126315789473685)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:51.313224,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.494736842105263)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:52.368143,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.68)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:53.417146,"(6.0, 10.0, 8.86)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.68)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:54.512760,"(6.0, 10.0, 8.86)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:55.654852,"(6.0, 10.0, 8.2)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:56.712527,"(6.0, 10.0, 8.457142857142857)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:57.775572,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:58.825565,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:12:59.889224,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:01.034730,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 24.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:02.206145,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:03.333754,"(6.0, 10.0, 9.185714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:04.434677,"(6.0, 10.0, 9.185714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:05.602768,"(6.0, 10.0, 9.185714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:06.742176,"(6.0, 10.0, 9.185714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:07.913382,"(6.0, 10.0, 8.457142857142857)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.621052631578947)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:09.191937,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.63448275862069)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 19.583333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:10.292174,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:11.462776,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:12.586078,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:13.703138,"(6.0, 10.0, 8.86)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:14.819188,"(6.0, 10.0, 8.2)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:15.889972,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:17.200187,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:18.282709,"(6.0, 10.0, 8.86)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:19.412615,"(6.0, 10.0, 8.1)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:20.497113,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:21.518943,"(6.0, 10.0, 8.4625)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:22.553070,"(6.0, 10.0, 8.285714285714285)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:23.761558,"(6.0, 10.0, 8.1)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:24.871940,"(6.0, 10.0, 8.1)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:26.048681,"(6.0, 10.0, 8.457142857142857)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:27.154366,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.333333333333333)","(2.0, 2.18, 2.1244444444444444)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:13:28.259013,"(6.0, 10.0, 8.3)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 10.845454545454546)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 15.125)"
10-01-2023 15:13:29.390556,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 10.845454545454546)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 15.125)"
10-01-2023 15:13:30.484875,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 10.845454545454546)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 15.125)"
10-01-2023 15:13:31.631243,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 11.714285714285715)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 23.333333333333332)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 18.5)"
10-01-2023 15:13:32.771419,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 11.714285714285715)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:33.892595,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:35.050378,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:36.154415,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:37.444525,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:38.644939,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:40.078609,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.8)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:41.478797,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.218181818181819)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:42.859248,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:44.084511,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:45.311447,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:46.567426,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.16)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:47.685060,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.16)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:48.756126,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.4363636363636365)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:49.800040,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.4363636363636365)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:51.052071,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.4, 5.4363636363636365)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:52.233258,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.4, 5.581818181818182)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:53.387567,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.690909090909091)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:54.668800,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.690909090909091)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:55.936111,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.526315789473684)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:57.288936,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.836363636363636)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:58.544149,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.836363636363636)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:13:59.770486,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 8.725)","(4.2, 7.8, 5.836363636363636)","(2.0, 2.18, 2.141538461538462)","(10.0, 30.0, 20.0)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:01.058338,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 547.8125)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.9818181818181815)","(2.0, 2.18, 2.15741935483871)","(10.0, 30.0, 20.416666666666668)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:02.369691,"(6.0, 10.0, 8.866666666666667)","(81.0, 580.0, 479.0)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.694736842105263)","(2.0, 2.98, 2.74)","(10.0, 30.0, 20.416666666666668)","(13.0, 28.0, 15.555555555555555)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:03.667483,"(6.0, 10.0, 8.86)","(81.0, 580.0, 479.0)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.694736842105263)","(2.0, 2.96, 2.2600000000000002)","(10.0, 30.0, 20.416666666666668)","(13.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:04.926085,"(6.0, 10.0, 8.2)","(81.0, 580.0, 479.0)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.9, 2.251219512195122)","(10.0, 30.0, 20.416666666666668)","(13.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:06.177497,"(6.0, 10.0, 8.86)","(81.0, 580.0, 479.0)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.86, 2.251219512195122)","(10.0, 30.0, 20.416666666666668)","(13.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:07.419529,"(6.0, 10.0, 8.86)","(71.0, 580.0, 479.0)","(7.5, 14.5, 9.1)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.86, 2.1578947368421053)","(10.0, 30.0, 20.416666666666668)","(14.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:08.716772,"(6.0, 10.0, 8.2)","(71.0, 580.0, 479.0)","(7.5, 14.5, 11.213043478260868)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.82, 2.6687499999999997)","(10.0, 30.0, 20.416666666666668)","(14.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:10.195853,"(6.0, 10.0, 8.2)","(71.0, 580.0, 327.5)","(7.5, 14.5, 12.8)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.8, 2.7125)","(10.0, 30.0, 20.416666666666668)","(14.0, 28.0, 15.4)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:11.511700,"(6.0, 10.0, 8.933333333333334)","(71.0, 580.0, 327.5)","(7.5, 14.0, 13.047058823529412)","(4.2, 7.8, 5.9913043478260875)","(2.0, 2.8, 2.3069565217391306)","(10.0, 30.0, 20.416666666666668)","(14.0, 28.0, 15.85)","(11.0, 22.0, 13.666666666666666)"
10-01-2023 15:14:12.794478,"(6.0, 10.0, 8.933333333333334)","(71.0, 580.0, 327.5)","(7.5, 14.0, 13.047058823529412)","(4.2, 7.8, 8.525)","(2.0, 2.78, 2.4186206896551723)","(10.0, 30.0, 24.333333333333332)","(14.0, 28.0, 17.0)","(11.0, 22.0, 13.857142857142858)"
10-01-2023 15:14:14.065364,"(6.0, 10.0, 8.933333333333334)","(71.0, 580.0, 327.5)","(7.5, 14.0, 13.047058823529412)","(4.2, 9.0, 8.525)","(2.0, 2.76, 2.3720000000000003)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 17.0)","(11.0, 25.0, 13.857142857142858)"
10-01-2023 15:14:15.310008,"(6.0, 10.0, 8.933333333333334)","(71.0, 580.0, 327.5)","(7.5, 14.0, 11.4)","(4.2, 9.0, 7.766666666666667)","(2.0, 2.72, 2.1989473684210528)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 17.0)","(11.0, 25.0, 17.2)"
10-01-2023 15:14:16.605532,"(6.0, 10.0, 8.2)","(71.0, 580.0, 327.5)","(7.5, 14.0, 12.928571428571429)","(4.2, 9.0, 8.383333333333333)","(2.0, 2.7, 2.194736842105263)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 24.818181818181817)","(11.0, 25.0, 17.8)"
10-01-2023 15:14:17.919223,"(6.0, 10.0, 8.2)","(71.0, 580.0, 327.5)","(7.5, 14.0, 13.0)","(4.2, 9.0, 8.383333333333333)","(2.0, 2.66, 2.508)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 24.125)","(11.0, 25.0, 20.941176470588236)"
10-01-2023 15:14:19.260262,"(6.0, 10.0, 8.4)","(71.0, 580.0, 523.8888888888889)","(7.5, 14.0, 13.0)","(4.2, 9.0, 8.383333333333333)","(2.0, 2.6, 2.1875675675675677)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 24.125)","(11.0, 25.0, 19.692307692307693)"
10-01-2023 15:14:20.516273,"(6.0, 10.0, 8.4)","(71.0, 580.0, 327.5)","(7.5, 14.0, 13.0)","(4.2, 9.0, 8.383333333333333)","(2.0, 2.58, 2.1875675675675677)","(10.0, 36.0, 24.333333333333332)","(14.0, 27.0, 24.125)","(11.0, 25.0, 19.692307692307693)"
