,Titan Of Choice,Lidder Valley,Im Divine,Journey To Petra,Panama Papers,Champinsky,Fortune Follows
08-01-2023 15:09:48.499418,"(3.7, 3.9, 3.8211267605633803)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:49.531501,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:50.623979,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:51.693636,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:52.742868,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:53.671216,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:54.638083,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:55.703460,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:56.766280,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:57.727576,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:09:58.808985,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:00.020777,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:01.135236,"(3.7, 3.9, 3.886829268292683)","(3.1, 4.1, 3.9875)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:02.128628,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:03.185143,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 18.0)"
08-01-2023 15:10:04.273700,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.090909090909091)","(2.6, 3.1, 2.9495999999999998)","(6.5, 9.6, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:05.318068,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:06.387380,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:07.368240,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 13.0, 10.7)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:08.392700,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:09.452065,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:10.475494,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:11.480095,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 76.85714285714286)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:12.470852,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:13.484047,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 70.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:14.522373,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 56.0)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:15.538680,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 56.0)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:16.530554,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 56.0)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:17.494461,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 56.0)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:18.534972,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.766666666666666)","(51.0, 170.0, 142.5)","(21.0, 85.0, 56.0)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:19.607873,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.27142857142857)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:20.543379,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:21.523357,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:22.603476,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:23.619651,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:24.612174,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:25.624872,"(3.7, 3.9, 3.8893229166666665)","(3.1, 4.0, 3.79)","(2.6, 3.1, 2.9495999999999998)","(6.5, 12.5, 10.842857142857142)","(51.0, 170.0, 142.5)","(21.0, 85.0, 37.5)","(10.0, 20.0, 16.333333333333332)"
08-01-2023 15:10:26.698758,"(3.7, 3.9, 3.8893229166666665)","(3.1, 3.95, 4.0)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 11.2)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 20.0, 18.8)"
08-01-2023 15:10:27.779113,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 11.2)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 20.0, 18.88888888888889)"
08-01-2023 15:10:28.849607,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 11.2)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:29.904573,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:30.953479,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.0)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:32.011801,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.5, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(21.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:33.113690,"(3.7, 3.9, 3.8912568306010926)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:34.212265,"(3.7, 3.9, 3.8858407079646016)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:35.209269,"(3.7, 3.9, 3.8858407079646016)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 12.0125)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:36.259098,"(3.7, 3.9, 3.8858407079646016)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:37.379950,"(3.7, 4.4, 4.045833333333333)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 40.714285714285715)","(10.0, 19.5, 18.88888888888889)"
08-01-2023 15:10:38.465829,"(3.7, 4.4, 4.045833333333333)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:39.487146,"(3.7, 4.4, 4.045833333333333)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:40.523901,"(3.7, 4.4, 4.045833333333333)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:41.589486,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:42.754963,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:43.855384,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:44.960567,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:46.123687,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:47.383732,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:48.672171,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 11.942857142857143)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 18.583333333333332)"
08-01-2023 15:10:49.819518,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:50.919342,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:52.099149,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:53.255651,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 38.5)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:54.362514,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 54.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:55.461961,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 54.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:56.563421,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 54.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:57.666076,"(3.7, 4.4, 4.044520547945206)","(3.1, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 68.71428571428571)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:58.732442,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 68.71428571428571)","(10.0, 19.5, 17.0)"
08-01-2023 15:10:59.765759,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.55)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:00.843099,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.5, 10.866666666666667)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:01.912131,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.866666666666667)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:02.994078,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.866666666666667)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:04.094143,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:05.070528,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:06.128094,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:07.102217,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:08.143437,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:09.223721,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:10.199572,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:11.226411,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:12.274274,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:13.312093,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:14.391849,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:15.443172,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 66.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:16.440310,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:17.366151,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:18.430861,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:19.451620,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:20.409941,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:21.423366,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:22.445287,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:23.475798,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:24.492021,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:25.429222,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:26.467383,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:27.517365,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:28.497219,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
