,Titan Of Choice,Lidder Valley,Im Divine,Journey To Petra,Panama Papers,Champinsky,Fortune Follows
08-01-2023 15:36:29.835248,"(3.5, 3.9, 3.877731092436975)","(4.4, 7.4, 7.325925925925926)","(2.4, 2.56, 2.5494117647058823)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:30.782129,"(3.5, 3.9, 3.877731092436975)","(4.4, 7.4, 7.3375)","(2.4, 2.56, 2.5494117647058823)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:31.690908,"(3.5, 3.9, 3.877731092436975)","(4.4, 7.4, 7.3375)","(2.4, 2.56, 2.5494117647058823)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:32.613381,"(3.5, 3.9, 3.877731092436975)","(4.4, 7.4, 7.3047619047619055)","(2.4, 2.56, 2.5494117647058823)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:33.582078,"(3.5, 3.9, 3.8794573643410852)","(4.4, 7.4, 7.3047619047619055)","(2.4, 2.54, 2.5262087912087914)","(7.5, 11.5, 11.125)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:34.530046,"(3.5, 3.95, 3.9057692307692307)","(4.4, 7.4, 7.3500000000000005)","(2.4, 2.54, 2.5255081967213115)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:35.478349,"(3.5, 3.95, 3.9057692307692307)","(4.4, 7.4, 7.335135135135135)","(2.4, 2.54, 2.5255081967213115)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.76470588235294)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:36.384953,"(3.5, 3.95, 3.909375)","(4.4, 7.4, 7.311111111111112)","(2.4, 2.54, 2.5277777777777777)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.76470588235294)","(10.0, 12.5, 12.438202247191011)"
08-01-2023 15:36:37.314736,"(3.5, 3.95, 3.908333333333333)","(4.4, 7.4, 7.36)","(2.4, 2.54, 2.5236499068901304)","(7.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.76470588235294)","(10.0, 12.5, 12.45)"
08-01-2023 15:36:38.260835,"(3.5, 3.95, 3.908333333333333)","(4.4, 7.4, 7.361538461538462)","(2.4, 2.52, 2.505571428571429)","(7.5, 11.5, 11.080645161290322)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.76470588235294)","(10.0, 12.5, 12.45)"
08-01-2023 15:36:39.231664,"(3.5, 3.95, 3.9091160220994476)","(4.8, 7.6, 7.418181818181818)","(2.4, 2.52, 2.5053801169590644)","(8.5, 11.5, 11.066666666666666)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.67567567567568)","(10.0, 12.5, 12.45)"
08-01-2023 15:36:40.142790,"(3.5, 3.95, 3.9080882352941178)","(4.8, 7.4, 7.382456140350878)","(2.4, 2.52, 2.502876712328767)","(8.5, 11.5, 11.080645161290322)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.67567567567568)","(10.0, 12.5, 12.445)"
08-01-2023 15:36:41.093088,"(3.5, 3.95, 3.9107798165137613)","(4.8, 7.6, 7.45679012345679)","(2.4, 2.52, 2.5051190476190475)","(8.5, 11.5, 11.071428571428571)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 34.5)","(10.0, 12.5, 12.478494623655914)"
08-01-2023 15:36:42.008858,"(3.5, 3.95, 3.913771186440678)","(4.8, 7.6, 7.4526315789473685)","(2.4, 2.5, 2.4975163398692812)","(8.5, 11.5, 11.076086956521738)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 34.5)","(10.0, 12.5, 12.478494623655914)"
08-01-2023 15:36:42.956143,"(3.5, 3.95, 3.9167315175097275)","(4.8, 7.6, 7.4972972972972975)","(2.4, 2.5, 2.4977245508982038)","(8.5, 11.0, 10.935483870967742)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.5)","(10.0, 12.5, 12.664772727272727)"
08-01-2023 15:36:43.926749,"(3.5, 3.9, 3.896464646464646)","(4.8, 7.8, 7.697777777777778)","(2.4, 2.5, 2.4983703703703704)","(8.5, 11.0, 10.932203389830509)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.0, 12.681818181818182)"
08-01-2023 15:36:44.878919,"(3.5, 3.9, 3.8548)","(4.8, 7.8, 7.648484848484848)","(2.4, 2.5, 2.481151832460733)","(8.5, 11.5, 11.241935483870968)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.0, 12.681818181818182)"
08-01-2023 15:36:45.805826,"(3.5, 3.9, 3.8486363636363636)","(4.8, 7.6, 7.578260869565217)","(2.4, 2.5, 2.481151832460733)","(8.5, 11.5, 11.406976744186046)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.0, 12.755102040816327)"
08-01-2023 15:36:46.754239,"(3.5, 3.9, 3.8398936170212763)","(4.8, 7.6, 7.578260869565217)","(2.4, 2.5, 2.481151832460733)","(8.5, 12.0, 11.289256198347108)","(51.0, 85.0, 80.71428571428571)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.0, 12.76595744680851)"
08-01-2023 15:36:47.712886,"(3.5, 3.85, 3.837878787878788)","(4.8, 7.6, 7.525)","(2.4, 2.5, 2.481151832460733)","(8.5, 12.0, 11.521739130434783)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.5, 13.0875)"
08-01-2023 15:36:48.689524,"(3.5, 3.85, 3.831818181818182)","(4.8, 7.6, 7.568421052631579)","(2.4, 2.48, 2.473128205128205)","(8.5, 12.0, 11.394957983193278)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.45454545454545)","(10.0, 13.5, 13.0875)"
08-01-2023 15:36:49.638169,"(3.5, 3.9, 3.824705882352941)","(4.8, 7.6, 7.568421052631579)","(2.4, 2.48, 2.47196)","(8.5, 12.0, 11.394957983193278)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.77777777777778)","(10.0, 13.5, 13.0875)"
08-01-2023 15:36:50.590609,"(3.5, 3.9, 3.835678391959799)","(4.8, 7.6, 7.568421052631579)","(2.4, 2.48, 2.4717283950617284)","(8.5, 12.0, 11.594936708860759)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.77777777777778)","(10.0, 13.5, 13.085365853658537)"
08-01-2023 15:36:51.632182,"(3.5, 3.9, 3.8334905660377356)","(4.8, 7.6, 7.568421052631579)","(2.4, 2.48, 2.4717283950617284)","(8.5, 12.0, 11.382113821138212)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.6)","(10.0, 13.5, 13.085365853658537)"
08-01-2023 15:36:52.627981,"(3.5, 3.9, 3.831578947368421)","(4.8, 7.6, 7.579310344827586)","(2.4, 2.48, 2.47196)","(8.5, 12.0, 11.35593220338983)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.6)","(10.0, 13.5, 13.085365853658537)"
08-01-2023 15:36:53.694350,"(3.5, 3.9, 3.831578947368421)","(4.8, 7.6, 7.594594594594594)","(2.4, 2.48, 2.47199203187251)","(8.5, 12.0, 11.380952380952381)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.733333333333334)","(10.0, 13.5, 13.085365853658537)"
08-01-2023 15:36:54.811707,"(3.5, 3.9, 3.8499999999999996)","(5.0, 7.6, 7.594594594594594)","(2.35, 2.48, 2.471625)","(8.5, 11.5, 10.788461538461538)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.857142857142854)","(10.0, 13.5, 13.259036144578314)"
08-01-2023 15:36:55.788523,"(3.5, 3.9, 3.859583333333333)","(5.0, 7.8, 7.692857142857143)","(2.35, 2.5, 2.483148936170213)","(8.5, 11.0, 10.788461538461538)","(51.0, 85.0, 82.27272727272727)","(26.0, 36.0, 35.857142857142854)","(10.0, 13.5, 13.259036144578314)"
08-01-2023 15:36:56.853226,"(3.5, 3.9, 3.859583333333333)","(5.0, 7.8, 7.692857142857143)","(2.35, 2.52, 2.511262626262626)","(8.5, 11.0, 10.837349397590362)","(51.0, 85.0, 83.0)","(26.0, 36.0, 35.857142857142854)","(10.0, 13.5, 13.259036144578314)"
08-01-2023 15:36:57.812938,"(3.5, 3.85, 3.8409937888198757)","(4.8, 7.8, 7.644444444444445)","(2.35, 2.52, 2.511262626262626)","(8.5, 11.0, 10.837349397590362)","(51.0, 85.0, 83.0)","(26.0, 36.0, 35.857142857142854)","(10.0, 13.5, 13.259036144578314)"
08-01-2023 15:36:58.809569,"(3.5, 3.85, 3.83135593220339)","(4.8, 7.8, 7.672727272727273)","(2.35, 2.52, 2.5173584905660378)","(8.5, 11.0, 10.66793893129771)","(51.0, 85.0, 83.0)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 13.17741935483871)"
08-01-2023 15:36:59.807005,"(3.5, 3.8, 3.7852272727272727)","(4.8, 7.8, 7.644444444444445)","(2.35, 2.52, 2.512888888888889)","(8.5, 11.0, 10.66793893129771)","(51.0, 85.0, 83.0)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 13.128205128205128)"
08-01-2023 15:37:00.762449,"(3.5, 3.8, 3.784795321637427)","(4.8, 7.8, 7.644444444444445)","(2.35, 2.54, 2.52136690647482)","(8.5, 11.0, 10.66793893129771)","(51.0, 85.0, 83.0)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 13.154761904761905)"
08-01-2023 15:37:01.716431,"(3.5, 3.8, 3.7843373493975903)","(4.8, 7.8, 7.644444444444445)","(2.35, 2.56, 2.546355140186916)","(8.5, 11.0, 10.659420289855072)","(51.0, 85.0, 83.0)","(26.0, 36.0, 36.76923076923077)","(10.0, 13.5, 12.916666666666666)"
08-01-2023 15:37:02.681416,"(3.5, 3.8, 3.7829941860465115)","(4.8, 7.6, 7.553333333333333)","(2.35, 2.58, 2.548447204968944)","(8.5, 11.0, 10.778846153846153)","(51.0, 85.0, 82.77777777777777)","(26.0, 38.0, 33.8235294117647)","(10.0, 13.0, 13.170731707317072)"
08-01-2023 15:37:03.672514,"(3.5, 3.8, 3.7848837209302326)","(4.8, 7.8, 7.590163934426229)","(2.35, 2.56, 2.538095238095238)","(8.5, 11.0, 10.778846153846153)","(51.0, 85.0, 82.77777777777777)","(26.0, 34.0, 35.529411764705884)","(10.0, 13.5, 13.102272727272727)"
08-01-2023 15:37:04.606296,"(3.5, 3.8, 3.7842900302114804)","(4.8, 7.8, 7.533333333333333)","(2.35, 2.56, 2.5490476190476192)","(8.5, 11.0, 10.75)","(51.0, 85.0, 82.77777777777777)","(26.0, 36.0, 35.529411764705884)","(10.0, 13.5, 13.102272727272727)"
08-01-2023 15:37:05.547686,"(3.5, 3.8, 3.782062146892655)","(4.8, 7.8, 7.5280000000000005)","(2.35, 2.56, 2.549156626506024)","(8.5, 11.0, 10.79136690647482)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.515151515151516)","(10.0, 13.5, 13.2625)"
08-01-2023 15:37:06.452068,"(3.5, 3.8, 3.782222222222222)","(4.8, 7.8, 7.590769230769231)","(2.35, 2.56, 2.55)","(8.5, 11.0, 10.784722222222221)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.515151515151516)","(10.0, 13.5, 13.2625)"
08-01-2023 15:37:07.411661,"(3.5, 3.8, 3.782222222222222)","(4.8, 7.8, 7.585074626865672)","(2.35, 2.56, 2.55)","(8.5, 11.0, 10.922680412371134)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.2625)"
08-01-2023 15:37:08.360378,"(3.5, 3.8, 3.786825396825397)","(4.8, 7.8, 7.585074626865672)","(2.35, 2.56, 2.5498924731182795)","(8.5, 11.0, 10.922680412371134)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.016129032258064)"
08-01-2023 15:37:09.307105,"(3.5, 3.8, 3.786825396825397)","(4.8, 7.8, 7.585074626865672)","(2.35, 2.56, 2.5404166666666668)","(8.5, 11.0, 10.922680412371134)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.016129032258064)"
08-01-2023 15:37:10.223619,"(3.5, 3.8, 3.786825396825397)","(4.8, 7.8, 7.585074626865672)","(2.35, 2.56, 2.5404166666666668)","(8.5, 11.0, 10.943181818181818)","(51.0, 85.0, 80.0)","(26.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.016129032258064)"
08-01-2023 15:37:11.187993,"(3.4, 3.8, 3.7884105960264898)","(5.5, 7.6, 7.482758620689655)","(2.3, 2.54, 2.5304950495049505)","(8.5, 11.0, 10.943181818181818)","(61.0, 85.0, 80.0)","(31.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.016129032258064)"
08-01-2023 15:37:12.076237,"(3.4, 3.85, 3.8142156862745096)","(5.5, 7.6, 7.5469387755102035)","(2.3, 2.54, 2.5301449275362318)","(8.5, 11.0, 10.94890510948905)","(61.0, 85.0, 80.0)","(31.0, 36.0, 35.13513513513514)","(10.0, 13.5, 13.016129032258064)"
08-01-2023 15:37:12.980242,"(3.4, 3.85, 3.8142156862745096)","(5.5, 7.6, 7.5469387755102035)","(2.3, 2.54, 2.5301449275362318)","(8.5, 11.0, 10.94890510948905)","(61.0, 85.0, 80.0)","(31.0, 36.0, 35.13513513513514)","(10.0, 13.0, 12.610714285714286)"
08-01-2023 15:37:13.875823,"(3.4, 3.85, 3.8174242424242424)","(5.5, 7.6, 7.58)","(2.3, 2.56, 2.5359398496240604)","(8.5, 11.0, 10.900684931506849)","(51.0, 85.0, 80.0)","(31.0, 36.0, 35.74193548387097)","(11.0, 13.0, 12.610714285714286)"
08-01-2023 15:37:14.800520,"(3.4, 3.85, 3.813247863247863)","(5.5, 7.6, 7.58)","(2.3, 2.56, 2.5392207792207793)","(8.5, 11.0, 10.865625)","(51.0, 85.0, 80.0)","(31.0, 34.0, 33.87096774193548)","(11.0, 13.0, 12.438888888888888)"
08-01-2023 15:37:15.679181,"(3.4, 3.85, 3.813135593220339)","(5.5, 7.8, 7.646153846153846)","(2.3, 2.56, 2.5392207792207793)","(8.5, 11.0, 10.85576923076923)","(51.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.87096774193548)","(11.0, 12.5, 12.438888888888888)"
08-01-2023 15:37:16.615757,"(3.4, 3.85, 3.813135593220339)","(5.5, 7.8, 7.6125)","(2.3, 2.56, 2.5444628099173556)","(8.5, 11.0, 10.867549668874172)","(51.0, 85.0, 81.66666666666667)","(31.0, 36.0, 34.97435897435898)","(11.0, 12.5, 12.448598130841122)"
08-01-2023 15:37:17.562594,"(3.4, 3.85, 3.808173076923077)","(5.5, 7.8, 7.571428571428571)","(2.3, 2.56, 2.544873949579832)","(8.5, 11.5, 11.172413793103448)","(51.0, 85.0, 81.66666666666667)","(31.0, 36.0, 34.97435897435898)","(11.0, 12.5, 12.440366972477065)"
08-01-2023 15:37:18.507227,"(3.4, 3.85, 3.808173076923077)","(5.5, 7.8, 7.571428571428571)","(2.3, 2.56, 2.5443478260869568)","(8.5, 11.5, 11.112244897959183)","(51.0, 85.0, 81.66666666666667)","(31.0, 36.0, 34.97435897435898)","(11.0, 12.5, 12.470588235294118)"
08-01-2023 15:37:19.401789,"(3.4, 3.85, 3.808095238095238)","(5.5, 7.8, 7.571428571428571)","(2.3, 2.56, 2.5443478260869568)","(8.5, 11.5, 11.112244897959183)","(51.0, 85.0, 81.66666666666667)","(31.0, 36.0, 34.97435897435898)","(11.0, 12.5, 12.470588235294118)"
08-01-2023 15:37:20.300858,"(3.4, 3.85, 3.807281553398058)","(5.5, 7.8, 7.609523809523809)","(2.25, 2.56, 2.5443478260869568)","(8.5, 11.5, 11.10909090909091)","(61.0, 85.0, 81.66666666666667)","(31.0, 36.0, 35.09090909090909)","(10.0, 12.5, 12.365384615384615)"
08-01-2023 15:37:21.231411,"(3.4, 3.8, 3.794736842105263)","(5.5, 7.8, 7.612048192771084)","(2.25, 2.56, 2.556)","(8.5, 11.5, 11.095238095238095)","(61.0, 85.0, 81.66666666666667)","(31.0, 36.0, 33.888888888888886)","(10.0, 12.5, 12.365384615384615)"
08-01-2023 15:37:22.113650,"(3.4, 3.8, 3.78781512605042)","(5.5, 7.8, 7.62)","(2.25, 2.56, 2.5511627906976746)","(8.5, 11.5, 11.315217391304348)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.365384615384615)"
08-01-2023 15:37:23.028580,"(3.4, 3.8, 3.78781512605042)","(5.5, 7.8, 7.62)","(2.25, 2.56, 2.5511627906976746)","(8.5, 11.5, 11.315217391304348)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.352941176470589)"
08-01-2023 15:37:24.071277,"(3.4, 3.8, 3.78781512605042)","(5.5, 7.8, 7.62)","(2.25, 2.56, 2.5414634146341464)","(8.5, 11.5, 11.315217391304348)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.352941176470589)"
08-01-2023 15:37:25.184128,"(3.4, 3.8, 3.783834586466165)","(5.5, 7.8, 7.62)","(2.25, 2.56, 2.554307116104869)","(8.5, 11.5, 11.315217391304348)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.342342342342342)"
08-01-2023 15:37:26.202694,"(3.4, 3.8, 3.783834586466165)","(5.5, 7.8, 7.62)","(2.25, 2.56, 2.554307116104869)","(8.5, 11.5, 11.315217391304348)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.364341085271318)"
08-01-2023 15:37:27.083536,"(3.4, 3.8, 3.783834586466165)","(5.5, 7.8, 7.666666666666666)","(2.25, 2.56, 2.556935483870968)","(8.5, 11.5, 11.41875)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.888888888888886)","(10.0, 12.5, 12.364341085271318)"
08-01-2023 15:37:27.985308,"(3.4, 3.8, 3.7736)","(5.5, 7.8, 7.709677419354838)","(2.25, 2.56, 2.556935483870968)","(8.5, 11.5, 11.436893203883495)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.7)","(10.0, 12.5, 12.364341085271318)"
08-01-2023 15:37:28.940437,"(3.4, 3.8, 3.7736)","(5.5, 7.8, 7.709677419354838)","(2.25, 2.56, 2.556935483870968)","(8.5, 11.5, 11.436893203883495)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 33.61290322580645)","(10.0, 12.5, 12.34375)"
08-01-2023 15:37:29.851890,"(3.4, 3.8, 3.7727272727272725)","(5.5, 7.8, 7.715151515151515)","(2.25, 2.56, 2.5563492063492066)","(8.5, 11.5, 11.431578947368422)","(61.0, 85.0, 81.66666666666667)","(31.0, 34.0, 35.319148936170215)","(10.0, 12.5, 12.358870967741936)"
08-01-2023 15:37:30.774601,"(3.4, 3.7, 3.669047619047619)","(5.5, 7.8, 7.7370370370370365)","(2.25, 2.58, 2.5727272727272728)","(8.5, 11.5, 11.368181818181817)","(61.0, 85.0, 81.66666666666667)","(31.0, 36.0, 34.4)","(10.0, 12.5, 12.365384615384615)"
08-01-2023 15:37:31.675668,"(3.4, 3.7, 3.6658385093167705)","(5.5, 7.8, 7.759322033898305)","(2.25, 2.6, 2.5967541766109785)","(8.5, 11.5, 11.376068376068377)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.4)","(10.0, 12.5, 12.365384615384615)"
08-01-2023 15:37:32.575649,"(3.4, 3.65, 3.6095238095238096)","(5.5, 7.6, 7.588679245283019)","(2.25, 2.64, 2.6265454545454547)","(8.5, 11.5, 11.44)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.588235294117645)","(11.0, 12.5, 12.4337899543379)"
08-01-2023 15:37:33.505932,"(3.4, 3.65, 3.6095238095238096)","(5.5, 7.6, 7.574025974025973)","(2.25, 2.64, 2.6376)","(8.5, 11.5, 11.44059405940594)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.588235294117645)","(11.0, 13.0, 12.416666666666666)"
08-01-2023 15:37:34.417681,"(3.4, 3.65, 3.6294736842105264)","(5.5, 7.6, 7.5512195121951216)","(2.25, 2.66, 2.645486725663717)","(8.5, 11.5, 11.444954128440367)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.588235294117645)","(11.0, 13.0, 12.416666666666666)"
08-01-2023 15:37:35.336493,"(3.4, 3.65, 3.6222222222222222)","(5.5, 7.6, 7.539393939393939)","(2.25, 2.64, 2.6365517241379313)","(8.5, 11.5, 11.444954128440367)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.588235294117645)","(11.0, 13.0, 12.565359477124183)"
08-01-2023 15:37:36.270387,"(3.4, 3.65, 3.6178899082568807)","(5.5, 7.6, 7.562962962962962)","(2.25, 2.64, 2.63125)","(8.5, 11.5, 11.444954128440367)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.588235294117645)","(10.0, 13.0, 12.581761006289309)"
08-01-2023 15:37:37.168054,"(3.4, 3.65, 3.618181818181818)","(5.5, 7.6, 7.583333333333333)","(2.25, 2.64, 2.6278260869565218)","(8.5, 11.5, 11.444954128440367)","(61.0, 85.0, 82.5)","(31.0, 36.0, 34.9)","(10.0, 13.0, 12.38139534883721)"
08-01-2023 15:37:38.090951,"(3.4, 3.55, 3.5278723404255317)","(5.5, 8.0, 7.821739130434782)","(2.25, 2.66, 2.648)","(8.5, 11.5, 11.444954128440367)","(61.0, 85.0, 81.0)","(31.0, 36.0, 34.9)","(10.0, 13.0, 12.388429752066116)"
08-01-2023 15:37:39.019242,"(3.4, 3.5, 3.4942028985507245)","(5.5, 8.0, 7.834883720930232)","(2.25, 2.64, 2.6284444444444444)","(8.5, 12.0, 11.7)","(61.0, 85.0, 81.0)","(31.0, 36.0, 34.9)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:39.929352,"(3.4, 3.5, 3.4935)","(5.5, 8.0, 7.834090909090909)","(2.25, 2.64, 2.6222608695652174)","(8.5, 12.0, 11.71551724137931)","(61.0, 85.0, 81.0)","(31.0, 36.0, 34.9)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:40.823375,"(3.4, 3.55, 3.51900826446281)","(5.5, 8.0, 7.834090909090909)","(2.25, 2.64, 2.622465753424658)","(8.5, 12.0, 11.71551724137931)","(61.0, 85.0, 81.0)","(31.0, 36.0, 34.9)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:41.729691,"(3.4, 3.55, 3.51900826446281)","(5.5, 8.0, 7.8175)","(2.25, 2.64, 2.618666666666667)","(8.5, 12.0, 11.679611650485437)","(51.0, 95.0, 90.0)","(31.0, 36.0, 34.9)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:42.616225,"(3.4, 3.55, 3.514705882352941)","(5.5, 8.0, 7.851282051282051)","(2.25, 2.64, 2.6237974683544305)","(8.5, 12.0, 11.679611650485437)","(51.0, 95.0, 90.0)","(31.0, 36.0, 34.9)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:43.489688,"(3.4, 3.55, 3.503169014084507)","(5.5, 8.0, 7.871111111111111)","(2.25, 2.64, 2.619183673469388)","(8.5, 12.0, 11.679611650485437)","(51.0, 95.0, 86.0)","(31.0, 36.0, 34.8235294117647)","(10.0, 12.5, 12.333333333333334)"
08-01-2023 15:37:44.375448,"(3.4, 3.55, 3.503169014084507)","(5.5, 8.0, 7.9185185185185185)","(2.25, 2.64, 2.619183673469388)","(8.5, 12.0, 11.679611650485437)","(51.0, 95.0, 86.0)","(31.0, 36.0, 34.8235294117647)","(10.0, 12.5, 12.376)"
08-01-2023 15:37:45.243917,"(3.3, 3.5, 3.4876506024096385)","(6.0, 8.0, 7.940540540540541)","(2.25, 2.64, 2.622803738317757)","(9.0, 12.0, 11.679611650485437)","(51.0, 95.0, 93.0)","(31.0, 36.0, 34.8235294117647)","(10.0, 12.5, 12.376)"
08-01-2023 15:37:46.166095,"(3.3, 3.5, 3.49)","(6.0, 8.0, 7.953191489361702)","(2.25, 2.64, 2.6168067226890757)","(9.0, 12.0, 11.65677966101695)","(51.0, 95.0, 92.5)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:47.066023,"(3.3, 3.5, 3.49)","(6.0, 8.2, 8.08108108108108)","(2.25, 2.62, 2.582)","(9.0, 12.0, 11.673387096774194)","(51.0, 95.0, 92.5)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:47.990518,"(3.3, 3.5, 3.4740549828178695)","(6.0, 8.2, 8.161538461538461)","(2.25, 2.6, 2.5858823529411765)","(9.0, 12.0, 11.673387096774194)","(51.0, 95.0, 92.0)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:48.896214,"(3.3, 3.55, 3.5)","(6.0, 8.4, 8.163636363636364)","(2.25, 2.6, 2.5858823529411765)","(9.0, 12.0, 11.659663865546218)","(51.0, 95.0, 92.0)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:49.789362,"(3.3, 3.55, 3.5001779359430607)","(6.0, 8.4, 8.152631578947368)","(2.25, 2.58, 2.569176470588235)","(9.0, 12.0, 11.678571428571429)","(51.0, 95.0, 91.81818181818181)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:51.346908,"(3.3, 3.55, 3.5033333333333334)","(6.0, 8.4, 8.168115942028985)","(2.2, 2.58, 2.569176470588235)","(9.0, 12.0, 11.70863309352518)","(61.0, 95.0, 91.81818181818181)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:52.330760,"(3.3, 3.55, 3.5033333333333334)","(6.0, 8.4, 8.168115942028985)","(2.2, 2.58, 2.569176470588235)","(9.0, 12.0, 11.70863309352518)","(61.0, 95.0, 91.81818181818181)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:53.343629,"(3.3, 3.55, 3.5034883720930234)","(6.0, 8.4, 8.194029850746269)","(2.2, 2.58, 2.569176470588235)","(9.0, 12.0, 11.70863309352518)","(61.0, 95.0, 91.81818181818181)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
08-01-2023 15:37:54.334181,"(3.3, 3.55, 3.5054140127388536)","(6.0, 8.4, 8.194029850746269)","(2.2, 2.58, 2.569176470588235)","(9.0, 12.0, 11.70863309352518)","(61.0, 95.0, 91.81818181818181)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.77431906614786)"
