,Bull Dimple Rum,Bullet Hero,Kobestar,Midnight Rambler,Scenic Rim,Hyde,Gunmetal Girl,Sumnamilla,Shadie Milly
07-01-2023 15:21:01.861068,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 15.0, 14.071428571428571)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.78, 2.7514285714285713)","(13.0, 18.5, 18.0)","(7.0, 9.6, 9.342857142857143)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:02.991140,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 15.0, 14.071428571428571)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.78, 2.7514285714285713)","(13.0, 18.5, 18.0)","(7.0, 9.6, 9.342857142857143)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:04.157996,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 15.0, 14.166666666666666)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.78, 2.7514285714285713)","(13.0, 18.5, 17.136363636363637)","(7.0, 9.6, 9.3)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:05.393036,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 14.5, 14.12962962962963)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.78, 2.8244444444444445)","(13.0, 17.5, 17.07894736842105)","(7.0, 9.6, 9.36)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:06.690400,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 14.5, 13.6)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.86, 2.7824999999999998)","(13.0, 17.5, 17.07894736842105)","(7.0, 9.6, 9.36)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:07.909235,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 14.5, 13.6)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.778620689655172)","(13.0, 17.5, 17.07894736842105)","(7.0, 9.6, 9.244444444444444)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:09.066731,"(21.0, 40.0, 32.4375)","(31.0, 60.0, 56.666666666666664)","(10.0, 14.5, 13.6)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.778620689655172)","(13.0, 17.5, 16.5)","(7.0, 9.6, 9.244444444444444)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:10.235364,"(21.0, 40.0, 31.53846153846154)","(31.0, 60.0, 56.666666666666664)","(10.0, 14.5, 13.15)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.7696774193548386)","(13.0, 17.5, 16.5)","(7.0, 9.6, 9.23076923076923)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:11.437817,"(21.0, 40.0, 31.53846153846154)","(31.0, 60.0, 53.333333333333336)","(10.0, 14.5, 13.15)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.752173913043478)","(13.0, 17.5, 16.5)","(7.0, 9.6, 9.23076923076923)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:12.672325,"(21.0, 40.0, 31.53846153846154)","(31.0, 60.0, 52.0)","(10.0, 14.5, 13.15)","(2.7, 3.3, 3.1888888888888887)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.752173913043478)","(13.0, 17.5, 16.5)","(7.0, 9.6, 9.23076923076923)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:13.821778,"(21.0, 40.0, 31.53846153846154)","(31.0, 60.0, 52.0)","(10.0, 14.5, 13.15)","(2.7, 3.3, 3.1615384615384614)","(26.0, 30.0, 29.81818181818182)","(2.25, 2.82, 2.869411764705882)","(13.0, 17.5, 16.5)","(7.0, 9.6, 9.23076923076923)","(101.0, 190.0, 167.5)"
07-01-2023 15:21:15.014050,"(21.0, 40.0, 31.53846153846154)","(31.0, 60.0, 52.0)","(10.0, 14.5, 13.15)","(2.7, 3.3, 3.172727272727273)","(26.0, 30.0, 29.8)","(2.25, 2.88, 3.0033333333333334)","(13.0, 17.5, 16.681818181818183)","(7.0, 9.6, 8.75294117647059)","(101.0, 190.0, 145.0)"
07-01-2023 15:21:16.148786,"(21.0, 40.0, 30.833333333333332)","(31.0, 60.0, 52.22222222222222)","(10.0, 14.5, 13.394736842105264)","(2.7, 3.3, 3.1125)","(26.0, 30.0, 29.8)","(2.25, 3.05, 2.92)","(13.0, 17.5, 16.681818181818183)","(7.0, 9.6, 8.660869565217391)","(101.0, 190.0, 162.0)"
07-01-2023 15:21:17.474796,"(21.0, 38.0, 30.88888888888889)","(31.0, 60.0, 50.0)","(10.0, 14.5, 12.3125)","(2.7, 3.3, 2.9985714285714287)","(26.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 17.5, 16.666666666666668)","(7.0, 9.6, 8.660869565217391)","(101.0, 190.0, 164.54545454545456)"
07-01-2023 15:21:18.755663,"(21.0, 38.0, 30.88888888888889)","(31.0, 60.0, 50.0)","(10.0, 14.5, 12.3125)","(2.7, 3.05, 2.9985714285714287)","(26.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 17.5, 17.6)","(7.0, 9.6, 8.25)","(101.0, 190.0, 162.0)"
07-01-2023 15:21:20.066613,"(21.0, 38.0, 30.88888888888889)","(31.0, 60.0, 50.0)","(10.0, 14.5, 11.56)","(2.7, 3.3, 3.09)","(26.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 20.0, 17.6)","(7.0, 9.6, 8.25)","(101.0, 190.0, 162.0)"
07-01-2023 15:21:21.394358,"(21.0, 38.0, 30.88888888888889)","(31.0, 60.0, 50.0)","(10.0, 14.0, 12.8)","(2.7, 3.3, 3.215)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.5, 18.0)","(7.0, 9.6, 8.622222222222222)","(101.0, 190.0, 162.0)"
07-01-2023 15:21:22.897293,"(21.0, 36.0, 30.18181818181818)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.5, 11.681818181818182)","(2.7, 3.25, 3.183076923076923)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.5, 18.0)","(7.0, 9.4, 9.028571428571428)","(101.0, 190.0, 162.0)"
07-01-2023 15:21:24.104474,"(21.0, 36.0, 29.714285714285715)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.5, 12.947368421052632)","(2.7, 3.25, 3.183076923076923)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.5, 17.714285714285715)","(7.0, 9.4, 8.623529411764705)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:25.368235,"(21.0, 34.0, 30.25)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.151818181818182)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.5, 17.571428571428573)","(7.0, 9.4, 8.623529411764705)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:26.526442,"(21.0, 34.0, 30.428571428571427)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.151818181818182)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.0, 17.571428571428573)","(7.0, 9.4, 8.623529411764705)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:27.740232,"(21.0, 34.0, 30.428571428571427)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.151818181818182)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.623529411764705)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:28.974086,"(21.0, 34.0, 30.428571428571427)","(31.0, 60.0, 54.44444444444444)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.151818181818182)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.933333333333333)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.623529411764705)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:30.234087,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.857142857142854)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.151818181818182)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.9272727272727272)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.553846153846154)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:31.454076,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.857142857142854)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.553846153846154)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:32.567659,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.857142857142854)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:33.657868,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:34.828867,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 54.16666666666667)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:36.046409,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 161.42857142857144)"
07-01-2023 15:21:37.217928,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:38.383881,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:39.636682,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:40.881651,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:42.054408,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.5)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:43.216193,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 19.0, 17.75)","(7.0, 9.4, 8.723076923076922)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:44.303605,"(21.0, 34.0, 30.727272727272727)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 18.5, 17.375)","(7.0, 9.4, 8.614285714285714)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:45.389089,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 2.911111111111111)","(13.0, 18.5, 17.375)","(7.0, 9.4, 8.614285714285714)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:46.545045,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.0, 3.017142857142857)","(13.0, 18.5, 17.375)","(7.0, 9.4, 8.614285714285714)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:47.750689,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 3.15, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.4, 8.384615384615383)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:48.885056,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.5)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:50.000833,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.418181818181818)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:51.138560,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.418181818181818)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:52.314378,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.418181818181818)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:53.485987,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.0957142857142856)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:54.653001,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.121111111111111)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 150.0)"
07-01-2023 15:21:55.743492,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.176)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:21:56.781516,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 54.16666666666667)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.2, 3.15125)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:21:57.887281,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.15125)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 177.5)"
07-01-2023 15:21:58.957580,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.1399999999999997)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:00.054562,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.1399999999999997)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:01.145503,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.0866666666666664)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:02.290564,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.0866666666666664)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.9266666666666667)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:03.431801,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.114736842105263)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:04.580718,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 53.333333333333336)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.114736842105263)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.5, 17.375)","(7.0, 9.0, 8.569230769230769)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:05.693452,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.108)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.166666666666668)","(7.0, 9.0, 8.75294117647059)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:06.779962,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.108)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.166666666666668)","(7.0, 9.0, 8.75294117647059)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:07.878212,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 51.42857142857143)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.038181818181818)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.166666666666668)","(7.0, 9.0, 8.75294117647059)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:08.978481,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.3, 3.16)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.166666666666668)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:10.145472,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.16)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.166666666666668)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:11.306742,"(21.0, 34.0, 29.90909090909091)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.0, 12.947368421052632)","(2.7, 3.25, 3.16)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 16.863636363636363)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:12.403933,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.03846153846154)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:13.497003,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.074074074074073)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:14.618691,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.074074074074073)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:15.726427,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.074074074074073)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:16.888472,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.96)","(13.0, 18.0, 17.074074074074073)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:17.959749,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.98, 2.95)","(13.0, 18.0, 17.074074074074073)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:19.043325,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 2.96, 2.995)","(13.0, 18.0, 17.289473684210527)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:20.200793,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 3.05, 2.995)","(13.0, 17.5, 16.842105263157894)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:21.374881,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 52.22222222222222)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 3.040952380952381)","(21.0, 30.0, 29.8)","(2.25, 3.05, 2.995)","(13.0, 17.0, 16.842105263157894)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:22.517911,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 50.0)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 2.982666666666667)","(21.0, 30.0, 29.8)","(2.25, 3.05, 2.995)","(13.0, 17.0, 16.842105263157894)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:23.678652,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 50.0)","(10.0, 13.5, 13.048387096774194)","(2.7, 3.3, 2.984166666666667)","(21.0, 30.0, 29.8)","(2.25, 3.05, 2.995)","(13.0, 17.0, 16.7)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:24.816387,"(21.0, 34.0, 30.18181818181818)","(31.0, 60.0, 50.0)","(10.0, 13.5, 12.264705882352942)","(2.7, 3.25, 2.984)","(21.0, 30.0, 29.8)","(2.25, 3.05, 3.004)","(13.0, 17.0, 16.7)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:25.976968,"(21.0, 34.0, 31.2)","(31.0, 60.0, 50.0)","(10.0, 13.5, 12.470588235294118)","(2.7, 3.2, 3.04)","(21.0, 30.0, 29.8)","(2.25, 3.1, 3.013333333333333)","(13.0, 17.0, 16.7)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:27.128364,"(21.0, 34.0, 31.2)","(31.0, 60.0, 50.0)","(10.0, 13.5, 12.554054054054054)","(2.7, 3.2, 3.04)","(21.0, 30.0, 29.8)","(2.25, 3.05, 3.013333333333333)","(13.0, 17.0, 16.7)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
07-01-2023 15:22:28.285174,"(21.0, 34.0, 31.428571428571427)","(31.0, 60.0, 52.0)","(10.0, 13.5, 12.554054054054054)","(2.7, 3.2, 3.1314285714285717)","(21.0, 30.0, 29.8)","(2.25, 3.05, 3.013333333333333)","(13.0, 17.0, 16.7)","(7.0, 9.0, 8.883333333333333)","(101.0, 190.0, 165.0)"
