,Stacked Deck,Moonlit Picture,Tranquil Ben,Skylahs Misfit,Little Gomez,Kingsbrae Anna,Mundy Valley,Leon Kingsbrae
12-01-2023 12:51:31.919211,"(8.0, 13.5, 11.75)","(3.0, 4.6, 4.25625)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:32.996389,"(8.0, 13.5, 11.75)","(3.0, 4.6, 4.25625)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:34.056561,"(8.0, 13.5, 11.75)","(3.0, 4.6, 4.25625)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:35.168813,"(8.0, 13.5, 11.75)","(3.0, 4.6, 4.25625)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:36.455335,"(8.0, 13.5, 12.0)","(3.0, 4.6, 4.308333333333333)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:37.764018,"(8.0, 13.5, 11.75)","(3.0, 4.7, 4.4375)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 7.8125)","(2.15, 2.48, 2.36)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:38.869807,"(8.0, 13.5, 11.75)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.0)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.35)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:40.281263,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.35)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:41.741769,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.35)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:42.966097,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:44.046596,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:45.128488,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:46.414695,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:47.691706,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:48.900226,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:50.001580,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:51.092510,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:52.269751,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:53.364436,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.38125)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:54.493085,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.225)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:55.600766,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.225)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:56.729578,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.225)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:57.782756,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.225)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:58.776504,"(8.0, 13.5, 12.45)","(3.0, 4.6, 4.247058823529412)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:51:59.910917,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.247058823529412)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:01.171476,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.247058823529412)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:02.338204,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.247058823529412)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:03.466840,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.247058823529412)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:04.578351,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.199999999999999)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:05.759286,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.219047619047619)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.34)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:06.815930,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.28)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:07.908279,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.28)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:09.048812,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.219047619047619)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 8.923076923076923)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:10.184935,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.219047619047619)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:11.318175,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:12.427551,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:13.548685,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:14.522608,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:15.543380,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.035714285714285)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:16.679611,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:17.850038,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.52)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:18.898169,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.527777777777778)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:20.016627,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.527777777777778)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:21.115114,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.527777777777778)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:22.214563,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.527777777777778)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:23.303332,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.527777777777778)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.475)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:24.357962,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.373913043478261)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 10.5, 9.584615384615384)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:25.506325,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.345454545454546)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:26.676369,"(8.0, 13.5, 11.7)","(3.0, 4.6, 4.345454545454546)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:27.846935,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.345454545454546)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:29.013687,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.383333333333333)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:30.094789,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:31.106253,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:32.127527,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:33.296476,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:34.275424,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:35.388457,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.455555555555556)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:36.531737,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.404999999999999)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:37.662954,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.444)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:38.653764,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.444)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:39.700678,"(8.0, 13.5, 12.5)","(3.0, 4.6, 4.511764705882353)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:40.760629,"(8.0, 13.5, 12.5)","(3.0, 4.7, 4.3979591836734695)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.9875)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:41.829549,"(8.0, 13.5, 12.5)","(3.0, 4.7, 4.396)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 7.733333333333333)","(2.15, 2.48, 2.329230769230769)","(20.0, 50.0, 26.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:42.961322,"(8.0, 13.5, 12.5)","(3.0, 5.0, 4.859999999999999)","(11.0, 23.0, 21.57142857142857)","(31.0, 50.0, 42.125)","(5.5, 11.0, 8.777777777777779)","(2.15, 2.48, 2.3733333333333335)","(20.0, 50.0, 28.22222222222222)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:44.098777,"(8.0, 13.5, 11.7)","(3.0, 5.0, 4.65)","(11.0, 16.5, 14.615384615384615)","(31.0, 50.0, 42.125)","(5.5, 11.0, 7.833333333333334)","(2.15, 2.46, 2.4151724137931034)","(20.0, 50.0, 36.85714285714286)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:45.185825,"(8.0, 13.5, 11.7)","(3.0, 5.0, 4.676923076923077)","(11.0, 16.5, 14.615384615384615)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.2)","(2.15, 2.46, 2.4151724137931034)","(20.0, 48.0, 28.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:46.301492,"(8.0, 13.5, 11.7)","(3.0, 5.0, 4.676923076923077)","(11.0, 16.5, 13.777777777777779)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.153846153846153)","(2.15, 2.46, 2.4151724137931034)","(20.0, 48.0, 28.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:47.488588,"(8.0, 13.5, 11.7)","(3.0, 5.0, 4.676923076923077)","(11.0, 16.5, 19.0)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.46, 2.395)","(20.0, 48.0, 28.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:48.596580,"(8.0, 13.5, 11.7)","(3.0, 5.0, 4.688888888888889)","(11.0, 22.0, 19.0)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.46, 2.3861538461538463)","(20.0, 48.0, 28.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:49.566454,"(8.0, 13.5, 12.5)","(3.0, 5.0, 4.575757575757575)","(11.0, 22.0, 15.25)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.46, 2.33)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:50.712058,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.666666666666667)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.44, 2.33)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:51.897031,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.666666666666667)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.33)","(20.0, 46.0, 23.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:53.025059,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.666666666666667)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.33)","(20.0, 46.0, 23.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:54.061276,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.7250000000000005)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.33)","(20.0, 46.0, 23.5)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:55.135826,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.7250000000000005)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:56.218375,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.7250000000000005)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:57.225323,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.7250000000000005)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:58.243906,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.6454545454545455)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:52:59.273286,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.6454545454545455)","(11.0, 22.0, 14.058823529411764)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:53:00.300454,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.65)","(11.0, 22.0, 13.947368421052632)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.4)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:53:01.439813,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.666666666666667)","(11.0, 22.0, 13.947368421052632)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.451612903225806)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:53:02.586005,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.735294117647059)","(11.0, 22.0, 13.947368421052632)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.451612903225806)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 24.0)","(26.0, 50.0, 38.5)"
12-01-2023 12:53:03.559894,"(8.0, 13.5, 12.5)","(3.0, 4.9, 4.785714285714286)","(11.0, 22.0, 13.947368421052632)","(31.0, 50.0, 42.125)","(5.5, 11.0, 9.451612903225806)","(2.15, 2.42, 2.40875)","(20.0, 46.0, 27.5)","(26.0, 50.0, 37.733333333333334)"
12-01-2023 12:53:04.680271,"(8.0, 13.5, 12.078947368421053)","(3.0, 5.1, 4.712903225806452)","(11.0, 21.0, 15.8)","(31.0, 50.0, 44.0)","(5.5, 11.0, 8.67741935483871)","(2.15, 2.42, 2.409333333333333)","(20.0, 44.0, 28.666666666666668)","(26.0, 50.0, 37.733333333333334)"
12-01-2023 12:53:05.898834,"(8.0, 13.5, 12.078947368421053)","(3.0, 5.1, 4.712903225806452)","(11.0, 20.0, 13.466666666666667)","(31.0, 50.0, 46.66666666666667)","(5.5, 11.0, 9.7125)","(2.15, 2.42, 2.409333333333333)","(20.0, 42.0, 24.857142857142858)","(26.0, 50.0, 37.733333333333334)"
12-01-2023 12:53:07.001213,"(8.0, 13.5, 12.078947368421053)","(3.0, 5.1, 4.712903225806452)","(11.0, 20.0, 17.333333333333332)","(31.0, 50.0, 46.66666666666667)","(5.5, 10.5, 9.58095238095238)","(2.15, 2.42, 2.409333333333333)","(20.0, 42.0, 28.0)","(26.0, 50.0, 37.733333333333334)"
12-01-2023 12:53:08.030199,"(8.0, 13.5, 12.272727272727273)","(3.0, 5.1, 4.638461538461538)","(11.0, 19.5, 17.333333333333332)","(31.0, 50.0, 46.66666666666667)","(5.5, 10.0, 9.58095238095238)","(2.15, 2.42, 2.409333333333333)","(20.0, 40.0, 28.0)","(26.0, 50.0, 37.733333333333334)"
12-01-2023 12:53:09.178210,"(8.0, 13.5, 12.272727272727273)","(3.0, 5.1, 4.638461538461538)","(11.0, 19.5, 17.333333333333332)","(31.0, 50.0, 46.66666666666667)","(5.5, 10.0, 8.35)","(2.15, 2.42, 2.409333333333333)","(20.0, 40.0, 25.0)","(26.0, 50.0, 37.733333333333334)"
