,Nicko Ed,Gucci Green,Saint Madix,Tiger Zoe,Eskimo Roger,Chloes Comet,Rebels Spark,Just Enough
05-01-2023 16:33:33.229454,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.125)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:34.494920,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.77)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:35.867520,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 7.0)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:37.085602,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:38.255216,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:39.349716,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.77)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:40.465052,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:41.541721,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:42.842943,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:44.025539,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.77)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:45.237715,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:46.439657,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:47.724618,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:48.861079,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:50.111320,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.149999999999999)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:51.423508,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.77)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:52.777082,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:54.209877,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:55.496882,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:56.841107,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:58.133392,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:33:59.433196,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:00.628403,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:01.860196,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:03.032639,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:04.142701,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:05.231113,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:06.364345,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:07.624042,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:08.858071,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:10.024784,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:11.206633,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:12.301584,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:13.485088,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:14.701072,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:15.926342,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:17.165769,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:18.524627,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:19.658430,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:20.899061,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:22.306458,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:23.630975,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:24.928706,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:26.121546,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:27.285484,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:28.468959,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:29.710306,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:30.943064,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:32.220693,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:33.499942,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:34.763772,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:36.048189,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:37.216494,"(4.4, 7.0, 4.666666666666667)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 12.333333333333334)"
05-01-2023 16:34:38.360063,"(4.4, 7.0, 4.76)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 17.636363636363637)"
05-01-2023 16:34:39.588660,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 17.636363636363637)"
05-01-2023 16:34:40.744838,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 10.7)","(10.0, 24.0, 17.636363636363637)"
05-01-2023 16:34:41.917282,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 70.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 13.085714285714285)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:43.112385,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 7.800000000000001)","(7.5, 14.0, 13.085714285714285)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:44.323232,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 8.8, 5.775)","(7.5, 14.0, 13.942857142857143)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:45.473695,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.942857142857143)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:46.650155,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 11.4)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:47.942348,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.8)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:49.116768,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.2, 8.6)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.8)","(10.0, 24.0, 13.166666666666666)"
05-01-2023 16:34:50.357862,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.8)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:51.660210,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.8)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:52.935977,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.775)","(7.5, 15.0, 13.8)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:54.247305,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.4, 5.85)","(7.5, 15.0, 13.8)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:55.496220,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.0, 14.633333333333333)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:56.693646,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 16.0, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:57.779174,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:34:59.048037,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:00.283285,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:01.579899,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:02.863015,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:04.030562,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:05.145783,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:06.320589,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 47.38461538461539)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:07.527193,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 32.5)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 5.85)","(7.5, 15.5, 14.216666666666667)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:08.937944,"(4.4, 6.8, 5.24)","(5.0, 8.6, 8.219999999999999)","(26.0, 100.0, 32.5)","(5.0, 9.4, 8.771428571428572)","(4.8, 9.6, 8.399999999999999)","(5.0, 7.6, 6.044444444444444)","(7.5, 15.5, 11.75)","(10.0, 24.0, 12.75)"
05-01-2023 16:35:10.436141,"(4.4, 6.8, 4.657142857142857)","(5.0, 8.6, 6.75)","(26.0, 100.0, 32.5)","(5.0, 9.4, 7.25)","(4.8, 9.6, 8.64)","(5.0, 7.6, 5.9125)","(7.5, 15.5, 11.75)","(10.0, 24.0, 14.357142857142858)"
05-01-2023 16:35:11.724304,"(4.4, 6.8, 4.657142857142857)","(5.0, 8.6, 6.75)","(26.0, 100.0, 32.5)","(5.0, 9.4, 7.25)","(4.8, 9.6, 8.64)","(5.0, 7.6, 5.9125)","(7.5, 15.5, 11.75)","(10.0, 24.0, 17.863636363636363)"
05-01-2023 16:35:12.962616,"(4.4, 6.8, 4.657142857142857)","(5.0, 8.6, 6.75)","(26.0, 100.0, 32.5)","(5.0, 9.4, 7.25)","(4.8, 9.6, 8.64)","(5.0, 7.6, 5.9125)","(7.5, 15.5, 11.75)","(10.0, 24.0, 17.863636363636363)"
