,Nicko Ed,Gucci Green,Saint Madix,Tiger Zoe,Eskimo Roger,Chloes Comet,Rebels Spark,Just Enough
05-01-2023 16:39:14.198594,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.118181818181818)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:15.305073,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.118181818181818)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:16.423294,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.118181818181818)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:17.566094,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.2375)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:18.750774,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.4)","(4.8, 7.2, 6.4)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:19.951823,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:21.121093,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:22.199930,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:23.259051,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:24.288422,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 8.866666666666667)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:25.338924,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 9.2, 9.8)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:26.545154,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 8.899999999999999)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.365517241379311)","(7.0, 10.0, 8.8)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:27.733757,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 8.899999999999999)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.4, 5.2375)","(7.0, 9.8, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:28.807109,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.2375)","(7.0, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:29.908227,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.2375)","(7.0, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:30.975932,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 38.42857142857143)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.2375)","(7.0, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:32.135337,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.2375)","(7.0, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:33.365150,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.4)","(4.8, 5.3, 5.365517241379311)","(7.0, 9.6, 8.916666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:34.527837,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.4)","(4.8, 5.4, 5.365517241379311)","(7.0, 10.5, 8.916666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:35.666781,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.239393939393939)","(7.0, 10.0, 8.727272727272727)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:36.854186,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.0, 10.0, 8.727272727272727)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:37.898876,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 10.0, 8.727272727272727)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:38.959915,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 10.0, 8.727272727272727)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:40.060091,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 10.0, 8.727272727272727)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:41.217822,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.1)","(4.8, 7.2, 6.866666666666667)","(4.8, 5.3, 5.133333333333334)","(7.5, 10.0, 8.8)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:42.413725,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.2)","(4.8, 7.0, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 9.8, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:43.566811,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.8, 9.0)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:44.696156,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 9.0)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:45.789694,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:46.876226,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.133333333333334)","(7.5, 9.6, 9.1)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:47.982480,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 71.0)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.24)","(4.8, 5.3, 5.275)","(7.5, 9.6, 8.833333333333332)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:49.146634,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.866666666666667)","(4.8, 5.4, 5.1461538461538465)","(7.5, 10.0, 8.833333333333332)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:50.327492,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.355555555555554)","(4.8, 7.0, 6.7555555555555555)","(4.8, 5.3, 5.188888888888889)","(7.5, 10.0, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:51.518534,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.71111111111111)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:52.729786,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:53.913915,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:55.035464,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:56.117698,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.24)","(4.8, 5.4, 5.328571428571429)","(7.5, 10.5, 9.55)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:57.373413,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.0, 6.866666666666667)","(4.8, 5.3, 5.182352941176471)","(7.5, 10.0, 8.833333333333332)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:58.401846,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.6, 8.766666666666666)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.182352941176471)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:39:59.557719,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.182352941176471)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:00.626121,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.182352941176471)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:01.779558,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.3, 5.182352941176471)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:02.934704,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.430769230769231)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 8.833333333333332)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:04.125678,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.575)","(4.8, 5.3, 5.188888888888889)","(7.5, 10.0, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:05.389120,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.575)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:06.575422,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.377777777777776)","(4.8, 6.8, 6.575)","(4.8, 5.3, 5.194736842105263)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:07.778420,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.575)","(4.8, 5.3, 5.194736842105263)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:08.874887,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.575)","(4.8, 5.3, 5.194736842105263)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:09.970470,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.3)","(4.8, 5.3, 5.333333333333334)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:11.248013,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.3)","(4.8, 5.4, 5.333333333333334)","(7.5, 9.8, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:12.418577,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.53)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:13.520350,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.53)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:14.599741,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.53)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:15.694349,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.566666666666666)","(4.8, 6.8, 6.53)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:16.773264,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.53)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:17.832783,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.5)","(4.8, 5.4, 5.188888888888889)","(7.5, 10.5, 8.833333333333332)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:18.852684,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.533333333333333)","(4.8, 5.3, 5.188888888888889)","(7.5, 10.0, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:19.875117,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.533333333333333)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:20.905780,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.533333333333333)","(4.8, 5.3, 5.188888888888889)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:22.086589,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.533333333333333)","(4.8, 5.3, 5.211111111111111)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:23.270813,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.566666666666666)","(4.8, 6.8, 6.533333333333333)","(4.8, 5.3, 5.211111111111111)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:24.590612,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.2)","(4.8, 5.3, 5.311764705882354)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:25.621959,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 6.8, 6.7555555555555555)","(4.8, 5.4, 5.095000000000001)","(7.5, 9.8, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:26.683776,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.2, 5.095000000000001)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:28.101742,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.2, 5.095000000000001)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:29.525866,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.2, 5.095000000000001)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:30.860596,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.36)","(4.8, 7.2, 6.7555555555555555)","(4.8, 5.2, 5.095000000000001)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:32.112489,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.24)","(4.8, 5.2, 5.16)","(7.5, 9.6, 9.8)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:33.381768,"(4.4, 5.3, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.836363636363637)","(4.8, 5.2, 5.044444444444444)","(7.5, 11.0, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:34.523286,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.836363636363637)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:35.716516,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.836363636363637)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:36.933925,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.836363636363637)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:38.193085,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 8.719999999999999)","(4.8, 7.2, 6.836363636363637)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.8, 9.2)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:39.471805,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.566666666666666)","(4.8, 7.2, 6.533333333333333)","(4.8, 5.1, 5.271428571428571)","(7.5, 9.8, 9.55)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:40.684161,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.3, 5.044444444444444)","(7.5, 10.5, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:41.857441,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:43.012027,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:44.137963,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:45.346629,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.6, 8.766666666666666)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:46.491127,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.044444444444444)","(7.5, 9.6, 8.818181818181818)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:47.663909,"(4.4, 5.3, 4.9)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.1, 5.116666666666667)","(7.5, 11.0, 8.772727272727272)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:48.895902,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.2, 5.116666666666667)","(7.5, 10.5, 8.758333333333333)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:50.096975,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.2, 5.116666666666667)","(7.5, 10.5, 8.758333333333333)","(10.0, 23.0, 22.0)"
05-01-2023 16:40:51.245875,"(4.4, 5.2, 4.783333333333333)","(4.8, 6.6, 5.9)","(26.0, 95.0, 37.57142857142857)","(4.8, 9.8, 9.2)","(4.8, 7.2, 6.844444444444445)","(4.8, 5.2, 5.116666666666667)","(7.5, 10.5, 8.758333333333333)","(10.0, 23.0, 22.0)"
