,Tokyo Dreamer,Shian Ned,Velocity Queue,Japanese Chica,Shakey Country,Job Done,Perfect Mate,Genius You
11-01-2023 21:38:44.804295,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.4, 6.333333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 20.757894736842104)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:46.054150,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.4, 6.333333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 20.757894736842104)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:47.273626,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.4, 6.333333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 20.757894736842104)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:48.463147,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.4, 6.333333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 16.5)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:49.698445,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 5.75)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 16.5)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:50.887371,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 5.75)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 16.5)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:52.136406,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 5.75)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 16.5)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:53.363310,"(5.0, 12.0, 6.5600000000000005)","(5.5, 7.8, 6.133333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:54.532779,"(5.0, 12.0, 6.5600000000000005)","(5.5, 7.8, 6.133333333333333)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:55.785278,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 6.2)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:57.170948,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 6.2)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:58.512081,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 6.2)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:38:59.805377,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 6.2)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:39:01.228041,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 6.2)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:39:02.784946,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.0, 5.6)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.24)"
11-01-2023 21:39:03.887928,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 40.54545454545455)","(9.0, 24.0, 21.104761904761904)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 14.24)"
11-01-2023 21:39:04.869288,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:06.056709,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:07.266683,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.52)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:08.524576,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:09.704682,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:10.969840,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 19.75)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:12.212310,"(5.0, 12.0, 6.5600000000000005)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:13.458412,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:14.697249,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:15.949353,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:17.211375,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:18.417708,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:19.608031,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:20.742496,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:21.873209,"(5.0, 11.5, 9.925)","(5.5, 8.2, 5.622222222222222)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:22.908629,"(5.0, 11.5, 9.925)","(5.5, 8.0, 5.685714285714286)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:23.932582,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:25.017141,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:26.176274,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:27.415484,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:28.628955,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:29.800173,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:30.973543,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:32.177270,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 450.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:33.377373,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:34.533497,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:35.676774,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:36.869679,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 17.15555555555556)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:38.008742,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 21.321739130434782)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:39.161986,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 21.321739130434782)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:40.293105,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 21.321739130434782)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:41.399481,"(5.0, 11.5, 9.925)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.333333333333332)","(8.5, 18.0, 15.257142857142858)"
11-01-2023 21:39:42.479728,"(5.0, 11.5, 9.433333333333334)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:43.492601,"(5.0, 11.5, 9.433333333333334)","(5.5, 7.8, 5.716666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:44.504074,"(5.0, 11.5, 9.433333333333334)","(5.5, 7.6, 5.5874999999999995)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:45.582976,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.6, 5.914285714285714)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:46.752858,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.4, 6.533333333333333)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:47.893686,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.0, 6.533333333333333)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:49.022036,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.0, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:50.180987,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:51.310782,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:52.547499,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:53.738054,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:54.973745,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:56.179765,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:57.413893,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:58.567580,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:39:59.661428,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:00.744257,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:01.849407,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:03.052248,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:04.349496,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:05.472037,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:06.627539,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:07.776874,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:08.831896,"(5.0, 11.5, 9.433333333333334)","(5.5, 9.2, 6.6)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:09.995371,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:11.110302,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:12.215082,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 11.84)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:13.289430,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:14.338456,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:15.266540,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:16.272127,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.8, 6.466666666666667)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:17.433610,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.4, 5.6875)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
11-01-2023 21:40:18.528226,"(5.0, 11.5, 9.433333333333334)","(5.5, 8.4, 5.6875)","(21.0, 90.0, 58.63636363636363)","(9.0, 24.0, 20.423529411764704)","(61.0, 450.0, 386.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 11.733333333333333)"
