,Aces Daughter,Manonthemoon,Amore Rock,Steinman Nz,Above Average,The Sneaky Fox,Springfield Affair,Kahina,Golden Jaylet,Barney Fella
109,"[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 81.0, 220.0]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 1.6, 1.9]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 57, 42, 482412), 31.0, 46.0]"
110,"[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 81.0, 220.0]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 1.6, 1.9]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 57, 43, 899767), 31.0, 46.0]"
111,"[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 81.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 1.6, 1.88]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 45, 392131), 31.0, 46.0]"
112,"[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 81.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 1.6, 1.88]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 46, 891142), 31.0, 46.0]"
113,"[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 81.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 48, 246773), 31.0, 46.0]"
114,"[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 81.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 49, 518552), 31.0, 46.0]"
115,"[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 81.0, 260.0]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 50, 819851), 31.0, 46.0]"
116,"[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 81.0, 260.0]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 52, 167372), 31.0, 46.0]"
117,"[datetime.datetime(2022, 11, 28, 16, 57, 53, 580923), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 81.0, 260.0]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 53, 581919), 31.0, 46.0]"
118,"[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 54, 934421), 31.0, 46.0]"
119,"[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 56, 290806), 31.0, 46.0]"
120,"[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 57, 674932), 31.0, 46.0]"
121,"[datetime.datetime(2022, 11, 28, 16, 57, 59, 124071), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 124071), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 124071), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 124071), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 125070), 31.0, 46.0]"
122,"[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 622457), 31.0, 46.0]"
123,"[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 81.0, 240.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 921292), 31.0, 46.0]"
124,"[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 3, 357446), 31.0, 46.0]"
125,"[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 6.0, 9.2]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 838486), 31.0, 46.0]"
126,"[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 179370), 31.0, 46.0]"
127,"[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 548605), 31.0, 46.0]"
128,"[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 1403), 31.0, 46.0]"
129,"[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 468207), 31.0, 46.0]"
130,"[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 962461), 31.0, 46.0]"
131,"[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 254448), 31.0, 46.0]"
132,"[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 101.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 564423), 31.0, 46.0]"
133,"[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 15, 855796), 31.0, 46.0]"
134,"[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 201769), 31.0, 46.0]"
135,"[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 505413), 31.0, 46.0]"
136,"[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 830112), 31.0, 46.0]"
137,"[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 150047), 31.0, 46.0]"
138,"[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 58, 22, 557036), 31.0, 46.0]"
139,"[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 886810), 31.0, 46.0]"
140,"[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 81.0, 220.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 1.6, 1.79]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 9.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 216220), 31.0, 46.0]"
