,Manoeuver Man,Bella Sofia,Farasthe Eyecansee,Final Round,Growlers Last,Giant Jackson,Sorrento
129,"[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 22, 513836), 1.28, 1.93]"
130,"[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 23, 715478), 1.28, 1.93]"
131,"[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 24, 905378), 1.28, 1.93]"
132,"[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 26, 81726), 1.28, 1.93]"
133,"[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 27, 291051), 1.28, 1.93]"
134,"[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 28, 471796), 1.28, 1.93]"
135,"[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 29, 656125), 1.28, 1.93]"
136,"[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 30, 828889), 1.28, 1.93]"
137,"[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 32, 12466), 1.28, 1.93]"
138,"[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 33, 184968), 1.28, 1.93]"
139,"[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 34, 353226), 1.28, 1.93]"
140,"[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 35, 577194), 1.28, 1.93]"
141,"[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 36, 751670), 1.28, 1.93]"
142,"[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 37, 913193), 1.28, 1.93]"
143,"[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 39, 78954), 1.28, 1.93]"
144,"[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 40, 283938), 1.28, 1.93]"
145,"[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 41, 456557), 1.28, 1.93]"
146,"[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 42, 633365), 1.28, 1.93]"
147,"[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 43, 797042), 1.28, 1.93]"
148,"[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 44, 966367), 1.28, 1.93]"
149,"[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 46, 135439), 1.28, 1.93]"
150,"[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 47, 305380), 1.28, 1.93]"
151,"[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 48, 466587), 1.28, 1.93]"
152,"[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 49, 635221), 1.28, 1.93]"
153,"[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 50, 807190), 1.28, 1.93]"
154,"[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 51, 972912), 1.28, 1.93]"
155,"[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 53, 142600), 1.28, 1.93]"
156,"[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 54, 310668), 1.28, 1.93]"
157,"[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 55, 484889), 1.28, 1.93]"
158,"[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 56, 659894), 1.28, 1.93]"
159,"[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 57, 835303), 1.28, 1.93]"
160,"[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 43, 59, 10077), 1.28, 1.93]"
161,"[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 0, 193741), 1.28, 1.93]"
162,"[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 1, 386815), 1.28, 1.93]"
163,"[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 2, 561909), 1.28, 1.93]"
164,"[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 3, 728471), 1.28, 1.93]"
165,"[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 4, 894727), 1.28, 1.93]"
166,"[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 6, 69206), 1.28, 1.93]"
167,"[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 7, 240893), 1.28, 1.93]"
168,"[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 8, 404513), 1.28, 1.93]"
169,"[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 9, 571051), 1.28, 1.93]"
170,"[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 10, 743069), 1.28, 1.93]"
171,"[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 11, 913853), 1.28, 1.93]"
172,"[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 13, 86615), 1.28, 1.93]"
173,"[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 14, 258001), 1.28, 1.93]"
174,"[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 20.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 71.0, 140.0]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 5.0, 6.6]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 41.0, 75.0]","[datetime.datetime(2022, 11, 28, 12, 44, 15, 423366), 1.28, 1.93]"
