,Downtown Lucca,Sporting Tristar,Uptotrix,Cronin,Melati Boy,Tackas Last Dance,Malibu Dream,Wheres Our Money,Lady Lagertha Nz,Muddy Montana
10-01-2023 20:12:26.472665,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:27.687568,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:28.898315,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:30.171194,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:31.343541,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:32.554201,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:33.821742,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:35.118468,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:36.352043,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:37.571826,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:38.754646,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:39.949432,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:41.208611,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:42.481806,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:43.702796,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:44.869634,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:46.077737,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 16.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:47.408411,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.714285714285715)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:48.676847,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.714285714285715)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:49.933288,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 12.0)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 22.285714285714285)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:51.209351,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 12.0)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 22.285714285714285)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:52.477800,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 25.0, 23.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:53.672111,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.15, 2.742857142857143)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 25.0, 23.0)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:54.812001,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.742857142857143)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 25.0, 22.285714285714285)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:56.006692,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.742857142857143)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 25.0, 15.890625)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:57.183476,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.576)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 18.0, 15.727272727272727)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:58.379964,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.576)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 17.0, 15.727272727272727)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:59.608566,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.6933333333333334)","(101.0, 220.0, 120.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 17.0, 22.285714285714285)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:00.874962,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.608)","(101.0, 220.0, 120.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 25.0, 15.763157894736842)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:02.133402,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.72)","(101.0, 220.0, 120.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 175.71428571428572)","(9.0, 16.5, 15.763157894736842)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:03.351371,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.125)","(2.6, 3.2, 2.64)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.5, 23.875)","(8.5, 21.0, 13.625)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:04.585930,"(2.7, 3.75, 3.6426923076923075)","(10.0, 21.0, 14.857142857142858)","(2.6, 3.2, 2.64)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.714285714285715)","(8.5, 15.5, 13.625)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:05.796928,"(2.7, 3.7, 3.4850000000000003)","(10.0, 20.0, 16.1)","(2.6, 3.2, 2.672)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.461538461538462)","(8.5, 15.5, 13.625)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:06.958618,"(2.7, 3.7, 3.4850000000000003)","(10.0, 19.5, 16.1)","(2.6, 3.2, 2.672)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.461538461538462)","(8.5, 15.5, 13.625)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:08.075651,"(2.7, 3.7, 3.4850000000000003)","(10.0, 19.5, 16.1)","(2.6, 3.2, 2.672)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 13.98076923076923)","(8.5, 15.5, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:09.248235,"(2.7, 3.7, 3.4850000000000003)","(10.0, 19.5, 16.1)","(2.6, 3.2, 2.7733333333333334)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:10.389111,"(2.7, 5.6, 4.91)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.694)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 21.0, 16.727272727272727)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:11.608688,"(2.7, 5.5, 4.835)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.694)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 20.0, 16.727272727272727)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:12.789061,"(2.7, 5.5, 4.835)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.726)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 20.0, 17.61111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:14.038749,"(2.7, 5.5, 4.17)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.726)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 19.5, 17.61111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:15.318206,"(2.7, 5.4, 4.76)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.81)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.833333333333334)","(8.5, 19.5, 17.61111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:16.593082,"(2.7, 5.3, 4.685)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.81)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 17.61111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:17.911006,"(2.7, 5.3, 3.6866666666666665)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.6766666666666667)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 16.95)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:19.121725,"(2.7, 5.3, 3.6866666666666665)","(10.0, 19.5, 16.1)","(2.6, 3.15, 2.6766666666666667)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 16.95)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:20.417947,"(2.7, 5.3, 3.6866666666666665)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.598)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 16.95)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:21.595883,"(2.7, 5.3, 3.6866666666666665)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.598)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 16.95)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:22.787226,"(2.7, 5.3, 3.6866666666666665)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.63)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 16.95)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:24.056556,"(2.7, 3.75, 3.00625)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.63)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 19.5, 13.25)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:25.499773,"(2.7, 5.3, 3.6999999999999997)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.73)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 15.5, 14.11111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:26.778424,"(2.7, 5.3, 3.6999999999999997)","(10.0, 19.5, 15.25)","(2.6, 3.15, 2.662)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.90625)","(8.5, 15.0, 14.11111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:28.088489,"(2.7, 5.3, 5.081818181818182)","(10.0, 19.5, 17.18181818181818)","(2.6, 3.15, 2.756666666666667)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 15.0, 14.11111111111111)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:29.344845,"(2.7, 5.3, 3.294285714285714)","(10.0, 19.5, 17.18181818181818)","(2.6, 3.15, 2.694)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 15.0, 19.555555555555557)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:30.809576,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.18181818181818)","(2.6, 3.15, 2.726)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 22.0, 18.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:32.084509,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.18181818181818)","(2.6, 3.15, 2.726)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 21.0, 18.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:33.329786,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.8)","(2.6, 3.15, 2.796666666666667)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:34.555161,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.8)","(2.6, 3.15, 2.81)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 21.0, 18.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:35.859156,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.8)","(2.6, 3.15, 2.742)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 21.0, 18.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:37.181803,"(2.7, 5.3, 3.3114285714285714)","(10.0, 19.5, 17.8)","(2.6, 3.15, 2.756666666666667)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.5, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:38.407315,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.694)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:39.570067,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.783333333333333)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:40.838458,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.726)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:42.083065,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.726)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:43.280045,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.81)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:44.466128,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.81)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:45.698320,"(2.7, 5.3, 3.3114285714285714)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.81)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.384615384615387)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:46.989807,"(2.7, 5.2, 4.09)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.694)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:48.246164,"(2.7, 5.2, 4.09)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.694)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:49.482104,"(2.7, 5.1, 3.6866666666666665)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.865)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:50.723625,"(2.7, 5.0, 3.99)","(11.0, 19.5, 17.8)","(2.6, 3.15, 2.865)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:51.927128,"(2.7, 5.0, 4.875)","(11.0, 19.5, 14.7)","(2.6, 3.15, 2.77)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:13:53.081707,"(2.7, 4.9, 4.283333333333333)","(11.0, 19.5, 14.7)","(2.6, 3.15, 2.865)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 16.0, 14.727272727272727)","(8.0, 21.0, 16.0)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
