,Raging Bull,Cuban Royale,Night Of Power,Vreneli,Bold Mac,Easifar,Niccis Fling,Silent Agenda
07-01-2023 14:17:49.770072,"(11.0, 12.5, 12.486666666666666)","(7.5, 8.2, 8.184186046511627)","(20.0, 27.0, 26.390243902439025)","(3.8, 4.4, 4.398108925869894)","(4.2, 4.9, 4.866949952785647)","(10.0, 12.0, 11.74639423076923)","(11.0, 13.0, 12.678353658536585)","(5.5, 6.2, 6.069897959183674)"
07-01-2023 14:17:50.852800,"(11.0, 13.0, 12.632911392405063)","(7.5, 8.2, 8.184186046511627)","(20.0, 27.0, 26.390243902439025)","(3.8, 4.4, 4.388355263157895)","(4.2, 4.9, 4.869021190716448)","(10.0, 12.0, 11.74639423076923)","(11.0, 13.0, 12.678353658536585)","(5.5, 6.2, 6.069189189189189)"
07-01-2023 14:17:52.107010,"(11.0, 13.0, 12.712871287128714)","(7.5, 8.2, 8.184186046511627)","(20.0, 27.0, 26.390243902439025)","(3.8, 4.4, 4.388355263157895)","(4.2, 4.9, 4.869021190716448)","(10.0, 12.0, 11.74639423076923)","(11.0, 13.0, 12.678353658536585)","(5.5, 6.2, 6.069189189189189)"
07-01-2023 14:17:53.374694,"(11.0, 13.0, 12.687234042553191)","(7.5, 8.4, 8.222594142259414)","(20.0, 27.0, 26.166666666666668)","(3.8, 4.4, 4.386080821039128)","(4.2, 4.9, 4.866738894907909)","(10.0, 12.0, 11.752347417840376)","(11.0, 13.0, 12.760770975056689)","(6.0, 6.2, 6.149425287356322)"
07-01-2023 14:17:54.523376,"(11.0, 13.0, 12.696280991735538)","(7.0, 8.4, 8.222594142259414)","(20.0, 27.0, 26.166666666666668)","(3.8, 4.4, 4.3969769291965)","(4.2, 4.9, 4.866738894907909)","(10.0, 12.0, 11.752347417840376)","(11.0, 13.0, 12.760770975056689)","(5.5, 6.2, 6.149425287356322)"
07-01-2023 14:17:55.633634,"(11.0, 13.0, 12.673992673992673)","(7.0, 8.4, 8.222594142259414)","(20.0, 27.0, 26.166666666666668)","(3.8, 4.5, 4.402811950790862)","(4.2, 4.9, 4.8642191142191145)","(10.0, 12.0, 11.741935483870968)","(11.0, 13.0, 12.761363636363637)","(5.5, 6.4, 6.278359908883827)"
07-01-2023 14:17:56.839982,"(11.0, 13.0, 12.674632352941176)","(7.0, 8.4, 8.216260162601627)","(20.0, 27.0, 26.821428571428573)","(3.8, 4.5, 4.432766990291262)","(4.2, 4.9, 4.832894736842105)","(10.0, 12.0, 11.717884130982368)","(11.0, 13.0, 12.766146993318486)","(5.5, 6.4, 6.31085141903172)"
07-01-2023 14:17:58.058512,"(11.0, 13.0, 12.674632352941176)","(7.0, 8.4, 8.216260162601627)","(20.0, 27.0, 26.821428571428573)","(3.8, 4.5, 4.432843137254903)","(4.2, 4.9, 4.8255474452554745)","(10.0, 12.0, 11.717884130982368)","(11.0, 13.0, 12.766146993318486)","(5.5, 6.4, 6.3404017857142865)"
07-01-2023 14:17:59.181751,"(11.0, 13.0, 12.669039145907472)","(7.0, 8.4, 8.216260162601627)","(20.0, 27.0, 26.340740740740742)","(3.8, 4.5, 4.412738853503185)","(4.2, 4.9, 4.772346368715084)","(10.0, 12.0, 11.710594315245478)","(11.0, 13.0, 12.755244755244755)","(5.5, 6.4, 6.333499377334994)"
07-01-2023 14:18:00.307649,"(11.0, 13.0, 12.695473251028806)","(7.0, 8.2, 8.19)","(20.0, 28.0, 26.085470085470085)","(3.8, 4.5, 4.431920359666024)","(4.2, 4.8, 4.7625628140703515)","(10.0, 12.0, 11.706806282722512)","(11.0, 13.0, 12.755244755244755)","(5.5, 6.4, 6.335981308411215)"
07-01-2023 14:18:01.447477,"(11.0, 13.0, 12.684782608695652)","(7.0, 8.2, 8.19)","(20.0, 28.0, 26.085470085470085)","(3.8, 4.5, 4.403636363636364)","(4.2, 4.8, 4.765322580645162)","(10.0, 12.0, 11.721153846153847)","(11.0, 13.0, 12.784415584415584)","(5.5, 6.4, 6.337831325301205)"
07-01-2023 14:18:02.640879,"(11.0, 13.5, 13.016666666666667)","(7.0, 8.4, 8.255776892430278)","(20.0, 28.0, 26.085470085470085)","(3.8, 4.5, 4.403584229390681)","(4.2, 4.8, 4.752747252747253)","(10.0, 12.0, 11.689285714285715)","(11.0, 13.0, 12.784415584415584)","(5.5, 6.4, 6.3325490196078436)"
07-01-2023 14:18:03.913101,"(11.0, 13.5, 13.128205128205128)","(7.0, 8.4, 8.27773851590106)","(20.0, 28.0, 26.084745762711865)","(3.8, 4.5, 4.444137931034483)","(4.2, 4.8, 4.752747252747253)","(10.0, 12.0, 11.689285714285715)","(11.0, 13.0, 12.783854166666666)","(5.5, 6.4, 6.296296296296297)"
07-01-2023 14:18:05.077641,"(11.0, 14.0, 13.576315789473684)","(7.0, 8.4, 8.269182389937107)","(20.0, 28.0, 26.33823529411765)","(3.8, 4.5, 4.431378299120235)","(4.2, 4.8, 4.746530612244898)","(10.0, 12.0, 11.680887372013652)","(11.0, 13.0, 12.75945945945946)","(5.5, 6.4, 6.383289817232376)"
07-01-2023 14:18:06.714467,"(11.0, 14.0, 13.537162162162161)","(7.0, 8.4, 8.264429530201342)","(20.0, 28.0, 26.503311258278146)","(3.8, 4.5, 4.448305084745763)","(4.2, 4.8, 4.746396396396396)","(10.0, 12.0, 11.648214285714285)","(11.0, 13.0, 12.778061224489797)","(5.5, 6.4, 6.35421686746988)"
07-01-2023 14:18:08.248050,"(11.0, 14.0, 13.524305555555555)","(7.0, 8.4, 7.998963730569948)","(20.0, 28.0, 26.744444444444444)","(3.8, 4.5, 4.452554744525548)","(4.2, 4.8, 4.794117647058823)","(10.0, 12.0, 11.751315789473685)","(11.0, 13.0, 12.794044665012407)","(5.5, 6.4, 6.238926174496645)"
07-01-2023 14:18:09.863071,"(11.0, 14.0, 13.524305555555555)","(7.0, 8.0, 7.924822695035461)","(20.0, 28.0, 26.737430167597765)","(3.8, 4.5, 4.44396551724138)","(4.2, 4.8, 4.791964285714285)","(10.0, 12.0, 11.751315789473685)","(11.0, 13.0, 12.794044665012407)","(5.5, 6.4, 6.233734939759036)"
07-01-2023 14:18:11.124666,"(11.0, 14.0, 13.524305555555555)","(7.0, 8.0, 7.924822695035461)","(20.0, 28.0, 26.532467532467532)","(3.8, 4.5, 4.440476190476191)","(4.2, 4.8, 4.796449704142011)","(10.0, 12.0, 11.751315789473685)","(11.0, 13.0, 12.794044665012407)","(5.5, 6.4, 6.214814814814815)"
07-01-2023 14:18:12.393206,"(11.0, 14.0, 13.524305555555555)","(7.0, 8.0, 7.929333333333333)","(20.0, 28.0, 26.80952380952381)","(3.8, 4.5, 4.453416149068323)","(4.2, 4.8, 4.834512022630834)","(10.0, 12.0, 11.748)","(11.0, 13.0, 12.794044665012407)","(5.5, 6.4, 6.1491390728476825)"
07-01-2023 14:18:13.675553,"(11.0, 14.0, 13.426778242677825)","(7.0, 8.0, 7.929333333333333)","(20.0, 27.0, 25.86111111111111)","(3.8, 4.5, 4.452419354838709)","(4.2, 4.9, 4.834512022630834)","(10.0, 12.0, 11.748)","(11.0, 13.0, 12.793532338308458)","(5.5, 6.2, 6.139001349527666)"
07-01-2023 14:18:14.822938,"(11.0, 13.5, 13.127272727272727)","(7.0, 8.0, 7.929333333333333)","(20.0, 26.0, 25.86111111111111)","(3.8, 4.5, 4.458303886925795)","(4.2, 4.9, 4.837768817204301)","(10.0, 12.0, 11.748)","(11.0, 13.0, 12.79367088607595)","(5.5, 6.2, 6.169129720853859)"
07-01-2023 14:18:16.052554,"(11.0, 13.5, 13.264900662251655)","(7.0, 8.0, 7.920430107526881)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.5, 4.451046025104603)","(4.2, 4.9, 4.837768817204301)","(10.0, 12.0, 11.760623229461757)","(11.0, 13.0, 12.796758104738155)","(5.5, 6.2, 6.355897435897436)"
07-01-2023 14:18:17.218514,"(11.0, 13.5, 13.261744966442953)","(7.0, 8.0, 7.920430107526881)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.5, 4.451046025104603)","(4.2, 4.9, 4.837768817204301)","(10.0, 12.0, 11.760623229461757)","(11.0, 13.0, 12.79156010230179)","(5.5, 6.4, 6.358260869565218)"
07-01-2023 14:18:18.461801,"(11.0, 13.5, 13.303867403314918)","(7.0, 8.0, 7.920430107526881)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.5, 4.451046025104603)","(4.2, 4.9, 4.817321428571429)","(10.0, 12.0, 11.764623955431755)","(11.0, 13.0, 12.788860103626943)","(5.5, 6.4, 6.376354679802956)"
07-01-2023 14:18:19.678577,"(11.0, 13.5, 13.3429203539823)","(7.0, 8.0, 7.9174721189591075)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.5, 4.473684210526316)","(4.2, 4.9, 4.833092485549133)","(10.0, 12.0, 11.764623955431755)","(11.0, 13.0, 12.788860103626943)","(5.5, 6.4, 6.2613013698630136)"
07-01-2023 14:18:20.851948,"(11.0, 13.5, 13.3429203539823)","(7.0, 8.0, 7.98698224852071)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.5, 4.563876651982379)","(4.2, 4.9, 4.828105395232121)","(10.0, 12.0, 11.804964539007091)","(11.0, 13.0, 12.7014652014652)","(5.5, 6.4, 6.290361445783133)"
07-01-2023 14:18:22.169792,"(11.0, 13.5, 13.32563025210084)","(7.0, 8.0, 7.98698224852071)","(20.0, 26.0, 25.77777777777778)","(3.8, 4.6, 4.5707082833133255)","(4.2, 4.9, 4.8425271739130435)","(10.0, 12.0, 11.804964539007091)","(11.0, 13.0, 12.7014652014652)","(5.5, 6.4, 6.173839662447257)"
07-01-2023 14:18:23.401717,"(11.0, 13.5, 13.32563025210084)","(7.0, 8.0, 7.991489361702127)","(20.0, 26.0, 25.8)","(3.8, 4.6, 4.574107142857143)","(4.2, 4.9, 4.840237467018469)","(10.0, 12.0, 11.718421052631578)","(11.0, 13.0, 12.764450867052023)","(5.5, 6.2, 6.129411764705883)"
07-01-2023 14:18:24.655521,"(11.0, 13.5, 13.32563025210084)","(7.0, 8.0, 7.991489361702127)","(20.0, 26.0, 25.8)","(3.8, 4.6, 4.574107142857143)","(4.2, 4.9, 4.840237467018469)","(10.0, 12.0, 11.718421052631578)","(11.0, 13.0, 12.764450867052023)","(5.5, 6.2, 6.129411764705883)"
07-01-2023 14:18:25.812521,"(11.0, 13.5, 13.32563025210084)","(7.0, 8.0, 7.993333333333333)","(20.0, 26.0, 25.454545454545453)","(3.8, 4.6, 4.577267373380447)","(4.2, 4.9, 4.83587786259542)","(10.0, 12.0, 11.68362831858407)","(11.0, 13.0, 12.746105919003115)","(5.5, 6.2, 6.1780089153046065)"
07-01-2023 14:18:26.976086,"(11.0, 13.5, 13.32563025210084)","(7.0, 8.0, 7.993333333333333)","(20.0, 26.0, 25.454545454545453)","(3.8, 4.6, 4.577267373380447)","(4.2, 4.9, 4.83587786259542)","(10.0, 12.0, 11.68362831858407)","(11.0, 13.0, 12.746105919003115)","(5.5, 6.2, 6.1780089153046065)"
07-01-2023 14:18:28.255029,"(11.0, 13.5, 13.46761133603239)","(7.0, 8.0, 7.992727272727273)","(20.0, 26.0, 25.5)","(3.8, 4.6, 4.5778037383177566)","(4.2, 4.9, 4.817256637168142)","(10.0, 12.0, 11.602702702702702)","(11.0, 13.0, 12.746105919003115)","(5.5, 6.4, 6.210243902439025)"
07-01-2023 14:18:29.529246,"(11.0, 13.5, 13.46761133603239)","(7.0, 8.0, 7.992727272727273)","(20.0, 26.0, 25.91025641025641)","(3.9, 4.6, 4.579166666666667)","(4.2, 4.9, 4.818396226415095)","(10.0, 12.0, 11.636138613861386)","(11.0, 13.0, 12.752396166134185)","(5.5, 6.4, 6.2759898904802025)"
07-01-2023 14:18:30.665162,"(11.0, 13.5, 13.466244725738397)","(7.0, 8.2, 7.9037037037037035)","(20.0, 26.0, 25.82051282051282)","(3.9, 4.7, 4.615609756097561)","(4.2, 4.8, 4.796254071661237)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.730902777777779)","(5.5, 6.2, 6.19581589958159)"
07-01-2023 14:18:31.849680,"(11.0, 13.5, 13.466244725738397)","(7.0, 8.2, 7.9037037037037035)","(20.0, 26.0, 25.82051282051282)","(3.9, 4.7, 4.681358189081225)","(4.2, 4.8, 4.796254071661237)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.673629242819842)","(5.5, 6.2, 6.169512195121952)"
07-01-2023 14:18:33.129556,"(11.0, 13.5, 13.466244725738397)","(7.0, 8.0, 7.819512195121951)","(20.0, 26.0, 25.852631578947367)","(3.9, 4.7, 4.662008141112619)","(4.2, 4.8, 4.807486631016043)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.596774193548388)","(5.5, 6.2, 6.192134831460674)"
07-01-2023 14:18:34.345505,"(12.0, 13.5, 13.466244725738397)","(7.0, 8.0, 7.819512195121951)","(21.0, 26.0, 25.852631578947367)","(3.9, 4.7, 4.6656441717791415)","(4.2, 4.9, 4.83066132264529)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.588996763754045)","(5.5, 6.2, 6.074273858921162)"
07-01-2023 14:18:35.446180,"(12.0, 13.5, 13.465957446808511)","(7.0, 8.0, 7.819512195121951)","(21.0, 26.0, 25.852631578947367)","(3.9, 4.7, 4.6656441717791415)","(4.2, 4.9, 4.82995951417004)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.588996763754045)","(5.5, 6.2, 6.079049676025918)"
07-01-2023 14:18:36.637387,"(12.0, 13.5, 13.32686567164179)","(7.0, 8.0, 7.819512195121951)","(21.0, 26.0, 25.865384615384617)","(3.9, 4.7, 4.665811965811966)","(4.2, 4.9, 4.82995951417004)","(10.0, 12.0, 11.708812260536398)","(11.0, 13.0, 12.559322033898304)","(5.5, 6.2, 6.15398406374502)"
07-01-2023 14:18:37.845261,"(12.0, 13.5, 13.32686567164179)","(7.0, 8.0, 7.819512195121951)","(21.0, 26.0, 25.865384615384617)","(3.9, 4.7, 4.654846066134549)","(4.2, 4.9, 4.815404699738903)","(10.0, 12.0, 12.175)","(11.0, 13.0, 12.559322033898304)","(5.5, 6.2, 6.1509765625)"
07-01-2023 14:18:38.919682,"(12.0, 13.5, 13.32686567164179)","(7.0, 8.0, 7.8933333333333335)","(21.0, 25.0, 24.508196721311474)","(3.9, 4.7, 4.65609756097561)","(4.2, 4.9, 4.815404699738903)","(10.0, 12.5, 12.175)","(11.0, 13.0, 12.560553633217992)","(5.5, 6.2, 6.16203605514316)"
07-01-2023 14:18:40.055204,"(11.0, 13.5, 13.32686567164179)","(7.0, 8.0, 7.868627450980392)","(21.0, 25.0, 24.474137931034484)","(3.9, 4.6, 4.5996965098634295)","(4.2, 4.9, 4.821549636803874)","(10.0, 12.5, 12.102)","(11.0, 13.0, 12.560553633217992)","(5.5, 6.2, 6.16203605514316)"
07-01-2023 14:18:41.195529,"(11.0, 13.5, 13.32686567164179)","(7.0, 8.0, 7.876086956521739)","(21.0, 25.0, 24.474137931034484)","(3.9, 4.6, 4.5996965098634295)","(4.2, 4.9, 4.821549636803874)","(10.0, 12.5, 12.102)","(11.0, 13.0, 12.560553633217992)","(5.5, 6.2, 6.16203605514316)"
07-01-2023 14:18:42.329289,"(11.0, 13.5, 13.314696485623003)","(7.0, 8.0, 7.835897435897436)","(21.0, 25.0, 24.474137931034484)","(3.9, 4.6, 4.599691833590138)","(4.2, 4.9, 4.843035343035344)","(10.0, 12.5, 12.085416666666667)","(11.0, 13.0, 12.559322033898304)","(5.5, 6.2, 6.180614657210402)"
07-01-2023 14:18:43.492319,"(11.0, 13.5, 13.314696485623003)","(7.0, 8.0, 7.835897435897436)","(21.0, 25.0, 24.474137931034484)","(3.9, 4.6, 4.599346405228758)","(4.2, 4.9, 4.790053050397878)","(10.0, 12.5, 11.878923766816143)","(11.0, 13.0, 12.575250836120402)","(5.5, 6.2, 6.165906623235614)"
07-01-2023 14:18:44.668598,"(11.0, 13.5, 13.314696485623003)","(7.0, 8.0, 7.84)","(21.0, 25.0, 24.45045045045045)","(3.9, 4.6, 4.650986842105263)","(4.2, 4.8, 4.78515625)","(10.0, 12.0, 11.878923766816143)","(11.0, 13.0, 12.575250836120402)","(5.5, 6.2, 6.167631296891747)"
07-01-2023 14:18:45.854956,"(11.0, 13.5, 13.29505300353357)","(7.0, 8.0, 7.8406091370558375)","(21.0, 25.0, 24.45045045045045)","(3.9, 4.7, 4.6512355848434925)","(4.2, 4.8, 4.790184921763869)","(10.0, 12.0, 11.878923766816143)","(11.0, 13.0, 12.594507269789984)","(5.5, 6.2, 6.167811158798283)"
07-01-2023 14:18:47.058839,"(11.0, 13.5, 13.29505300353357)","(7.0, 8.0, 7.8406091370558375)","(21.0, 25.0, 24.45045045045045)","(3.9, 4.7, 4.6152)","(4.2, 4.8, 4.790243902439024)","(10.0, 12.0, 11.86266094420601)","(11.0, 13.0, 12.48041775456919)","(5.5, 6.2, 6.356731875719218)"
07-01-2023 14:18:48.174132,"(11.0, 13.5, 13.29505300353357)","(7.0, 8.0, 7.8406091370558375)","(21.0, 25.0, 24.45045045045045)","(3.9, 4.7, 4.6152)","(4.2, 4.8, 4.7961773700305805)","(10.0, 12.0, 11.80952380952381)","(11.0, 12.5, 12.47972972972973)","(5.5, 6.4, 6.250239234449761)"
07-01-2023 14:18:49.286705,"(11.0, 13.5, 13.29505300353357)","(7.0, 8.0, 7.9904761904761905)","(21.0, 25.0, 24.464285714285715)","(3.9, 4.7, 4.607142857142857)","(4.2, 4.8, 4.793047337278106)","(10.0, 12.0, 11.770909090909091)","(11.0, 12.5, 12.574923547400612)","(5.5, 6.4, 6.267372881355932)"
07-01-2023 14:18:50.494307,"(11.0, 13.0, 12.90625)","(7.0, 7.8, 7.798666666666667)","(21.0, 25.0, 24.464285714285715)","(3.9, 4.7, 4.630120481927711)","(4.2, 4.8, 4.793622795115332)","(10.0, 12.0, 11.796511627906977)","(11.0, 13.0, 12.501779359430605)","(5.5, 6.4, 6.290175438596491)"
07-01-2023 14:18:51.686964,"(11.0, 13.0, 12.880681818181818)","(7.0, 7.8, 7.798666666666667)","(21.0, 25.0, 24.460176991150444)","(3.9, 4.7, 4.653968253968254)","(4.2, 4.8, 4.793622795115332)","(10.0, 12.0, 11.796511627906977)","(11.0, 13.0, 12.605633802816902)","(5.5, 6.4, 6.229213483146068)"
07-01-2023 14:18:52.880031,"(11.0, 13.0, 12.865384615384615)","(7.0, 8.0, 7.848979591836734)","(21.0, 25.0, 24.460176991150444)","(3.9, 4.7, 4.653968253968254)","(4.2, 4.8, 4.793622795115332)","(10.0, 12.0, 11.796511627906977)","(11.0, 13.0, 12.605633802816902)","(5.5, 6.4, 6.229213483146068)"
07-01-2023 14:18:54.146749,"(11.0, 13.0, 12.865384615384615)","(7.0, 8.0, 7.8634615384615385)","(21.0, 25.0, 24.50485436893204)","(3.9, 4.7, 4.527611940298508)","(4.2, 4.8, 4.819700748129676)","(10.0, 12.0, 11.796511627906977)","(11.0, 13.0, 12.666666666666666)","(5.5, 6.4, 6.281941747572816)"
07-01-2023 14:18:55.319683,"(11.0, 13.0, 12.892857142857142)","(7.0, 8.0, 7.8634615384615385)","(21.0, 25.0, 24.50485436893204)","(3.9, 4.6, 4.520634920634921)","(4.2, 4.9, 4.816580310880829)","(10.0, 12.0, 11.796511627906977)","(11.0, 13.0, 12.666666666666666)","(5.5, 6.4, 6.287822878228782)"
07-01-2023 14:18:56.527386,"(11.0, 13.0, 12.878048780487806)","(7.0, 8.0, 7.87764705882353)","(21.0, 25.0, 24.50485436893204)","(3.9, 4.6, 4.508602150537635)","(4.2, 4.9, 4.8191044776119405)","(10.0, 12.0, 11.797665369649806)","(11.0, 13.0, 12.679948586118252)","(5.5, 6.4, 6.287822878228782)"
07-01-2023 14:18:57.754533,"(11.0, 13.0, 12.878048780487806)","(7.0, 8.0, 7.945054945054945)","(21.0, 25.0, 24.5188679245283)","(3.9, 4.6, 4.493959731543624)","(4.2, 4.9, 4.838121546961326)","(10.0, 12.0, 11.797665369649806)","(11.0, 13.0, 12.679948586118252)","(5.5, 6.4, 6.287822878228782)"
07-01-2023 14:18:58.885694,"(11.0, 13.0, 12.922222222222222)","(7.0, 8.0, 7.929577464788732)","(21.0, 25.0, 24.5188679245283)","(3.9, 4.5, 4.498205546492659)","(4.2, 4.9, 4.838121546961326)","(10.0, 12.0, 11.749185667752442)","(11.0, 13.0, 12.674934725848564)","(5.5, 6.4, 6.292464358452139)"
07-01-2023 14:19:00.005608,"(11.0, 13.5, 12.732786885245902)","(7.0, 8.2, 7.853012048192771)","(21.0, 25.0, 24.5188679245283)","(3.9, 4.6, 4.505244755244755)","(4.2, 4.9, 4.793307593307593)","(10.0, 12.0, 11.749185667752442)","(11.0, 13.0, 12.642241379310345)","(5.5, 6.4, 6.327720739219713)"
07-01-2023 14:19:01.162659,"(11.0, 13.0, 12.935622317596566)","(7.0, 8.2, 8.022222222222222)","(21.0, 25.0, 24.674418604651162)","(3.9, 4.6, 4.507482993197279)","(4.2, 4.8, 4.797843665768194)","(10.0, 12.0, 11.745192307692308)","(11.0, 13.0, 12.655124653739612)","(5.5, 6.4, 6.345291479820628)"
07-01-2023 14:19:02.322279,"(11.0, 13.0, 12.934497816593886)","(7.0, 8.2, 8.022222222222222)","(21.0, 25.0, 24.71604938271605)","(3.9, 4.6, 4.511400651465798)","(4.2, 4.8, 4.797843665768194)","(10.0, 12.0, 11.840909090909092)","(11.0, 13.0, 12.655124653739612)","(5.5, 6.4, 6.3449209932279915)"
07-01-2023 14:19:03.460331,"(11.0, 13.0, 12.989949748743719)","(7.0, 8.2, 8.018639798488666)","(21.0, 25.0, 24.725)","(3.9, 4.6, 4.531060606060606)","(4.2, 4.8, 4.849382716049383)","(10.0, 12.0, 11.840909090909092)","(11.0, 13.0, 12.655124653739612)","(5.5, 6.4, 6.2680203045685285)"
07-01-2023 14:19:04.631100,"(11.0, 13.0, 12.954901960784314)","(7.0, 8.2, 8.014322250639387)","(21.0, 25.0, 24.725)","(3.8, 4.6, 4.55)","(4.2, 4.9, 4.814285714285714)","(10.0, 12.0, 11.840619307832423)","(11.0, 13.0, 12.626016260162602)","(5.5, 6.4, 6.343600867678959)"
07-01-2023 14:19:05.822368,"(11.0, 13.0, 12.94976076555024)","(7.0, 8.2, 7.96144578313253)","(21.0, 25.0, 24.71604938271605)","(3.8, 4.6, 4.551558073654391)","(4.2, 4.9, 4.820257234726688)","(10.0, 12.0, 11.840619307832423)","(11.0, 13.0, 12.579268292682928)","(5.5, 6.4, 6.348616600790514)"
07-01-2023 14:19:07.046395,"(11.0, 13.0, 12.94976076555024)","(7.0, 8.0, 7.96144578313253)","(21.0, 25.0, 24.666666666666668)","(3.9, 4.6, 4.657865168539326)","(4.2, 4.9, 4.822776572668113)","(10.0, 12.0, 11.83140655105973)","(11.0, 13.0, 12.579268292682928)","(5.5, 6.4, 6.32840722495895)"
07-01-2023 14:19:08.236905,"(11.0, 13.0, 12.933179723502304)","(7.0, 8.0, 7.96144578313253)","(21.0, 25.0, 24.666666666666668)","(3.9, 4.7, 4.6617691154422785)","(4.2, 4.9, 4.833039647577093)","(10.0, 12.0, 11.829434697855751)","(11.0, 13.0, 12.566037735849056)","(5.5, 6.4, 6.329045643153528)"
07-01-2023 14:19:09.297789,"(11.0, 13.0, 12.929223744292237)","(7.0, 8.0, 7.9487804878048784)","(21.0, 25.0, 24.666666666666668)","(3.9, 4.7, 4.6551401869158875)","(4.2, 4.9, 4.8287790697674415)","(10.0, 12.0, 11.822519083969466)","(11.0, 13.0, 12.550488599348535)","(5.5, 6.4, 6.343661971830986)"
07-01-2023 14:19:10.400552,"(11.0, 13.0, 12.929223744292237)","(7.0, 8.0, 7.923232323232323)","(21.0, 25.0, 24.666666666666668)","(3.9, 4.7, 4.6551401869158875)","(4.2, 4.9, 4.8287790697674415)","(10.0, 12.0, 11.822519083969466)","(11.0, 13.0, 12.550488599348535)","(5.5, 6.4, 6.343661971830986)"
07-01-2023 14:19:11.547656,"(11.0, 13.0, 12.908695652173913)","(7.0, 8.0, 7.923232323232323)","(21.0, 25.0, 24.63888888888889)","(3.9, 4.7, 4.6090909090909085)","(4.2, 4.9, 4.838495575221239)","(10.0, 12.0, 11.820809248554914)","(11.0, 13.0, 12.549206349206349)","(5.5, 6.4, 6.343225806451613)"
07-01-2023 14:19:12.636734,"(11.0, 13.0, 12.908695652173913)","(7.0, 8.0, 7.821176470588235)","(21.0, 25.0, 24.727272727272727)","(3.9, 4.7, 4.609448818897637)","(4.2, 4.9, 4.863888888888889)","(10.0, 12.0, 11.811797752808989)","(11.0, 13.0, 12.549206349206349)","(5.5, 6.4, 6.343225806451613)"
07-01-2023 14:19:13.820047,"(11.0, 13.0, 12.901709401709402)","(7.0, 8.0, 7.785840707964602)","(21.0, 25.0, 24.87142857142857)","(3.9, 4.7, 4.613793103448276)","(4.2, 4.9, 4.89469696969697)","(10.0, 12.0, 11.83128295254833)","(11.0, 13.0, 12.618279569892474)","(5.5, 6.4, 6.35551257253385)"
07-01-2023 14:19:14.969130,"(11.0, 13.0, 12.901709401709402)","(7.0, 8.0, 7.778977272727272)","(20.0, 25.0, 24.857142857142858)","(3.9, 4.6, 4.594638069705094)","(4.4, 5.0, 4.97424)","(10.0, 12.0, 11.83634719710669)","(11.0, 13.0, 12.618279569892474)","(5.5, 6.4, 6.360159362549801)"
07-01-2023 14:19:16.129461,"(11.0, 13.0, 12.901709401709402)","(7.0, 8.0, 7.773076923076923)","(20.0, 25.0, 26.842105263157894)","(3.9, 4.6, 4.56140350877193)","(4.4, 5.0, 4.97958833619211)","(10.0, 12.0, 11.836080586080586)","(11.0, 13.0, 12.618279569892474)","(5.5, 6.4, 6.379274611398964)"
07-01-2023 14:19:17.198313,"(11.0, 13.0, 12.992021276595745)","(7.0, 8.0, 7.760509554140127)","(20.0, 27.0, 26.714285714285715)","(3.9, 4.6, 4.552603231597845)","(4.4, 5.0, 4.980548628428927)","(10.0, 12.0, 11.836080586080586)","(11.0, 13.0, 12.670533642691415)","(5.5, 6.4, 6.185880740233037)"
07-01-2023 14:19:18.271819,"(11.0, 13.0, 12.992021276595745)","(7.0, 8.0, 7.769931034482759)","(20.0, 27.0, 26.727272727272727)","(3.9, 4.6, 4.543225806451613)","(4.4, 5.0, 4.980085106382979)","(10.0, 12.0, 11.836080586080586)","(11.0, 13.0, 12.648514851485148)","(5.5, 6.2, 6.364271844660195)"
07-01-2023 14:19:19.471036,"(11.0, 13.0, 12.992021276595745)","(7.0, 7.8, 7.796815286624204)","(20.0, 27.0, 26.6)","(3.9, 4.6, 4.54067415730337)","(4.4, 5.0, 4.979914163090129)","(10.0, 12.0, 11.836080586080586)","(11.0, 13.0, 12.651515151515152)","(5.5, 6.4, 6.331407942238267)"
07-01-2023 14:19:20.962061,"(11.0, 13.0, 12.992021276595745)","(7.0, 7.8, 7.795151515151515)","(20.0, 27.0, 26.857142857142858)","(3.9, 4.6, 4.544802867383512)","(4.4, 5.0, 4.978028169014085)","(10.0, 12.0, 11.828544061302683)","(11.0, 13.0, 12.651515151515152)","(5.5, 6.4, 6.302064220183486)"
07-01-2023 14:19:22.226832,"(11.0, 13.0, 12.992021276595745)","(7.0, 7.8, 7.794482758620689)","(20.0, 27.0, 26.5)","(3.9, 4.6, 4.5041322314049586)","(4.4, 5.0, 4.970258236865539)","(10.0, 12.0, 11.847008547008548)","(11.0, 13.0, 12.651515151515152)","(5.5, 6.4, 6.286813186813187)"
