,Byron,Excelladus,New Tycoon,Divine Breath,Lovetheinvasion,Baranof,Bluff N Bluster,Straya Pride,The Carpet Bagger,Weekend Affair
07-01-2023 13:00:38.874927,"(6.5, 8.2, 8.021359223300971)","(3.5, 4.1, 4.043013698630137)","(31.0, 55.0, 53.46153846153846)","(6.5, 7.6, 7.579084967320261)","(7.5, 8.4, 8.3725)","(9.0, 11.0, 10.897058823529411)","(6.0, 7.0, 6.983333333333333)","(61.0, 85.0, 78.46153846153847)","(18.0, 21.0, 21.17391304347826)","(19.0, 24.0, 23.75)"
07-01-2023 13:00:40.328477,"(6.5, 8.0, 7.9296875)","(3.5, 4.1, 4.0543116490166415)","(31.0, 55.0, 53.75)","(6.5, 7.6, 7.592957746478873)","(7.5, 8.6, 8.396052631578947)","(9.0, 11.0, 10.921686746987952)","(6.0, 7.0, 6.983279742765273)","(61.0, 90.0, 79.28571428571429)","(18.0, 23.0, 21.161290322580644)","(19.0, 24.0, 23.75)"
07-01-2023 13:00:41.838126,"(6.5, 8.0, 7.902325581395349)","(3.5, 4.1, 4.056451612903226)","(31.0, 55.0, 53.75)","(6.5, 7.8, 7.7972222222222225)","(7.5, 8.6, 8.401282051282053)","(9.0, 11.0, 10.921686746987952)","(6.0, 7.0, 6.9818815331010455)","(61.0, 90.0, 79.28571428571429)","(18.0, 23.0, 21.148936170212767)","(19.0, 24.0, 23.75)"
07-01-2023 13:00:43.145563,"(6.5, 8.0, 7.876595744680851)","(3.5, 4.1, 4.0569875776397515)","(31.0, 55.0, 53.7037037037037)","(6.5, 7.8, 7.593243243243243)","(7.0, 8.6, 8.40609756097561)","(9.0, 11.0, 10.906976744186046)","(6.0, 7.0, 6.978156996587031)","(61.0, 90.0, 79.0)","(18.0, 23.0, 20.96875)","(19.0, 24.0, 23.681818181818183)"
07-01-2023 13:00:44.493345,"(6.5, 8.0, 7.810869565217391)","(3.5, 4.1, 4.0569875776397515)","(31.0, 55.0, 53.7037037037037)","(6.5, 7.6, 7.593243243243243)","(7.0, 8.6, 8.373809523809523)","(9.0, 11.0, 10.905555555555555)","(6.0, 7.0, 6.981560283687943)","(61.0, 90.0, 79.28571428571429)","(18.0, 21.0, 21.80851063829787)","(19.0, 24.0, 23.772727272727273)"
07-01-2023 13:00:45.926070,"(6.5, 8.0, 7.838532110091743)","(3.5, 4.1, 4.050222222222222)","(31.0, 55.0, 53.8)","(6.5, 7.8, 7.770469798657718)","(7.0, 8.6, 8.406853582554517)","(9.0, 11.0, 10.885321100917432)","(6.0, 7.0, 6.981560283687943)","(61.0, 90.0, 81.66666666666667)","(18.0, 23.0, 21.80851063829787)","(19.0, 24.0, 23.772727272727273)"
07-01-2023 13:00:47.319266,"(6.5, 8.0, 7.884507042253521)","(3.5, 4.1, 4.056405990016639)","(31.0, 55.0, 53.8)","(6.5, 7.4, 7.385135135135135)","(7.0, 8.6, 8.406853582554517)","(9.0, 11.0, 10.885321100917432)","(6.0, 7.0, 6.978423236514523)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.617283950617285)","(19.0, 24.0, 23.5)"
07-01-2023 13:00:48.759226,"(6.5, 8.0, 7.861016949152543)","(3.5, 4.1, 4.055419222903885)","(31.0, 55.0, 53.888888888888886)","(6.5, 7.8, 7.751515151515151)","(7.0, 8.6, 8.376173285198556)","(9.0, 11.0, 10.849397590361447)","(6.0, 7.0, 6.926099706744868)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.617283950617285)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:50.078175,"(6.5, 8.0, 7.827272727272727)","(3.5, 4.1, 4.058070500927643)","(31.0, 55.0, 53.888888888888886)","(6.5, 7.8, 7.728358208955224)","(7.0, 8.6, 8.382068965517242)","(9.0, 11.0, 10.849397590361447)","(6.0, 7.0, 6.9039145907473305)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.617283950617285)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:51.399404,"(6.5, 8.0, 7.828310502283105)","(3.5, 4.1, 4.061190965092402)","(31.0, 55.0, 53.888888888888886)","(6.5, 7.8, 7.75)","(7.0, 8.6, 7.917593984962406)","(9.0, 11.0, 10.847560975609756)","(6.0, 7.0, 6.909407665505227)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:52.699032,"(6.5, 8.0, 7.914942528735632)","(3.5, 4.1, 4.064785992217899)","(31.0, 55.0, 53.888888888888886)","(6.5, 8.0, 7.8933333333333335)","(7.0, 8.0, 7.929082426127527)","(9.0, 11.0, 10.847560975609756)","(6.0, 7.0, 6.940136054421768)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:53.954918,"(6.5, 8.0, 7.914942528735632)","(3.5, 4.1, 4.071576763485477)","(31.0, 55.0, 53.888888888888886)","(6.5, 8.0, 7.8125)","(7.0, 8.0, 7.9378737541528235)","(9.0, 11.0, 11.415492957746478)","(6.0, 7.0, 6.940136054421768)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:55.290996,"(6.5, 8.0, 7.839130434782609)","(3.5, 4.1, 4.071576763485477)","(31.0, 55.0, 53.888888888888886)","(6.5, 8.0, 7.8125)","(7.0, 8.0, 7.9378737541528235)","(9.0, 11.5, 11.402777777777779)","(6.0, 7.0, 6.922112211221122)","(61.0, 90.0, 81.30434782608695)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:56.673519,"(6.5, 8.0, 7.839130434782609)","(3.5, 4.1, 4.071576763485477)","(31.0, 55.0, 53.96551724137931)","(6.5, 8.0, 7.8125)","(7.0, 8.0, 7.9378737541528235)","(9.0, 11.5, 11.402777777777779)","(6.0, 7.0, 6.925423728813559)","(61.0, 90.0, 82.85714285714286)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.444444444444443)"
07-01-2023 13:00:58.097195,"(6.5, 8.0, 7.839130434782609)","(3.5, 4.1, 4.078759689922481)","(31.0, 55.0, 53.96551724137931)","(6.5, 8.0, 7.8)","(7.0, 8.0, 7.9378737541528235)","(9.0, 11.5, 11.442028985507246)","(6.0, 7.0, 6.925423728813559)","(61.0, 90.0, 82.85714285714286)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.615384615384617)"
07-01-2023 13:00:59.425852,"(6.5, 8.0, 7.942412451361868)","(3.5, 4.1, 4.078759689922481)","(31.0, 55.0, 52.94871794871795)","(6.5, 8.0, 7.619047619047619)","(7.0, 8.0, 7.941194968553459)","(9.0, 11.5, 10.873015873015873)","(6.0, 7.0, 6.95929203539823)","(61.0, 90.0, 82.85714285714286)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.615384615384617)"
07-01-2023 13:01:01.063046,"(6.5, 8.0, 7.862962962962963)","(3.5, 4.1, 4.0579852579852576)","(31.0, 55.0, 52.94871794871795)","(6.5, 8.0, 7.723529411764706)","(7.0, 8.0, 7.941194968553459)","(9.0, 11.0, 10.849056603773585)","(6.0, 7.0, 6.94609375)","(61.0, 90.0, 82.85714285714286)","(18.0, 23.0, 21.755555555555556)","(19.0, 24.0, 23.615384615384617)"
07-01-2023 13:01:02.524946,"(6.5, 8.0, 7.862962962962963)","(3.5, 4.1, 4.0579852579852576)","(31.0, 55.0, 53.19444444444444)","(6.5, 8.0, 7.8125)","(7.0, 8.0, 7.924596774193549)","(9.0, 11.0, 10.930555555555555)","(6.0, 7.0, 6.983035714285714)","(61.0, 90.0, 82.85714285714286)","(18.0, 23.0, 22.151515151515152)","(19.0, 24.0, 23.615384615384617)"
07-01-2023 13:01:03.859942,"(6.5, 8.0, 7.848979591836734)","(3.5, 4.0, 3.960337726523888)","(31.0, 55.0, 49.28125)","(6.5, 8.0, 7.695652173913043)","(7.0, 8.0, 7.75031847133758)","(9.0, 11.0, 10.986559139784946)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.53846153846155)","(18.0, 23.0, 22.370786516853933)","(19.0, 24.0, 22.18487394957983)"
07-01-2023 13:01:05.158347,"(6.5, 8.0, 7.971647509578544)","(3.5, 4.0, 3.9601407284768215)","(31.0, 50.0, 49.3235294117647)","(6.5, 7.8, 7.711111111111111)","(7.0, 7.8, 7.727131782945736)","(9.0, 11.0, 10.986559139784946)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.53846153846155)","(18.0, 23.0, 22.28205128205128)","(19.0, 23.0, 22.163793103448278)"
07-01-2023 13:01:06.472016,"(6.5, 8.0, 7.982857142857143)","(3.5, 4.0, 3.9597376788553262)","(31.0, 50.0, 49.3235294117647)","(6.5, 7.8, 7.706796116504854)","(7.0, 7.8, 7.789312977099237)","(9.0, 11.0, 10.987745098039216)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.53846153846155)","(18.0, 23.0, 22.20567375886525)","(19.0, 23.0, 22.163793103448278)"
07-01-2023 13:01:07.873732,"(6.5, 8.2, 8.117647058823529)","(3.5, 4.0, 3.9597376788553262)","(31.0, 50.0, 49.3235294117647)","(6.5, 7.8, 7.688372093023256)","(7.0, 7.8, 7.789312977099237)","(9.0, 11.0, 10.987745098039216)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.20567375886525)","(19.0, 23.0, 22.11875)"
07-01-2023 13:01:09.305146,"(6.5, 8.2, 8.164912280701754)","(3.5, 3.95, 3.934064569536424)","(31.0, 50.0, 49.3235294117647)","(6.5, 7.8, 7.688372093023256)","(7.0, 7.8, 7.790728476821192)","(9.0, 11.0, 10.987745098039216)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.20567375886525)","(19.0, 23.0, 22.11875)"
07-01-2023 13:01:10.613825,"(6.5, 8.2, 8.164912280701754)","(3.5, 3.95, 3.926160203432931)","(31.0, 50.0, 49.3235294117647)","(6.5, 7.8, 7.481159420289855)","(7.0, 7.8, 7.8278195488721805)","(9.0, 11.0, 10.987745098039216)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.20567375886525)","(19.0, 23.0, 22.11875)"
07-01-2023 13:01:12.007973,"(6.5, 8.2, 8.164912280701754)","(3.5, 3.95, 3.926160203432931)","(31.0, 50.0, 49.5)","(6.5, 7.8, 7.581818181818181)","(7.0, 8.0, 7.687542087542087)","(9.0, 11.0, 10.988479262672811)","(6.0, 7.0, 6.991721132897603)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.452991452991455)","(19.0, 23.0, 22.11875)"
07-01-2023 13:01:13.337967,"(6.5, 8.2, 8.164912280701754)","(3.5, 3.95, 3.933743169398907)","(31.0, 50.0, 49.5)","(6.5, 7.6, 7.476470588235294)","(7.0, 7.8, 7.701960784313726)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.0, 6.991592920353982)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.11875)"
07-01-2023 13:01:14.735500,"(6.5, 8.2, 8.157446808510638)","(3.5, 3.95, 3.933743169398907)","(31.0, 50.0, 49.5)","(6.5, 7.8, 7.476470588235294)","(7.0, 7.8, 7.701960784313726)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.0, 6.991592920353982)","(61.0, 90.0, 86.94915254237287)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.123287671232877)"
07-01-2023 13:01:16.129587,"(6.5, 8.2, 8.157446808510638)","(3.5, 3.95, 3.9451219512195124)","(31.0, 50.0, 49.5)","(6.5, 7.8, 7.4944444444444445)","(7.0, 7.8, 7.718032786885246)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.0, 7.135947712418301)","(61.0, 90.0, 87.14285714285714)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.123287671232877)"
07-01-2023 13:01:17.545938,"(6.5, 8.2, 8.110344827586207)","(3.5, 3.95, 3.9488636363636367)","(31.0, 50.0, 49.4375)","(6.5, 7.8, 7.476470588235294)","(7.0, 7.8, 7.835251798561151)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.2, 7.143448275862069)","(61.0, 90.0, 87.14285714285714)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.123287671232877)"
07-01-2023 13:01:18.915648,"(6.5, 8.2, 8.110344827586207)","(3.5, 3.95, 3.910652920962199)","(31.0, 50.0, 49.4375)","(6.5, 7.8, 7.476470588235294)","(7.0, 8.0, 7.771)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.2, 7.146052631578947)","(61.0, 90.0, 85.94594594594595)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.12925170068027)"
07-01-2023 13:01:20.166845,"(6.5, 8.2, 8.101886792452829)","(3.5, 4.0, 3.956738768718802)","(31.0, 50.0, 49.4375)","(6.5, 7.8, 7.399328859060403)","(7.0, 8.0, 7.794301994301994)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.2, 7.1881355932203395)","(61.0, 90.0, 84.9367088607595)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.12925170068027)"
07-01-2023 13:01:21.364156,"(6.5, 8.2, 8.122388059701493)","(3.5, 4.0, 3.956738768718802)","(31.0, 50.0, 49.4375)","(6.5, 7.4, 7.399328859060403)","(7.0, 7.8, 7.794301994301994)","(9.0, 11.0, 10.987864077669903)","(6.0, 7.2, 7.1881355932203395)","(61.0, 90.0, 84.9367088607595)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.17948717948718)"
07-01-2023 13:01:22.551154,"(6.5, 8.2, 8.122388059701493)","(3.5, 3.95, 3.936134453781513)","(31.0, 50.0, 49.4375)","(6.5, 7.4, 7.399328859060403)","(7.0, 7.8, 7.794301994301994)","(9.0, 11.0, 11.300751879699249)","(6.0, 7.2, 7.191304347826087)","(61.0, 90.0, 84.9367088607595)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 22.17948717948718)"
07-01-2023 13:01:23.764180,"(6.5, 8.2, 8.122388059701493)","(3.5, 3.95, 3.9271676300578036)","(31.0, 50.0, 49.4375)","(6.5, 7.4, 7.399328859060403)","(7.0, 7.8, 7.794666666666666)","(9.0, 11.5, 11.298507462686567)","(6.0, 7.2, 7.27125)","(61.0, 90.0, 84.66666666666667)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 21.074626865671643)"
07-01-2023 13:01:25.058486,"(6.5, 8.2, 8.101886792452829)","(3.5, 3.95, 3.932008368200837)","(31.0, 50.0, 49.4375)","(6.5, 7.4, 7.398913043478261)","(7.0, 7.8, 7.832608695652174)","(9.0, 11.5, 11.28740157480315)","(6.0, 7.4, 7.301282051282051)","(61.0, 90.0, 84.66666666666667)","(18.0, 23.0, 22.95402298850575)","(19.0, 23.0, 21.2)"
07-01-2023 13:01:26.371025,"(6.5, 8.2, 8.035897435897436)","(3.5, 3.95, 3.937009063444109)","(31.0, 50.0, 49.4375)","(6.5, 7.4, 7.60473372781065)","(7.0, 8.0, 7.848026315789474)","(9.0, 11.5, 11.25)","(6.0, 7.4, 7.149230769230769)","(61.0, 90.0, 85.0)","(18.0, 23.0, 22.952380952380953)","(19.0, 23.0, 22.196428571428573)"
07-01-2023 13:01:27.704894,"(6.5, 8.2, 8.154609929078013)","(3.5, 3.95, 3.93390092879257)","(31.0, 50.0, 49.41935483870968)","(6.5, 7.8, 7.381818181818182)","(7.0, 8.0, 7.875471698113207)","(9.0, 11.5, 11.28048780487805)","(6.0, 7.2, 7.178494623655914)","(61.0, 90.0, 82.72727272727273)","(18.0, 23.0, 22.692307692307693)","(19.0, 23.0, 21.66)"
07-01-2023 13:01:28.991579,"(6.5, 8.2, 8.057777777777778)","(3.5, 3.95, 3.9476878612716764)","(31.0, 55.0, 53.854166666666664)","(6.5, 7.4, 7.3822580645161295)","(7.0, 8.0, 7.888674698795181)","(9.0, 11.5, 11.28048780487805)","(6.0, 7.2, 7.179591836734694)","(61.0, 90.0, 82.72727272727273)","(18.0, 23.0, 22.789473684210527)","(19.0, 23.0, 21.613793103448277)"
07-01-2023 13:01:30.244196,"(6.5, 8.2, 8.095081967213114)","(3.5, 3.95, 3.9476878612716764)","(31.0, 55.0, 53.854166666666664)","(6.5, 7.4, 7.380357142857143)","(7.0, 8.0, 7.885074626865672)","(9.0, 11.5, 11.28048780487805)","(6.0, 7.2, 7.179591836734694)","(61.0, 90.0, 82.72727272727273)","(18.0, 23.0, 22.789473684210527)","(19.0, 23.0, 21.613793103448277)"
07-01-2023 13:01:31.457439,"(6.5, 8.2, 8.095081967213114)","(3.5, 4.0, 3.9596633416458853)","(31.0, 55.0, 53.854166666666664)","(6.5, 7.4, 7.379047619047619)","(7.0, 8.0, 7.893055555555556)","(9.0, 11.5, 11.28048780487805)","(6.0, 7.2, 7.179591836734694)","(61.0, 90.0, 83.10344827586206)","(18.0, 23.0, 22.789473684210527)","(19.0, 23.0, 21.613793103448277)"
07-01-2023 13:01:32.694257,"(6.5, 8.2, 8.095081967213114)","(3.5, 4.0, 3.9596633416458853)","(31.0, 55.0, 53.854166666666664)","(6.5, 7.4, 7.379047619047619)","(7.0, 8.0, 7.875471698113207)","(9.0, 11.5, 11.28048780487805)","(6.0, 7.2, 7.179591836734694)","(61.0, 90.0, 83.10344827586206)","(18.0, 23.0, 22.89090909090909)","(19.0, 23.0, 22.373831775700936)"
07-01-2023 13:01:34.013659,"(6.5, 8.2, 7.951923076923077)","(3.5, 4.0, 3.9577124183006536)","(31.0, 55.0, 53.854166666666664)","(6.5, 7.4, 7.379047619047619)","(7.0, 8.0, 7.873369565217391)","(10.0, 11.5, 11.237864077669903)","(6.0, 7.2, 7.179057591623037)","(61.0, 90.0, 83.10344827586206)","(18.0, 23.0, 22.89090909090909)","(19.0, 23.0, 22.373831775700936)"
07-01-2023 13:01:35.245494,"(7.0, 8.0, 7.992682926829268)","(3.5, 4.0, 3.9581944444444446)","(31.0, 55.0, 53.75)","(6.5, 7.4, 7.3725000000000005)","(7.0, 8.0, 7.902469135802469)","(10.0, 11.5, 11.216494845360824)","(6.0, 7.2, 7.174603174603175)","(61.0, 90.0, 83.57142857142857)","(18.0, 23.0, 23.0)","(19.0, 23.0, 22.309278350515463)"
07-01-2023 13:01:36.543709,"(7.0, 8.0, 7.990909090909091)","(3.5, 4.0, 3.9581604426002768)","(31.0, 55.0, 53.75)","(6.5, 7.4, 7.397142857142858)","(7.0, 8.0, 7.902469135802469)","(10.0, 11.5, 11.211764705882352)","(6.0, 7.4, 7.170967741935484)","(61.0, 90.0, 83.57142857142857)","(18.0, 24.0, 22.958904109589042)","(19.0, 23.0, 22.337078651685392)"
07-01-2023 13:01:37.861994,"(7.0, 8.0, 7.973913043478261)","(3.5, 4.0, 3.9581604426002768)","(31.0, 55.0, 53.05555555555556)","(6.5, 7.4, 7.397142857142858)","(7.0, 8.0, 7.902469135802469)","(10.0, 11.5, 11.204819277108435)","(6.0, 7.4, 7.170967741935484)","(61.0, 90.0, 83.57142857142857)","(18.0, 24.0, 22.958904109589042)","(19.0, 23.0, 22.337078651685392)"
07-01-2023 13:01:39.180774,"(7.0, 8.0, 7.973913043478261)","(3.5, 3.95, 3.906105610561056)","(31.0, 55.0, 52.857142857142854)","(6.5, 7.4, 7.397142857142858)","(7.0, 8.0, 7.902469135802469)","(10.0, 11.5, 11.070175438596491)","(6.0, 7.4, 7.1981042654028435)","(61.0, 90.0, 84.0)","(18.0, 24.0, 21.625)","(19.0, 23.0, 22.337078651685392)"
07-01-2023 13:01:40.497167,"(7.0, 8.2, 8.01875)","(3.5, 4.0, 3.898839662447257)","(31.0, 55.0, 52.98076923076923)","(6.5, 7.4, 7.397260273972603)","(7.0, 8.0, 7.903389830508474)","(10.0, 11.5, 11.35)","(6.0, 7.4, 7.1981042654028435)","(61.0, 90.0, 84.0)","(18.0, 24.0, 21.625)","(19.0, 23.0, 22.337078651685392)"
07-01-2023 13:01:41.839090,"(7.0, 8.2, 8.032432432432433)","(3.5, 3.9, 3.90295652173913)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397142857142858)","(7.0, 8.0, 7.930487804878049)","(10.0, 11.5, 11.222222222222221)","(6.0, 7.4, 7.1981042654028435)","(61.0, 90.0, 84.0)","(18.0, 24.0, 21.625)","(19.0, 23.0, 22.422535211267604)"
07-01-2023 13:01:43.186143,"(7.0, 8.2, 8.032432432432433)","(3.5, 4.0, 3.9314814814814816)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397142857142858)","(7.0, 8.0, 7.930487804878049)","(10.0, 11.5, 11.142857142857142)","(6.0, 7.4, 7.1917431192660555)","(61.0, 90.0, 84.0)","(18.0, 24.0, 21.548387096774192)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:44.570456,"(7.0, 8.2, 8.032432432432433)","(3.5, 3.95, 3.9410714285714286)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.3975)","(7.0, 8.0, 7.930487804878049)","(10.0, 11.5, 11.183098591549296)","(6.0, 7.2, 7.1917431192660555)","(61.0, 90.0, 84.0)","(18.0, 24.0, 21.41176470588235)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:45.962377,"(7.0, 8.2, 8.068085106382979)","(3.5, 3.95, 3.933173076923077)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397826086956522)","(7.0, 8.0, 7.930487804878049)","(10.0, 11.5, 11.183098591549296)","(6.0, 7.2, 7.193129770992367)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.41176470588235)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:47.307817,"(7.0, 8.2, 8.068085106382979)","(3.5, 3.95, 3.9303921568627453)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397826086956522)","(7.0, 8.0, 7.937704918032787)","(10.0, 11.5, 11.183098591549296)","(6.0, 7.2, 7.193129770992367)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.161290322580644)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:48.730958,"(7.0, 8.2, 8.068085106382979)","(3.5, 3.95, 3.9303921568627453)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397826086956522)","(7.0, 8.0, 7.933137829912023)","(10.0, 11.5, 11.183098591549296)","(6.0, 7.2, 7.193258426966293)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.161290322580644)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:50.100283,"(7.0, 8.2, 8.068085106382979)","(3.5, 3.95, 3.9303921568627453)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.397826086956522)","(7.0, 8.0, 7.903422053231939)","(10.0, 11.5, 11.183098591549296)","(6.0, 7.2, 7.193258426966293)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.161290322580644)","(19.0, 23.0, 22.460526315789473)"
07-01-2023 13:01:51.516170,"(7.0, 8.2, 7.976470588235293)","(3.5, 3.95, 3.9449640287769787)","(31.0, 55.0, 52.516129032258064)","(6.5, 7.4, 7.398319327731093)","(7.0, 8.0, 7.899604743083004)","(10.0, 11.5, 11.196969696969697)","(6.0, 7.2, 7.194321766561514)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.161290322580644)","(19.0, 23.0, 22.57377049180328)"
07-01-2023 13:01:52.795081,"(7.0, 8.2, 7.976470588235293)","(3.5, 3.95, 3.901208981001727)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.4, 7.398165137614679)","(7.0, 8.0, 7.917619047619048)","(10.0, 11.5, 11.196969696969697)","(6.0, 7.2, 7.227814569536424)","(61.0, 90.0, 81.2)","(18.0, 24.0, 20.166666666666668)","(19.0, 23.0, 22.57377049180328)"
07-01-2023 13:01:54.024249,"(7.0, 8.2, 7.921904761904761)","(3.5, 4.0, 3.9506044905008637)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.4, 7.398165137614679)","(7.0, 8.0, 7.925910064239829)","(10.0, 11.5, 11.21311475409836)","(6.0, 7.4, 7.227814569536424)","(61.0, 90.0, 81.2)","(18.0, 24.0, 21.0)","(19.0, 23.0, 22.57377049180328)"
07-01-2023 13:01:55.231232,"(7.0, 8.2, 8.0175)","(3.5, 4.0, 3.9637974683544304)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.4, 7.398165137614679)","(7.0, 8.0, 7.925108225108225)","(10.0, 11.5, 11.169811320754716)","(6.0, 7.4, 7.212274368231047)","(61.0, 90.0, 81.2)","(18.0, 23.0, 21.0)","(19.0, 23.0, 22.451612903225808)"
07-01-2023 13:01:56.485818,"(7.0, 8.2, 8.0175)","(3.5, 4.0, 3.9637974683544304)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.4, 7.382352941176471)","(7.0, 8.0, 7.924301075268817)","(10.0, 11.5, 11.163636363636364)","(6.0, 7.4, 7.2121863799283155)","(61.0, 90.0, 81.2)","(18.0, 23.0, 20.666666666666668)","(19.0, 23.0, 23.625)"
07-01-2023 13:01:57.766869,"(7.0, 8.2, 8.016867469879518)","(3.5, 4.0, 3.96489898989899)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.4, 7.555555555555555)","(7.0, 8.0, 7.924301075268817)","(10.0, 11.5, 11.048780487804878)","(6.0, 7.4, 7.1985559566787005)","(61.0, 90.0, 81.2)","(18.0, 22.0, 20.666666666666668)","(19.0, 24.0, 23.90909090909091)"
07-01-2023 13:01:59.112695,"(7.0, 8.2, 8.016867469879518)","(3.5, 4.0, 3.96489898989899)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.6, 7.555555555555555)","(7.0, 8.0, 7.924301075268817)","(10.0, 11.5, 11.051282051282051)","(6.0, 7.2, 7.201526717557252)","(61.0, 90.0, 81.2)","(18.0, 22.0, 20.416666666666668)","(19.0, 24.0, 23.9)"
07-01-2023 13:02:00.481234,"(7.0, 8.2, 8.142857142857142)","(3.5, 3.95, 3.9076923076923076)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.6, 7.55)","(7.0, 8.0, 7.905978260869565)","(10.0, 11.5, 11.027027027027026)","(6.0, 7.4, 7.218815331010453)","(61.0, 90.0, 80.70422535211267)","(18.0, 21.0, 20.75)","(19.0, 24.0, 23.928571428571427)"
07-01-2023 13:02:01.798686,"(7.0, 8.0, 7.988235294117647)","(3.5, 3.95, 3.900486223662885)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.6, 7.55)","(7.0, 8.0, 7.918181818181818)","(10.0, 11.5, 11.027027027027026)","(6.0, 7.4, 7.218815331010453)","(61.0, 90.0, 80.70422535211267)","(18.0, 23.0, 20.375)","(19.0, 24.0, 23.666666666666668)"
07-01-2023 13:02:03.205464,"(7.0, 8.0, 7.988235294117647)","(3.5, 4.0, 3.9549578059071733)","(31.0, 55.0, 51.470588235294116)","(6.5, 7.6, 7.55)","(7.0, 8.0, 7.9035714285714285)","(10.0, 11.5, 11.067901234567902)","(6.0, 7.4, 7.218815331010453)","(61.0, 90.0, 83.25581395348837)","(18.0, 21.0, 22.243243243243242)","(19.0, 24.0, 23.9375)"
07-01-2023 13:02:04.593594,"(7.0, 8.0, 7.972972972972973)","(3.5, 4.0, 3.9340836012861735)","(31.0, 55.0, 53.5)","(6.5, 7.6, 7.362637362637363)","(7.0, 8.0, 7.884584980237154)","(10.0, 11.5, 11.039473684210526)","(6.0, 7.4, 7.201904761904762)","(61.0, 85.0, 79.5)","(17.0, 23.0, 19.705882352941178)","(19.0, 24.0, 23.7)"
