,Dangerous Woman,Sweet Hummer,Boudicca,Churn It Up,Opawa Amiekay,Big Time Curly
16-12-2022 12:26:10.023760,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.047058823529412)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:10.908927,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.047058823529412)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:11.778404,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.047058823529412)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:12.679099,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:13.515938,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:14.375039,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:15.317845,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:16.219818,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:17.149271,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:18.029508,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:18.873403,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:19.722183,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:20.667021,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:21.621629,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:22.585068,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:23.479312,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:24.385505,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:25.221747,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:26.087190,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:26.974180,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:27.841055,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.5)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:28.733355,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:29.616399,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:30.495884,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:31.411006,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:32.295771,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:33.182302,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:34.027024,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.566)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:34.890461,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:35.830503,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:36.771124,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:37.700244,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 250.0, 148.66666666666666)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:38.573111,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:39.441901,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.5, 4.326666666666666)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:40.319302,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.5, 4.326666666666666)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:41.195633,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(21.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:42.110158,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:42.960025,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:43.803498,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:44.720543,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:45.656667,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:46.627781,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:47.559305,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:48.406272,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:49.297408,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:50.200033,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:51.048322,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:51.933464,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:52.799726,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:53.634026,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:54.522727,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:55.445204,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:56.322646,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:57.206633,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:58.064638,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:58.935011,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:26:59.862979,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:00.765367,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:01.667736,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:02.529529,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:03.382882,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:04.257655,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:05.170434,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:06.057852,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:06.964826,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:07.836998,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:08.693294,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:09.616861,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:10.527167,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:11.385209,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:12.265556,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:13.165633,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.0, 17.542857142857144)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:14.064614,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:14.974919,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.194444444444445)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:15.893042,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:16.736390,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 131.0)","(10.0, 19.5, 17.97142857142857)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:17.589677,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:18.483299,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:19.370070,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:20.302020,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:21.212709,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:22.081524,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 19.013636363636365)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:23.004316,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.0)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:23.895506,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:24.777539,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:25.671713,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:26.552384,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:27.368772,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:28.249614,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:29.194603,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:30.123342,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:31.049087,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:31.928742,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:32.788656,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:33.658569,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:34.537155,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 16.925)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:35.450037,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:36.342633,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:37.246407,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 4.91)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:38.138204,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:39.041283,"(3.2, 4.6, 4.289999999999999)","(13.0, 36.0, 20.0)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:39.902907,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:40.765447,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:41.624549,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:42.482985,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:43.388528,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
16-12-2022 12:27:44.338046,"(3.2, 4.6, 4.289999999999999)","(13.0, 34.0, 19.333333333333332)","(26.0, 240.0, 196.4)","(10.0, 19.5, 18.02857142857143)","(3.3, 5.6, 5.194117647058823)","(2.3, 3.1, 2.9592)"
