,Finniss Surprise,Finniss Redeem,Urban Ranger,Emerley Wiggum,Springvale Bray,Springvale Dave,Bobby Axelrod,Dash Of Blue
06-01-2023 13:15:02.283919,"(8.5, 20.0, 12.0)","(3.7, 6.6, 6.483333333333333)","(71.0, 570.0, 174.16666666666669)","(31.0, 310.0, 110.0)","(6.5, 12.0, 10.953846153846154)","(20.0, 90.0, 58.5)","(1.65, 1.89, 1.7341666666666666)","(14.0, 34.0, 31.8125)"
06-01-2023 13:15:03.543890,"(8.5, 19.5, 15.25)","(3.7, 6.6, 6.266666666666667)","(71.0, 570.0, 395.0)","(31.0, 310.0, 175.0)","(6.5, 12.0, 10.577777777777778)","(20.0, 90.0, 77.75)","(1.65, 1.89, 1.7345454545454546)","(14.0, 34.0, 29.857142857142858)"
06-01-2023 13:15:04.810635,"(8.5, 18.5, 14.75)","(3.7, 6.8, 6.444444444444445)","(71.0, 470.0, 395.0)","(31.0, 290.0, 266.5)","(6.5, 12.0, 10.577777777777778)","(20.0, 85.0, 63.90909090909091)","(1.65, 1.88, 1.73)","(14.0, 32.0, 30.0)"
06-01-2023 13:15:06.015488,"(8.5, 18.5, 14.75)","(3.7, 6.8, 6.444444444444445)","(71.0, 470.0, 395.0)","(31.0, 290.0, 266.5)","(6.5, 12.0, 10.577777777777778)","(20.0, 85.0, 56.400000000000006)","(1.65, 1.87, 1.73)","(14.0, 32.0, 30.0)"
06-01-2023 13:15:07.163564,"(8.5, 18.5, 14.75)","(3.7, 6.8, 6.444444444444445)","(71.0, 470.0, 396.0)","(31.0, 290.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 90.0, 56.0)","(1.65, 1.87, 1.7293749999999999)","(14.0, 32.0, 24.0)"
06-01-2023 13:15:08.420310,"(8.5, 18.5, 12.5)","(3.7, 6.8, 6.444444444444445)","(71.0, 470.0, 396.0)","(31.0, 280.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.87, 1.7293749999999999)","(14.0, 32.0, 25.0)"
06-01-2023 13:15:09.682103,"(8.5, 18.5, 11.288461538461538)","(3.7, 6.8, 5.9714285714285715)","(71.0, 470.0, 408.3333333333333)","(31.0, 280.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.87, 1.7293749999999999)","(14.0, 32.0, 24.285714285714285)"
06-01-2023 13:15:10.922314,"(8.5, 18.5, 11.288461538461538)","(3.7, 6.4, 5.9714285714285715)","(71.0, 470.0, 408.3333333333333)","(31.0, 280.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.87, 1.7327272727272727)","(14.0, 32.0, 27.0)"
06-01-2023 13:15:12.126046,"(8.5, 18.5, 11.288461538461538)","(3.7, 6.4, 6.185714285714286)","(71.0, 470.0, 408.3333333333333)","(31.0, 280.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.86, 1.7316666666666667)","(14.0, 32.0, 27.0)"
06-01-2023 13:15:13.339103,"(8.5, 18.5, 11.288461538461538)","(3.7, 6.4, 6.15)","(71.0, 470.0, 408.3333333333333)","(31.0, 280.0, 242.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.86, 1.73625)","(14.0, 32.0, 29.36842105263158)"
06-01-2023 13:15:14.507130,"(8.5, 18.5, 11.288461538461538)","(3.7, 5.9, 5.733333333333333)","(71.0, 470.0, 408.3333333333333)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.85, 1.728125)","(14.0, 32.0, 29.5)"
06-01-2023 13:15:15.669569,"(8.5, 18.5, 11.288461538461538)","(3.7, 6.2, 5.872727272727273)","(71.0, 470.0, 380.0)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.36)","(20.0, 85.0, 56.0)","(1.65, 1.85, 1.728125)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:16.882756,"(8.5, 18.5, 12.03448275862069)","(3.7, 6.2, 5.872727272727273)","(71.0, 470.0, 418.57142857142856)","(31.0, 280.0, 172.5)","(6.5, 12.0, 9.6)","(20.0, 85.0, 56.0)","(1.65, 1.85, 1.728125)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:18.118439,"(8.5, 18.5, 12.03448275862069)","(3.7, 6.2, 5.872727272727273)","(71.0, 470.0, 418.57142857142856)","(31.0, 280.0, 172.5)","(6.5, 12.0, 9.6)","(20.0, 85.0, 56.0)","(1.65, 1.85, 1.730909090909091)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:19.350471,"(8.5, 18.5, 12.03448275862069)","(3.7, 6.2, 5.872727272727273)","(71.0, 470.0, 400.0)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.0)","(20.0, 85.0, 56.0)","(1.65, 1.84, 1.73)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:20.599446,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.9)","(71.0, 470.0, 400.0)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.076923076923077)","(20.0, 85.0, 56.0)","(1.65, 1.84, 1.73)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:21.840393,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.9)","(71.0, 470.0, 402.0)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.52)","(20.0, 85.0, 56.0)","(1.65, 1.84, 1.73)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:23.037129,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.927272727272728)","(71.0, 470.0, 402.0)","(31.0, 280.0, 172.5)","(6.5, 12.0, 11.52)","(20.0, 85.0, 73.375)","(1.65, 1.84, 1.7278571428571428)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:24.246396,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.927272727272728)","(71.0, 470.0, 356.66666666666663)","(31.0, 280.0, 114.0)","(6.5, 12.0, 11.52)","(20.0, 80.0, 73.375)","(1.65, 1.83, 1.7278571428571428)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:25.426076,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.927272727272728)","(71.0, 470.0, 356.66666666666663)","(31.0, 310.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 48.82352941176471)","(1.65, 1.83, 1.729090909090909)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:26.601565,"(8.5, 18.5, 12.985294117647058)","(3.7, 6.2, 5.95)","(71.0, 470.0, 404.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.82, 1.7283333333333333)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:27.791451,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.95)","(71.0, 470.0, 310.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.82, 1.7283333333333333)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:29.228369,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 363.33333333333337)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.82, 1.7283333333333333)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:30.716513,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 360.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.82, 1.8128402366863905)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:32.140003,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.82, 1.806798418972332)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:33.558868,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.81, 1.7372727272727273)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:34.812885,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 47.611111111111114)","(1.65, 1.81, 1.7372727272727273)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:36.046208,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 80.0, 69.0)","(1.65, 1.81, 1.7372727272727273)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:37.301086,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.825)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 75.0, 69.0)","(1.65, 1.81, 1.7372727272727273)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:38.610046,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 75.0, 49.400000000000006)","(1.65, 1.81, 1.7416666666666667)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:39.905434,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 75.0, 60.25)","(1.65, 1.8, 1.7416666666666667)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:41.357810,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 65.0, 49.166666666666664)","(1.65, 1.8, 1.798582995951417)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:42.816085,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.825)","(71.0, 470.0, 315.0)","(31.0, 270.0, 167.5)","(6.5, 12.0, 11.52)","(20.0, 65.0, 51.5)","(1.65, 1.8, 1.798582995951417)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:44.287668,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.96)","(71.0, 470.0, 315.0)","(31.0, 270.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 55.0, 39.25)","(1.65, 1.8, 1.798582995951417)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:45.764344,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.933333333333334)","(71.0, 470.0, 315.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 55.0, 38.529411764705884)","(1.65, 1.8, 1.7880800000000001)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:47.119070,"(8.5, 18.0, 17.3)","(3.7, 6.2, 5.703225806451613)","(71.0, 470.0, 315.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 55.0, 45.375)","(1.65, 1.79, 1.7880800000000001)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:48.430119,"(8.5, 18.0, 17.3)","(3.7, 5.8, 5.9818181818181815)","(71.0, 470.0, 315.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 48.0, 45.375)","(1.65, 1.79, 1.7880800000000001)","(14.0, 32.0, 22.4)"
06-01-2023 13:15:49.641261,"(8.5, 18.0, 17.125)","(3.7, 6.2, 5.96)","(71.0, 470.0, 315.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 48.0, 35.64705882352941)","(1.65, 1.79, 1.7879661016949153)","(14.0, 32.0, 28.0)"
06-01-2023 13:15:50.889706,"(8.5, 18.0, 17.1875)","(3.7, 6.2, 5.8)","(71.0, 470.0, 315.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 48.0, 35.64705882352941)","(1.65, 1.79, 1.7877118644067798)","(14.0, 32.0, 28.0)"
06-01-2023 13:15:52.202899,"(8.5, 18.0, 17.1875)","(3.7, 5.8, 5.490909090909091)","(71.0, 470.0, 366.66666666666663)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 48.0, 39.09090909090909)","(1.65, 1.79, 1.788961038961039)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:15:53.454793,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.490909090909091)","(71.0, 470.0, 366.66666666666663)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 46.0, 41.875)","(1.65, 1.79, 1.7789224137931035)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:15:54.680649,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.490909090909091)","(71.0, 470.0, 366.66666666666663)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 41.875)","(1.65, 1.78, 1.778830409356725)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:15:55.924155,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.630769230769231)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.778830409356725)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:15:57.225053,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.6571428571428575)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.778830409356725)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:15:58.572330,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.76)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.778830409356725)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:15:59.907352,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.76)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.7691228070175438)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:01.267070,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.76)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.77, 1.7691228070175438)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:02.540147,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.714285714285714)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:03.889389,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.7894736842105265)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:05.348762,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.7894736842105265)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:06.787331,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.7894736842105265)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.77, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:07.936905,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.7894736842105265)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:09.213624,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.753846153846154)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:10.417428,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.753846153846154)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 27.846153846153847)"
06-01-2023 13:16:11.664107,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.753846153846154)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 36.15384615384615)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 27.846153846153847)"
06-01-2023 13:16:12.880062,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.753846153846154)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 35.5)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 27.846153846153847)"
06-01-2023 13:16:14.244216,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.811764705882353)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 35.5)","(1.65, 1.78, 1.7690445859872612)","(14.0, 32.0, 27.846153846153847)"
06-01-2023 13:16:15.595697,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.811764705882353)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.52)","(20.0, 44.0, 35.5)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 27.846153846153847)"
06-01-2023 13:16:17.026367,"(8.5, 18.0, 17.1875)","(3.7, 6.0, 5.815384615384615)","(71.0, 470.0, 320.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.863636363636363)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:18.525043,"(8.5, 17.0, 16.3125)","(3.7, 6.0, 5.828571428571428)","(71.0, 470.0, 370.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.863636363636363)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:20.049819,"(8.5, 17.0, 16.3125)","(3.7, 6.0, 5.85)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.863636363636363)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7690445859872612)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:21.451866,"(8.5, 17.0, 15.0)","(3.7, 6.0, 5.314814814814815)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.863636363636363)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:22.791345,"(8.5, 17.0, 15.875)","(3.7, 5.7, 5.625)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:24.129796,"(8.5, 16.5, 15.875)","(3.7, 5.7, 5.508333333333333)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:25.426431,"(8.5, 16.5, 15.875)","(3.7, 5.8, 5.7124999999999995)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:26.756237,"(8.5, 16.5, 15.875)","(3.7, 5.8, 5.7124999999999995)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:27.999664,"(8.5, 16.5, 15.875)","(3.7, 5.8, 5.7124999999999995)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:29.153280,"(8.5, 16.5, 15.875)","(3.7, 5.8, 5.666666666666666)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:30.395710,"(8.5, 16.5, 15.875)","(3.7, 5.8, 5.69)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:31.596606,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.768750000000001)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:32.857158,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.6000000000000005)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7787261146496816)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:34.083982,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.6000000000000005)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.172413793103448)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7893506493506495)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:35.457580,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.550000000000001)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.79, 1.7695098039215686)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:36.792485,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.41)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7695098039215686)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:38.048778,"(8.5, 16.5, 15.875)","(3.7, 5.9, 5.41)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(20.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7695098039215686)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:39.305301,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.41)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7695098039215686)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:40.459672,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.41)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.7695098039215686)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:41.528727,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.41)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.77, 1.779264705882353)","(14.0, 32.0, 28.727272727272727)"
06-01-2023 13:16:42.634327,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.5181818181818185)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 11.423076923076923)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7898)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:43.823631,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.5181818181818185)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 12.0, 12.652173913043478)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.79, 1.7897849462365591)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:45.095889,"(8.5, 16.5, 15.875)","(3.8, 5.9, 5.121739130434783)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.818181818181818)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.79, 1.7897849462365591)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:46.320060,"(8.5, 16.5, 15.875)","(3.8, 5.8, 5.121739130434783)","(71.0, 470.0, 325.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.485714285714286)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.79, 1.7792105263157896)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:47.495921,"(8.5, 16.5, 15.875)","(3.8, 5.8, 5.363636363636363)","(71.0, 470.0, 330.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.485714285714286)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7792105263157896)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:48.654406,"(8.5, 16.5, 15.875)","(3.8, 5.8, 5.386206896551724)","(71.0, 470.0, 330.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.775)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7792105263157896)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:49.781374,"(8.5, 16.5, 15.875)","(3.8, 5.8, 5.466666666666667)","(71.0, 470.0, 330.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.775)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7792105263157896)","(14.0, 32.0, 26.857142857142858)"
06-01-2023 13:16:50.957173,"(8.5, 16.5, 15.875)","(3.8, 5.8, 5.466666666666667)","(71.0, 470.0, 330.0)","(31.0, 260.0, 162.5)","(6.5, 13.0, 12.775)","(21.0, 44.0, 36.27272727272727)","(1.65, 1.78, 1.7792105263157896)","(14.0, 32.0, 26.857142857142858)"
