,Teragrams Star,Sonic Blue,Clown Of Class,Midnight Holly,Jax The Hunter,Just Looking,Karaoke Queen,Joni Rudderless
07-12-2022 18:47:12.060364,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 8.0, 7.294117647058823)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.375)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:13.638160,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 8.0, 7.55)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.36)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:15.071940,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 7.8, 7.375)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.36)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:16.808285,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 7.6, 7.375)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.36)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:18.244024,"(2.9, 3.8, 3.661111111111111)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.888888888888888)","(7.5, 7.6, 7.1)","(8.0, 11.5, 10.230769230769232)","(2.15, 3.5, 3.519565217391304)","(31.0, 260.0, 64.0)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:19.743177,"(2.9, 3.8, 3.5857142857142854)","(16.0, 26.0, 19.0)","(6.5, 7.0, 6.888888888888888)","(7.5, 7.6, 7.359999999999999)","(8.0, 10.5, 9.571428571428571)","(2.15, 3.55, 3.540909090909091)","(31.0, 75.0, 68.4)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:21.267995,"(2.9, 3.8, 3.6928571428571426)","(16.0, 26.0, 19.0)","(6.5, 7.0, 6.888888888888888)","(7.5, 7.6, 7.359999999999999)","(8.0, 10.5, 9.707142857142857)","(2.15, 3.6, 3.540909090909091)","(31.0, 75.0, 51.2)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:22.702950,"(2.9, 3.8, 3.7038461538461536)","(16.0, 26.0, 23.0)","(6.5, 7.0, 6.888888888888888)","(7.5, 7.6, 7.12)","(8.0, 10.5, 10.093023255813954)","(2.15, 3.6, 3.581818181818182)","(31.0, 65.0, 50.36363636363636)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:24.132628,"(2.9, 3.8, 3.7038461538461536)","(16.0, 26.0, 20.842105263157894)","(6.5, 7.0, 6.931914893617021)","(7.5, 7.6, 7.2727272727272725)","(8.0, 10.5, 10.044117647058824)","(2.15, 3.6, 3.4833333333333334)","(31.0, 65.0, 48.13333333333333)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:25.539337,"(2.9, 3.8, 3.7038461538461536)","(16.0, 26.0, 21.333333333333332)","(6.5, 7.0, 6.931914893617021)","(7.5, 7.6, 7.2727272727272725)","(8.0, 10.5, 10.265151515151516)","(2.15, 3.6, 3.3872340425531915)","(31.0, 65.0, 47.111111111111114)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:26.959454,"(2.9, 3.8, 3.675)","(16.0, 26.0, 21.333333333333332)","(6.5, 7.0, 6.939622641509434)","(7.5, 7.6, 7.2727272727272725)","(8.0, 10.5, 10.245901639344263)","(2.15, 3.6, 3.511904761904762)","(31.0, 65.0, 48.4)","(101.0, 730.0, 582.5)"
07-12-2022 18:47:28.338797,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 21.333333333333332)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.6, 7.12)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.5375)","(31.0, 50.0, 44.90909090909091)","(101.0, 730.0, 656.25)"
07-12-2022 18:47:29.693210,"(2.9, 3.8, 3.6214285714285714)","(17.0, 26.0, 21.333333333333332)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.6, 7.375)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.5375)","(31.0, 50.0, 44.285714285714285)","(101.0, 730.0, 656.25)"
07-12-2022 18:47:31.077184,"(2.9, 3.8, 3.6214285714285714)","(17.0, 26.0, 21.333333333333332)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.6, 7.2727272727272725)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.5375)","(31.0, 50.0, 44.285714285714285)","(101.0, 730.0, 677.2727272727273)"
07-12-2022 18:47:32.524513,"(2.9, 3.8, 3.5619047619047617)","(17.0, 26.0, 24.07843137254902)","(6.5, 7.0, 6.896774193548387)","(7.5, 7.6, 7.290909090909091)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.414814814814815)","(31.0, 50.0, 43.391304347826086)","(101.0, 730.0, 658.75)"
07-12-2022 18:47:33.924017,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 7.4, 7.5)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.414814814814815)","(31.0, 50.0, 42.390243902439025)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:35.180540,"(2.9, 3.8, 3.6214285714285714)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 8.0, 7.25)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.523076923076923)","(31.0, 50.0, 43.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:36.652458,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 8.0, 7.571428571428571)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.523076923076923)","(31.0, 46.0, 44.0)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:38.098504,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 8.0, 7.571428571428571)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.523076923076923)","(31.0, 46.0, 44.0)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:39.484946,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 8.0, 7.108108108108108)","(8.0, 10.5, 10.319148936170214)","(2.15, 3.6, 3.523076923076923)","(31.0, 46.0, 40.57142857142857)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:40.817011,"(2.9, 3.8, 3.5619047619047617)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 8.0, 7.4)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.4095238095238094)","(31.0, 46.0, 40.57142857142857)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:42.231911,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 7.8, 7.336842105263158)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.4095238095238094)","(31.0, 46.0, 40.57142857142857)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:43.530209,"(2.9, 3.8, 3.65)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.8, 7.25)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.56)","(31.0, 46.0, 41.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:44.863148,"(2.9, 3.8, 3.5916666666666663)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.8, 7.25)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.523076923076923)","(31.0, 42.0, 41.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:46.252310,"(2.9, 3.8, 3.5916666666666663)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.8, 7.3809523809523805)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.523076923076923)","(31.0, 42.0, 40.4)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:47.698580,"(2.9, 3.8, 3.64375)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.8, 7.336842105263158)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.523076923076923)","(31.0, 42.0, 38.666666666666664)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:49.209344,"(2.9, 3.8, 3.5999999999999996)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 7.8, 7.25)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.462068965517241)","(31.0, 42.0, 36.857142857142854)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:50.665660,"(2.9, 3.8, 3.6958333333333333)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.896774193548387)","(7.5, 7.8, 7.4)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.475)","(31.0, 42.0, 36.857142857142854)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:51.952023,"(2.9, 3.8, 3.6055555555555556)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.911111111111111)","(7.5, 7.8, 7.4)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.535483870967742)","(31.0, 42.0, 37.5)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:53.299564,"(2.9, 3.8, 3.665)","(17.0, 26.0, 24.06382978723404)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 7.16)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.55)","(31.0, 38.0, 36.54545454545455)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:54.916343,"(2.9, 3.8, 3.665)","(17.0, 26.0, 23.977777777777778)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 7.221052631578948)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.55)","(31.0, 38.0, 36.666666666666664)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:56.568863,"(2.9, 3.8, 3.6)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 7.221052631578948)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.534375)","(31.0, 38.0, 37.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:58.151612,"(2.9, 3.8, 3.613793103448276)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.847619047619047)","(7.5, 7.8, 7.066666666666666)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.476470588235294)","(31.0, 42.0, 37.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:47:59.667364,"(2.9, 3.8, 3.613793103448276)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.847619047619047)","(7.5, 7.8, 7.3)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.476470588235294)","(31.0, 42.0, 37.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:01.124538,"(2.9, 3.8, 3.65)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 7.18095238095238)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 37.333333333333336)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:02.416029,"(2.9, 3.8, 3.675)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 7.18095238095238)","(8.0, 10.5, 10.428571428571429)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 37.6)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:04.357469,"(2.9, 3.8, 3.675)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.8, 6.9818181818181815)","(8.0, 10.5, 10.967741935483872)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 37.111111111111114)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:05.808222,"(2.9, 3.8, 3.6333333333333333)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.847619047619047)","(7.5, 7.8, 7.266666666666667)","(8.0, 11.0, 10.967741935483872)","(2.15, 3.6, 3.46)","(31.0, 42.0, 36.666666666666664)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:07.741729,"(2.9, 3.8, 3.659375)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.847619047619047)","(7.5, 7.6, 7.145454545454545)","(8.0, 11.0, 10.967741935483872)","(2.15, 3.6, 3.4727272727272727)","(31.0, 42.0, 39.925925925925924)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:09.364176,"(2.9, 3.8, 3.659375)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.6, 7.1)","(8.0, 11.0, 10.967741935483872)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 37.89473684210526)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:10.852600,"(2.9, 3.8, 3.6629032258064513)","(17.0, 26.0, 24.02173913043478)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.6, 7.073684210526316)","(8.0, 11.0, 10.967741935483872)","(2.15, 3.6, 3.5596153846153844)","(31.0, 38.0, 39.92)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:12.252029,"(2.9, 3.8, 3.6629032258064513)","(17.0, 26.0, 24.80263157894737)","(6.5, 7.0, 6.881481481481481)","(7.5, 7.6, 7.215384615384615)","(8.0, 11.0, 10.967741935483872)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 39.58490566037736)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:13.667180,"(2.9, 3.8, 3.709090909090909)","(17.0, 26.0, 24.80263157894737)","(6.5, 7.0, 6.943859649122807)","(7.5, 7.6, 7.215384615384615)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.6, 3.5596153846153844)","(31.0, 42.0, 39.58490566037736)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:15.169728,"(2.9, 3.8, 3.709090909090909)","(17.0, 26.0, 24.80263157894737)","(6.5, 7.0, 6.9372549019607845)","(7.5, 7.6, 7.215384615384615)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.6, 3.4299999999999997)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:16.745058,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 22.479166666666668)","(6.5, 7.0, 6.9372549019607845)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.6, 3.43030303030303)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:18.190915,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 21.55263157894737)","(6.5, 7.0, 6.943859649122807)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.5, 3.4661764705882354)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:19.702952,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 23.833333333333332)","(6.5, 7.0, 6.943859649122807)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.5, 3.460344827586207)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:21.294309,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 22.727272727272727)","(6.5, 7.0, 6.943859649122807)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.5, 3.460344827586207)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:22.699903,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 24.153846153846153)","(6.5, 7.0, 6.943859649122807)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.5, 3.455084745762712)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:24.111062,"(2.9, 3.8, 3.582258064516129)","(17.0, 26.0, 23.88235294117647)","(6.5, 7.0, 6.9372549019607845)","(7.5, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.15, 3.5, 3.405357142857143)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:25.493210,"(3.0, 3.8, 3.582258064516129)","(17.0, 26.0, 24.125)","(5.5, 7.0, 6.9372549019607845)","(7.0, 7.6, 7.266666666666667)","(8.0, 11.0, 10.98360655737705)","(2.2, 3.5, 3.4045454545454543)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:26.960290,"(3.0, 3.8, 3.583333333333333)","(17.0, 26.0, 25.06779661016949)","(5.5, 7.0, 6.949090909090909)","(7.0, 7.6, 7.303703703703704)","(8.0, 11.0, 11.323529411764707)","(2.2, 3.5, 3.3851851851851853)","(31.0, 42.0, 39.763440860215056)","(101.0, 730.0, 587.5)"
07-12-2022 18:48:28.407204,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.303797468354432)","(5.5, 7.0, 6.949090909090909)","(7.0, 7.6, 7.427586206896551)","(8.0, 11.5, 12.886363636363637)","(2.2, 3.45, 3.3153846153846156)","(31.0, 42.0, 40.08695652173913)","(101.0, 730.0, 648.5714285714286)"
07-12-2022 18:48:29.870795,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.5, 7.0, 6.949090909090909)","(7.0, 7.6, 7.427586206896551)","(8.0, 14.0, 13.045454545454545)","(2.2, 3.45, 3.2750000000000004)","(31.0, 42.0, 40.08695652173913)","(101.0, 730.0, 336.8421052631579)"
07-12-2022 18:48:31.237220,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.5, 7.0, 6.949090909090909)","(7.0, 7.6, 7.427586206896551)","(8.0, 13.5, 12.979166666666666)","(2.2, 3.45, 3.2267857142857146)","(31.0, 42.0, 40.08695652173913)","(101.0, 720.0, 336.8421052631579)"
07-12-2022 18:48:32.654376,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.5, 7.0, 6.942857142857143)","(7.0, 7.6, 7.378378378378378)","(8.0, 13.5, 13.196969696969697)","(2.2, 3.45, 3.2381355932203393)","(31.0, 42.0, 40.08695652173913)","(101.0, 720.0, 370.0)"
07-12-2022 18:48:34.001843,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.5, 7.0, 6.942857142857143)","(7.0, 7.8, 7.378378378378378)","(8.0, 13.5, 12.634328358208956)","(2.2, 3.45, 3.2394736842105263)","(31.0, 42.0, 40.04255319148936)","(101.0, 720.0, 370.0)"
07-12-2022 18:48:35.352744,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.0, 7.0, 6.949090909090909)","(7.0, 7.8, 7.302439024390244)","(8.5, 13.5, 12.426829268292684)","(2.25, 3.45, 3.3613636363636363)","(31.0, 42.0, 39.955555555555556)","(101.0, 720.0, 370.0)"
07-12-2022 18:48:36.788958,"(3.0, 3.8, 3.579411764705882)","(17.0, 26.0, 25.620253164556964)","(5.0, 7.0, 6.949090909090909)","(7.0, 7.8, 7.325581395348837)","(8.5, 12.5, 12.157534246575342)","(2.25, 3.45, 3.3640350877192984)","(31.0, 42.0, 39.955555555555556)","(101.0, 720.0, 370.0)"
07-12-2022 18:48:38.299124,"(3.0, 3.8, 3.625)","(17.0, 26.0, 25.625)","(5.0, 7.0, 6.949090909090909)","(7.0, 7.8, 7.325581395348837)","(8.5, 12.5, 12.18235294117647)","(2.25, 3.45, 3.365686274509804)","(31.0, 42.0, 37.81818181818182)","(101.0, 720.0, 370.0)"
07-12-2022 18:48:39.723877,"(3.0, 3.7, 3.6210526315789475)","(17.0, 26.0, 25.625)","(5.0, 7.0, 6.949090909090909)","(7.0, 7.8, 7.443243243243243)","(8.5, 12.5, 12.283783783783784)","(2.25, 3.45, 3.377586206896552)","(31.0, 42.0, 37.81818181818182)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:41.154191,"(3.0, 3.7, 3.6210526315789475)","(17.0, 26.0, 25.625)","(5.0, 7.0, 6.942857142857143)","(7.0, 7.8, 7.606451612903226)","(8.5, 12.5, 12.283783783783784)","(2.25, 3.45, 3.248076923076923)","(31.0, 42.0, 37.81818181818182)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:42.518662,"(3.0, 3.7, 3.6)","(17.0, 26.0, 24.5)","(5.0, 7.0, 6.942857142857143)","(7.0, 7.8, 7.606451612903226)","(8.5, 12.5, 12.283783783783784)","(2.35, 3.45, 3.2750000000000004)","(31.0, 42.0, 37.81818181818182)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:44.279691,"(3.0, 3.7, 3.657142857142857)","(17.0, 26.0, 25.225806451612904)","(5.0, 7.0, 6.949090909090909)","(7.0, 7.8, 7.6421052631578945)","(8.5, 12.5, 12.435483870967742)","(2.35, 3.45, 3.3625)","(31.0, 42.0, 37.81818181818182)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:45.795931,"(3.0, 3.7, 3.618181818181818)","(17.0, 26.0, 25.586206896551722)","(5.0, 7.0, 6.96734693877551)","(7.0, 7.8, 7.6421052631578945)","(8.5, 12.5, 12.435483870967742)","(2.35, 3.4, 3.3625)","(31.0, 42.0, 37.27272727272727)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:47.212934,"(3.0, 3.7, 3.618181818181818)","(17.0, 26.0, 25.692307692307693)","(5.0, 7.0, 7.533333333333333)","(7.0, 7.8, 7.606451612903226)","(8.5, 12.5, 12.435483870967742)","(2.35, 3.4, 3.367391304347826)","(31.0, 42.0, 38.84848484848485)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:48.623431,"(3.0, 3.7, 3.5941176470588236)","(17.0, 26.0, 25.692307692307693)","(5.0, 7.8, 7.074074074074074)","(7.0, 7.8, 7.443243243243243)","(8.5, 12.5, 12.365671641791044)","(2.35, 3.4, 3.274074074074074)","(31.0, 42.0, 38.84848484848485)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:50.212585,"(3.0, 3.7, 3.6076923076923078)","(17.0, 26.0, 25.692307692307693)","(5.0, 8.0, 7.324324324324325)","(7.0, 7.8, 7.517647058823529)","(8.5, 12.5, 12.365671641791044)","(2.35, 3.4, 3.2557692307692307)","(31.0, 42.0, 38.93333333333333)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:51.673755,"(3.0, 3.7, 3.6076923076923078)","(17.0, 26.0, 25.692307692307693)","(5.0, 8.0, 7.5)","(7.0, 7.8, 7.517647058823529)","(8.5, 12.5, 12.365671641791044)","(2.35, 3.4, 3.3166666666666664)","(31.0, 42.0, 38.93333333333333)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:53.149542,"(3.0, 3.7, 3.5911764705882354)","(17.0, 26.0, 25.692307692307693)","(5.0, 8.0, 7.7)","(7.0, 7.8, 7.443243243243243)","(8.5, 12.5, 12.365671641791044)","(2.35, 3.4, 3.30625)","(31.0, 42.0, 38.8235294117647)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:54.915666,"(3.0, 3.65, 3.5911764705882354)","(17.0, 26.0, 25.666666666666668)","(5.0, 8.0, 7.7)","(7.0, 7.8, 7.517647058823529)","(8.5, 12.5, 12.435483870967742)","(2.35, 3.4, 3.30625)","(31.0, 42.0, 38.93333333333333)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:56.518488,"(3.0, 3.65, 3.628125)","(17.0, 26.0, 25.666666666666668)","(5.0, 8.0, 7.75)","(7.0, 7.8, 7.517647058823529)","(8.5, 12.5, 12.365671641791044)","(2.35, 3.4, 3.3166666666666664)","(31.0, 42.0, 40.083333333333336)","(101.0, 720.0, 289.2307692307692)"
07-12-2022 18:48:58.053948,"(3.0, 3.65, 3.628125)","(17.0, 26.0, 25.666666666666668)","(5.0, 8.0, 7.7272727272727275)","(7.0, 7.8, 7.374193548387097)","(8.5, 12.5, 12.365671641791044)","(2.4, 3.4, 3.309090909090909)","(31.0, 42.0, 40.083333333333336)","(101.0, 720.0, 328.0)"
07-12-2022 18:48:59.523997,"(3.0, 3.65, 3.628787878787879)","(17.0, 26.0, 25.666666666666668)","(5.0, 8.0, 7.7272727272727275)","(7.0, 7.8, 7.374193548387097)","(8.5, 12.5, 12.435483870967742)","(2.4, 3.4, 3.308333333333333)","(31.0, 42.0, 40.083333333333336)","(101.0, 720.0, 328.0)"
07-12-2022 18:49:01.056020,"(3.0, 3.65, 3.63125)","(17.0, 26.0, 25.666666666666668)","(5.0, 8.0, 7.04375)","(7.0, 7.8, 7.374193548387097)","(8.5, 12.5, 12.441176470588236)","(2.4, 3.45, 3.39)","(31.0, 42.0, 40.083333333333336)","(101.0, 620.0, 332.5)"
07-12-2022 18:49:02.582314,"(3.0, 3.65, 3.63125)","(17.0, 26.0, 25.666666666666668)","(5.0, 7.4, 6.896774193548387)","(7.0, 7.8, 7.457142857142857)","(8.5, 12.5, 12.441176470588236)","(2.4, 3.45, 3.3976190476190475)","(31.0, 42.0, 40.083333333333336)","(101.0, 620.0, 246.25)"
07-12-2022 18:49:04.026187,"(3.0, 3.65, 3.63125)","(17.0, 26.0, 25.666666666666668)","(5.0, 7.4, 6.896774193548387)","(7.0, 7.8, 7.155555555555555)","(8.5, 12.5, 12.153846153846153)","(2.4, 3.45, 3.44375)","(31.0, 42.0, 40.08695652173913)","(101.0, 620.0, 246.25)"
07-12-2022 18:49:05.499772,"(3.0, 3.65, 3.6346153846153846)","(17.0, 26.0, 25.05263157894737)","(5.0, 7.2, 7.05)","(7.0, 7.6, 7.461538461538462)","(8.5, 12.5, 12.125)","(2.4, 3.45, 3.3976190476190475)","(31.0, 42.0, 40.08695652173913)","(101.0, 620.0, 246.25)"
07-12-2022 18:49:06.995310,"(3.0, 3.65, 3.637755102040816)","(17.0, 26.0, 28.772727272727273)","(5.0, 7.2, 6.96)","(7.0, 7.6, 7.52)","(8.5, 12.5, 12.373239436619718)","(2.4, 3.45, 3.376666666666667)","(31.0, 42.0, 40.074074074074076)","(101.0, 620.0, 270.0)"
07-12-2022 18:49:08.439868,"(3.0, 3.65, 3.6363636363636362)","(17.0, 29.0, 28.84)","(5.0, 7.2, 6.96)","(7.0, 7.8, 7.52)","(8.5, 12.5, 12.373239436619718)","(2.4, 3.45, 3.38125)","(31.0, 42.0, 40.074074074074076)","(101.0, 600.0, 335.7142857142857)"
07-12-2022 18:49:10.135468,"(3.0, 3.65, 3.6363636363636362)","(17.0, 29.0, 28.591836734693878)","(5.0, 7.2, 6.96)","(7.0, 7.8, 7.52)","(8.5, 12.5, 12.43939393939394)","(2.5, 3.45, 3.33)","(31.0, 42.0, 40.074074074074076)","(101.0, 570.0, 335.7142857142857)"
