,Kooringa Magic,Dragon Smoke,Our Mate Ewan,Bit Of Mischief,Ripple Lane,Annika Mac,Rosdue Kodiak
355,"[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 1.65, 1.87]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 5.5, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 3, 470342), 10.0, 23.0]"
356,"[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 1.65, 1.87]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 5.5, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 4, 588293), 10.0, 23.0]"
357,"[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 1.65, 1.87]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 5.5, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 5, 718026), 10.0, 23.0]"
358,"[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 1.65, 1.86]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 6, 828730), 10.0, 23.0]"
359,"[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 7, 939686), 10.0, 21.0]"
360,"[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 9, 61480), 10.0, 21.0]"
361,"[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 10, 170157), 10.0, 21.0]"
362,"[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 11, 278796), 10.0, 21.0]"
363,"[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 12, 387159), 10.0, 21.0]"
364,"[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 13, 533598), 10.0, 28.0]"
365,"[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 14, 643252), 10.0, 28.0]"
366,"[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 15, 747058), 10.0, 24.0]"
367,"[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 16, 867097), 10.0, 24.0]"
368,"[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 17, 963867), 10.0, 24.0]"
369,"[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 19, 74739), 10.0, 24.0]"
370,"[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 20, 232546), 10.0, 24.0]"
371,"[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 21, 345335), 10.0, 24.0]"
372,"[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 22, 472177), 10.0, 24.0]"
373,"[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 23, 592428), 10.0, 24.0]"
374,"[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 1.65, 1.85]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 24, 714902), 10.0, 24.0]"
375,"[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 1.65, 1.84]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 25, 820452), 10.0, 24.0]"
376,"[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 1.65, 1.84]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 26, 929623), 10.0, 24.0]"
377,"[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 28, 37671), 10.0, 24.0]"
378,"[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 29, 147696), 10.0, 24.0]"
379,"[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 30, 255741), 10.0, 24.0]"
380,"[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 41.0, 120.0]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 31, 368363), 10.0, 24.0]"
381,"[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 32, 477726), 10.0, 24.0]"
382,"[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 33, 591084), 10.0, 24.0]"
383,"[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 34, 698207), 10.0, 24.0]"
384,"[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 35, 809180), 10.0, 24.0]"
385,"[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 36, 918920), 10.0, 24.0]"
386,"[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 38, 35767), 10.0, 24.0]"
387,"[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 39, 144504), 10.0, 24.0]"
388,"[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 40, 254814), 10.0, 24.0]"
389,"[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 41, 363730), 10.0, 24.0]"
390,"[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 42, 477250), 10.0, 24.0]"
391,"[datetime.datetime(2022, 11, 28, 12, 5, 43, 582850), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 582850), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 583850), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 583850), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 583850), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 583850), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 43, 583850), 10.0, 24.0]"
392,"[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 1.65, 1.83]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 44, 694622), 10.0, 24.0]"
393,"[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 1.65, 1.82]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 45, 805570), 10.0, 24.0]"
394,"[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 1.65, 1.82]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 46, 918349), 10.0, 24.0]"
395,"[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 1.65, 1.82]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 48, 37051), 10.0, 24.0]"
396,"[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 1.65, 1.82]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 49, 151215), 10.0, 24.0]"
397,"[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 1.65, 1.81]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 50, 284303), 10.0, 24.0]"
398,"[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 1.65, 1.81]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 51, 416445), 10.0, 24.0]"
399,"[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 1.65, 1.82]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 533146), 10.0, 24.0]"
400,"[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 1.65, 1.81]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 11.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 7.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 643009), 10.0, 24.0]"
