,Joint Forces,Mango Tango Wine,Mr Tangles,Sea Stitch,Falvelon Delight,Mrs Gloop,Paparazzi Rocket,Stars And Shadows,Talk Crazy,Cosmic Starlet,Miss Starlette
07-01-2023 13:35:13.236090,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:14.574794,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:15.947329,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:17.322804,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:18.622177,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:20.106189,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:21.372803,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.785714285714286)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:22.711704,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.154545454545454)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.6)","(31.0, 95.0, 55.714285714285715)","(4.6, 6.2, 6.014814814814815)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 11.09090909090909)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:24.151244,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.180769230769231)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.425)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.533333333333333)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 11.09090909090909)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:25.628312,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.425)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.533333333333333)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:26.971027,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 5.425)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.533333333333333)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:28.552001,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.568181818181818)","(4.8, 5.8, 6.142857142857143)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.533333333333333)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.066666666666666)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:29.843631,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.568181818181818)","(4.8, 6.2, 6.233333333333333)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.65)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 6.9523809523809526)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:31.185932,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.578947368421053)","(4.8, 6.6, 6.220000000000001)","(31.0, 95.0, 49.166666666666664)","(4.6, 5.9, 5.821739130434783)","(71.0, 100.0, 83.33333333333333)","(6.0, 8.4, 7.4)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:32.574513,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.578947368421053)","(4.8, 6.4, 6.220000000000001)","(31.0, 95.0, 49.166666666666664)","(4.6, 5.9, 5.845454545454546)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.4)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:34.034248,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.094736842105263)","(9.0, 13.0, 11.578947368421053)","(4.8, 6.4, 6.154545454545454)","(31.0, 95.0, 49.166666666666664)","(4.6, 5.9, 5.845454545454546)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.4)","(9.0, 11.5, 11.09090909090909)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:35.438858,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.094736842105263)","(9.0, 13.0, 11.568181818181818)","(4.8, 6.4, 6.154545454545454)","(31.0, 95.0, 49.166666666666664)","(4.6, 5.9, 6.0200000000000005)","(61.0, 100.0, 92.5)","(6.0, 8.0, 7.4)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:36.855767,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 10.75)","(4.8, 6.4, 5.827272727272727)","(31.0, 95.0, 49.166666666666664)","(4.6, 6.2, 5.992307692307692)","(61.0, 100.0, 92.5)","(6.0, 8.0, 7.4)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:38.267659,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 13.0, 11.5)","(4.8, 6.4, 5.827272727272727)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.992307692307692)","(61.0, 100.0, 92.5)","(6.0, 8.0, 7.3)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:39.631390,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.094736842105263)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.992307692307692)","(61.0, 100.0, 92.5)","(6.0, 7.8, 7.3)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:40.945303,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.094736842105263)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.992307692307692)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.3)","(9.0, 11.5, 10.857142857142858)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:42.239920,"(11.0, 14.0, 12.772727272727273)","(4.0, 5.2, 5.16875)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.992307692307692)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.3)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:43.594147,"(11.0, 14.0, 13.357142857142858)","(4.0, 5.2, 5.16875)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.3)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:44.905865,"(11.0, 13.5, 13.38888888888889)","(4.0, 5.2, 5.16875)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.3)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:46.233725,"(11.0, 13.5, 12.916666666666666)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.3)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:47.601499,"(11.0, 13.5, 12.916666666666666)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.32)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:48.915024,"(11.0, 13.5, 12.916666666666666)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:50.238120,"(11.0, 13.0, 12.333333333333334)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:51.545602,"(11.0, 12.5, 12.427272727272728)","(4.0, 5.2, 5.057142857142857)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:52.922707,"(11.0, 12.5, 12.067567567567568)","(4.0, 5.2, 4.977777777777778)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:54.328948,"(11.0, 12.5, 12.067567567567568)","(4.0, 5.2, 5.057142857142857)","(9.0, 12.5, 11.375)","(4.8, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:55.724760,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.057142857142857)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:57.192437,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.057142857142857)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:58.555978,"(11.0, 12.5, 12.0)","(4.2, 5.2, 5.007692307692308)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:35:59.858191,"(11.0, 12.5, 12.0)","(4.2, 5.1, 5.007692307692308)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:36:01.239728,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.1, 5.154545454545454)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:36:02.642561,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.154545454545454)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.153846153846153)","(61.0, 210.0, 166.66666666666669)","(31.0, 55.0, 52.4)"
07-01-2023 13:36:04.068542,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 4.977777777777778)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 210.0, 140.0)","(31.0, 55.0, 52.4)"
07-01-2023 13:36:05.447961,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 4.977777777777778)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 6.0)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.235294117647058)","(61.0, 200.0, 153.33333333333331)","(31.0, 55.0, 56.4)"
07-01-2023 13:36:06.758700,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.057142857142857)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.533333333333333)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 10.806451612903226)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:08.162192,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.057142857142857)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.5, 11.666666666666666)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:09.563265,"(11.0, 12.5, 12.067567567567568)","(4.2, 5.2, 5.007692307692308)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.0, 11.666666666666666)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:10.946435,"(11.0, 13.0, 12.711538461538462)","(4.2, 5.1, 4.935294117647059)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.725)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.0, 11.666666666666666)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:12.293889,"(11.0, 13.0, 12.7)","(4.2, 5.1, 4.935294117647059)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.714285714285714)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.0, 11.666666666666666)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:13.586982,"(11.0, 13.0, 12.7)","(4.2, 5.1, 5.007692307692308)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.714285714285714)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.0, 11.666666666666666)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:14.914303,"(11.0, 13.0, 12.423076923076923)","(4.2, 5.1, 5.007692307692308)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.7846153846153845)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.0, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:16.429959,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.1, 4.866666666666667)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:17.894394,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:19.257277,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:20.606149,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.8428571428571425)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:21.921101,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.8428571428571425)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:23.221261,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.8428571428571425)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.4)"
07-01-2023 13:36:24.545414,"(11.0, 12.5, 12.423076923076923)","(4.2, 5.0, 4.930769230769231)","(8.5, 12.5, 11.375)","(4.6, 6.4, 5.933333333333334)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 11.0)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 50.0)"
07-01-2023 13:36:25.976317,"(11.0, 12.5, 12.214285714285714)","(4.2, 5.1, 5.033333333333333)","(8.5, 12.5, 11.375)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 11.5, 10.806451612903226)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 50.0)"
07-01-2023 13:36:27.443212,"(11.0, 13.0, 12.571428571428571)","(4.2, 5.1, 4.95)","(8.5, 12.5, 11.375)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.5, 10.735294117647058)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 50.0)"
07-01-2023 13:36:28.839692,"(11.0, 13.0, 12.25)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.5, 11.375)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.5, 10.735294117647058)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 50.0)"
07-01-2023 13:36:30.255709,"(11.0, 13.0, 12.25)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.5, 11.375)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.05)","(9.0, 12.5, 10.806451612903226)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 50.0)"
07-01-2023 13:36:31.758977,"(11.0, 13.0, 12.25)","(4.2, 5.0, 4.8875)","(8.5, 12.5, 11.357142857142858)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.5, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:33.136533,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.985714285714286)","(8.5, 12.5, 11.25)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 53.75)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:34.417470,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.866666666666667)","(8.5, 12.0, 11.25)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:35.750791,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.0, 11.25)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:37.074283,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.936842105263158)","(8.5, 12.0, 11.25)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:38.490360,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.936842105263158)","(8.5, 12.0, 11.4)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
