,Orson Time,White Like Snow,Glorious Purpose,Dusty Country,Wendy Witch,Be Like Oliver,Rybolt,Jayhawks
14-12-2022 19:40:14.547541,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.35)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:15.757282,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.35)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:16.895816,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.35)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:17.976195,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.35)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:19.119045,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.35)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:20.296226,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.415384615384616)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:21.434572,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.415384615384616)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:22.625919,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:23.752649,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:24.870653,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:26.042966,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:27.107241,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:28.202210,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:29.329845,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:30.445583,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.96)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:31.574949,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 9.08)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:32.675964,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:33.834819,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:34.961872,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:36.116778,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6546153846153846)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:37.313126,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6546153846153846)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:38.536194,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:39.688372,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:40.782595,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:41.976121,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:43.122009,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.964285714285714)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:44.360060,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.675)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:45.503184,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.675)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:46.611161,"(17.0, 70.0, 41.388888888888886)","(1.55, 1.86, 1.647857142857143)","(21.0, 80.0, 45.42857142857143)","(14.0, 46.0, 29.323529411764707)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.675)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 35.66666666666667)"
14-12-2022 19:40:47.807342,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.32)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:48.977806,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.32)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:50.091714,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.32)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:51.156787,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:52.335466,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:53.556262,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:54.737377,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6546153846153846)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:55.763681,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:56.891322,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:58.030691,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:40:59.050298,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:00.146731,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:01.260336,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:02.399847,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:03.560236,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:04.817741,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 9.16470588235294)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:06.020634,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:07.192086,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:08.296664,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:09.363447,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:10.559731,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:11.695012,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:12.716569,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:13.802565,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:14.904756,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:16.088892,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.85, 1.6766666666666667)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:17.143100,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.85, 1.6766666666666667)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:18.254772,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.85, 1.6766666666666667)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:19.438875,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.85, 1.6766666666666667)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:20.639833,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.85, 1.6766666666666667)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:21.796855,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.73)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:22.850992,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:24.029949,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:25.164427,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6700000000000002)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:26.236407,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:27.316101,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:28.436749,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.681818181818183)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:29.580780,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:30.616937,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:31.648018,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 8.84)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:32.787082,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.70375)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:33.871747,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:35.017711,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:36.158859,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:37.275861,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6912500000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 31.90909090909091)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:38.423835,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.6523076923076925)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 227.0)","(6.5, 12.5, 7.775)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 48.33333333333333)"
14-12-2022 19:41:39.579329,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.87, 1.6546153846153846)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
14-12-2022 19:41:40.728445,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.7081250000000001)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
14-12-2022 19:41:41.794679,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.7475)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
14-12-2022 19:41:42.854953,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.7475)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
14-12-2022 19:41:43.869014,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.7475)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
14-12-2022 19:41:44.953220,"(17.0, 70.0, 48.33333333333333)","(1.55, 1.86, 1.7475)","(21.0, 80.0, 52.5)","(14.0, 46.0, 33.88461538461539)","(51.0, 410.0, 279.2857142857143)","(6.5, 12.5, 8.95625)","(4.0, 7.4, 6.326315789473685)","(17.0, 70.0, 54.705882352941174)"
