,Shanias Dream,Lektra Tinsel,Negasi Bale,Rough In Vegas,Miss Molly Lee,Speedy Muffin,Aston Trump
297,"[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 50, 264987), 10.0, 28.0]"
298,"[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 51, 385328), 10.0, 28.0]"
299,"[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 52, 499536), 10.0, 28.0]"
300,"[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 53, 612458), 10.0, 28.0]"
301,"[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 54, 724830), 10.0, 28.0]"
302,"[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 55, 837491), 10.0, 28.0]"
303,"[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 56, 952476), 10.0, 28.0]"
304,"[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 58, 66952), 10.0, 28.0]"
305,"[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 38, 59, 180299), 10.0, 28.0]"
306,"[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 0, 293306), 10.0, 28.0]"
307,"[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 1, 410722), 10.0, 28.0]"
308,"[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 2, 530934), 10.0, 28.0]"
309,"[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 3, 655429), 10.0, 28.0]"
310,"[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 4, 769859), 10.0, 28.0]"
311,"[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 5, 884977), 10.0, 28.0]"
312,"[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 6, 998073), 10.0, 28.0]"
313,"[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 8, 112323), 10.0, 28.0]"
314,"[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 9, 224329), 10.0, 28.0]"
315,"[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 10, 333167), 10.0, 28.0]"
316,"[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 11, 450300), 10.0, 28.0]"
317,"[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 12, 561521), 10.0, 28.0]"
318,"[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 13, 682813), 10.0, 28.0]"
319,"[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 14, 798389), 10.0, 28.0]"
320,"[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 15, 923052), 10.0, 28.0]"
321,"[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 17, 58597), 10.0, 28.0]"
322,"[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 18, 177740), 10.0, 28.0]"
323,"[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 19, 290811), 10.0, 28.0]"
324,"[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 20, 406480), 10.0, 28.0]"
325,"[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 21, 517840), 10.0, 28.0]"
326,"[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 22, 632595), 10.0, 28.0]"
327,"[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 23, 748725), 10.0, 28.0]"
328,"[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 24, 868313), 10.0, 28.0]"
329,"[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 25, 976853), 10.0, 28.0]"
330,"[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 27, 93966), 10.0, 28.0]"
331,"[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 28, 203305), 10.0, 28.0]"
332,"[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 29, 316394), 10.0, 28.0]"
333,"[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 30, 435423), 10.0, 28.0]"
334,"[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 31, 553929), 10.0, 28.0]"
335,"[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 32, 690821), 10.0, 28.0]"
336,"[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 33, 804640), 10.0, 28.0]"
337,"[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 34, 921269), 10.0, 28.0]"
338,"[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 36, 33209), 10.0, 28.0]"
339,"[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 37, 149272), 10.0, 28.0]"
340,"[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 38, 263191), 10.0, 28.0]"
341,"[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 39, 377301), 10.0, 28.0]"
342,"[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 39, 40, 487312), 10.0, 28.0]"
