,Estonian Lady,Love Letter,Professor Sirius,Spring Flare,Silver Skylark,Summer Fiesta,Henry Delatt,Snake Eyes Senna
10-01-2023 15:04:45.136156,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(5.5, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(51.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(14.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:46.204115,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(5.5, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(51.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(14.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:47.314180,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(5.5, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(51.0, 540.0, 238.88888888888889)","(101.0, 650.0, 275.0)","(14.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:48.389045,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(5.5, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(51.0, 550.0, 370.0)","(101.0, 650.0, 275.0)","(14.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:49.451104,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(5.5, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(51.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(14.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:50.492117,"(3.5, 9.0, 6.936842105263157)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:51.526672,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:52.528362,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:53.583314,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:54.619454,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:55.703177,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:56.884938,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:57.952735,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 238.88888888888889)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:04:59.037518,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 550.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:00.149673,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:01.205800,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 243.75)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:02.296142,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 550.0, 243.75)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:03.453695,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 550.0, 243.75)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:04.488781,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.2)","(2.6, 3.85, 2.7912500000000002)","(61.0, 550.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:05.563576,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 8.877777777777778)","(2.6, 3.85, 2.7912500000000002)","(61.0, 540.0, 370.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:06.757635,"(3.5, 9.0, 4.14375)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 8.68)","(2.6, 3.85, 3.5112)","(61.0, 540.0, 243.75)","(101.0, 650.0, 425.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:07.847130,"(3.5, 9.0, 7.705)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 8.68)","(2.6, 3.85, 3.5112)","(61.0, 550.0, 243.75)","(101.0, 640.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:08.953137,"(3.5, 9.0, 4.1875)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 8.644444444444444)","(2.6, 3.85, 2.8087500000000003)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:10.171514,"(3.5, 9.0, 4.1875)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.45)","(2.6, 3.85, 2.8087500000000003)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 18.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:11.493571,"(3.5, 9.0, 4.1875)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.45)","(2.6, 3.85, 2.84375)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 24.0, 120.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:12.675690,"(3.5, 9.0, 4.275)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.45)","(2.6, 3.85, 2.84375)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:14.069121,"(3.5, 9.0, 4.275)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.45)","(2.6, 3.85, 2.84375)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:15.210315,"(3.5, 9.0, 4.275)","(5.0, 10.5, 9.757142857142856)","(6.0, 9.0, 7.45)","(2.6, 3.85, 2.84375)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:16.344297,"(3.5, 8.8, 4.640000000000001)","(5.0, 10.5, 7.7)","(6.0, 9.0, 7.45)","(2.6, 3.8, 2.92)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:17.596069,"(3.5, 8.8, 4.640000000000001)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.8, 2.92)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:18.689238,"(3.5, 8.8, 4.640000000000001)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.8, 3.0333333333333337)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:19.708026,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.7, 3.0333333333333337)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:20.765454,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.7, 2.9000000000000004)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 121.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:21.760735,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.7, 2.9000000000000004)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 122.0)","(5.0, 9.0, 6.342857142857143)"
10-01-2023 15:05:22.839000,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.7, 2.9000000000000004)","(61.0, 470.0, 335.0)","(101.0, 650.0, 275.0)","(15.0, 200.0, 122.0)","(5.0, 9.0, 6.866666666666667)"
10-01-2023 15:05:23.932285,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 650.0, 425.0)","(15.0, 200.0, 122.0)","(5.0, 8.8, 6.866666666666667)"
10-01-2023 15:05:25.029635,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 650.0, 310.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:26.156036,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 8.733333333333333)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 750.0, 310.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:27.268485,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 8.68)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 750.0, 465.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:28.374525,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.45)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 730.0, 465.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:29.418727,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 8.571428571428571)","(2.6, 3.6, 2.8800000000000003)","(61.0, 540.0, 370.0)","(101.0, 730.0, 465.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:30.704265,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.6)","(2.6, 3.6, 3.1822222222222223)","(61.0, 540.0, 370.0)","(101.0, 730.0, 465.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:31.735303,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 7.5285714285714285)","(6.0, 9.0, 7.6)","(2.6, 3.6, 3.13)","(61.0, 540.0, 243.75)","(101.0, 730.0, 465.0)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:32.799032,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.6, 3.13)","(61.0, 550.0, 335.0)","(101.0, 730.0, 288.3333333333333)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:34.017724,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.6, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 190.0, 62.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:35.216046,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 190.0, 57.666666666666664)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:36.413900,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 54.25)","(5.0, 8.8, 6.48)"
10-01-2023 15:05:37.633651,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 8.8, 6.222222222222222)"
10-01-2023 15:05:38.722508,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 8.8, 6.294117647058823)"
10-01-2023 15:05:39.802345,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 588.695652173913)","(15.0, 85.0, 53.8)","(5.0, 8.6, 6.699999999999999)"
10-01-2023 15:05:40.835770,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 8.2, 7.12)"
10-01-2023 15:05:41.856919,"(3.5, 8.8, 5.333333333333334)","(5.0, 10.5, 5.966666666666667)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 8.0, 6.271428571428571)"
10-01-2023 15:05:42.996347,"(3.5, 8.8, 5.333333333333334)","(5.0, 8.8, 5.431372549019608)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 8.0, 7.0)"
10-01-2023 15:05:44.253511,"(3.5, 8.8, 5.333333333333334)","(5.0, 7.0, 6.1)","(6.0, 9.0, 7.6)","(2.6, 3.2, 3.1100000000000003)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:45.539527,"(3.5, 8.8, 5.333333333333334)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.766666666666666)","(2.6, 3.2, 3.148)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:46.697228,"(3.5, 8.8, 5.333333333333334)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.784615384615385)","(2.6, 3.2, 3.152727272727273)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 85.0, 53.8)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:47.881059,"(3.5, 8.8, 5.333333333333334)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.784615384615385)","(2.6, 3.2, 3.152727272727273)","(61.0, 470.0, 243.75)","(101.0, 730.0, 410.0)","(15.0, 85.0, 26.3)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:49.036013,"(3.5, 8.8, 5.366666666666667)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.1)","(61.0, 550.0, 370.0)","(101.0, 730.0, 410.0)","(15.0, 38.0, 26.3)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:50.202301,"(3.5, 8.8, 5.366666666666667)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.0333333333333337)","(61.0, 540.0, 335.0)","(101.0, 730.0, 410.0)","(15.0, 38.0, 26.3)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:51.346234,"(3.5, 8.8, 5.366666666666667)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.0333333333333337)","(61.0, 470.0, 335.0)","(101.0, 730.0, 410.0)","(15.0, 38.0, 31.833333333333336)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:52.550721,"(3.5, 8.8, 5.366666666666667)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.0333333333333337)","(61.0, 470.0, 335.0)","(101.0, 730.0, 410.0)","(15.0, 38.0, 31.833333333333336)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:53.730287,"(3.5, 8.8, 5.366666666666667)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.0333333333333337)","(61.0, 470.0, 335.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 31.833333333333336)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:54.905435,"(3.5, 8.8, 7.77)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 31.833333333333336)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:56.115369,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 35.230769230769226)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:57.321358,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 32.333333333333336)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:58.497508,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 32.0)","(5.0, 7.8, 7.0)"
10-01-2023 15:05:59.690126,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 32.0)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:00.829757,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.813333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 196.66666666666669)","(15.0, 38.0, 32.0)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:01.973020,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.825)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 192.5)","(15.0, 38.0, 34.5)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:03.110611,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.825)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 192.5)","(15.0, 38.0, 29.333333333333332)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:04.218758,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.566666666666666)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 192.5)","(15.0, 38.0, 29.333333333333332)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:05.306393,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 192.5)","(15.0, 38.0, 29.333333333333332)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:06.380833,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 380.0)","(101.0, 730.0, 192.5)","(15.0, 38.0, 29.333333333333332)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:07.470127,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 470.0, 217.5)","(101.0, 730.0, 407.5)","(15.0, 38.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:08.815071,"(3.5, 8.8, 8.227777777777778)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 730.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:10.107288,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:11.383027,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:12.752694,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.487500000000001)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:14.014680,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:15.235499,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:16.302306,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:17.414460,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:18.670107,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:19.853561,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
10-01-2023 15:06:21.023537,"(3.5, 8.8, 5.4)","(5.0, 6.8, 5.477777777777778)","(6.0, 9.0, 8.133333333333333)","(2.6, 3.2, 3.144444444444445)","(61.0, 550.0, 305.0)","(101.0, 180.0, 95.55555555555556)","(15.0, 48.0, 32.666666666666664)","(5.0, 7.8, 7.0)"
