,Estonian Lady,Love Letter,Professor Sirius,Spring Flare,Silver Skylark,Summer Fiesta,Henry Delatt,Snake Eyes Senna
10-01-2023 14:54:49.742994,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 250.0)","(14.0, 180.0, 138.25)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:50.874899,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 250.0)","(14.0, 180.0, 138.25)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:52.144075,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 250.0)","(14.0, 180.0, 138.25)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:53.408818,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 250.0)","(14.0, 180.0, 138.25)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:54.650040,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:55.936321,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:57.252688,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:54:58.700723,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:00.059729,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:01.324138,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:02.683929,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:03.988903,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:05.207878,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:06.396270,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:07.595881,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:08.808471,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:10.080292,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:11.252430,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:12.492766,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:13.805042,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:15.108649,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:16.492574,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:17.771438,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:18.989995,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:20.178561,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:21.443164,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:22.735873,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:23.921410,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:25.113626,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:26.318681,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:27.539212,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:28.778862,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:29.999802,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:31.263429,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:32.520158,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:33.755679,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:34.944214,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:36.100905,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:37.335915,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:38.596467,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:39.864552,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:41.090294,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:42.307566,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:43.798599,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:45.588857,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:46.849395,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:48.125693,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:49.356782,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:50.617580,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:51.891178,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:53.159176,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:54.328674,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:55.498224,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:56.742208,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:57.967692,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:55:59.155708,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:00.407095,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.845161290322581)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:01.709043,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:03.010379,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:04.305802,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:05.652701,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:06.965134,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:08.330152,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:09.831835,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:11.252613,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:12.408094,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:13.611678,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:14.772253,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:15.930930,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:17.168367,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:18.368646,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:19.612341,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:20.901020,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:22.080437,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:23.276414,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:24.506090,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:25.750558,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:27.035890,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:28.296472,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:29.643683,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:30.849608,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:31.862214,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:32.964380,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
10-01-2023 14:56:34.064652,"(3.5, 11.0, 3.692307692307692)","(5.0, 11.0, 6.35)","(5.5, 10.0, 9.280000000000001)","(2.6, 5.5, 4.97948717948718)","(51.0, 550.0, 298.0)","(101.0, 650.0, 450.0)","(14.0, 180.0, 156.07142857142856)","(5.0, 14.0, 7.866666666666666)"
