,Prince Of Melton,Liverpool Street,Summer Season,Very Unstable,Stormy Trench,Its Luigi
11-01-2023 15:49:11.999730,"(3.1, 3.45, 3.414285714285714)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.6, 6.371428571428571)","(3.6, 5.1, 5.0625)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:13.021130,"(3.1, 3.45, 3.414285714285714)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.6, 6.371428571428571)","(3.6, 5.1, 5.076923076923077)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:49:14.124159,"(3.1, 3.45, 3.35625)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.6, 6.4399999999999995)","(3.6, 5.1, 5.042857142857143)","(3.7, 4.4, 4.381818181818182)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:49:15.277736,"(3.0, 3.45, 3.35625)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.6, 6.457142857142857)","(3.6, 5.1, 5.055555555555555)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:16.440363,"(3.0, 3.45, 3.3590909090909093)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.6, 6.457142857142857)","(3.6, 5.1, 5.055555555555555)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:17.443369,"(3.0, 3.45, 3.4272727272727272)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.4, 6.355555555555556)","(3.6, 5.1, 5.076923076923077)","(3.7, 4.4, 4.381818181818182)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:49:18.565695,"(3.0, 3.45, 3.4272727272727272)","(21.0, 32.0, 28.571428571428573)","(4.8, 6.4, 6.355555555555556)","(3.6, 5.1, 5.076923076923077)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:19.673783,"(3.0, 3.45, 3.4166666666666665)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.457142857142857)","(3.6, 5.1, 5.076923076923077)","(3.7, 4.4, 4.381818181818182)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:49:20.667514,"(3.0, 3.45, 3.426923076923077)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.457142857142857)","(3.6, 5.1, 5.076923076923077)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:21.635043,"(3.0, 3.45, 3.4260869565217393)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.433333333333334)","(3.6, 5.1, 5.042857142857143)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:22.846765,"(3.0, 3.45, 3.4194444444444443)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.433333333333334)","(3.6, 5.1, 5.011111111111111)","(3.7, 4.4, 4.381818181818182)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:49:24.104455,"(3.0, 3.45, 3.4194444444444443)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.51304347826087)","(3.6, 5.1, 5.0625)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:25.133967,"(3.0, 3.45, 3.4194444444444443)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.51304347826087)","(3.6, 5.1, 5.0625)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:26.183938,"(3.0, 3.45, 3.432258064516129)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.51304347826087)","(3.6, 5.1, 5.055555555555555)","(3.7, 4.4, 4.348148148148148)","(9.0, 11.5, 11.1)"
11-01-2023 15:49:27.221775,"(3.0, 3.5, 3.467741935483871)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.51304347826087)","(3.6, 5.1, 5.071428571428571)","(3.7, 4.4, 4.382608695652174)","(9.0, 11.5, 10.547619047619047)"
11-01-2023 15:49:28.349488,"(3.0, 3.5, 3.4615384615384617)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.6, 6.51304347826087)","(3.6, 5.1, 5.055555555555555)","(3.7, 4.4, 4.3500000000000005)","(9.0, 11.5, 10.338709677419354)"
11-01-2023 15:49:29.408551,"(3.0, 3.5, 3.4941176470588236)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.8, 6.527272727272727)","(3.6, 5.1, 5.038461538461538)","(3.7, 4.4, 4.382608695652174)","(9.0, 11.5, 10.441176470588236)"
11-01-2023 15:49:30.474345,"(3.0, 3.5, 3.4941176470588236)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.8, 6.527272727272727)","(3.6, 5.1, 5.042857142857143)","(3.7, 4.4, 4.3500000000000005)","(9.0, 11.5, 10.441176470588236)"
11-01-2023 15:49:31.593043,"(3.0, 3.5, 3.4)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.8, 6.5)","(3.6, 5.1, 5.042857142857143)","(3.7, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.552631578947368)"
11-01-2023 15:49:32.579006,"(3.0, 3.45, 3.4000000000000004)","(21.0, 32.0, 28.41025641025641)","(4.8, 6.8, 6.5)","(3.6, 5.1, 5.042857142857143)","(3.7, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:33.612177,"(3.0, 3.4, 3.3857142857142857)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.5)","(3.6, 5.1, 5.066666666666666)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:34.620678,"(3.0, 3.45, 3.4000000000000004)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.527272727272727)","(3.6, 5.1, 5.078571428571428)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:35.560469,"(3.0, 3.45, 3.4000000000000004)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.527272727272727)","(3.6, 5.1, 5.078571428571428)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:36.517351,"(3.0, 3.5, 3.267857142857143)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.6)","(3.6, 5.1, 5.078571428571428)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:37.494560,"(3.0, 3.5, 3.263888888888889)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.078571428571428)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:38.504065,"(3.0, 3.5, 3.263888888888889)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.066666666666666)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.5)"
11-01-2023 15:49:39.558545,"(3.0, 3.45, 3.35)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.042857142857143)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.5)"
11-01-2023 15:49:40.608509,"(3.0, 3.45, 3.3136363636363635)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.011111111111111)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:41.465399,"(3.0, 3.45, 3.3625000000000003)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.055555555555555)","(3.6, 4.4, 4.3909090909090915)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:42.544155,"(3.0, 3.5, 3.425)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.076923076923077)","(3.6, 4.4, 4.382608695652174)","(9.0, 11.5, 10.6)"
11-01-2023 15:49:43.663958,"(3.0, 3.5, 3.4166666666666665)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.0625)","(3.6, 4.4, 4.382608695652174)","(9.0, 11.5, 10.375)"
11-01-2023 15:49:44.763879,"(3.0, 3.55, 3.4115384615384614)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.607142857142857)","(3.6, 5.1, 5.055555555555555)","(3.6, 4.4, 4.366666666666667)","(9.0, 11.5, 10.8)"
11-01-2023 15:49:45.786883,"(3.0, 3.55, 3.4477272727272728)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.58)","(3.7, 5.1, 5.055555555555555)","(3.6, 4.4, 4.366666666666667)","(9.0, 11.0, 10.533333333333333)"
11-01-2023 15:49:46.763711,"(3.0, 3.55, 3.458333333333333)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.546153846153846)","(3.7, 5.1, 5.076923076923077)","(3.6, 4.4, 4.366666666666667)","(9.0, 11.0, 10.533333333333333)"
11-01-2023 15:49:47.776011,"(3.0, 3.55, 3.458333333333333)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.58)","(3.7, 5.1, 4.94)","(3.6, 4.4, 4.385714285714286)","(9.0, 11.0, 10.533333333333333)"
11-01-2023 15:49:48.806138,"(3.0, 3.55, 3.458333333333333)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.58)","(3.7, 5.0, 4.933333333333334)","(3.6, 4.4, 4.428571428571429)","(9.0, 11.0, 10.26086956521739)"
11-01-2023 15:49:49.751683,"(3.0, 3.55, 3.458333333333333)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.58)","(3.7, 5.0, 4.933333333333334)","(3.6, 4.5, 4.456521739130435)","(9.0, 11.0, 10.375)"
11-01-2023 15:49:50.703471,"(3.0, 3.55, 3.4911764705882353)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.58)","(3.7, 5.0, 4.992307692307692)","(3.6, 4.5, 4.428571428571429)","(9.0, 10.5, 10.428571428571429)"
11-01-2023 15:49:51.715368,"(3.0, 3.55, 3.4911764705882353)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.5)","(3.7, 5.0, 4.992307692307692)","(3.6, 4.5, 4.456521739130435)","(9.0, 10.5, 10.444444444444445)"
11-01-2023 15:49:52.799743,"(3.0, 3.55, 3.4911764705882353)","(21.0, 32.0, 28.41025641025641)","(5.0, 6.8, 6.5)","(3.7, 5.0, 4.992307692307692)","(3.6, 4.5, 4.428571428571429)","(9.0, 10.5, 10.444444444444445)"
11-01-2023 15:49:53.845038,"(3.0, 3.55, 3.4911764705882353)","(21.0, 32.0, 29.67857142857143)","(5.0, 6.8, 6.5)","(3.7, 5.0, 4.992307692307692)","(3.6, 4.5, 4.428571428571429)","(9.0, 10.5, 10.210526315789474)"
11-01-2023 15:49:54.825848,"(3.0, 3.6, 3.515625)","(21.0, 32.0, 29.67857142857143)","(5.0, 6.8, 6.5)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.488235294117647)","(9.0, 10.5, 10.055555555555555)"
11-01-2023 15:49:55.843097,"(3.0, 3.6, 3.52)","(21.0, 34.0, 28.352941176470587)","(5.0, 6.8, 6.489655172413793)","(3.7, 5.0, 4.933333333333334)","(3.6, 4.5, 4.456521739130435)","(9.0, 10.5, 10.055555555555555)"
11-01-2023 15:49:56.881315,"(3.0, 3.6, 3.460714285714286)","(21.0, 34.0, 28.352941176470587)","(5.0, 6.8, 6.447058823529412)","(3.7, 5.0, 4.85)","(3.6, 4.5, 4.423076923076923)","(9.0, 10.5, 10.125)"
11-01-2023 15:49:57.934128,"(3.0, 3.55, 3.466666666666667)","(21.0, 34.0, 30.19047619047619)","(5.0, 6.8, 6.492307692307692)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.423076923076923)","(9.0, 10.5, 10.196969696969697)"
11-01-2023 15:49:59.000310,"(3.0, 3.55, 3.4631578947368418)","(21.0, 34.0, 31.037037037037038)","(5.0, 6.8, 6.492307692307692)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.445454545454545)","(9.0, 10.5, 10.175675675675675)"
11-01-2023 15:50:00.056408,"(3.0, 3.55, 3.485294117647059)","(21.0, 34.0, 31.5)","(5.0, 6.8, 6.492307692307692)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.445454545454545)","(9.0, 10.5, 10.175675675675675)"
11-01-2023 15:50:01.059484,"(3.0, 3.55, 3.503846153846154)","(21.0, 34.0, 31.5)","(5.0, 6.8, 6.492307692307692)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.423076923076923)","(9.0, 10.5, 10.175675675675675)"
11-01-2023 15:50:02.011217,"(3.0, 3.6, 3.515625)","(21.0, 34.0, 31.5)","(5.0, 6.8, 6.492307692307692)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.5, 4.394117647058824)","(9.0, 10.5, 10.382352941176471)"
11-01-2023 15:50:02.960296,"(3.0, 3.6, 3.530769230769231)","(21.0, 34.0, 31.5)","(5.0, 6.8, 6.508108108108108)","(3.7, 5.0, 4.984615384615385)","(3.6, 4.4, 4.394117647058824)","(9.0, 10.5, 10.772727272727273)"
11-01-2023 15:50:03.978481,"(3.0, 3.6, 3.497727272727273)","(21.0, 34.0, 31.5)","(5.0, 6.8, 6.569230769230769)","(3.7, 5.0, 4.9625)","(3.6, 4.4, 4.391666666666667)","(9.0, 11.0, 10.772727272727273)"
11-01-2023 15:50:05.177476,"(3.0, 3.6, 3.459375)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.7, 5.0, 4.78)","(3.6, 4.4, 4.391666666666667)","(9.0, 11.0, 10.772727272727273)"
11-01-2023 15:50:06.149263,"(3.0, 3.6, 3.5277777777777777)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.7, 5.1, 4.78)","(3.6, 4.4, 4.391666666666667)","(9.0, 11.0, 10.772727272727273)"
11-01-2023 15:50:07.247951,"(3.0, 3.6, 3.5277777777777777)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.7, 5.0, 4.990909090909091)","(3.6, 4.4, 4.25)","(9.0, 11.0, 10.772727272727273)"
11-01-2023 15:50:08.546665,"(3.0, 3.6, 3.5277777777777777)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.569230769230769)","(3.7, 5.0, 5.009090909090909)","(3.6, 4.3, 4.111111111111111)","(9.0, 11.0, 11.416666666666666)"
11-01-2023 15:50:09.545071,"(3.0, 3.6, 3.548)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.569230769230769)","(3.7, 5.1, 5.050000000000001)","(3.6, 4.3, 4.113333333333333)","(9.0, 11.5, 11.416666666666666)"
11-01-2023 15:50:10.778560,"(3.0, 3.6, 3.548)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.050000000000001)","(3.6, 4.3, 4.113333333333333)","(9.0, 11.5, 11.342105263157894)"
11-01-2023 15:50:11.778110,"(3.0, 3.6, 3.5357142857142856)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.050000000000001)","(3.6, 4.3, 4.113333333333333)","(9.0, 11.5, 11.108695652173914)"
11-01-2023 15:50:12.864407,"(3.0, 3.6, 3.566666666666667)","(21.0, 34.0, 31.575757575757574)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.066666666666666)","(3.6, 4.3, 4.113333333333333)","(9.0, 11.5, 10.80952380952381)"
11-01-2023 15:50:13.994083,"(3.0, 3.6, 3.526315789473684)","(21.0, 34.0, 30.444444444444443)","(5.0, 6.8, 6.569230769230769)","(3.6, 5.1, 5.081818181818181)","(3.6, 4.3, 4.111111111111111)","(9.0, 11.0, 10.80952380952381)"
11-01-2023 15:50:15.099094,"(3.0, 3.6, 3.526315789473684)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.1, 5.007142857142857)","(3.6, 4.3, 4.111111111111111)","(9.0, 11.0, 10.80952380952381)"
11-01-2023 15:50:16.026966,"(3.0, 3.6, 3.526315789473684)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.007142857142857)","(3.6, 4.3, 4.111111111111111)","(9.0, 11.0, 10.714285714285714)"
11-01-2023 15:50:17.061844,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.114285714285715)","(3.6, 4.3, 4.19375)","(9.0, 11.0, 10.384615384615385)"
11-01-2023 15:50:18.064785,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.114285714285715)","(3.6, 4.3, 4.175471698113207)","(9.0, 11.0, 10.384615384615385)"
11-01-2023 15:50:18.982601,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.114285714285715)","(3.6, 4.3, 4.175471698113207)","(9.0, 11.0, 10.384615384615385)"
11-01-2023 15:50:20.033143,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 32.11764705882353)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.109090909090909)","(3.6, 4.3, 4.165306122448979)","(9.0, 11.0, 10.384615384615385)"
11-01-2023 15:50:21.046193,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.141176470588236)","(3.6, 4.3, 4.165306122448979)","(9.0, 11.0, 10.555555555555555)"
11-01-2023 15:50:22.053269,"(3.0, 3.6, 3.526315789473684)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.057142857142857)","(3.6, 4.3, 4.165306122448979)","(9.0, 11.0, 10.555555555555555)"
11-01-2023 15:50:23.177411,"(3.0, 3.6, 3.5277777777777777)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.542857142857143)","(3.6, 5.2, 5.0636363636363635)","(3.6, 4.3, 4.18)","(9.0, 11.0, 10.446153846153846)"
11-01-2023 15:50:24.218188,"(3.0, 3.6, 3.531578947368421)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.569230769230769)","(3.6, 5.2, 5.109090909090909)","(3.6, 4.3, 4.2025)","(9.0, 11.0, 10.563636363636363)"
11-01-2023 15:50:25.318294,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.6, 5.2, 5.109090909090909)","(3.6, 4.3, 4.20377358490566)","(9.0, 11.0, 10.247058823529413)"
11-01-2023 15:50:26.421028,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.6, 5.2, 5.141176470588236)","(3.6, 4.3, 4.20377358490566)","(9.0, 11.0, 10.654054054054054)"
11-01-2023 15:50:27.442776,"(3.0, 3.6, 3.5638888888888887)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.6, 5.2, 5.141176470588236)","(3.6, 4.3, 4.20377358490566)","(9.0, 11.0, 10.654054054054054)"
11-01-2023 15:50:28.345981,"(3.0, 3.6, 3.5675)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.6, 5.2, 5.141176470588236)","(3.6, 4.3, 4.20377358490566)","(9.0, 11.0, 10.654054054054054)"
11-01-2023 15:50:29.298784,"(3.1, 3.6, 3.567391304347826)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.141176470588236)","(3.6, 4.3, 4.20377358490566)","(8.5, 11.0, 10.68)"
11-01-2023 15:50:30.302355,"(3.1, 3.6, 3.567391304347826)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.535294117647059)","(3.7, 5.2, 5.0181818181818185)","(3.6, 4.3, 4.073684210526316)","(8.5, 11.0, 10.68)"
11-01-2023 15:50:31.331655,"(3.1, 3.6, 3.558333333333333)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.033333333333333)","(3.6, 4.1, 4.084848484848485)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:32.229051,"(3.1, 3.6, 3.558333333333333)","(21.0, 34.0, 33.78947368421053)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.033333333333333)","(3.6, 4.1, 4.084848484848485)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:33.164866,"(3.1, 3.6, 3.5531249999999996)","(21.0, 34.0, 33.42857142857143)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.116666666666667)","(3.6, 4.1, 4.073684210526316)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:34.180328,"(3.1, 3.6, 3.565909090909091)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.15)","(3.6, 4.1, 4.084848484848485)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:35.124204,"(3.1, 3.6, 3.565909090909091)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.114285714285715)","(3.6, 4.1, 4.073684210526316)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:36.032036,"(3.1, 3.6, 3.565909090909091)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.114285714285715)","(3.6, 4.1, 4.073684210526316)","(8.5, 11.0, 10.709090909090909)"
11-01-2023 15:50:37.083109,"(3.1, 3.6, 3.565909090909091)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.114285714285715)","(3.6, 4.2, 4.124137931034483)","(8.5, 11.0, 10.68)"
11-01-2023 15:50:38.161674,"(3.1, 3.6, 3.564285714285714)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.04)","(3.6, 4.2, 4.109090909090909)","(8.5, 11.0, 10.852873563218392)"
11-01-2023 15:50:39.141193,"(3.1, 3.6, 3.5531249999999996)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.04)","(3.6, 4.2, 4.109090909090909)","(8.5, 11.0, 10.847619047619048)"
11-01-2023 15:50:40.108868,"(3.1, 3.6, 3.552941176470588)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.02)","(3.6, 4.2, 4.109090909090909)","(8.5, 11.0, 10.852873563218392)"
11-01-2023 15:50:41.032901,"(3.1, 3.6, 3.552941176470588)","(21.0, 34.0, 33.666666666666664)","(5.0, 6.8, 6.5)","(3.7, 5.2, 5.04)","(3.6, 4.2, 4.10625)","(8.5, 11.0, 10.453846153846154)"
11-01-2023 15:50:42.075267,"(3.1, 3.6, 3.533333333333333)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.753846153846154)","(3.9, 5.2, 5.15)","(3.6, 4.2, 4.077272727272727)","(9.0, 10.5, 10.394117647058824)"
11-01-2023 15:50:43.054194,"(3.1, 3.6, 3.5619047619047617)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.753846153846154)","(3.9, 5.2, 5.15)","(3.6, 4.1, 4.077272727272727)","(9.0, 10.5, 10.394117647058824)"
11-01-2023 15:50:43.977746,"(3.1, 3.6, 3.5619047619047617)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.729032258064516)","(3.9, 5.2, 5.15)","(3.6, 4.1, 4.077272727272727)","(9.0, 10.5, 10.947368421052632)"
11-01-2023 15:50:44.837420,"(3.1, 3.6, 3.5304347826086957)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.729032258064516)","(3.9, 5.2, 5.15)","(3.6, 4.1, 4.077272727272727)","(9.0, 11.0, 10.947368421052632)"
11-01-2023 15:50:45.875111,"(3.1, 3.6, 3.5304347826086957)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.777777777777778)","(3.9, 5.2, 5.114285714285715)","(3.6, 4.1, 4.062962962962962)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:46.938755,"(3.1, 3.6, 3.5304347826086957)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.8, 6.728)","(3.9, 5.2, 5.04)","(3.6, 4.1, 4.054838709677419)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:47.973827,"(3.1, 3.6, 3.533333333333333)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.45)","(3.9, 5.2, 5.061538461538461)","(3.6, 4.1, 4.062962962962962)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:48.885782,"(3.1, 3.6, 3.55)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.384615384615384)","(3.9, 5.2, 5.061538461538461)","(3.6, 4.1, 4.062962962962962)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:49.876460,"(3.1, 3.6, 3.58)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.36551724137931)","(3.9, 5.2, 5.15)","(3.6, 4.1, 4.092307692307692)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:50.877060,"(3.1, 3.6, 3.565625)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.1571428571428575)","(3.6, 4.1, 4.092307692307692)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:51.871651,"(3.1, 3.6, 3.565625)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.175)","(3.6, 4.1, 4.092307692307692)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:52.797950,"(3.1, 3.6, 3.565625)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.1571428571428575)","(3.6, 4.1, 4.092307692307692)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:53.689593,"(3.1, 3.6, 3.565625)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.1571428571428575)","(3.6, 4.1, 4.0874999999999995)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:54.705134,"(3.1, 3.6, 3.5657894736842106)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.14375)","(3.6, 4.1, 4.066666666666666)","(9.0, 11.0, 10.958333333333334)"
11-01-2023 15:50:55.684544,"(3.1, 3.6, 3.5675)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.133333333333333)","(3.6, 4.1, 4.0874999999999995)","(9.0, 11.0, 11.637931034482758)"
11-01-2023 15:50:56.616556,"(3.1, 3.6, 3.538095238095238)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.323076923076923)","(3.9, 5.2, 5.133333333333333)","(3.6, 4.1, 4.066666666666666)","(9.0, 12.0, 11.758620689655173)"
