,Me And You,Sunburst,Just Like Mick,Symi Fortuna,Sorority
08-01-2023 19:10:55.352977,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 4.06875)","(31.0, 330.0, 83.25)","(5.5, 9.2, 7.32)"
08-01-2023 19:10:56.334877,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 4.06875)","(31.0, 330.0, 83.25)","(5.5, 9.0, 6.942857142857143)"
08-01-2023 19:10:57.368041,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 83.25)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:10:58.265073,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 83.25)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:10:59.249316,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 83.25)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:11:00.223068,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 88.28571428571428)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:11:01.067887,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 88.28571428571428)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:11:01.995522,"(13.0, 38.0, 29.5)","(1.45, 1.88, 1.76)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 88.28571428571428)","(5.5, 8.8, 6.942857142857143)"
08-01-2023 19:11:02.889690,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.805)","(3.8, 4.5, 3.9)","(31.0, 320.0, 252.0)","(5.5, 8.8, 7.0)"
08-01-2023 19:11:03.753786,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.6, 7.0)"
08-01-2023 19:11:04.661986,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.828571428571429)"
08-01-2023 19:11:05.569220,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.828571428571429)"
08-01-2023 19:11:06.600708,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.828571428571429)"
08-01-2023 19:11:07.502583,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.828571428571429)"
08-01-2023 19:11:08.384708,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.828571428571429)"
08-01-2023 19:11:09.346602,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.8424999999999998)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.4, 6.688888888888889)"
08-01-2023 19:11:10.328475,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.805)","(3.8, 4.6, 3.827272727272727)","(31.0, 320.0, 185.0)","(5.5, 8.4, 7.0)"
08-01-2023 19:11:11.267736,"(13.0, 38.0, 26.666666666666668)","(1.45, 1.88, 1.706)","(3.8, 4.6, 3.827272727272727)","(31.0, 320.0, 185.0)","(5.5, 8.2, 6.714285714285714)"
08-01-2023 19:11:12.234916,"(13.0, 38.0, 30.6)","(1.45, 1.88, 1.712)","(3.8, 4.6, 3.827272727272727)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:13.173036,"(13.0, 38.0, 30.6)","(1.45, 1.88, 1.8305882352941176)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:14.063584,"(13.0, 38.0, 30.6)","(1.45, 1.88, 1.8305882352941176)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:15.007849,"(13.0, 38.0, 34.4)","(1.45, 1.88, 1.8305882352941176)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:15.899648,"(13.0, 38.0, 34.4)","(1.45, 1.88, 1.8305882352941176)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:16.745457,"(13.0, 38.0, 34.4)","(1.45, 1.88, 1.8305882352941176)","(3.8, 4.5, 3.875)","(31.0, 320.0, 185.0)","(5.5, 8.0, 6.714285714285714)"
08-01-2023 19:11:17.687474,"(13.0, 38.0, 36.0)","(1.45, 1.87, 1.8223529411764707)","(3.8, 4.5, 3.875)","(31.0, 330.0, 85.0)","(5.5, 8.0, 6.5600000000000005)"
08-01-2023 19:11:18.604858,"(13.0, 38.0, 29.5)","(1.45, 1.86, 1.7642105263157895)","(3.8, 4.5, 3.9)","(31.0, 330.0, 85.0)","(5.5, 8.0, 6.5600000000000005)"
08-01-2023 19:11:19.478180,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8142857142857143)","(3.8, 4.5, 3.9)","(31.0, 330.0, 85.0)","(5.5, 8.0, 6.5600000000000005)"
08-01-2023 19:11:20.425481,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8236842105263158)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 85.0)","(5.5, 7.8, 6.55)"
08-01-2023 19:11:21.349496,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8333333333333335)","(3.8, 4.6, 3.827272727272727)","(31.0, 330.0, 85.0)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:22.188014,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8171428571428572)","(3.8, 4.5, 3.9)","(31.0, 330.0, 85.0)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:23.052463,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 85.0)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:23.877871,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 85.0)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:24.713508,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 85.0)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:25.562642,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.55)"
08-01-2023 19:11:26.473692,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.48)"
08-01-2023 19:11:27.388564,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8353333333333335)","(3.8, 4.4, 3.809090909090909)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.680000000000001)"
08-01-2023 19:11:28.518185,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.6766666666666667)","(3.8, 4.7, 3.821875)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.680000000000001)"
08-01-2023 19:11:29.360300,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.6766666666666667)","(3.8, 4.9, 3.821875)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.680000000000001)"
08-01-2023 19:11:30.289281,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.6766666666666667)","(3.8, 4.9, 3.821875)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.680000000000001)"
08-01-2023 19:11:31.238607,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.6766666666666667)","(3.8, 4.9, 3.821875)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.680000000000001)"
08-01-2023 19:11:32.057070,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.680000000000001)"
08-01-2023 19:11:32.991676,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.875)"
08-01-2023 19:11:34.012753,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.4)"
08-01-2023 19:11:34.920048,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:35.855267,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:36.744234,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:37.562575,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:38.434513,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8222222222222224)","(3.8, 4.7, 3.845)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:39.287282,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8157142857142858)","(3.8, 4.6, 3.92)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:40.103067,"(13.0, 38.0, 29.5)","(1.45, 1.85, 1.8370588235294119)","(3.8, 4.5, 3.8181818181818183)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:40.919994,"(13.0, 38.0, 29.5)","(1.45, 1.86, 1.745)","(3.8, 4.5, 3.8181818181818183)","(31.0, 330.0, 89.375)","(5.5, 7.4, 6.45)"
08-01-2023 19:11:41.761572,"(13.0, 38.0, 29.5)","(1.45, 1.86, 1.7464516129032257)","(3.8, 4.5, 3.8181818181818183)","(31.0, 330.0, 89.375)","(5.5, 7.2, 6.35)"
08-01-2023 19:11:42.714066,"(13.0, 38.0, 29.5)","(1.45, 1.86, 1.7464516129032257)","(3.8, 4.5, 3.8181818181818183)","(31.0, 330.0, 89.375)","(5.5, 7.2, 6.76)"
08-01-2023 19:11:43.576804,"(13.0, 38.0, 29.5)","(1.45, 1.86, 1.7123076923076923)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:44.446355,"(13.0, 36.0, 28.5)","(1.45, 1.86, 1.7611764705882353)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:45.250784,"(13.0, 36.0, 28.5)","(1.45, 1.86, 1.7611764705882353)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:46.368396,"(13.0, 36.0, 28.5)","(1.45, 1.86, 1.7611764705882353)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:47.412144,"(13.0, 36.0, 28.5)","(1.45, 1.86, 1.7611764705882353)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:48.566691,"(13.0, 36.0, 28.5)","(1.45, 1.86, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:49.577288,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:50.425035,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:51.399316,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:52.226423,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:53.245038,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:54.167063,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:55.114337,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:56.053850,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:56.933248,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:57.727871,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.85, 1.796923076923077)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 89.375)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:58.631472,"(13.0, 36.0, 34.22222222222222)","(1.45, 1.84, 1.7575)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 83.25)","(5.5, 7.6, 6.76)"
08-01-2023 19:11:59.615503,"(13.0, 36.0, 28.5)","(1.45, 1.84, 1.7494117647058824)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 83.25)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:00.517283,"(13.0, 36.0, 28.5)","(1.45, 1.84, 1.7494117647058824)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 83.25)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:01.382406,"(13.0, 36.0, 28.5)","(1.45, 1.84, 1.7494117647058824)","(3.8, 4.5, 3.7066666666666666)","(31.0, 330.0, 83.25)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:02.699563,"(13.0, 36.0, 33.66666666666667)","(1.45, 1.84, 1.7)","(3.8, 4.5, 3.703125)","(31.0, 320.0, 185.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:03.588897,"(13.0, 36.0, 33.66666666666667)","(1.45, 1.84, 1.7)","(3.8, 4.5, 3.703125)","(31.0, 320.0, 185.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:04.549993,"(13.0, 36.0, 33.66666666666667)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:05.368318,"(13.0, 36.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:06.258113,"(13.0, 36.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:07.277321,"(13.0, 38.0, 28.666666666666668)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:08.338930,"(13.0, 38.0, 28.666666666666668)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:09.426675,"(13.0, 38.0, 28.666666666666668)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:10.419317,"(13.0, 38.0, 32.8)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:11.296394,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:12.245854,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:13.280943,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:14.236427,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:15.179320,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:12:16.128895,"(13.0, 38.0, 30.0)","(1.45, 1.84, 1.7669565217391305)","(3.8, 4.4, 3.775)","(31.0, 320.0, 275.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:17.138849,"(13.0, 38.0, 32.0)","(1.45, 1.84, 1.7626315789473685)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:18.111222,"(13.0, 38.0, 32.0)","(1.45, 1.84, 1.7626315789473685)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:19.065694,"(13.0, 38.0, 32.0)","(1.45, 1.84, 1.7626315789473685)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:19.974045,"(13.0, 38.0, 32.0)","(1.45, 1.84, 1.7626315789473685)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:20.941210,"(13.0, 38.0, 32.0)","(1.45, 1.84, 1.7626315789473685)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:21.912195,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:22.831934,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:23.749351,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 166.66666666666666)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:24.757669,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:25.674260,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:26.685307,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.57142857142857)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:27.710668,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:28.626585,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:29.541504,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:30.467679,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:12:31.497274,"(13.0, 38.0, 32.0)","(1.45, 1.83, 1.79)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:32.513573,"(13.0, 46.0, 29.333333333333332)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:33.380115,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:34.386180,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:35.323284,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:36.435666,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:37.473360,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:38.459780,"(13.0, 46.0, 28.5)","(1.45, 1.83, 1.7815384615384615)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:39.516412,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:40.515710,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:41.643819,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:42.526831,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:43.388798,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:44.511740,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:45.468602,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:46.415920,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:47.337106,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:48.472400,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:49.718085,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:50.824845,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:52.027009,"(13.0, 46.0, 30.444444444444443)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:52.989171,"(13.0, 46.0, 33.90909090909091)","(1.45, 1.82, 1.7376470588235295)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:53.976258,"(13.0, 46.0, 39.666666666666664)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:54.923609,"(13.0, 46.0, 39.666666666666664)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:55.919838,"(13.0, 46.0, 39.666666666666664)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 165.5)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:57.035656,"(13.0, 46.0, 39.666666666666664)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 165.5)","(5.5, 7.6, 6.76)"
08-01-2023 19:12:58.061308,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 165.5)","(5.5, 7.6, 6.76)"
