,Me And You,Sunburst,Just Like Mick,Symi Fortuna,Sorority
08-01-2023 19:12:59.081351,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 165.5)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:00.134148,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 165.5)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:01.100720,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.7661538461538462)","(3.8, 4.4, 3.8)","(31.0, 330.0, 112.22222222222223)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:02.020461,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.6749999999999998)","(3.8, 4.4, 3.8)","(31.0, 330.0, 236.66666666666666)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:02.952684,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.72)","(3.8, 4.4, 3.775)","(31.0, 320.0, 230.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:03.901780,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 230.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:04.986402,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 230.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:05.972446,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 230.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:06.917181,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 230.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:07.723551,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:08.724655,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.667894736842105)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:10.064470,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:11.039864,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:12.014666,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:13.163402,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:14.364473,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.702)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:15.438917,"(13.0, 46.0, 36.5)","(1.45, 1.81, 1.6749999999999998)","(3.8, 4.4, 3.775)","(31.0, 320.0, 190.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:13:16.418944,"(13.0, 40.0, 35.666666666666664)","(1.45, 1.81, 1.6824999999999999)","(3.8, 4.4, 3.8)","(31.0, 320.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:17.367378,"(13.0, 40.0, 35.666666666666664)","(1.45, 1.81, 1.7570588235294118)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:18.209513,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.6749999999999998)","(3.8, 4.4, 3.8)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:19.083247,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.81, 1.6749999999999998)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:19.944871,"(13.0, 46.0, 33.333333333333336)","(1.45, 1.8, 1.6542857142857141)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:20.813751,"(13.0, 46.0, 31.6)","(1.45, 1.8, 1.7253333333333334)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:21.773986,"(13.0, 46.0, 31.6)","(1.45, 1.8, 1.7253333333333334)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:22.619118,"(13.0, 46.0, 31.6)","(1.45, 1.8, 1.7253333333333334)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:23.596764,"(13.0, 46.0, 31.6)","(1.45, 1.8, 1.7253333333333334)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:24.601191,"(13.0, 46.0, 31.6)","(1.45, 1.8, 1.7253333333333334)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:25.474479,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:26.380892,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:27.381911,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:28.364108,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:29.293560,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:30.253440,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:31.071207,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.67)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.6)"
08-01-2023 19:13:32.051888,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 7.199999999999999)"
08-01-2023 19:13:32.989748,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 7.199999999999999)"
08-01-2023 19:13:33.847599,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:34.717649,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:35.588688,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:36.551049,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:37.563881,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:38.416065,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 120.0)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:39.382515,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:40.312216,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:41.319110,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:42.212947,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:43.046568,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:43.905773,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:44.830480,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:45.854694,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.8)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:46.842224,"(13.0, 46.0, 31.6)","(1.45, 1.79, 1.7507692307692309)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:47.726753,"(13.0, 46.0, 31.6)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:48.690833,"(13.0, 46.0, 31.6)","(1.45, 1.78, 1.7430769230769232)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:49.841571,"(13.0, 46.0, 31.6)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:50.849123,"(13.0, 46.0, 32.0)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:51.850501,"(13.0, 46.0, 32.0)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:52.807860,"(13.0, 46.0, 32.0)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:53.752553,"(13.0, 46.0, 38.0)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:54.736919,"(13.0, 46.0, 32.666666666666664)","(1.45, 1.78, 1.7654545454545456)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:55.674401,"(13.0, 46.0, 32.666666666666664)","(1.45, 1.98, 1.9721739130434783)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.76)"
08-01-2023 19:13:56.571402,"(13.0, 46.0, 32.666666666666664)","(1.45, 1.98, 1.968)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 120.0)","(5.5, 7.6, 7.199999999999999)"
08-01-2023 19:13:57.491819,"(13.0, 46.0, 32.666666666666664)","(1.45, 1.98, 1.9233333333333333)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.8)"
08-01-2023 19:13:58.383440,"(13.0, 46.0, 32.666666666666664)","(1.45, 1.98, 1.9233333333333333)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.8)"
08-01-2023 19:13:59.264955,"(13.0, 46.0, 30.8)","(1.45, 1.98, 1.9233333333333333)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 93.75)","(5.5, 7.6, 7.133333333333333)"
08-01-2023 19:14:00.179409,"(13.0, 46.0, 30.8)","(1.45, 1.98, 1.9658333333333333)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 93.75)","(5.5, 7.6, 7.133333333333333)"
08-01-2023 19:14:01.067003,"(13.0, 46.0, 30.8)","(1.45, 1.98, 1.9658333333333333)","(3.8, 4.4, 3.74375)","(31.0, 330.0, 93.75)","(5.5, 7.6, 6.836363636363636)"
08-01-2023 19:14:01.963329,"(13.0, 46.0, 30.8)","(1.45, 1.98, 1.966923076923077)","(3.8, 4.4, 3.786363636363636)","(31.0, 330.0, 98.125)","(5.5, 7.6, 6.8999999999999995)"
08-01-2023 19:14:02.857215,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.98, 1.966923076923077)","(3.8, 4.3, 3.8125)","(31.0, 320.0, 150.0)","(5.5, 7.6, 6.8999999999999995)"
08-01-2023 19:14:03.779448,"(13.0, 38.0, 32.5)","(1.45, 1.98, 1.8508)","(3.8, 4.3, 3.709090909090909)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.454545454545454)"
08-01-2023 19:14:04.725645,"(13.0, 38.0, 32.5)","(1.45, 1.97, 1.9110526315789473)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.333333333333333)"
08-01-2023 19:14:05.616420,"(13.0, 38.0, 35.8)","(1.45, 1.96, 1.8439622641509434)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.333333333333333)"
08-01-2023 19:14:06.529513,"(13.0, 38.0, 35.8)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.333333333333333)"
08-01-2023 19:14:07.470570,"(13.0, 38.0, 35.8)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:08.359254,"(13.0, 44.0, 29.833333333333332)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:09.331120,"(13.0, 44.0, 29.833333333333332)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 143.33333333333331)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:10.270519,"(13.0, 44.0, 29.833333333333332)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.8357142857142854)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:11.121573,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:12.109882,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:12.937443,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.5636363636363635)"
08-01-2023 19:14:13.764152,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.175)"
08-01-2023 19:14:14.641671,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.175)"
08-01-2023 19:14:15.459137,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.175)"
08-01-2023 19:14:16.319199,"(13.0, 44.0, 27.80952380952381)","(1.45, 1.95, 1.866)","(3.8, 4.3, 3.7583333333333333)","(31.0, 300.0, 174.0)","(5.5, 7.6, 6.175)"
08-01-2023 19:14:17.229081,"(13.0, 44.0, 29.125)","(1.45, 1.95, 1.833)","(3.8, 4.3, 3.8)","(31.0, 300.0, 268.75)","(5.5, 7.6, 6.8)"
08-01-2023 19:14:18.068668,"(13.0, 42.0, 38.25)","(1.45, 1.94, 1.868)","(3.8, 4.2, 3.8857142857142857)","(31.0, 290.0, 260.0)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:18.973937,"(13.0, 42.0, 29.142857142857142)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 218.0)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:19.824633,"(13.0, 40.0, 34.8)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 190.0)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:20.632303,"(13.0, 40.0, 34.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 245.0)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:21.555157,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 247.6470588235294)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:22.454567,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 247.6470588235294)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:23.314173,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:24.208016,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:25.055102,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:25.940774,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:26.749226,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:27.592811,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:28.433838,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:29.319115,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 113.75)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:30.190321,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 117.5)","(5.5, 7.4, 6.8)"
08-01-2023 19:14:31.042518,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.868)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 121.25)","(5.5, 7.4, 6.1)"
08-01-2023 19:14:31.852055,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 121.25)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:32.733218,"(13.0, 40.0, 36.0)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:33.670371,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:34.541604,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:35.397368,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:36.308035,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.1)"
08-01-2023 19:14:37.151696,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.933333333333333)"
08-01-2023 19:14:38.029739,"(13.0, 40.0, 37.25)","(1.45, 1.94, 1.88)","(3.8, 4.1, 3.9499999999999997)","(31.0, 290.0, 140.0)","(5.5, 7.6, 6.3999999999999995)"
08-01-2023 19:14:38.956518,"(13.0, 42.0, 31.26086956521739)","(1.45, 1.82, 1.8175000000000001)","(3.8, 4.1, 3.719230769230769)","(31.0, 290.0, 143.33333333333331)","(5.5, 8.0, 5.978947368421053)"
08-01-2023 19:14:39.799936,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.8)","(3.8, 4.1, 3.719230769230769)","(31.0, 290.0, 143.33333333333331)","(5.5, 8.0, 5.978947368421053)"
08-01-2023 19:14:40.677658,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.8)","(3.8, 4.1, 3.779166666666667)","(31.0, 290.0, 143.33333333333331)","(5.5, 8.0, 5.978947368421053)"
08-01-2023 19:14:41.594890,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.8093750000000002)","(3.8, 4.1, 3.779166666666667)","(31.0, 290.0, 143.33333333333331)","(5.5, 8.0, 7.314285714285714)"
08-01-2023 19:14:42.448890,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7878571428571428)","(3.8, 4.1, 3.8499999999999996)","(31.0, 290.0, 143.33333333333331)","(5.5, 7.6, 7.314285714285714)"
08-01-2023 19:14:43.386486,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7935294117647058)","(3.8, 4.1, 3.8117647058823527)","(31.0, 290.0, 91.0)","(5.5, 7.6, 7.3999999999999995)"
08-01-2023 19:14:44.294356,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7935294117647058)","(3.8, 4.1, 3.8117647058823527)","(31.0, 280.0, 91.0)","(5.5, 7.6, 7.3999999999999995)"
08-01-2023 19:14:45.094514,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7935294117647058)","(3.8, 4.1, 3.8117647058823527)","(31.0, 280.0, 91.0)","(5.5, 7.6, 7.316666666666666)"
08-01-2023 19:14:45.969230,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7935294117647058)","(3.8, 4.1, 3.8117647058823527)","(31.0, 280.0, 91.0)","(5.5, 7.6, 7.316666666666666)"
08-01-2023 19:14:46.850980,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7935294117647058)","(3.8, 4.1, 3.8117647058823527)","(31.0, 280.0, 91.0)","(5.5, 7.6, 7.114285714285714)"
08-01-2023 19:14:47.802911,"(13.0, 42.0, 30.666666666666668)","(1.45, 1.82, 1.7149999999999999)","(3.8, 4.1, 3.9166666666666665)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 7.066666666666666)"
08-01-2023 19:14:48.726822,"(13.0, 40.0, 33.333333333333336)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 7.066666666666666)"
08-01-2023 19:14:49.627449,"(13.0, 40.0, 38.857142857142854)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 7.066666666666666)"
08-01-2023 19:14:50.498160,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 7.066666666666666)"
08-01-2023 19:14:51.410262,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 7.425)"
08-01-2023 19:14:52.324079,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 236.66666666666669)","(5.5, 7.6, 6.836363636363637)"
08-01-2023 19:14:53.250155,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 221.25)","(5.5, 7.6, 6.953846153846154)"
08-01-2023 19:14:54.118964,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 221.25)","(5.5, 7.6, 6.953846153846154)"
08-01-2023 19:14:54.974992,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 175.0)","(5.5, 7.6, 6.550000000000001)"
08-01-2023 19:14:55.909325,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.7642857142857142)","(3.8, 4.0, 3.9)","(31.0, 270.0, 152.72727272727275)","(5.5, 7.6, 6.9)"
08-01-2023 19:14:56.716315,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 152.72727272727275)","(5.5, 7.6, 6.9)"
08-01-2023 19:14:57.599815,"(13.0, 40.0, 37.0)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 152.72727272727275)","(5.5, 7.6, 6.9)"
08-01-2023 19:14:58.506637,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 186.66666666666669)","(5.5, 7.6, 6.9)"
