,Mighty Kristy,Winlock Tilly,Locked Up,Angry Ann,Slingshot Yo Yo,Up The Score,Swiper Taz
04-01-2023 14:35:30.635118,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:31.710867,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:32.797794,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:33.848266,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:34.887886,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:35.961292,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:37.102004,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:38.274470,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:39.452011,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:40.671812,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:41.817274,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:43.087397,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:44.479168,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:45.665091,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:46.709976,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:47.736087,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:48.792421,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:49.945755,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:51.102944,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:52.170176,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:53.241661,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:54.241515,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:55.315690,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:56.355664,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:57.457885,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:58.568611,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:35:59.679209,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:00.715129,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:01.731145,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:02.726204,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.923076923076923)","(7.0, 12.0, 8.75)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:03.718690,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.5)","(7.0, 12.0, 8.75)","(19.0, 80.0, 52.5)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:04.675458,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.5)","(7.0, 12.0, 8.75)","(19.0, 80.0, 52.5)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:05.638007,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.5)","(7.0, 12.0, 8.75)","(19.0, 80.0, 52.5)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:06.589892,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.5)","(7.0, 12.0, 8.75)","(19.0, 80.0, 52.5)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:07.746771,"(6.5, 13.5, 11.266666666666666)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.5)","(7.0, 12.0, 8.75)","(19.0, 80.0, 30.0)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:08.872035,"(6.5, 13.5, 11.825)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 8.75)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 4.171428571428572)"
04-01-2023 14:36:09.903060,"(6.5, 13.5, 11.825)","(3.4, 6.4, 5.6)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 8.75)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:10.922600,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:11.855512,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:12.856637,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:13.991657,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:15.141314,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:16.234086,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:17.343216,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:18.323564,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:19.401648,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:20.330883,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:21.357392,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:22.376351,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:23.365419,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:24.325103,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:25.311128,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:26.309144,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.811111111111111)","(3.2, 5.4, 3.533333333333333)"
04-01-2023 14:36:27.548275,"(6.5, 13.5, 11.825)","(3.4, 6.4, 4.566666666666666)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.735294117647059)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:28.581417,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:29.700318,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:30.914436,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:32.021206,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:33.249182,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:34.350204,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:35.357026,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:36.324790,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:37.336973,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:38.388513,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:39.473911,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:40.480545,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:41.542437,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:42.523919,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:43.491063,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:44.535301,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:45.574407,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:46.584956,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:47.564937,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.4235294117647057)"
04-01-2023 14:36:48.564938,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.4, 3.3499999999999996)"
04-01-2023 14:36:49.515653,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.3, 3.4055555555555554)"
04-01-2023 14:36:50.584393,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:51.722618,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:53.069052,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:54.460763,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:55.486960,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:56.470818,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:57.559654,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:58.610227,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:36:59.650590,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.2)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:37:00.640938,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.108333333333333)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:37:01.687468,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.108333333333333)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 30.0)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:37:02.712474,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.108333333333333)","(13.0, 38.0, 22.6875)","(7.0, 12.0, 7.833333333333333)","(19.0, 80.0, 62.074074074074076)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:37:03.755912,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.108333333333333)","(13.0, 38.0, 24.0)","(7.0, 12.0, 9.636363636363637)","(19.0, 80.0, 62.074074074074076)","(3.5, 5.1, 3.7305555555555556)","(3.2, 5.2, 3.4055555555555554)"
04-01-2023 14:37:04.840568,"(6.5, 13.5, 12.542857142857143)","(3.4, 6.4, 4.108333333333333)","(13.0, 38.0, 24.0)","(7.0, 12.0, 7.75)","(19.0, 80.0, 27.555555555555557)","(3.5, 5.1, 4.0181818181818185)","(3.2, 5.2, 3.7704545454545455)"
04-01-2023 14:37:05.965816,"(6.5, 13.5, 12.416666666666666)","(3.4, 6.2, 4.075)","(13.0, 38.0, 24.0)","(7.0, 11.5, 7.75)","(19.0, 80.0, 27.555555555555557)","(3.5, 5.1, 4.184615384615385)","(3.2, 5.2, 3.9903846153846154)"
04-01-2023 14:37:07.361701,"(6.5, 13.5, 13.08)","(3.4, 6.0, 3.8066666666666666)","(13.0, 38.0, 24.0)","(7.0, 11.5, 7.75)","(19.0, 80.0, 27.555555555555557)","(3.5, 5.1, 4.29)","(3.2, 5.2, 3.976)"
04-01-2023 14:37:08.963078,"(6.5, 13.5, 13.10625)","(3.4, 6.0, 3.8066666666666666)","(13.0, 38.0, 24.0)","(7.0, 11.5, 7.5)","(19.0, 80.0, 62.074074074074076)","(3.5, 5.1, 4.425)","(3.2, 5.2, 3.976)"
04-01-2023 14:37:10.051522,"(6.5, 13.5, 13.10625)","(3.4, 6.0, 3.8066666666666666)","(13.0, 38.0, 24.0)","(7.0, 11.5, 7.5)","(19.0, 80.0, 28.444444444444443)","(3.5, 5.1, 4.425)","(3.2, 5.2, 3.976)"
04-01-2023 14:37:11.206421,"(6.5, 13.5, 13.10625)","(3.4, 6.0, 3.8066666666666666)","(13.0, 38.0, 24.0)","(7.0, 11.5, 7.5)","(19.0, 80.0, 28.444444444444443)","(3.5, 5.1, 4.425)","(3.2, 5.2, 3.976)"
