,Mighty Kristy,Winlock Tilly,Locked Up,Angry Ann,Slingshot Yo Yo,Up The Score,Swiper Taz
04-01-2023 14:31:34.551069,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:35.615117,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:36.712419,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:37.769779,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:38.773910,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:39.768694,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:40.745898,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:41.774480,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:42.798609,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:43.836458,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:44.881528,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:45.874717,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:46.858458,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:47.794689,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:48.884428,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:49.874734,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:50.920284,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:51.951519,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:52.997367,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:54.027572,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:55.046798,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:56.057853,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:57.090342,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:58.112933,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:31:59.188817,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:00.246628,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:01.305663,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:02.382502,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:03.430607,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:04.409690,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:05.327534,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:06.269020,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:07.211842,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.376190476190477)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:08.244817,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.5, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:09.267936,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:10.338313,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:11.361419,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:12.423960,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:13.470738,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:14.512057,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:15.556535,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:16.566342,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:17.558928,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:18.537258,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:19.516946,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:20.554564,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:21.549297,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:22.486131,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:23.409973,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:24.390173,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:25.396664,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:26.419952,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:27.474807,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:28.600336,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:29.630636,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:30.600645,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:31.557626,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:32.489361,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:33.480073,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:34.508595,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:35.593290,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:36.599944,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:37.630544,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:38.572773,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:39.511824,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:40.489729,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:41.523894,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:42.557267,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:43.583324,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:44.589465,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:45.628772,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:46.634900,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.6, 3.742857142857143)","(13.0, 38.0, 20.18181818181818)","(7.0, 12.0, 11.19)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:47.645701,"(6.5, 14.0, 11.632000000000001)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:48.610452,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:49.549052,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:50.645591,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:51.682468,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:52.860725,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:53.809898,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:54.796410,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 4.533333333333333)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 11.227777777777778)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:55.879895,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 3.7666666666666666)","(3.2, 5.5, 3.3333333333333335)"
04-01-2023 14:32:56.976515,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:32:57.992126,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:32:59.006094,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:33:00.063650,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:33:01.093073,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.176923076923077)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:33:02.062070,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 5.1, 4.064285714285714)","(3.2, 5.5, 3.6129032258064515)"
04-01-2023 14:33:03.169796,"(6.5, 13.5, 13.116666666666667)","(3.4, 6.4, 5.6)","(13.0, 38.0, 20.18181818181818)","(7.0, 11.5, 10.325)","(19.0, 80.0, 45.42857142857143)","(3.5, 4.9, 4.064285714285714)","(3.2, 5.5, 3.6129032258064515)"
