,Money And Power,Confer,Flash Banner,Zipping Eve,Madalia Zoom,Classic Touch,Afternoon,Center
07-12-2022 20:19:53.586229,"(3.3, 5.7, 5.466666666666667)","(31.0, 70.0, 48.888888888888886)","(31.0, 60.0, 40.57142857142857)","(2.5, 2.94, 2.931063829787234)","(9.0, 11.0, 10.066666666666666)","(6.5, 11.0, 8.942857142857143)","(8.0, 12.5, 10.648148148148149)","(6.5, 15.0, 14.0)"
07-12-2022 20:19:54.741856,"(3.3, 5.7, 5.466666666666667)","(31.0, 70.0, 48.888888888888886)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.94, 2.931063829787234)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.85)","(8.0, 12.5, 10.648148148148149)","(6.5, 15.0, 14.560975609756097)"
07-12-2022 20:19:55.887518,"(3.3, 5.7, 5.38)","(31.0, 70.0, 48.888888888888886)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.94, 2.931063829787234)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.85)","(8.0, 12.5, 10.648148148148149)","(6.5, 15.0, 13.863636363636363)"
07-12-2022 20:19:56.999360,"(3.3, 5.7, 5.466666666666667)","(31.0, 70.0, 44.285714285714285)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.92, 2.7621052631578946)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.85)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 13.863636363636363)"
07-12-2022 20:19:58.191026,"(3.3, 5.7, 5.466666666666667)","(31.0, 70.0, 44.285714285714285)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.9, 2.8627450980392157)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.6)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 13.954545454545453)"
07-12-2022 20:19:59.415979,"(3.3, 5.7, 4.668421052631579)","(31.0, 70.0, 44.285714285714285)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.8527659574468083)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.833333333333334)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 13.954545454545453)"
07-12-2022 20:20:00.671398,"(3.3, 5.6, 5.3)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.8527659574468083)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.617647058823529)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 13.954545454545453)"
07-12-2022 20:20:01.883777,"(3.3, 5.6, 5.492307692307692)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.8527659574468083)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.5, 9.617647058823529)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.23913043478261)"
07-12-2022 20:20:03.051405,"(3.3, 5.6, 5.383333333333333)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.5, 9.25)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.23913043478261)"
07-12-2022 20:20:04.235663,"(3.3, 5.6, 5.383333333333333)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.5, 9.666666666666666)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.23913043478261)"
07-12-2022 20:20:05.376345,"(3.3, 5.6, 5.383333333333333)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.745454545454546)","(6.5, 10.0, 9.636363636363637)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.23913043478261)"
07-12-2022 20:20:06.504882,"(3.3, 5.6, 5.506666666666666)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.636363636363637)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.23913043478261)"
07-12-2022 20:20:07.602534,"(3.3, 5.6, 5.383333333333333)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.6875)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.205882352941178)"
07-12-2022 20:20:08.701885,"(3.3, 5.6, 4.68235294117647)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.6)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.205882352941178)"
07-12-2022 20:20:09.893756,"(3.3, 5.6, 4.68235294117647)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.205882352941178)"
07-12-2022 20:20:11.011941,"(3.3, 5.6, 4.68235294117647)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:12.056584,"(3.3, 5.6, 4.666666666666667)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:13.122949,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 48.82352941176471)","(31.0, 60.0, 45.684210526315795)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.318181818181818)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:14.141612,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 53.674418604651166)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.6)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:15.144355,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 30.666666666666668)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:16.284870,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 43.5)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:17.344092,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 43.5)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:18.383609,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 43.5)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.318181818181818)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.34375)"
07-12-2022 20:20:19.511156,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 43.5)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.9)","(8.0, 12.5, 10.648148148148149)","(6.5, 14.5, 14.314814814814815)"
07-12-2022 20:20:20.551783,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 36.0)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.5, 11.4)","(6.5, 14.5, 14.314814814814815)"
07-12-2022 20:20:21.606869,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 45.77777777777778)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 11.4)","(6.5, 14.5, 14.314814814814815)"
07-12-2022 20:20:22.649493,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 45.77777777777778)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 11.4)","(6.5, 14.5, 14.314814814814815)"
07-12-2022 20:20:23.700013,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 45.77777777777778)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.318181818181818)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:24.745930,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.30769230769231)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.6)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:25.856636,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.30769230769231)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:26.924043,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 45.41176470588235)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:27.967259,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 45.41176470588235)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:29.058454,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 46.22222222222222)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:30.161010,"(3.3, 5.4, 5.32)","(31.0, 70.0, 52.0)","(31.0, 60.0, 46.22222222222222)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.6)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:31.231122,"(3.3, 5.4, 5.216666666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.9)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.314814814814815)"
07-12-2022 20:20:32.385627,"(3.3, 5.4, 4.758333333333334)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.055555555555555)"
07-12-2022 20:20:33.559737,"(3.3, 5.4, 4.758333333333334)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.055555555555555)"
07-12-2022 20:20:34.716174,"(3.3, 5.4, 5.0)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.318181818181818)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.055555555555555)"
07-12-2022 20:20:35.882663,"(3.3, 5.4, 5.0)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.6)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.318181818181818)"
07-12-2022 20:20:37.028254,"(3.3, 5.4, 4.529166666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.0, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 14.5, 14.351851851851851)"
07-12-2022 20:20:38.315886,"(3.3, 5.4, 4.529166666666667)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.351851851851851)"
07-12-2022 20:20:39.450386,"(3.3, 5.2, 5.05)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.836363636363636)","(6.5, 10.5, 9.766666666666667)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.351851851851851)"
07-12-2022 20:20:40.544230,"(3.3, 5.2, 5.133333333333334)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.4)","(6.5, 10.5, 9.142857142857142)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 15.7)"
07-12-2022 20:20:41.654322,"(3.3, 5.2, 5.05)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.86, 2.845217391304348)","(9.0, 11.0, 10.4)","(6.5, 10.5, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 15.73076923076923)"
07-12-2022 20:20:42.773695,"(3.3, 5.2, 4.942857142857143)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.84, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 15.695652173913043)"
07-12-2022 20:20:43.867523,"(3.3, 5.2, 4.942857142857143)","(31.0, 70.0, 52.0)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.4)"
07-12-2022 20:20:44.900800,"(3.3, 5.2, 4.942857142857143)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.4)"
07-12-2022 20:20:45.990110,"(3.3, 5.2, 5.075)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.4)"
07-12-2022 20:20:47.100384,"(3.3, 5.2, 5.04)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.4)"
07-12-2022 20:20:48.279894,"(3.3, 5.2, 5.04)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:49.376532,"(3.3, 5.2, 5.11578947368421)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:50.463457,"(3.3, 5.2, 5.1)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:51.485019,"(3.3, 5.2, 5.1)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:52.480992,"(3.3, 5.2, 5.066666666666666)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:53.502597,"(3.3, 5.2, 5.066666666666666)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:54.582452,"(3.3, 5.2, 5.066666666666666)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.863157894736842)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:55.633951,"(3.3, 5.2, 5.1)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.891666666666666)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:56.725244,"(3.3, 5.2, 5.1)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.891666666666666)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:57.908165,"(3.3, 5.3, 4.8578947368421055)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.891666666666666)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:20:58.996061,"(3.3, 5.3, 4.8578947368421055)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.891666666666666)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:00.123438,"(3.3, 5.3, 5.033333333333333)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.891666666666666)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:01.250800,"(3.3, 5.3, 4.766666666666667)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:02.421739,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:03.611909,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:04.816450,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 15.647058823529413)"
07-12-2022 20:21:06.031836,"(3.3, 5.2, 4.85)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.0, 14.764705882352942)"
07-12-2022 20:21:07.260774,"(3.3, 5.2, 4.85)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.814285714285715)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:08.431891,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:09.654632,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:10.938209,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:12.123757,"(3.3, 5.2, 4.85)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:13.330430,"(3.3, 5.2, 4.85)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:14.571649,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 14.764705882352942)"
07-12-2022 20:21:15.841067,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 15.0, 15.5)"
07-12-2022 20:21:17.092362,"(3.3, 5.2, 5.0285714285714285)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.333333333333332)"
07-12-2022 20:21:18.302755,"(3.3, 5.2, 4.85)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.711111111111112)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 17.0, 16.28125)"
07-12-2022 20:21:19.521214,"(3.3, 5.1, 4.766666666666667)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.133333333333333)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.28125)"
07-12-2022 20:21:20.744320,"(3.3, 5.1, 4.766666666666667)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 10.133333333333333)","(6.5, 10.0, 9.65)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.28125)"
07-12-2022 20:21:22.075172,"(3.3, 5.1, 4.877777777777777)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 9.030303030303031)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.28125)"
07-12-2022 20:21:23.393401,"(3.3, 5.1, 4.7)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 9.030303030303031)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.28125)"
07-12-2022 20:21:24.653165,"(3.3, 5.1, 4.7)","(31.0, 70.0, 52.85714285714286)","(31.0, 60.0, 40.92307692307692)","(2.5, 2.82, 2.7664285714285715)","(9.0, 11.0, 9.030303030303031)","(6.5, 10.0, 9.8)","(8.0, 12.0, 10.482758620689655)","(7.0, 16.5, 16.28125)"
