,Shesa Pocketrocket,Tinge Of Fear,Goalkicker,A Whole Lotta Rosie Nz,Shez Notorious,Goldies A Delight,Keayang Tara,Whata Journey,Couldntmisafalcon,Delightful Rainbow
07-01-2023 20:30:23.990917,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 115.0)","(21.0, 46.0, 28.857142857142858)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:25.345781,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 10.5, 9.527272727272727)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 115.0)","(21.0, 46.0, 30.0)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:26.626713,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 11.0, 9.527272727272727)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 115.0)","(21.0, 46.0, 28.444444444444443)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:28.152728,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 11.0, 9.527272727272727)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 28.444444444444443)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:29.973405,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 11.0, 9.527272727272727)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:31.384637,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 11.0, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:32.933613,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.584375)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:34.331653,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.5473684210526315)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:35.649663,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.5473684210526315)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:37.078629,"(7.0, 12.0, 9.84)","(3.1, 4.6, 3.6950000000000003)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:39.265067,"(7.0, 12.0, 9.84)","(3.1, 4.4, 3.5923076923076924)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:41.633342,"(7.0, 12.0, 9.84)","(3.1, 4.4, 3.535294117647059)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.633333333333334)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:43.886734,"(7.0, 12.0, 9.84)","(3.1, 4.4, 3.535294117647059)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:45.820173,"(7.0, 12.0, 9.84)","(3.1, 4.4, 3.535294117647059)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:47.461062,"(7.0, 12.0, 9.84)","(3.1, 4.4, 3.5321428571428575)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:49.052690,"(7.0, 12.0, 9.84)","(3.1, 4.2, 3.5)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 120.55555555555556)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:50.645675,"(7.0, 12.0, 9.84)","(3.1, 4.2, 3.5)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:52.213131,"(7.0, 12.0, 9.84)","(3.1, 4.2, 3.5)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:53.613919,"(7.0, 12.0, 9.84)","(3.1, 4.2, 3.5)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:55.103112,"(7.0, 12.0, 9.84)","(3.1, 4.2, 3.5)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:56.514906,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:58.080490,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.575)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 130.0)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:30:59.509995,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:00.880602,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:02.155504,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:03.652732,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:05.132205,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.7249999999999996)","(10.0, 10.5, 9.85)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:06.541643,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.753846153846154)","(10.0, 10.5, 10.733333333333333)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:08.056719,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.753846153846154)","(10.0, 11.5, 11.17142857142857)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:09.532150,"(7.0, 12.0, 9.84)","(3.1, 4.1, 3.459090909090909)","(10.0, 11.5, 11.17142857142857)","(15.0, 99999, 99990)","(4.4, 5.9, 5.57)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:11.147728,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 11.5, 11.17142857142857)","(15.0, 99999, 99990)","(4.4, 5.9, 5.57)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:12.695715,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 11.5, 11.17142857142857)","(15.0, 99999, 99990)","(4.4, 5.9, 5.57)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:14.239765,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 11.5, 11.17142857142857)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:15.846787,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:17.219425,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:18.590496,"(7.0, 12.0, 9.84)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:19.970354,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:21.239715,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:22.487533,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:23.725172,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:25.194189,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:26.776960,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:28.273598,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:30.131563,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:31.647234,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 14.758064516129032)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:32.946139,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:34.225495,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:35.482769,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:36.813532,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.459090909090909)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:38.118586,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 16.0, 15.051724137931034)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:39.485973,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.285714285714286)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:40.765262,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.285714285714286)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:42.039883,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.285714285714286)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:43.320203,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:44.640965,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:46.054235,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:47.328492,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:48.636044,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:49.991857,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:51.390281,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:52.584169,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:53.808360,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:55.069821,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:56.453892,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:57.870011,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:31:59.267731,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:00.676894,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:02.193671,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:03.579574,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:05.150511,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:06.456218,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:08.087136,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
07-01-2023 20:32:09.739885,"(7.0, 12.0, 10.8)","(3.1, 3.75, 3.435714285714286)","(10.0, 15.5, 12.642857142857142)","(15.0, 99999, 99990)","(4.4, 5.9, 5.35)","(6.5, 9.4, 7.96)","(61.0, 190.0, 133.1818181818182)","(21.0, 48.0, 30.4)","(6.0, 8.8, 7.466666666666667)","(20.0, 40.0, 30.0)"
