,Hardtimes,Thomas Aquinas,Legit,Whatsup,Almeraki,Irrigate,Razors Edge,Trustworthy,Ginger Snapz,Pinsk,Oceanides,Lord Spencer,Swing Low
12-01-2023 14:25:29.826235,"(9.0, 16.0, 12.25)","(6.0, 13.0, 10.0)","(15.0, 25.0, 23.6)","(11.0, 17.0, 13.11111111111111)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(9.0, 13.0, 10.64)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.05)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:31.548690,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 10.0)","(15.0, 25.0, 23.6)","(11.0, 17.0, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(9.0, 12.5, 10.285714285714286)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.0, 10.05)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:33.323757,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(9.0, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.0, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:35.049238,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(9.0, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:36.702115,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(9.0, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:38.376755,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:40.002506,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:41.604556,"(9.0, 15.5, 11.642857142857142)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 15.25)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:43.277455,"(9.0, 15.5, 11.5)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:44.928220,"(9.0, 15.5, 11.5)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:46.585004,"(9.0, 15.5, 11.5)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:48.147518,"(9.0, 15.5, 11.5)","(6.0, 13.0, 11.333333333333334)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 16.25)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 10.766666666666667)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:49.677114,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:51.293438,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.95)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:52.856721,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:54.516708,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:56.149522,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:57.732769,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:25:59.377304,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:00.992291,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:02.598184,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:04.103051,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:05.648612,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:07.137530,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.2875)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:08.669540,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.785714285714285)","(6.5, 10.0, 8.8)","(7.0, 15.5, 9.133333333333333)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:10.145210,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 9.612499999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 29.5)","(6.5, 10.0, 8.8)","(7.0, 15.0, 9.133333333333333)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:11.692745,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 10.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 29.5)","(6.5, 10.0, 8.8)","(7.0, 15.0, 9.5)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:13.205933,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 10.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 8.8)","(7.0, 15.0, 9.416666666666668)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:14.841178,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 10.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 8.8)","(7.0, 14.5, 9.416666666666668)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:16.464249,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 11.133333333333333)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 8.8)","(7.0, 14.5, 9.416666666666668)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:18.053389,"(9.0, 15.5, 11.5)","(6.0, 13.0, 9.25)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 11.8)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 8.8)","(7.0, 14.5, 9.416666666666668)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:19.628321,"(9.0, 15.5, 11.5)","(6.0, 13.0, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.5, 9.416666666666668)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:21.212128,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.5, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:22.836044,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:24.449462,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:26.040493,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:27.614221,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:29.221502,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:30.793233,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:32.277373,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:33.764232,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:35.296380,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:36.876876,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:38.541734,"(9.0, 15.5, 11.5)","(6.0, 8.6, 8.070588235294117)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.200000000000001)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:40.150087,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 13.0, 10.299999999999999)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:41.978335,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.5, 9.76)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:43.709067,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:45.633202,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:47.385449,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:48.999389,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:50.606899,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:52.015021,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:53.462155,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:54.921341,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:56.304040,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:57.892337,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:26:59.501104,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
12-01-2023 14:27:01.178327,"(9.0, 15.5, 11.5)","(6.0, 8.6, 7.894117647058823)","(15.0, 25.0, 23.6)","(11.0, 16.5, 15.0)","(7.0, 16.0, 12.2)","(10.0, 25.0, 18.5)","(8.5, 12.0, 9.6)","(11.0, 17.5, 15.5)","(18.0, 36.0, 27.5)","(16.0, 34.0, 32.69230769230769)","(6.5, 10.0, 9.45)","(7.0, 14.0, 11.2)","(26.0, 110.0, 89.75)"
