,All Lit Up,My Brockie,Flying Tiny Tim,Yeah Duggi,Genuine Risk,Adele Amour,Elite Choice,Astral Star
253,"[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 709710), 16.0, 34.0]"
254,"[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 951100), 16.0, 34.0]"
255,"[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 195007), 16.0, 34.0]"
256,"[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 401100), 16.0, 34.0]"
257,"[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 635642), 16.0, 34.0]"
258,"[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 870621), 16.0, 34.0]"
259,"[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 54132), 16.0, 34.0]"
260,"[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 18, 234692), 16.0, 34.0]"
261,"[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 397207), 16.0, 32.0]"
262,"[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 573819), 16.0, 30.0]"
263,"[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 4.2, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 800000), 16.0, 30.0]"
264,"[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 994373), 16.0, 30.0]"
265,"[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 24, 182992), 16.0, 30.0]"
266,"[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 25, 399299), 16.0, 30.0]"
267,"[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 1.8, 2.3]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 26, 629414), 16.0, 30.0]"
268,"[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 27, 870807), 16.0, 30.0]"
269,"[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 29, 84542), 16.0, 30.0]"
270,"[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 30, 302466), 16.0, 30.0]"
271,"[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 31, 476786), 16.0, 30.0]"
272,"[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 32, 692767), 16.0, 30.0]"
273,"[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 33, 912484), 16.0, 30.0]"
274,"[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 35, 83039), 16.0, 30.0]"
275,"[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 1.8, 2.28]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 36, 257409), 16.0, 30.0]"
276,"[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 1.8, 2.4]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 37, 542245), 16.0, 29.0]"
277,"[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 1.8, 2.4]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 38, 780051), 16.0, 28.0]"
278,"[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 1.8, 2.38]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 40, 4840), 16.0, 28.0]"
279,"[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 41, 205462), 16.0, 28.0]"
280,"[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 42, 387084), 16.0, 28.0]"
281,"[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 43, 602107), 16.0, 28.0]"
282,"[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 44, 800802), 16.0, 28.0]"
283,"[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 46, 18897), 16.0, 28.0]"
284,"[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 4.0, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 47, 212438), 16.0, 28.0]"
285,"[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 48, 393867), 16.0, 28.0]"
286,"[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 1.8, 2.36]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 49, 567138), 16.0, 28.0]"
287,"[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 50, 743898), 16.0, 28.0]"
288,"[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 51, 961401), 16.0, 28.0]"
289,"[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 53, 158597), 16.0, 28.0]"
290,"[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 54, 307112), 16.0, 28.0]"
291,"[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 55, 452882), 16.0, 27.0]"
292,"[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 4.2, 7.0]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 1.8, 2.32]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 31.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 4.0, 7.2]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 18, 28, 56, 589350), 16.0, 26.0]"
