,Princess Damiro,Powered Up,Farmor Frisky,Skylark Bully,Shian Kelly
10-01-2023 14:29:59.129823,"(2.7, 3.05, 2.93972972972973)","(1.85, 2.1, 2.036)","(4.4, 8.6, 8.1)","(91.0, 410.0, 257.5)","(14.0, 27.0, 24.666666666666668)"
10-01-2023 14:30:00.081565,"(2.7, 3.0, 2.96)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.1)","(91.0, 400.0, 257.5)","(14.0, 27.0, 24.666666666666668)"
10-01-2023 14:30:01.008415,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.6, 8.022222222222222)","(91.0, 400.0, 233.75)","(14.0, 27.0, 24.666666666666668)"
10-01-2023 14:30:01.980295,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 163.75)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:02.866898,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 163.75)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:03.763241,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 154.54545454545456)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:04.674866,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 154.54545454545456)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:05.541075,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 145.45454545454544)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:06.393962,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.0294117647058822)","(4.4, 8.4, 8.3)","(91.0, 400.0, 163.75)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:07.297510,"(2.7, 3.0, 2.916279069767442)","(1.85, 2.06, 2.033333333333333)","(4.4, 8.4, 8.22857142857143)","(91.0, 400.0, 163.75)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:08.202937,"(2.7, 2.96, 2.9295238095238094)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 390.0, 173.33333333333334)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:08.998819,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:09.866857,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:10.762407,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:11.619152,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:12.480668,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.037777777777778)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:13.429169,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.045714285714286)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:14.325356,"(2.7, 2.96, 2.937777777777778)","(1.85, 2.06, 2.0436363636363635)","(4.4, 8.6, 8.414814814814815)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:15.129603,"(2.7, 2.98, 2.953684210526316)","(1.85, 2.06, 2.045714285714286)","(4.4, 8.6, 8.266666666666666)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:16.173937,"(2.7, 3.0, 2.9357142857142855)","(1.85, 2.0, 1.9900522739153161)","(4.4, 8.8, 8.581818181818182)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:17.062692,"(2.7, 3.0, 2.96875)","(1.85, 2.0, 1.9900418628990058)","(4.4, 8.8, 8.581818181818182)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:18.000279,"(2.7, 3.0, 2.96875)","(1.85, 2.0, 1.9900418628990058)","(4.4, 8.8, 8.64)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.9)"
10-01-2023 14:30:18.917065,"(2.7, 3.0, 2.96875)","(1.85, 2.0, 1.9900419727177334)","(4.4, 8.8, 8.64)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:19.835038,"(2.7, 3.0, 2.96875)","(1.85, 2.0, 1.9900419727177334)","(4.4, 8.8, 8.72)","(91.0, 370.0, 255.0)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:20.963519,"(2.7, 2.98, 2.936923076923077)","(1.85, 2.0, 1.9900419727177334)","(4.4, 8.8, 8.72)","(91.0, 370.0, 156.92307692307693)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:21.986313,"(2.7, 2.98, 2.9470588235294115)","(1.85, 2.0, 1.9900419727177334)","(4.4, 8.8, 9.054545454545455)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 23.76923076923077)"
10-01-2023 14:30:23.010318,"(2.7, 2.98, 2.9470588235294115)","(1.85, 2.0, 1.9900419727177334)","(4.4, 9.2, 9.054545454545455)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:23.921176,"(2.7, 2.98, 2.9470588235294115)","(1.85, 2.0, 1.9800421718502899)","(4.4, 9.2, 9.1)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:24.888248,"(2.7, 2.98, 2.9470588235294115)","(1.85, 2.0, 1.9800421718502899)","(4.4, 9.2, 9.1)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:25.937300,"(2.7, 2.98, 2.9470588235294115)","(1.85, 2.0, 1.9800421718502899)","(4.4, 9.2, 9.120000000000001)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:26.918418,"(2.7, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9755)","(4.4, 9.4, 9.085714285714285)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:27.857714,"(2.7, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9751162790697674)","(4.4, 9.4, 9.085714285714285)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:28.678090,"(2.7, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 9.120000000000001)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:29.542750,"(2.6, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.89090909090909)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:30.522932,"(2.6, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.89090909090909)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.0)"
10-01-2023 14:30:31.487401,"(2.6, 2.98, 2.9656410256410255)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.89090909090909)","(91.0, 360.0, 166.15384615384616)","(14.0, 27.0, 24.857142857142858)"
10-01-2023 14:30:32.475292,"(2.6, 3.0, 2.98)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.96)","(91.0, 360.0, 197.5)","(14.0, 27.0, 25.5)"
10-01-2023 14:30:33.442139,"(2.6, 3.0, 2.9699999999999998)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.96)","(91.0, 340.0, 197.5)","(14.0, 27.0, 25.5)"
10-01-2023 14:30:34.350759,"(2.6, 3.0, 2.986666666666667)","(1.85, 1.99, 1.9766666666666666)","(4.4, 9.4, 8.96)","(91.0, 330.0, 210.0)","(14.0, 27.0, 25.5)"
10-01-2023 14:30:35.236718,"(2.6, 3.0, 2.986666666666667)","(1.85, 1.99, 1.9751162790697674)","(4.4, 9.4, 8.96)","(91.0, 310.0, 230.0)","(14.0, 27.0, 25.333333333333332)"
10-01-2023 14:30:36.235934,"(2.6, 3.0, 2.986666666666667)","(1.85, 1.99, 1.9757894736842105)","(4.4, 9.4, 8.96)","(91.0, 310.0, 185.0)","(14.0, 27.0, 24.727272727272727)"
10-01-2023 14:30:37.208206,"(2.6, 3.0, 2.986666666666667)","(1.85, 1.99, 1.9757894736842105)","(4.4, 9.4, 8.96)","(91.0, 310.0, 185.0)","(14.0, 27.0, 24.727272727272727)"
10-01-2023 14:30:38.152149,"(2.6, 3.0, 2.986666666666667)","(1.85, 1.99, 1.9757894736842105)","(4.4, 9.4, 8.96)","(91.0, 310.0, 210.0)","(14.0, 27.0, 22.833333333333332)"
10-01-2023 14:30:39.114341,"(2.6, 2.9, 2.8466666666666667)","(1.85, 2.12, 2.1199497487437187)","(4.4, 8.6, 8.4)","(91.0, 310.0, 196.66666666666666)","(14.0, 27.0, 23.5)"
10-01-2023 14:30:40.114911,"(2.6, 2.78, 2.7672)","(1.85, 2.18, 2.1794639865996652)","(4.4, 9.2, 8.266666666666666)","(91.0, 310.0, 196.66666666666666)","(14.0, 27.0, 23.5)"
10-01-2023 14:30:41.023912,"(2.6, 2.76, 2.690909090909091)","(1.85, 2.18, 2.17979797979798)","(4.4, 9.0, 8.36)","(91.0, 310.0, 158.88888888888889)","(14.0, 27.0, 23.5)"
10-01-2023 14:30:41.888371,"(2.6, 2.74, 2.6965714285714286)","(1.85, 2.2, 2.126666666666667)","(4.4, 9.0, 8.333333333333334)","(91.0, 310.0, 150.0)","(14.0, 26.0, 23.5)"
10-01-2023 14:30:42.835101,"(2.6, 2.74, 2.7300000000000004)","(1.85, 2.2, 2.186666666666667)","(4.4, 9.0, 8.466666666666667)","(91.0, 310.0, 158.88888888888889)","(14.0, 26.0, 22.818181818181817)"
10-01-2023 14:30:43.717239,"(2.6, 2.74, 2.7323076923076925)","(1.85, 2.2, 2.1900000000000004)","(4.4, 9.0, 8.542857142857143)","(91.0, 310.0, 158.88888888888889)","(14.0, 26.0, 22.818181818181817)"
10-01-2023 14:30:44.646323,"(2.6, 2.74, 2.7323076923076925)","(1.85, 2.2, 2.1900000000000004)","(4.4, 9.0, 8.753846153846153)","(91.0, 310.0, 157.0)","(14.0, 26.0, 22.818181818181817)"
10-01-2023 14:30:45.628972,"(2.6, 2.74, 2.7323076923076925)","(1.85, 2.2, 2.194193548387097)","(4.4, 9.0, 8.753846153846153)","(91.0, 310.0, 168.33333333333334)","(14.0, 26.0, 22.818181818181817)"
10-01-2023 14:30:46.662452,"(2.6, 2.74, 2.6371428571428575)","(1.85, 2.2, 2.1960869565217394)","(4.4, 9.0, 8.721739130434782)","(91.0, 310.0, 168.33333333333334)","(14.0, 26.0, 22.818181818181817)"
10-01-2023 14:30:47.575857,"(2.6, 2.74, 2.6888)","(1.85, 2.24, 2.2207017543859653)","(4.4, 9.2, 8.721739130434782)","(91.0, 310.0, 168.33333333333334)","(14.0, 26.0, 22.6)"
10-01-2023 14:30:48.607144,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.215409836065574)","(4.4, 9.2, 8.5)","(91.0, 310.0, 168.33333333333334)","(14.0, 25.0, 22.17391304347826)"
10-01-2023 14:30:49.609227,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.211875)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.67857142857143)"
10-01-2023 14:30:50.570536,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.211875)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.4)"
10-01-2023 14:30:51.563602,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.211875)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 21.75)"
10-01-2023 14:30:52.612162,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.1885714285714286)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 21.75)"
10-01-2023 14:30:53.573315,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.1885714285714286)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 20.666666666666668)"
10-01-2023 14:30:54.668360,"(2.6, 2.74, 2.670810810810811)","(1.85, 2.24, 2.1885714285714286)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:30:55.639873,"(2.6, 2.74, 2.6410909090909094)","(1.85, 2.24, 2.1885714285714286)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:30:56.522593,"(2.6, 2.74, 2.6410909090909094)","(1.85, 2.24, 2.202105263157895)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:30:57.477228,"(2.6, 2.74, 2.6410909090909094)","(1.85, 2.24, 2.202105263157895)","(4.4, 9.2, 8.609090909090908)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:30:58.467975,"(2.6, 2.74, 2.6410909090909094)","(1.85, 2.24, 2.1963636363636367)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:30:59.413395,"(2.6, 2.74, 2.619111111111111)","(1.85, 2.24, 2.202857142857143)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:31:00.316541,"(2.6, 2.72, 2.6313333333333335)","(1.85, 2.24, 2.2150000000000003)","(4.4, 9.2, 8.546153846153846)","(91.0, 310.0, 188.57142857142856)","(14.0, 25.0, 22.14)"
10-01-2023 14:31:01.197462,"(2.6, 2.72, 2.6313333333333335)","(1.9, 2.24, 2.222857142857143)","(4.6, 9.2, 8.546153846153846)","(101.0, 310.0, 176.66666666666666)","(15.0, 25.0, 22.14)"
10-01-2023 14:31:02.043498,"(2.6, 2.72, 2.6313333333333335)","(1.9, 2.24, 2.222857142857143)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 25.0, 22.14)"
10-01-2023 14:31:02.902494,"(2.6, 2.7, 2.624)","(1.9, 2.3, 2.2705263157894735)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 25.0, 22.14)"
10-01-2023 14:31:03.863648,"(2.6, 2.7, 2.624)","(1.9, 2.28, 2.2704761904761903)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 25.0, 22.875)"
10-01-2023 14:31:04.827739,"(2.6, 2.7, 2.624)","(1.9, 2.26, 2.2504761904761903)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 22.875)"
10-01-2023 14:31:05.808009,"(2.6, 2.7, 2.624)","(1.9, 2.26, 2.2504761904761903)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.75)"
10-01-2023 14:31:06.769659,"(2.6, 2.7, 2.6100000000000003)","(1.9, 2.26, 2.232727272727273)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.75)"
10-01-2023 14:31:07.733980,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.23)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.75)"
10-01-2023 14:31:08.772141,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.23)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.75)"
10-01-2023 14:31:09.687916,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.2659649122807015)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.75)"
10-01-2023 14:31:10.680522,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.2659649122807015)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.08823529411765)"
10-01-2023 14:31:11.634824,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.2659649122807015)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.08823529411765)"
10-01-2023 14:31:12.533474,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.2659649122807015)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.08823529411765)"
10-01-2023 14:31:13.434835,"(2.6, 2.68, 2.6166666666666667)","(1.9, 2.28, 2.2646153846153845)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.08823529411765)"
10-01-2023 14:31:14.303530,"(2.6, 2.68, 2.6096296296296297)","(1.9, 2.28, 2.2425)","(4.6, 9.0, 8.753846153846153)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 21.08823529411765)"
10-01-2023 14:31:15.132072,"(2.6, 2.66, 2.600740740740741)","(1.9, 2.28, 2.256)","(4.6, 9.0, 8.52)","(101.0, 310.0, 176.66666666666666)","(15.0, 24.0, 20.92105263157895)"
10-01-2023 14:31:16.007228,"(2.6, 2.64, 2.5828571428571427)","(1.9, 2.3, 2.282857142857143)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.8125)"
10-01-2023 14:31:17.045883,"(2.6, 2.64, 2.5883870967741935)","(1.9, 2.3, 2.283333333333333)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:17.917953,"(2.6, 2.64, 2.5883870967741935)","(1.9, 2.3, 2.283333333333333)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:18.767020,"(2.6, 2.64, 2.5828571428571427)","(1.9, 2.3, 2.283333333333333)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:19.745851,"(2.6, 2.64, 2.5828571428571427)","(1.9, 2.3, 2.289090909090909)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:20.711070,"(2.6, 2.64, 2.56)","(1.9, 2.3, 2.2929824561403507)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:21.538972,"(2.6, 2.62, 2.5700000000000003)","(1.9, 2.34, 2.3156521739130436)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.55)"
10-01-2023 14:31:22.399975,"(2.6, 2.62, 2.5700000000000003)","(1.9, 2.34, 2.3104109589041095)","(4.6, 9.0, 8.8)","(101.0, 310.0, 168.33333333333334)","(15.0, 23.0, 20.869565217391305)"
10-01-2023 14:31:23.360018,"(2.6, 2.62, 2.5700000000000003)","(1.9, 2.34, 2.3104109589041095)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.869565217391305)"
10-01-2023 14:31:24.390872,"(2.6, 2.62, 2.5700000000000003)","(1.9, 2.34, 2.3017021276595746)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:25.225109,"(2.6, 2.62, 2.5325)","(1.9, 2.34, 2.315)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:26.094620,"(2.6, 2.6, 2.4956521739130433)","(1.9, 2.34, 2.29)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:26.946109,"(2.6, 2.6, 2.502702702702703)","(1.9, 2.34, 2.3355223880597014)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:27.760093,"(2.6, 2.6, 2.502702702702703)","(1.9, 2.34, 2.3355223880597014)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:28.596469,"(2.6, 2.6, 2.502702702702703)","(1.9, 2.34, 2.3355223880597014)","(4.6, 9.0, 8.8)","(101.0, 310.0, 176.66666666666666)","(15.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:29.467819,"(2.6, 2.6, 2.502702702702703)","(1.85, 2.34, 2.329393939393939)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:30.323714,"(2.6, 2.6, 2.502702702702703)","(1.85, 2.34, 2.329393939393939)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 23.0, 20.27777777777778)"
10-01-2023 14:31:31.144430,"(2.6, 2.6, 2.568421052631579)","(1.85, 2.34, 2.3021052631578947)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.75)"
10-01-2023 14:31:32.024469,"(2.6, 2.6, 2.568421052631579)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:32.966950,"(2.6, 2.6, 2.568421052631579)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:33.859539,"(2.6, 2.6, 2.568421052631579)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:34.793258,"(2.6, 2.6, 2.568421052631579)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:35.735565,"(2.6, 2.6, 2.5575510204081633)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:36.624965,"(2.6, 2.6, 2.5575510204081633)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:37.592009,"(2.6, 2.6, 2.5575510204081633)","(1.85, 2.34, 2.3032075471698112)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:38.477992,"(2.6, 2.58, 2.569166666666667)","(1.85, 2.34, 2.275)","(4.4, 9.0, 8.8)","(91.0, 310.0, 176.66666666666666)","(14.0, 22.0, 20.166666666666668)"
10-01-2023 14:31:39.331566,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3028571428571425)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 168.33333333333334)","(14.0, 22.0, 20.61111111111111)"
10-01-2023 14:31:40.144313,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3028571428571425)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 168.33333333333334)","(14.0, 21.0, 20.166666666666668)"
10-01-2023 14:31:41.127141,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3028571428571425)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 168.33333333333334)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:42.031956,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3028571428571425)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 168.33333333333334)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:42.959529,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3025531914893613)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 176.66666666666666)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:43.875080,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3025531914893613)","(4.4, 9.0, 8.76923076923077)","(91.0, 310.0, 176.66666666666666)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:44.808075,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3068571428571425)","(4.4, 9.0, 8.672727272727274)","(91.0, 350.0, 178.57142857142858)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:45.735622,"(2.6, 2.56, 2.5442105263157897)","(1.85, 2.34, 2.3068571428571425)","(4.4, 9.0, 8.566666666666666)","(91.0, 350.0, 178.57142857142858)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:46.684853,"(2.6, 2.54, 2.535217391304348)","(1.85, 2.34, 2.320983606557377)","(4.4, 9.0, 8.733333333333334)","(91.0, 350.0, 187.14285714285714)","(14.0, 21.0, 19.928571428571427)"
10-01-2023 14:31:47.570013,"(2.6, 2.48, 2.469767441860465)","(1.85, 2.38, 2.3651851851851853)","(4.4, 9.0, 8.7)","(91.0, 350.0, 187.14285714285714)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:48.371354,"(2.6, 2.48, 2.4745)","(1.85, 2.4, 2.382222222222222)","(4.4, 9.0, 8.7)","(91.0, 350.0, 187.14285714285714)","(14.0, 21.0, 20.1)"
10-01-2023 14:31:49.239436,"(2.6, 2.48, 2.464470588235294)","(1.85, 2.42, 2.387272727272727)","(4.4, 8.8, 8.72)","(91.0, 350.0, 195.71428571428572)","(14.0, 21.0, 19.928571428571427)"
10-01-2023 14:31:50.148484,"(2.6, 2.46, 2.456774193548387)","(1.85, 2.42, 2.3923076923076922)","(4.4, 8.8, 8.666666666666668)","(91.0, 350.0, 195.71428571428572)","(14.0, 21.0, 19.928571428571427)"
10-01-2023 14:31:50.963736,"(2.6, 2.46, 2.456774193548387)","(1.85, 2.42, 2.3945454545454545)","(4.4, 8.8, 8.666666666666668)","(91.0, 350.0, 195.71428571428572)","(14.0, 21.0, 19.928571428571427)"
10-01-2023 14:31:51.840337,"(2.6, 2.46, 2.45)","(1.85, 2.44, 2.4066666666666667)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 195.71428571428572)","(14.0, 21.0, 18.833333333333332)"
