,Princess Damiro,Powered Up,Farmor Frisky,Skylark Bully,Shian Kelly
10-01-2023 14:27:54.319017,"(2.6, 3.75, 3.25)","(1.9, 1.9, 1.7922666666666667)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 26.0, 20.75)"
10-01-2023 14:27:55.394562,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 26.0, 20.75)"
10-01-2023 14:27:56.355014,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 26.0, 20.75)"
10-01-2023 14:27:57.279245,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 26.0, 18.375)"
10-01-2023 14:27:58.246334,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 27.0, 18.375)"
10-01-2023 14:27:59.285992,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 27.0, 18.375)"
10-01-2023 14:28:00.414427,"(2.6, 3.55, 3.4428571428571426)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 27.0, 27.38095238095238)"
10-01-2023 14:28:01.520089,"(2.6, 3.55, 3.463461538461538)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 28.0, 21.75)"
10-01-2023 14:28:02.637866,"(2.6, 3.55, 3.216666666666667)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 28.0, 18.2)"
10-01-2023 14:28:03.640133,"(2.6, 3.55, 3.216666666666667)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 29.0, 18.2)"
10-01-2023 14:28:04.665116,"(2.6, 3.55, 3.216666666666667)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 29.0, 18.2)"
10-01-2023 14:28:05.686967,"(2.6, 3.55, 3.216666666666667)","(1.9, 1.89, 1.8854166666666665)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 29.0, 18.2)"
10-01-2023 14:28:06.626182,"(2.6, 3.55, 3.216666666666667)","(1.9, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 29.0, 23.0)"
10-01-2023 14:28:07.831573,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 29.0, 28.549999999999997)"
10-01-2023 14:28:08.798671,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.549999999999997)"
10-01-2023 14:28:09.677395,"(2.6, 3.75, 3.25)","(1.9, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.549999999999997)"
10-01-2023 14:28:10.588563,"(2.6, 3.75, 3.25)","(1.85, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.549999999999997)"
10-01-2023 14:28:11.538619,"(2.6, 3.75, 3.25)","(1.85, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.549999999999997)"
10-01-2023 14:28:12.513960,"(2.6, 3.75, 3.25)","(1.85, 1.89, 1.8399999999999999)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.68181818181818)"
10-01-2023 14:28:13.461317,"(2.6, 3.75, 3.25)","(1.85, 1.89, 1.835)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 30.0, 28.68181818181818)"
10-01-2023 14:28:14.521166,"(2.6, 4.0, 3.2916666666666665)","(1.85, 1.89, 1.7830555555555556)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 30.0, 26.5)"
10-01-2023 14:28:15.686970,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.89, 1.83)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 30.0, 28.25)"
10-01-2023 14:28:16.689296,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.88, 1.83)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 685.8333333333333)","(12.0, 30.0, 28.25)"
10-01-2023 14:28:17.808998,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.88, 1.83)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.25)"
10-01-2023 14:28:18.906171,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.88, 1.83)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.3125)"
10-01-2023 14:28:20.185663,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.88, 1.83)","(4.2, 9.0, 8.58095238095238)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.5)"
10-01-2023 14:28:21.277177,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.88, 1.7805797101449277)","(4.2, 9.0, 7.669767441860465)","(101.0, 730.0, 564.375)","(12.0, 30.0, 28.5)"
10-01-2023 14:28:22.352511,"(2.6, 3.85, 3.29)","(1.85, 1.9, 1.891160714285714)","(4.2, 9.0, 7.504761904761905)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:23.328443,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.7823762376237624)","(4.2, 8.8, 7.504761904761905)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:24.234608,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.8048260869565218)","(4.2, 8.8, 7.504761904761905)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:25.171459,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.8005)","(4.2, 8.8, 7.855813953488372)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:26.172450,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.8005)","(4.2, 8.8, 8.290909090909091)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:27.138371,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.8005)","(4.2, 8.6, 8.163636363636364)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:28.099952,"(2.6, 3.65, 3.2333333333333334)","(1.85, 1.9, 1.8414705882352942)","(4.2, 8.6, 8.163636363636364)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:29.103718,"(2.6, 3.9, 3.3375)","(1.85, 1.9, 1.8414778325123153)","(4.2, 8.6, 8.244444444444444)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:30.134992,"(2.6, 3.55, 3.368181818181818)","(1.85, 1.89, 1.8015789473684212)","(4.2, 8.6, 8.244444444444444)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:31.152160,"(2.6, 3.55, 3.368181818181818)","(1.85, 1.89, 1.8015789473684212)","(4.2, 8.6, 7.71111111111111)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:32.228182,"(2.6, 3.55, 3.368181818181818)","(1.85, 1.89, 1.801551724137931)","(4.2, 8.6, 7.71111111111111)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:33.390461,"(2.6, 3.55, 3.368181818181818)","(1.85, 1.89, 1.8197297297297297)","(4.2, 8.6, 7.676923076923076)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:34.297501,"(2.6, 3.55, 3.4323529411764704)","(1.85, 1.89, 1.8197297297297297)","(4.2, 8.6, 7.676923076923076)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:35.330221,"(2.6, 3.55, 3.4323529411764704)","(1.85, 1.9, 1.8304761904761906)","(4.2, 8.4, 7.685714285714286)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:36.440567,"(2.6, 4.0, 3.5142857142857142)","(1.85, 1.9, 1.8340112994350284)","(4.2, 8.6, 7.903225806451613)","(101.0, 730.0, 564.375)","(12.0, 30.0, 27.3)"
10-01-2023 14:28:37.635512,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8592)","(4.2, 8.6, 8.0)","(101.0, 730.0, 465.29411764705884)","(12.0, 30.0, 27.833333333333332)"
10-01-2023 14:28:38.724077,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8592)","(4.2, 8.6, 7.854901960784313)","(101.0, 610.0, 425.5)","(12.0, 30.0, 28.916666666666664)"
10-01-2023 14:28:39.815448,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8579166666666667)","(4.2, 8.6, 7.876190476190476)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.916666666666664)"
10-01-2023 14:28:40.778415,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8579166666666667)","(4.2, 8.6, 7.876190476190476)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.916666666666664)"
10-01-2023 14:28:41.747067,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8557777777777777)","(4.2, 8.6, 7.876190476190476)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.916666666666664)"
10-01-2023 14:28:42.785040,"(2.6, 3.6, 3.4676470588235295)","(1.85, 1.89, 1.8557777777777777)","(4.2, 8.6, 7.876190476190476)","(101.0, 610.0, 425.5)","(13.0, 30.0, 26.875)"
10-01-2023 14:28:43.791209,"(2.6, 3.85, 3.5318181818181817)","(1.85, 1.89, 1.8557777777777777)","(4.2, 8.6, 8.246511627906976)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:44.789574,"(2.6, 3.75, 3.4166666666666665)","(1.85, 1.89, 1.8533333333333333)","(4.2, 8.6, 8.246511627906976)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:45.773265,"(2.6, 3.75, 3.4166666666666665)","(1.85, 1.89, 1.8533333333333333)","(4.2, 8.6, 8.246511627906976)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:46.766166,"(2.6, 3.75, 3.4379999999999997)","(1.85, 1.89, 1.8505128205128205)","(4.2, 8.6, 8.248780487804877)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:47.785837,"(2.6, 3.75, 3.492857142857143)","(1.85, 1.89, 1.8396875)","(4.2, 8.6, 8.248780487804877)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:48.873579,"(2.6, 3.65, 3.525)","(1.85, 1.89, 1.8596969696969698)","(4.2, 8.6, 8.248780487804877)","(101.0, 610.0, 425.5)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:49.937218,"(2.6, 3.75, 3.492857142857143)","(1.85, 1.89, 1.838529411764706)","(4.2, 8.6, 7.88)","(101.0, 610.0, 468.125)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:50.844895,"(2.6, 3.85, 3.6441176470588235)","(1.85, 1.89, 1.838529411764706)","(4.2, 8.6, 7.88)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:51.887893,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.056603773584905)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:52.925168,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.095652173913043)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:53.858617,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8275000000000001)","(4.2, 8.6, 8.095652173913043)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.4375)"
10-01-2023 14:28:54.886463,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.095652173913043)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.799999999999997)"
10-01-2023 14:28:55.830522,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.095652173913043)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.799999999999997)"
10-01-2023 14:28:56.729146,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.095652173913043)","(101.0, 590.0, 468.125)","(13.0, 30.0, 28.799999999999997)"
10-01-2023 14:28:57.824516,"(2.6, 3.75, 3.638888888888889)","(1.85, 1.88, 1.8089473684210526)","(4.2, 8.6, 8.02)","(101.0, 590.0, 468.125)","(13.0, 30.0, 27.166666666666664)"
10-01-2023 14:28:58.829025,"(2.6, 3.9, 3.860526315789474)","(1.85, 1.87, 1.8014285714285714)","(4.2, 8.6, 8.02)","(101.0, 590.0, 468.125)","(13.0, 29.0, 26.666666666666668)"
10-01-2023 14:28:59.781326,"(2.6, 3.55, 3.5136363636363637)","(1.85, 1.87, 1.8110526315789475)","(4.2, 8.6, 8.066666666666666)","(101.0, 590.0, 468.125)","(13.0, 29.0, 26.666666666666668)"
10-01-2023 14:29:00.744304,"(2.6, 3.55, 3.4630434782608694)","(1.85, 1.88, 1.862972972972973)","(4.2, 8.6, 8.08108108108108)","(101.0, 590.0, 468.125)","(13.0, 29.0, 21.5)"
10-01-2023 14:29:01.749993,"(2.6, 3.55, 3.4630434782608694)","(1.85, 1.88, 1.862972972972973)","(4.2, 8.6, 8.2)","(101.0, 590.0, 468.125)","(13.0, 29.0, 21.5)"
10-01-2023 14:29:02.652381,"(2.6, 3.55, 3.4630434782608694)","(1.85, 1.88, 1.8609090909090908)","(4.2, 8.6, 8.2)","(101.0, 590.0, 468.125)","(13.0, 29.0, 21.5)"
10-01-2023 14:29:03.564292,"(2.6, 3.55, 3.4630434782608694)","(1.85, 1.88, 1.8663636363636362)","(4.2, 8.6, 8.042857142857143)","(101.0, 590.0, 452.3529411764706)","(13.0, 29.0, 21.5)"
10-01-2023 14:29:04.578398,"(2.6, 3.55, 3.4323529411764704)","(1.85, 1.9, 1.8424444444444446)","(4.2, 8.6, 8.042857142857143)","(101.0, 570.0, 439.4117647058824)","(13.0, 29.0, 21.5)"
10-01-2023 14:29:05.577828,"(2.6, 3.55, 3.4323529411764704)","(1.85, 1.9, 1.8461818181818181)","(4.2, 8.6, 8.2)","(101.0, 570.0, 255.0)","(13.0, 29.0, 21.25)"
10-01-2023 14:29:06.554160,"(2.6, 3.5, 3.473076923076923)","(1.85, 1.9, 1.8929145728643215)","(4.2, 8.6, 8.184)","(101.0, 570.0, 255.0)","(13.0, 28.0, 21.25)"
10-01-2023 14:29:07.428935,"(2.6, 3.5, 3.252439024390244)","(1.85, 1.9, 1.8936912751677852)","(4.2, 8.6, 8.3)","(101.0, 570.0, 255.0)","(13.0, 28.0, 21.25)"
10-01-2023 14:29:08.409262,"(2.6, 3.5, 3.252439024390244)","(1.85, 1.9, 1.8936912751677852)","(4.2, 8.6, 8.3)","(101.0, 570.0, 255.0)","(13.0, 28.0, 21.25)"
10-01-2023 14:29:09.428480,"(2.6, 3.5, 3.3833333333333333)","(1.85, 1.9, 1.8765)","(4.2, 8.6, 8.228571428571428)","(101.0, 560.0, 253.75)","(13.0, 28.0, 21.25)"
10-01-2023 14:29:10.514312,"(2.6, 3.5, 3.3833333333333333)","(1.85, 1.9, 1.8765)","(4.2, 8.6, 8.3)","(101.0, 560.0, 253.75)","(13.0, 28.0, 20.571428571428573)"
10-01-2023 14:29:11.620761,"(2.6, 3.5, 3.45)","(1.85, 1.9, 1.8765)","(4.2, 8.6, 8.3)","(101.0, 560.0, 253.75)","(13.0, 30.0, 20.571428571428573)"
10-01-2023 14:29:12.825533,"(2.6, 3.5, 3.45)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.228571428571428)","(101.0, 560.0, 278.0)","(13.0, 30.0, 28.42857142857143)"
10-01-2023 14:29:13.818190,"(2.6, 3.5, 3.45)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.228571428571428)","(101.0, 550.0, 330.0)","(13.0, 30.0, 28.42857142857143)"
10-01-2023 14:29:14.975459,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 550.0, 330.0)","(13.0, 30.0, 28.166666666666664)"
10-01-2023 14:29:15.874864,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 550.0, 330.0)","(13.0, 30.0, 28.166666666666664)"
10-01-2023 14:29:16.922628,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 550.0, 295.0)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:17.938248,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 520.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:18.790760,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:19.753007,"(2.6, 3.5, 3.2666666666666666)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.317647058823528)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:20.764931,"(2.6, 3.5, 3.45)","(1.85, 1.9, 1.8761607142857144)","(4.2, 8.6, 8.12)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:21.714407,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 8.6, 8.18)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:22.698841,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:23.699228,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 23.0)"
10-01-2023 14:29:24.714362,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 462.3076923076923)","(13.0, 30.0, 28.5)"
10-01-2023 14:29:25.807339,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 28.6875)"
10-01-2023 14:29:26.836704,"(2.6, 3.5, 3.325)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 28.6875)"
10-01-2023 14:29:27.782657,"(2.6, 3.5, 3.45)","(1.85, 1.9, 1.8771794871794873)","(4.2, 9.2, 8.259459459459459)","(101.0, 510.0, 316.6666666666667)","(13.0, 30.0, 28.6875)"
10-01-2023 14:29:28.751266,"(2.6, 3.45, 3.2282608695652173)","(1.85, 1.9, 1.8761607142857144)","(4.2, 9.2, 8.707142857142857)","(101.0, 510.0, 310.0)","(13.0, 30.0, 28.6875)"
10-01-2023 14:29:29.750539,"(2.6, 3.45, 3.2282608695652173)","(1.85, 1.9, 1.8764485981308412)","(4.2, 9.2, 8.707142857142857)","(101.0, 510.0, 310.0)","(13.0, 30.0, 28.6875)"
10-01-2023 14:29:30.694495,"(2.6, 3.45, 3.2282608695652173)","(1.85, 1.9, 1.8764485981308412)","(4.2, 9.2, 8.707142857142857)","(101.0, 510.0, 310.0)","(13.0, 30.0, 26.18181818181818)"
10-01-2023 14:29:31.663092,"(2.6, 3.45, 3.2282608695652173)","(1.85, 1.9, 1.8764485981308412)","(4.2, 9.2, 8.707142857142857)","(101.0, 490.0, 241.11111111111111)","(13.0, 30.0, 26.5)"
10-01-2023 14:29:32.625163,"(2.6, 3.45, 3.2282608695652173)","(1.85, 1.9, 1.8764485981308412)","(4.2, 9.2, 8.707142857142857)","(101.0, 490.0, 256.6666666666667)","(13.0, 30.0, 26.13157894736842)"
10-01-2023 14:29:33.665561,"(2.7, 3.45, 3.2282608695652173)","(1.8, 1.9, 1.8764485981308412)","(4.4, 9.2, 8.348148148148148)","(91.0, 490.0, 256.6666666666667)","(14.0, 30.0, 26.13157894736842)"
10-01-2023 14:29:34.651722,"(2.7, 3.5, 3.273529411764706)","(1.8, 1.9, 1.8764485981308412)","(4.4, 9.2, 8.348148148148148)","(91.0, 490.0, 256.6666666666667)","(14.0, 30.0, 26.13157894736842)"
10-01-2023 14:29:35.566814,"(2.7, 3.45, 3.2357142857142858)","(1.8, 1.9, 1.8775000000000002)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 256.6666666666667)","(14.0, 30.0, 26.13157894736842)"
10-01-2023 14:29:36.512739,"(2.7, 3.45, 3.2357142857142858)","(1.8, 1.9, 1.8775000000000002)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 256.6666666666667)","(14.0, 30.0, 26.13157894736842)"
10-01-2023 14:29:37.598351,"(2.7, 3.45, 3.2357142857142858)","(1.8, 1.9, 1.8775000000000002)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 399.375)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:38.495633,"(2.7, 3.45, 3.2357142857142858)","(1.8, 1.9, 1.8775000000000002)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 399.375)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:39.410868,"(2.7, 3.45, 3.2357142857142858)","(1.8, 1.9, 1.8775000000000002)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 265.0)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:40.243381,"(2.7, 3.45, 3.35)","(1.8, 1.9, 1.872)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 265.0)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:41.112516,"(2.7, 3.45, 3.375)","(1.8, 1.9, 1.8710975609756098)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 265.0)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:42.002927,"(2.7, 3.45, 3.375)","(1.8, 1.9, 1.8710975609756098)","(4.4, 9.2, 8.492307692307692)","(91.0, 490.0, 265.0)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:42.891292,"(2.7, 3.35, 3.2590909090909093)","(1.8, 1.9, 1.8710975609756098)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 265.0)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:43.903353,"(2.7, 3.35, 3.2590909090909093)","(1.8, 1.9, 1.8667368421052632)","(4.4, 9.2, 8.606451612903227)","(91.0, 490.0, 261.6666666666667)","(14.0, 30.0, 25.625)"
10-01-2023 14:29:44.861903,"(2.7, 3.35, 3.2590909090909093)","(1.8, 1.9, 1.864888888888889)","(4.4, 9.2, 8.6)","(91.0, 470.0, 329.1304347826087)","(14.0, 30.0, 25.727272727272727)"
10-01-2023 14:29:45.792472,"(2.7, 3.1, 3.0)","(1.8, 2.04, 2.0399335915882677)","(4.4, 9.2, 8.239999999999998)","(91.0, 470.0, 329.1304347826087)","(14.0, 29.0, 23.294117647058822)"
10-01-2023 14:29:46.785212,"(2.7, 3.15, 3.065)","(1.8, 2.02, 2.0199444444444445)","(4.4, 9.0, 8.85)","(91.0, 470.0, 239.23076923076923)","(14.0, 28.0, 25.444444444444443)"
10-01-2023 14:29:47.865424,"(2.7, 3.2, 2.994666666666667)","(1.8, 2.08, 2.0763636363636366)","(4.4, 9.0, 8.7)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:48.996437,"(2.7, 3.05, 2.923076923076923)","(1.8, 2.08, 2.071)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:49.939799,"(2.7, 3.05, 2.923076923076923)","(1.8, 2.08, 2.071)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:50.904762,"(2.7, 3.05, 2.9166666666666665)","(1.8, 2.08, 2.071)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:51.849654,"(2.7, 3.05, 2.9166666666666665)","(1.85, 2.08, 2.071)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:52.716435,"(2.7, 3.05, 2.9166666666666665)","(1.85, 2.08, 2.071)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 235.625)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:53.525070,"(2.7, 3.05, 2.9125)","(1.85, 2.08, 2.0728)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 239.23076923076923)","(14.0, 27.0, 23.5)"
10-01-2023 14:29:54.454815,"(2.7, 3.05, 2.915)","(1.85, 2.08, 2.0728)","(4.4, 9.0, 8.49375)","(91.0, 470.0, 329.1304347826087)","(14.0, 27.0, 23.9375)"
10-01-2023 14:29:55.401651,"(2.7, 3.05, 2.9428571428571426)","(1.85, 2.1, 2.0965217391304347)","(4.4, 9.0, 8.15625)","(91.0, 470.0, 230.0)","(14.0, 27.0, 23.9375)"
10-01-2023 14:29:56.262074,"(2.7, 3.05, 2.9428571428571426)","(1.85, 2.1, 2.0965217391304347)","(4.4, 8.8, 8.444444444444445)","(91.0, 450.0, 270.0)","(14.0, 27.0, 23.9375)"
10-01-2023 14:29:57.166289,"(2.7, 3.05, 2.9375)","(1.85, 2.1, 2.052)","(4.4, 8.6, 8.4)","(91.0, 430.0, 254.0)","(14.0, 27.0, 25.0)"
10-01-2023 14:29:58.101328,"(2.7, 3.05, 2.9157894736842103)","(1.85, 2.1, 2.084)","(4.4, 8.4, 8.257142857142858)","(91.0, 420.0, 250.0)","(14.0, 27.0, 24.666666666666668)"
