,Kraken Freckles,Diva Dot,Shanias Dream,Vortex,Kraken Attila,Slingshot Bruno,Stylish Ken,Husky Freckle
08-12-2022 12:38:20.034893,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:21.529480,"(2.5, 3.55, 2.8696969696969696)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:23.037957,"(2.5, 3.5, 2.819148936170213)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:24.538774,"(2.5, 3.5, 2.9019230769230773)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:25.997967,"(2.5, 3.45, 2.9019230769230773)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:27.356945,"(2.5, 3.45, 2.9019230769230773)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:28.714269,"(2.5, 3.4, 2.7724137931034485)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:30.190063,"(2.5, 3.4, 2.7724137931034485)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:31.715152,"(2.5, 3.4, 2.8312500000000003)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 34.30769230769231)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:33.244227,"(2.5, 3.4, 2.8312500000000003)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 33.5)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 203.75)"
08-12-2022 12:38:34.691171,"(2.5, 3.35, 2.765)","(26.0, 70.0, 46.41379310344828)","(21.0, 44.0, 33.5)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 200.0)"
08-12-2022 12:38:36.215796,"(2.5, 3.35, 2.765)","(26.0, 70.0, 50.36363636363636)","(21.0, 44.0, 33.5)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.040000000000001)","(3.5, 5.1, 4.292307692307692)","(26.0, 290.0, 218.94736842105263)"
08-12-2022 12:38:37.757944,"(2.5, 3.3, 2.797058823529412)","(26.0, 70.0, 50.36363636363636)","(21.0, 44.0, 33.5)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 4.916666666666667)","(4.2, 8.4, 8.142857142857142)","(3.5, 5.0, 4.2)","(26.0, 290.0, 218.94736842105263)"
08-12-2022 12:38:39.404551,"(2.5, 3.25, 2.761111111111111)","(26.0, 70.0, 50.36363636363636)","(21.0, 44.0, 33.5)","(26.0, 120.0, 100.70588235294117)","(4.4, 6.0, 5.083870967741936)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 188.46153846153845)"
08-12-2022 12:38:40.941925,"(2.5, 3.25, 2.761111111111111)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.9, 4.991304347826087)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 190.76923076923077)"
08-12-2022 12:38:42.464232,"(2.5, 3.25, 2.826923076923077)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.9, 5.0)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.2)","(26.0, 290.0, 161.0)"
08-12-2022 12:38:44.015068,"(2.5, 3.25, 2.826923076923077)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.8, 4.866666666666667)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:45.429827,"(2.5, 3.2, 2.7555555555555555)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.8, 4.908333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:47.005836,"(2.5, 3.2, 2.8153846153846156)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.7, 4.847058823529412)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:48.408632,"(2.5, 3.2, 2.7882352941176474)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.7, 4.822222222222222)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.2)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:49.917191,"(2.5, 3.15, 2.748214285714286)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.6, 4.936842105263158)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:51.360759,"(2.5, 3.15, 2.748214285714286)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.6, 4.936842105263158)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.292307692307692)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:52.840320,"(2.5, 3.15, 2.7444444444444445)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.6, 4.629032258064516)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:54.258162,"(2.5, 3.1, 2.7444444444444445)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.5, 4.740625)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 193.07692307692307)"
08-12-2022 12:38:55.664725,"(2.5, 3.1, 2.7444444444444445)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.5, 5.0)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 178.1818181818182)"
08-12-2022 12:38:57.074304,"(2.5, 3.1, 2.7444444444444445)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 187.5)"
08-12-2022 12:38:58.453651,"(2.5, 3.1, 2.7923076923076926)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 140.0)"
08-12-2022 12:38:59.829969,"(2.5, 3.05, 2.7403846153846154)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 140.0)"
08-12-2022 12:39:01.215544,"(2.5, 3.05, 2.7328125)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:02.625564,"(2.5, 3.0, 2.745)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:04.145848,"(2.5, 3.0, 2.7323076923076925)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:05.754394,"(2.5, 2.98, 2.7323076923076925)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:07.168383,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:08.748619,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:10.588702,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:12.083257,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:13.835487,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:15.405191,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:16.887116,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 180.90909090909093)"
08-12-2022 12:39:18.430793,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 173.0)"
08-12-2022 12:39:19.906897,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 183.63636363636363)"
08-12-2022 12:39:21.385966,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 176.0)"
08-12-2022 12:39:22.876618,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 176.0)"
08-12-2022 12:39:24.419658,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 212.85714285714286)"
08-12-2022 12:39:25.915897,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 212.85714285714286)"
08-12-2022 12:39:27.694167,"(2.5, 2.98, 2.764615384615385)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:29.504260,"(2.5, 2.98, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:31.267824,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:32.956560,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:34.541171,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:36.050271,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:37.442835,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.4)","(26.0, 290.0, 162.5)"
08-12-2022 12:39:38.863388,"(2.5, 2.96, 2.765)","(26.0, 70.0, 53.28571428571429)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:40.748558,"(2.5, 2.96, 2.765)","(26.0, 70.0, 56.5)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.4, 8.22)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:42.352981,"(2.5, 2.96, 2.765)","(26.0, 70.0, 56.733333333333334)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.6, 8.281818181818181)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:45.298332,"(2.5, 2.96, 2.765)","(26.0, 65.0, 55.3125)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.6, 8.9)","(3.5, 5.0, 4.4)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:47.597535,"(2.5, 2.96, 2.765)","(26.0, 65.0, 55.3125)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 9.0, 8.475)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:49.921657,"(2.5, 2.96, 2.765)","(26.0, 65.0, 55.3125)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 9.0, 8.73)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:51.492668,"(2.5, 2.96, 2.765)","(26.0, 65.0, 55.3125)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 9.0, 8.288)","(3.5, 5.0, 4.488888888888889)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:52.973601,"(2.5, 2.96, 2.765)","(26.0, 65.0, 55.3125)","(21.0, 44.0, 29.3)","(26.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(26.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:55.001239,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 37.0)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:56.698236,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 37.33333333333333)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:58.182794,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 37.33333333333333)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:39:59.736867,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:01.430933,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:02.987541,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:04.699144,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:06.286652,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:08.013354,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:09.671915,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:11.144397,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:12.732414,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:14.168975,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:15.547058,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:17.022760,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:18.619386,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.41666666666667)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:20.360457,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:21.924996,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.288)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:24.034986,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.412121212121212)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:29.760796,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 100.70588235294117)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.412121212121212)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:31.739851,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 86.45454545454545)","(4.4, 5.4, 4.907692307692308)","(4.2, 8.8, 8.412121212121212)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:33.997536,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 120.0, 95.86666666666667)","(4.4, 5.4, 4.733333333333333)","(4.2, 8.8, 8.412121212121212)","(3.5, 5.0, 4.4)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:35.815684,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 31.272727272727273)","(31.0, 100.0, 54.0)","(4.4, 5.4, 4.333333333333333)","(4.2, 8.8, 8.412121212121212)","(3.5, 5.0, 4.488888888888889)","(31.0, 290.0, 217.14285714285714)"
