,Spill The Tears,Dragon Pins,Thunder Moon,Madagascar Miss,Brazetti,Rodian Bull,Sidewalk,Coffee Coming,Dynamic Jewel,Scare Campaign,Sunny Ekcels
12-01-2023 16:10:55.152470,"(7.5, 12.0, 10.142857142857142)","(7.5, 10.5, 10.422222222222222)","(1.75, 1.89, 1.8415625)","(8.5, 11.5, 10.642857142857142)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 60.85714285714286)","(12.0, 19.5, 19.166666666666668)","(101.0, 130.0, 120.0)","(11.0, 21.0, 17.142857142857142)","(101.0, 190.0, 165.0)"
12-01-2023 16:10:56.509788,"(7.5, 11.0, 10.68)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.89, 1.85)","(8.5, 11.5, 10.642857142857142)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 62.58333333333333)","(12.0, 19.5, 18.9375)","(101.0, 130.0, 120.0)","(11.0, 21.0, 19.071428571428573)","(101.0, 190.0, 165.0)"
12-01-2023 16:10:57.924564,"(7.5, 11.0, 9.833333333333332)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.88, 1.85)","(8.5, 11.5, 10.642857142857142)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 60.85714285714286)","(12.0, 19.5, 18.9375)","(101.0, 130.0, 120.0)","(11.0, 21.0, 17.625)","(101.0, 190.0, 165.0)"
12-01-2023 16:10:59.271251,"(7.5, 11.0, 9.833333333333332)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.88, 1.85)","(8.5, 11.5, 10.642857142857142)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 62.58333333333333)","(12.0, 19.5, 18.9375)","(101.0, 130.0, 120.0)","(11.0, 21.0, 17.625)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:00.659751,"(7.5, 11.0, 9.833333333333332)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.88, 1.85)","(8.5, 11.5, 10.642857142857142)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 62.58333333333333)","(12.0, 19.5, 18.3)","(101.0, 130.0, 120.0)","(11.0, 21.0, 17.625)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:02.008132,"(7.5, 11.0, 9.833333333333332)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.88, 1.85)","(8.5, 11.5, 10.833333333333334)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.166666666666664)","(31.0, 65.0, 62.58333333333333)","(12.0, 19.5, 18.763157894736842)","(101.0, 130.0, 120.0)","(11.0, 21.0, 17.625)","(101.0, 190.0, 166.25)"
12-01-2023 16:11:03.333572,"(7.5, 11.0, 9.833333333333332)","(7.5, 10.5, 10.493793103448276)","(1.75, 1.88, 1.85)","(8.5, 11.5, 10.833333333333334)","(26.0, 50.0, 48.285714285714285)","(20.0, 34.0, 32.16666666666667)","(31.0, 65.0, 62.58333333333333)","(12.0, 19.5, 17.944444444444443)","(101.0, 130.0, 125.0)","(11.0, 21.0, 18.25)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:04.710526,"(7.5, 10.5, 9.940000000000001)","(7.5, 10.5, 10.493877551020407)","(1.75, 1.88, 1.8753846153846154)","(8.5, 11.5, 11.1)","(26.0, 50.0, 47.33333333333333)","(20.0, 34.0, 30.941176470588236)","(31.0, 65.0, 51.5)","(12.0, 19.5, 17.9)","(101.0, 130.0, 125.0)","(11.0, 19.5, 18.25)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:06.018613,"(7.5, 10.5, 10.033333333333333)","(7.5, 10.5, 10.493877551020407)","(1.75, 1.88, 1.8753846153846154)","(8.5, 11.5, 11.1)","(26.0, 50.0, 47.33333333333333)","(20.0, 32.0, 28.8)","(31.0, 65.0, 61.14285714285714)","(12.0, 19.5, 17.9)","(101.0, 130.0, 125.0)","(11.0, 19.5, 19.142857142857142)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:07.496002,"(7.5, 10.5, 10.033333333333333)","(7.5, 10.5, 10.4)","(1.75, 1.88, 1.8753846153846154)","(8.5, 11.5, 11.1)","(26.0, 50.0, 47.33333333333333)","(20.0, 32.0, 28.0)","(31.0, 65.0, 60.833333333333336)","(12.0, 19.5, 17.9)","(101.0, 130.0, 126.66666666666667)","(11.0, 19.5, 18.25)","(101.0, 190.0, 165.0)"
12-01-2023 16:11:08.898345,"(7.5, 10.5, 10.083333333333334)","(7.5, 10.5, 10.657142857142857)","(1.75, 1.88, 1.88)","(8.5, 11.5, 11.0)","(26.0, 50.0, 108.28571428571428)","(20.0, 30.0, 29.666666666666668)","(31.0, 65.0, 62.5)","(12.0, 19.5, 18.375)","(101.0, 130.0, 127.5)","(11.0, 19.5, 18.0)","(101.0, 190.0, 163.33333333333334)"
12-01-2023 16:11:10.333618,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.4)","(1.75, 1.89, 1.8747770700636943)","(8.5, 11.5, 10.6)","(26.0, 120.0, 70.06666666666666)","(20.0, 32.0, 29.666666666666668)","(31.0, 80.0, 64.44444444444444)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 19.5, 20.875)","(101.0, 210.0, 190.0)"
12-01-2023 16:11:11.696829,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.4)","(1.75, 1.9, 1.8747770700636943)","(8.5, 11.5, 10.6)","(26.0, 75.0, 58.46153846153846)","(20.0, 32.0, 31.0)","(31.0, 80.0, 60.625)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.653846153846153)","(101.0, 210.0, 190.0)"
12-01-2023 16:11:13.040355,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.25)","(1.75, 1.9, 1.8747770700636943)","(8.5, 11.5, 10.6)","(26.0, 70.0, 56.875)","(20.0, 32.0, 31.0)","(31.0, 70.0, 56.0)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 210.0, 204.28571428571428)"
12-01-2023 16:11:14.415285,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.25)","(1.75, 1.9, 1.8747770700636943)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.5)","(20.0, 32.0, 31.0)","(31.0, 70.0, 57.0)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 230.0, 197.14285714285714)"
12-01-2023 16:11:15.846178,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.25)","(1.75, 1.9, 1.8747770700636943)","(8.5, 11.5, 10.6)","(26.0, 70.0, 56.875)","(20.0, 32.0, 29.666666666666668)","(31.0, 70.0, 61.333333333333336)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:17.289251,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.25)","(1.75, 1.9, 1.8655000000000002)","(8.5, 11.5, 10.6)","(26.0, 70.0, 56.93333333333334)","(20.0, 32.0, 29.666666666666668)","(31.0, 70.0, 61.333333333333336)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:18.722607,"(7.5, 11.5, 10.1)","(7.5, 11.0, 10.25)","(1.75, 1.87, 1.8653846153846154)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.294117647058826)","(20.0, 32.0, 29.666666666666668)","(31.0, 70.0, 62.61538461538461)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 180.9090909090909)"
12-01-2023 16:11:20.110866,"(7.5, 11.0, 10.040000000000001)","(7.5, 11.0, 10.714285714285714)","(1.75, 1.87, 1.8757894736842105)","(8.5, 11.5, 10.6)","(26.0, 70.0, 52.857142857142854)","(20.0, 32.0, 31.0)","(31.0, 70.0, 60.22222222222222)","(12.0, 19.5, 18.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.59090909090909)","(101.0, 230.0, 176.36363636363637)"
12-01-2023 16:11:21.489910,"(7.5, 11.0, 10.040000000000001)","(7.5, 11.0, 10.714285714285714)","(1.75, 1.89, 1.8757894736842105)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.09090909090909)","(20.0, 32.0, 31.0)","(31.0, 70.0, 61.2)","(12.0, 19.5, 17.75)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.59090909090909)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:22.865084,"(7.5, 11.0, 9.933333333333334)","(7.5, 11.0, 10.714285714285714)","(1.75, 1.89, 1.8757894736842105)","(8.5, 11.5, 10.6)","(26.0, 70.0, 62.0)","(20.0, 32.0, 31.0)","(31.0, 70.0, 61.2)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:24.248177,"(7.5, 11.0, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.89, 1.8757894736842105)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.09090909090909)","(20.0, 32.0, 31.0)","(31.0, 70.0, 61.2)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.33333333333334)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:25.624845,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.89, 1.8757894736842105)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.09090909090909)","(20.0, 32.0, 31.4)","(31.0, 70.0, 61.2)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.57142857142858)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 188.0)"
12-01-2023 16:11:27.141003,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.89, 1.8837931034482758)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.0)","(20.0, 32.0, 31.4)","(31.0, 70.0, 61.2)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.57142857142858)","(11.0, 22.0, 21.67857142857143)","(101.0, 220.0, 192.5)"
12-01-2023 16:11:28.565190,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.89, 1.8861702127659574)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.0)","(20.0, 32.0, 30.8)","(31.0, 70.0, 61.2)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.57142857142858)","(11.0, 22.0, 21.1)","(101.0, 210.0, 204.28571428571428)"
12-01-2023 16:11:30.118114,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.89, 1.8816666666666666)","(8.5, 11.5, 10.6)","(26.0, 70.0, 59.0)","(20.0, 32.0, 30.8)","(31.0, 70.0, 63.333333333333336)","(12.0, 19.5, 18.0)","(101.0, 130.0, 128.57142857142858)","(11.0, 22.0, 19.75)","(101.0, 230.0, 197.14285714285714)"
12-01-2023 16:11:31.555090,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8817391304347826)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 32.0, 30.8)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 130.0, 165.0)","(11.0, 22.0, 18.0)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:33.117855,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8818705035971222)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 32.0, 30.8)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 180.0, 165.0)","(11.0, 21.0, 18.0)","(101.0, 220.0, 206.66666666666669)"
12-01-2023 16:11:34.547346,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8824999999999998)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 32.0, 27.0)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 180.0, 147.27272727272728)","(11.0, 21.0, 20.545454545454547)","(101.0, 220.0, 206.66666666666669)"
12-01-2023 16:11:35.909699,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.6875)","(101.0, 220.0, 176.36363636363637)"
12-01-2023 16:11:37.340761,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.6875)","(101.0, 220.0, 185.0)"
12-01-2023 16:11:38.800782,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 63.84615384615385)","(12.0, 19.5, 19.125)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.6875)","(101.0, 220.0, 185.0)"
12-01-2023 16:11:40.444113,"(7.5, 10.5, 10.133333333333333)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 60.0)","(12.0, 19.5, 19.125)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.6875)","(101.0, 220.0, 173.33333333333334)"
12-01-2023 16:11:42.048743,"(7.5, 10.5, 9.82857142857143)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 60.0)","(12.0, 19.5, 18.444444444444443)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.2)","(101.0, 220.0, 185.0)"
12-01-2023 16:11:43.708410,"(7.5, 10.0, 9.82857142857143)","(7.5, 11.0, 10.6)","(1.75, 1.9, 1.8844444444444444)","(8.5, 11.5, 10.6)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 60.0)","(12.0, 19.0, 18.25)","(101.0, 170.0, 147.27272727272728)","(11.0, 21.0, 20.272727272727273)","(101.0, 220.0, 185.0)"
12-01-2023 16:11:45.276048,"(7.5, 10.5, 9.909090909090908)","(7.5, 11.0, 10.375)","(1.75, 1.9, 1.961111111111111)","(8.5, 11.5, 10.4)","(26.0, 70.0, 53.333333333333336)","(20.0, 30.0, 27.0)","(31.0, 70.0, 60.0)","(12.0, 19.0, 18.25)","(101.0, 170.0, 145.0)","(11.0, 21.0, 20.272727272727273)","(101.0, 220.0, 185.0)"
12-01-2023 16:11:46.707412,"(7.5, 10.5, 9.909090909090908)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.99, 1.9493333333333334)","(8.5, 11.5, 10.4)","(26.0, 70.0, 53.75)","(20.0, 30.0, 27.0)","(31.0, 70.0, 60.0)","(12.0, 19.0, 18.25)","(101.0, 170.0, 140.0)","(11.0, 21.0, 20.272727272727273)","(101.0, 220.0, 160.0)"
12-01-2023 16:11:48.127558,"(7.5, 10.5, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.96, 1.9493333333333334)","(8.5, 11.5, 10.4)","(26.0, 65.0, 53.75)","(20.0, 30.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 19.0, 18.055555555555557)","(101.0, 160.0, 141.42857142857142)","(11.0, 21.0, 20.272727272727273)","(101.0, 220.0, 170.0)"
12-01-2023 16:11:49.642837,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.96, 1.9493333333333334)","(8.5, 11.5, 10.4)","(26.0, 65.0, 51.666666666666664)","(20.0, 29.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(101.0, 150.0, 141.42857142857142)","(11.0, 21.0, 20.272727272727273)","(101.0, 210.0, 170.0)"
12-01-2023 16:11:51.073051,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.96, 1.9493333333333334)","(8.5, 11.5, 10.4)","(26.0, 60.0, 51.666666666666664)","(20.0, 29.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(101.0, 150.0, 141.42857142857142)","(11.0, 21.0, 20.272727272727273)","(101.0, 210.0, 170.0)"
12-01-2023 16:11:52.901981,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.96, 1.9493333333333334)","(8.5, 11.5, 10.4)","(26.0, 60.0, 51.42857142857143)","(20.0, 29.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(101.0, 150.0, 141.42857142857142)","(11.0, 21.0, 20.272727272727273)","(101.0, 210.0, 170.0)"
12-01-2023 16:11:54.458675,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.96, 1.9685714285714286)","(8.5, 11.5, 10.4)","(26.0, 60.0, 51.42857142857143)","(20.0, 29.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(91.0, 150.0, 141.42857142857142)","(12.0, 21.0, 19.4)","(101.0, 210.0, 170.0)"
12-01-2023 16:11:56.065472,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.953020134228188)","(1.75, 1.98, 1.952222222222222)","(8.5, 11.5, 10.4)","(26.0, 60.0, 51.75)","(20.0, 29.0, 28.0)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(91.0, 150.0, 141.42857142857142)","(12.0, 21.0, 19.4)","(101.0, 210.0, 170.0)"
12-01-2023 16:11:57.611379,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.91764705882353)","(1.75, 1.97, 1.9505882352941175)","(8.5, 11.5, 10.4)","(26.0, 55.0, 46.333333333333336)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(91.0, 150.0, 141.42857142857142)","(12.0, 21.0, 19.4)","(101.0, 210.0, 158.33333333333334)"
12-01-2023 16:11:59.171237,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.307692307692308)","(1.75, 1.96, 1.9649999999999999)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.055555555555557)","(91.0, 150.0, 141.42857142857142)","(12.0, 21.0, 19.4)","(101.0, 200.0, 158.33333333333334)"
12-01-2023 16:12:00.601374,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.16923076923077)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 60.0)","(12.0, 18.5, 18.0)","(91.0, 150.0, 130.0)","(12.0, 21.0, 19.4)","(101.0, 200.0, 158.33333333333334)"
12-01-2023 16:12:02.155054,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.16923076923077)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 60.0)","(12.0, 18.5, 17.0)","(91.0, 150.0, 127.5)","(12.0, 21.0, 19.4)","(101.0, 200.0, 158.33333333333334)"
12-01-2023 16:12:03.619485,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.16923076923077)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 60.0)","(12.0, 18.5, 17.0)","(91.0, 150.0, 127.5)","(12.0, 21.0, 18.2)","(101.0, 190.0, 163.33333333333334)"
12-01-2023 16:12:05.097263,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.16923076923077)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 27.09090909090909)","(31.0, 70.0, 61.111111111111114)","(12.0, 18.5, 17.0)","(91.0, 150.0, 127.5)","(12.0, 20.0, 18.5)","(101.0, 190.0, 158.33333333333334)"
12-01-2023 16:12:06.498155,"(7.5, 10.0, 9.6)","(7.5, 11.0, 10.16923076923077)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 28.0)","(31.0, 70.0, 61.111111111111114)","(12.0, 18.5, 17.0)","(91.0, 150.0, 127.5)","(12.0, 20.0, 18.5)","(101.0, 200.0, 158.33333333333334)"
12-01-2023 16:12:08.038186,"(7.5, 10.0, 9.6)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9694117647058824)","(8.5, 11.5, 10.4)","(26.0, 55.0, 45.0)","(20.0, 29.0, 25.666666666666668)","(31.0, 70.0, 55.0)","(12.0, 18.5, 17.25)","(91.0, 150.0, 127.5)","(12.0, 20.0, 18.5)","(101.0, 190.0, 163.33333333333334)"
12-01-2023 16:12:09.515039,"(7.5, 10.0, 9.6)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9745454545454546)","(8.5, 11.5, 10.545454545454545)","(26.0, 55.0, 45.0)","(20.0, 29.0, 25.666666666666668)","(31.0, 80.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 127.5)","(12.0, 20.0, 18.5)","(101.0, 190.0, 163.33333333333334)"
12-01-2023 16:12:10.895725,"(7.5, 10.0, 10.2)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9633333333333334)","(8.5, 11.5, 10.545454545454545)","(26.0, 55.0, 45.25)","(20.0, 29.0, 26.666666666666668)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 135.0)","(12.0, 20.0, 18.5)","(101.0, 190.0, 163.33333333333334)"
12-01-2023 16:12:12.623193,"(7.5, 11.0, 10.1)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9633333333333334)","(8.5, 11.5, 10.545454545454545)","(26.0, 55.0, 46.0)","(20.0, 32.0, 25.333333333333332)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 135.0)","(12.0, 20.0, 18.5)","(101.0, 190.0, 160.0)"
12-01-2023 16:12:14.076222,"(7.5, 11.0, 10.2)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9633333333333334)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 25.0)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 135.0)","(12.0, 20.0, 18.5)","(101.0, 190.0, 160.0)"
12-01-2023 16:12:15.657279,"(7.5, 11.0, 10.018181818181818)","(7.5, 11.0, 9.96)","(1.75, 1.98, 1.9633333333333334)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 28.0)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:17.158796,"(7.5, 11.0, 9.9375)","(7.5, 11.0, 9.947368421052632)","(1.75, 1.98, 1.9633333333333334)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 30.0)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:19.140178,"(7.5, 10.5, 10.09090909090909)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.98, 1.961111111111111)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 30.0)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:20.639202,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.97, 1.9485714285714286)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 30.285714285714285)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:22.363735,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.96, 1.9554545454545453)","(8.5, 11.5, 11.0)","(26.0, 55.0, 46.0)","(20.0, 32.0, 28.5)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:24.392620,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.96, 1.9556521739130435)","(8.5, 11.5, 11.0)","(26.0, 55.0, 48.5)","(20.0, 32.0, 28.5)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 17.25)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 18.5)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:25.831286,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.96, 1.932)","(8.5, 11.5, 11.0)","(26.0, 55.0, 66.14285714285714)","(20.0, 32.0, 30.285714285714285)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 17.25)","(91.0, 160.0, 126.66666666666667)","(12.0, 20.0, 19.142857142857142)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 16:12:27.505273,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.95, 1.9361538461538461)","(8.5, 11.5, 11.0)","(26.0, 75.0, 58.30769230769231)","(20.0, 32.0, 27.1)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 160.0, 124.0)","(12.0, 20.0, 19.142857142857142)","(101.0, 190.0, 165.0)"
12-01-2023 16:12:29.660386,"(7.5, 10.5, 9.75)","(7.5, 10.5, 9.947368421052632)","(1.75, 1.95, 1.9361538461538461)","(8.5, 11.5, 10.25)","(26.0, 75.0, 58.30769230769231)","(20.0, 32.0, 29.142857142857142)","(31.0, 75.0, 58.333333333333336)","(12.0, 18.0, 16.875)","(91.0, 150.0, 135.0)","(12.0, 20.0, 18.285714285714285)","(91.0, 190.0, 165.0)"
